group,CD107a,CD127,CD138,CD1c,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD336,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD99,TCR
healthy,0.0636898581247815,-0.0301429562358621,-0.0193683715324874,0.0274103062325455,0.0851878949816831,0.30463574663255,0.336403320999343,-0.0703425318034424,-0.0464960144051432,0.239248949054447,0.0278906988347193,-0.535104168200472,-0.0361181741612363,0.0191213471146348,0.0309580802894901,-0.201958916635419,-0.47352263851243,0.233937183451323,-0.165248108964367,0.115314207999134,0.191874571687421,-0.0809045181514771,-0.0453560568197478,0.227422973895288,-0.017044662631322,0.248140061855372,-0.409450695430065,-0.507062485964573,0.21604463491468,0.421290698227973,0.287665309413537,-0.555426135899141
healthy,0.217330629049914,-0.219774073913471,0.0980703522620668,-0.0242654212852466,0.270022251693989,0.298587289504439,0.619469140130031,-0.29359680930506,0.0086046481068068,0.620784393575474,-0.229692340901668,-0.565993387820252,0.0181627670081619,0.0786504456256232,-0.0020771242879111,-0.244006185181821,-0.417987109545615,0.270100264418348,-0.328963320650264,0.433133645590684,0.222428285899593,-0.0960102603217526,-0.171729233443788,0.494803181556447,0.371030800469753,0.465262981619854,-0.555443840131118,-0.601470321815566,0.169826317460893,0.572974693087918,0.395987765340769,-0.603855880332802
healthy,0.0132988934393894,0.0999970901897989,-0.103949110336238,-0.0965746174881595,0.203173728525879,0.360909414423338,0.363577328730598,0.321641812013826,-0.181512414292957,0.228270734476321,-0.104040245308364,-0.484448180710725,0.0131776043798751,0.0088147789604766,0.0688160770707548,-0.13284325192586,-0.461731284840345,0.0453895903155356,-0.160553802838934,0.273494208205858,0.255495812464022,-0.201615451202684,-0.0471832492759696,0.247099650910202,-0.0983519983929679,0.147342175235805,-0.667997269090378,-0.508857763411888,0.0455247497703123,0.38999834666957,0.325549763443245,-0.474945136515763
healthy,0.0805184175933069,-0.200040578974289,-0.0139363133700682,0.0202247999932694,0.174797932029158,0.329212377495786,0.322991228153886,-0.137519888642183,0.132358036105298,0.203367100796503,0.147373868053248,-0.503409693846423,0.0901541019464791,0.0898806668054219,0.040248799315021,-0.314964538380639,-0.542835100467152,0.153566595550556,-0.181808597256496,0.127124004612752,0.200365433534548,-0.170540300366042,-0.0565402995450846,0.301369673669522,-0.0518628483816789,0.336463295663961,-0.301786287944906,-0.467988397545212,0.333096922927736,0.547081349742806,0.501616585283572,-0.581075237882565
healthy,0.115638121856708,-0.0259246860748691,0.0332751885934567,0.0254218158178958,0.155796151935711,0.404963921258194,0.344903454592818,-0.100980822128384,0.100665633294614,0.327432814141666,0.159970057054158,-0.54661083674604,0.0428710359580701,0.0806482031272848,0.0033492695026717,-0.129917427667204,-0.487955654725336,0.0776742709596052,-0.132433287576888,0.099902060726793,0.127009561808883,-0.0412133218518858,-0.0537139862875348,0.36495521601401,0.0137084167094069,0.329715485103117,-0.53666097477856,-0.433684969499263,0.189830400892282,0.558970958725474,0.245304824796291,-0.571846961839067
healthy,-0.235488491440857,-0.0946434356362709,-0.142901521884153,-0.108290759632089,-0.328631719511568,-0.557596403864822,-0.488116410977699,-0.156493303472882,-0.332378353681216,-0.4285971267832,-0.310021535781843,0.103613597685602,-0.0401350644934313,-0.270270185435093,-0.28626378476981,-0.329290446390364,0.730760851958274,-0.57711771547311,-0.108257806113181,-0.421170741384296,-0.37779534302944,-0.103010850467248,-0.180007923786939,-0.2958426444215,0.0005817540257279,-0.568516443006045,0.341552983658435,0.518583064706177,-0.488861110453081,-0.549045634767441,-0.501998001538768,0.229323987979412
healthy,-0.0152752435386017,0.210993316590086,-0.0242610504342161,-0.0112123572100709,-0.0112645100890095,-0.256973496540916,-0.260048446310845,0.226333866526131,0.021897626473374,-0.208251892065543,-0.159896903078916,0.266219177540888,0.019828445199912,-0.0158510440635014,-0.06998344501227,-0.262059751679326,0.626609064143148,-0.301106587422747,0.107139573208819,0.0733522188242117,-0.308886835760364,0.0125125872810456,0.006738240509524,-0.0581528617581508,0.0395087015476528,-0.251986375967987,0.0612653484919979,0.403457887116574,-0.287174405788391,-0.386850954594229,-0.201141618605307,0.224467555519326
healthy,-0.256155193251774,-0.26328469493781,-0.28087223416729,-0.0714183885260089,-0.0005512131111144,-0.100217568631213,-0.141017269790644,0.0681140608260022,-0.241521539191462,-0.0888610859552868,-0.0877260229946856,-0.2116415839054,-0.34169734039446,-0.317852619487228,-0.167221257768122,-0.158572389207878,-0.165758127646751,-0.169930250999749,-0.0658647947936041,0.0423507698104046,-0.214889596043168,-0.0917687232279907,-0.0683331660686982,-0.0373573979485755,-0.136827047500663,-0.247541066420833,-0.1119910780052,-0.228073389797593,-0.004636282234047,-0.118524066154405,-0.0398015215224395,-0.259856861939342
healthy,-0.139157457946313,-0.294405936593918,-0.116148086749431,0.0176798610829516,-0.315152455967332,0.121361920238932,-0.0333316277293343,-0.246327810805651,-0.259917224034141,-0.0163200422518169,-0.371301645657283,-0.617797689667296,-0.0973218189507722,-0.106687195249948,-0.158449707732326,-0.466419095625161,-0.702513936300921,0.0785200823394557,-0.406229843782459,-0.17059346556452,-0.0890020819615251,-0.481580496522994,-0.34543299026982,0.0295858502132573,-0.0247898766147856,0.0242937023679823,-0.436503739693475,-0.513259422383154,-0.0474505163079292,0.20104140874513,-0.0921823130569708,-0.587673406818507
healthy,0.158199789618746,0.239744962089682,0.143045780947215,0.0667686976981524,0.327757984223557,0.497277047732305,0.549013326821566,0.0824589722211549,0.280705785006287,0.290511391228317,0.370912715419116,-0.349209845895556,0.0666007889627551,0.0962517431944041,0.140596495028907,0.149864208505549,-0.704371877606743,0.409341872004748,0.093199919261411,0.286034636241403,0.536073020979244,0.182703681263935,0.329049288691235,0.369840226434691,0.0705058207721182,0.292665949159019,-0.560374397314144,-0.378138280996889,0.456328522984546,0.698331306532729,0.684324813068598,-0.411993378912236
