group,CD101,CD11a,CD11b,CD127,CD197,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD307d,CD38,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD99,Podoplanin,TCR
healthy,0.0797782880156241,0.0021340208578263,0.0021572934323189,0.214629839454518,0.192900438960708,0.129028195081839,-0.0818011949253572,-0.0434632252345044,-0.116824600366357,0.135864107817726,0.245320253283284,-0.0964490468317284,0.197048611980803,0.46682408821124,0.0641459988145657,0.157261471848238,0.370903001783712,0.19377979495199,0.132460185602036,-0.0785631626553428,0.23053655136132,-0.0509250299618274,0.0382719029314299,0.29741234197617,0.220911601471136,-0.142713224795734,-0.0043605402541395,-0.101960356941724,0.630060680185178,0.454164807721961,0.0764600812392259,-0.133424520663,-0.0048239242941635,-0.0392051209293881,0.454433609960629
healthy,-0.173740462485239,0.230702525271405,0.0077744821086641,-0.340063120781876,-0.52721170110754,0.0933959164002737,0.162508250148118,0.438074717676587,0.310715413893171,-0.383792135901885,-0.0383728550717001,0.49773921509515,-0.296885851884537,-0.580166588358268,0.106361423961776,-0.273247868118077,-0.366789526336459,-0.112491026192509,-0.379437255703857,0.20551983167861,-0.40058842241027,0.279840149750384,0.094542780728978,-0.224891477160914,-0.295233938852581,0.407308931202664,0.255619432345513,0.326609737516684,-0.476196779707878,-0.568668050994761,0.0701661671988901,0.426772983343379,0.227688340741772,0.0451925989008099,-0.591283747675369
healthy,0.187379013199074,0.429323801523488,0.0341827393520349,0.338911979495435,-0.290222137096509,0.665229845446265,0.609941128118733,0.680158054202761,0.130842413152731,0.331187902067467,0.151705778351447,0.398646049463068,0.427846748549628,-0.317559120399664,0.211696806105101,-0.354903366324561,0.306816852555122,0.270559064414536,-0.617802551483608,0.362114990796116,0.117825645160585,0.518137527243412,0.533185111103383,0.29600587812292,0.388799657737581,0.497609334290364,0.0748330255685649,0.431603315358402,-0.392518527963782,-0.29855528809787,0.511529054376972,0.747206812984256,0.710212946877688,0.237519004639762,-0.417909872673894
healthy,-0.0584127328064355,-0.0365941412923401,-0.0806777636643509,-0.242578288870117,-0.0812494384575173,-0.108486645441775,0.0570044432272874,-0.145184004268009,-0.0174210996858575,0.0124414458533411,0.25029743385606,0.0143990317354543,0.15046199545379,-0.056809535319797,0.055224363386478,0.235042121508272,0.144497967066367,-0.132847228070379,-0.0267305715458294,-0.204307697209595,-0.163537305583521,0.0608220944779231,-0.181723937500724,-0.174596017891669,-0.23949190707947,-0.0867937092755666,-0.104445978063558,-0.0286307358176854,0.208271829501236,0.14312616030234,-0.0708083177564755,-0.0437141015792531,-0.135380755177441,-0.0516816987671414,-0.0346091310913995
healthy,0.19934609938503,0.304788399521508,0.0449915827683988,0.110500800635824,-0.33036660691081,0.342586218294257,0.588275436988938,0.521768553458093,0.11306634141959,-0.0664790423121156,0.273692068977538,0.404453701781941,0.374125436342915,-0.480876611615774,0.0199757663195878,-0.337278286872803,0.0696510138334833,0.0884443591910383,-0.615425328229439,0.154744147634034,-0.0009755424916693,0.158289112293124,0.378917551535289,0.168481307058281,0.128621529654605,0.412444855951225,0.037906015335642,0.4087386830928,-0.461846903434784,-0.448038525323389,0.42252387279943,0.747898501367356,0.447602588990741,0.108102367005739,-0.524224492237
healthy,-0.187304243658519,-0.507128975167025,-0.118179805683696,-0.612731490826533,-0.244319529602637,-0.646388608225921,-0.444857153556528,-0.487425895179347,-0.282954385061898,-0.442835311070211,-0.375570610709383,-0.168662386676922,-0.550866850782284,-0.277430613392834,-0.203153228536647,0.0265788677613762,-0.555453058234387,-0.521894999731931,0.0695976029663809,-0.529682398667436,-0.571076095668942,-0.499313401107703,-0.413008563812955,-0.51878851982901,-0.50053420647111,-0.379678097131621,-0.127326735607035,-0.515617735401758,-0.0876961607905607,-0.105848035143747,-0.516341277379106,-0.445281444823488,-0.581030040627762,-0.252603803245306,-0.149972476104301
healthy,0.0177300869555613,0.0710321144061256,0.0593895557874666,-0.155525179524329,-0.413268359198742,0.0779260664881518,0.291990356330725,0.293569280527574,0.0557127040468001,-0.159637878180288,0.0627051568470227,0.32499517920802,0.0643229852717493,-0.316184168400507,-0.139818886221505,-0.253629221542045,0.114026623193128,-0.0635059518773157,-0.766596739456402,0.423836187446057,-0.101829302462752,0.0332654714961125,0.172191150701819,-0.0693817680155659,-0.0651375479671314,0.150286461592203,0.0280533835569973,0.318882363465827,-0.180287806427444,-0.600915109535365,0.359343274199941,0.540737255172889,0.249885227181829,0.0439322018239184,-0.205217207876426
healthy,-0.289508590354634,-0.182060309476465,0.0859905933855291,-0.263167229031684,0.0468278147767656,-0.432862523238769,-0.155832114242448,-0.253605553168074,-0.0585416140693822,-0.197470088639769,-0.0703217107848838,0.110997764524435,-0.329281511324835,-0.0514661908598605,0.111206662293251,0.109114064145628,-0.0810816591236753,-0.300200778911193,0.0761172922527202,-0.15869766663575,-0.26209229652483,-0.262959735255644,-0.239109197318716,-0.200126640818901,-0.22813009596036,-0.15000170518645,0.1075062969537,-0.110905346460733,-0.0133471000225048,-0.0486530572829635,-0.14846094778933,-0.176458348522373,-0.354019604829741,0.171430258589196,-0.0495625665648572
healthy,-0.216387257564562,0.172956684932567,-0.0286374022873837,0.0517779900736282,-0.312723484043675,0.138655540646266,0.223338061948693,0.190582687860202,0.0052608631303983,-0.0950290302271152,0.103601866517662,-0.0230092112288277,0.0775906409125057,-0.258794338663646,-0.0880740003366199,-0.388926850853191,0.0894686773663458,0.0290585223154346,-0.754697592719507,0.359369232550481,-0.0027508247209859,0.0931274864569043,0.153311507611549,0.0040720359146868,0.0683819048639972,0.11239767940608,-0.101531173591855,0.131936827288686,-0.292525533334164,-0.202016408080289,0.136743163980571,0.39563437347208,0.316827389461164,-0.182587377430096,-0.30152495938694
healthy,-0.123391090897581,0.247484631687433,0.0327656943628499,0.268647215277989,-0.237215369192547,0.321194110703485,0.470451652269215,0.518497701996769,0.173692027068765,0.0374277010911572,0.349011248093803,0.277727253761065,0.350956097571207,-0.277345723565951,0.0729228307468453,-0.318184120453647,0.189906825816083,0.195456206185269,-0.714433461789547,0.39872887283335,0.0843947222464587,0.232219876329267,0.504280758062964,0.210659902802081,0.332000995467096,0.350276643610528,0.0231680197143191,0.247312469663447,-0.47677648862239,-0.351232116806173,0.478873146227969,0.680506327656795,0.666110886208686,0.0780348676311777,-0.329446894752328
