group,B7,CD11a,CD11b,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD254,CD26,CD269,CD278,CD279,CD28,CD3,CD30,CD326,CD336,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,Podoplanin,TCR,TIGIT
healthy,0.0048690770308862,-0.0690108764983492,-0.0358736596894648,-0.312710254245071,-0.0513853162006601,-0.048565323260063,-0.0091804037574173,-0.22735493870395,-0.0035810626196862,-0.0159846722821096,-0.0914928297345315,-0.257758557388836,0.0098805311271179,-0.224062078979503,0.0442673637199704,-0.218708163722441,-0.358797946176765,-0.0830844364824487,-0.0151759520622076,-0.0423568392428937,-0.428798187024041,-0.0483730217680304,0.0370670144900046,-0.284998839771947,-0.0781077266956162,-0.125775106404073,-0.400536761880999,-0.258992966303281,-0.0664549369029684,0.026243023462338,-0.243833263252097,-0.341894842399319,-0.0609406348300678,0.024527559327097,-0.0939275900482841,-0.0876899528110613,-0.0252448084273385,-0.342036626333131,0.0611277645182736
healthy,-0.0690977667343579,-0.332988572216736,-0.223211852997914,-0.239893785489189,-0.154882488428718,-0.264110683076026,-0.0349516970326836,-0.461317409521807,-0.200376988573824,-0.442656669551728,-0.182184866042321,0.021198932654315,-0.0948361613627366,-0.227868756902527,-0.377357042001911,-0.0121134269057352,-0.154086244580639,-0.0616947615652992,-0.101760806842515,-0.145291589786785,-0.288780617780791,0.0357240769416933,-0.208320222813672,-0.139362257292825,-0.32813568137516,-0.198166176418355,-0.430276714759333,-0.258301207898502,-0.47424181055128,-0.286783829213881,0.24533192830246,0.165126440467772,-0.0843335495155711,-0.308182157847574,-0.326791586734775,-0.424206636142121,-0.0902563326545683,-0.0910327943827278,-0.20800603810108
healthy,-0.17716331924179,-0.456432560305928,-0.0098652244581257,-0.392000234098714,-0.0856686124642429,-0.274167137111158,-0.0203539512915062,-0.541719482544673,-0.557857281552056,-0.638893201336287,-0.118692709202348,-0.453892376941235,-0.163861343236237,-0.0544365588715887,-0.324295636788111,-0.318332971133216,0.29974997948869,-0.149290391950088,-0.0975630688626954,-0.12705879472733,-0.348208300430418,0.704664996136854,-0.350035452445329,-0.129416886305745,-0.429029883998799,-0.647099137180987,-0.152163638458067,-0.363157536320818,-0.0814971359262557,-0.405166378534517,0.431719317758834,0.343941057023495,-0.449626464922466,-0.678897563253783,-0.413007340119714,-0.611465856787747,-0.171148775295979,0.324896719184598,-0.173099788012008
healthy,-0.0407465950716459,-0.115940198434124,-0.0037107350903694,0.159577941506843,-0.0509299870890867,-0.256033870782335,-0.109812822142227,-0.338262107336721,-0.498440860627658,-0.29149557623651,-0.191832796566376,-0.0744543456049625,-0.123732395871527,-0.102021440049937,-0.20612401608922,-0.347751278816299,0.0504775440599633,0.0335517289367841,-0.0568456946142932,-0.0563551345981083,-0.229980778762265,0.451971912908516,0.0600433065267681,-0.215634731022113,-0.0317242282575054,-0.409250634371089,-0.054332987069338,-0.0971744687025575,-0.0573447129034219,-0.29410466346904,0.340428783214558,0.283329120737905,-0.250394577455185,-0.538323503393698,-0.155673225427394,-0.4341779304712,-0.134410435467925,0.108954611650507,-0.19460167242019
healthy,0.0546434177172159,0.209247691977551,0.0152385366402492,0.073428132149775,0.0277363255942288,0.221105516439356,0.018762846974422,0.192803366378223,0.346023791965526,0.391769557076445,0.0155746178043331,0.0372647368832617,-0.0161547030594492,-0.0530680990446769,0.323267190509235,0.0732896743721186,-0.578248307387605,-0.0047142551432522,0.060073524469258,-0.0245896458866708,-0.173482859156363,-0.425929803342012,0.118600025709668,-0.118665016548585,0.192405642756825,0.122947290915337,-0.0824537534851209,-0.0446484066285939,0.0086567700988032,0.272297859767331,-0.6169693693215,-0.374246019697419,0.151761229085884,0.445237907710898,0.257922341769672,0.207763269553789,0.0571144697163881,-0.618143410740169,0.144220069721218
healthy,0.12852414287742,0.482776764805129,-0.0368365559098251,0.40269753805145,0.0145687156377809,0.35662429719202,-0.0537182074834811,0.597541546929595,0.344271624362437,0.473552193403125,0.0208082509266539,0.440650853628318,0.0617674550608559,0.531164636362342,0.134772969634028,0.584230581355747,0.423808364168559,-0.0867465984789005,0.0575127380087358,0.170238616704261,0.711154723419601,-0.305677788257515,0.534982465851421,0.559152703107525,0.460937556159583,0.130296240530008,0.417249954869846,0.486901632982669,-0.0163188239915574,0.344513151201429,0.149854726358438,0.139847453429691,0.516736805852475,0.49645190724006,0.257383677338577,0.575840701945455,0.0562743907618133,0.361484562600009,0.0791620193893073
healthy,-0.101610311537537,-0.157891897103524,-0.135268976460753,0.0761619773666692,-0.0551897055255752,-0.205922296097783,0.0333923856780185,-0.197503920885249,-0.41504580481694,-0.464117754297512,-0.122665874114092,0.0057506584872905,-0.0456736732949759,-0.0616976360871851,-0.366796792115845,0.0012053659509906,0.41723477228071,-0.135282034130304,-0.0025888782148288,-0.107505813726415,0.191329889466123,0.675984230875801,-0.406999273310617,0.0961610529279847,-0.183929182728358,-0.188864336107578,0.186801862846099,0.14209205320963,-0.14966535817691,-0.38139355083228,0.307412713397385,0.479571128437049,-0.37533469981282,-0.532213876370263,-0.264248304382919,-0.214011372775199,-0.152177865790207,0.419058338447039,-0.166193652138033
healthy,-0.215835499026651,-0.0484555331201831,-0.10746560235792,-0.141585383442668,-0.248139007920961,-0.110123883373084,0.0102946248717237,0.0772852878611655,0.0446627469961092,0.109405662909698,-0.147738172332139,-0.0282639857038166,-0.164831024507999,-0.225714248000856,-0.047944598726617,0.011315195988054,-0.233687659843448,-0.198768906419204,-0.212644128984667,-0.142041626709095,-0.223134968510581,-0.322758040812483,0.128476208492623,-0.0841187981534668,-0.0158102976296522,0.0328003672576792,-0.200004739455857,-0.150862938449359,-0.130637369182931,-0.0146118614568986,-0.189734532425019,-0.194752896744785,0.0538362712033382,0.118866062549208,-0.161826902252995,0.0672598055948988,-0.252542764545019,-0.216700788335601,0.0022257012863575
healthy,0.101083076938041,0.379406546647158,0.0925491139682831,0.465358154575439,0.110427866294431,0.0498455198256577,0.0355972398976823,0.593335832820137,0.134578055815713,0.307268100418778,0.132280002878483,0.242479989527284,0.145376025479869,0.379477907889378,0.0619391047700774,0.557018001402723,0.350264426073904,0.11932984731456,0.0165868824176726,0.248851149506906,0.410441671433013,0.337326997708501,0.352731526876726,0.493326325391671,0.36189203054441,0.310959648173601,0.620206230857657,0.540211693604929,0.056013412157932,0.194119426001246,0.169365575919305,0.501349470521394,0.289688291034471,0.213287811304903,0.282439713731695,0.405542133784436,0.114916932460109,0.238624336116284,0.0434708103173212
healthy,0.0664396539175854,0.249560616126554,0.0023171221489174,0.255141437460992,0.0204049160167107,0.185678068189185,0.022647785196271,0.277085216471447,0.400301483187453,0.491356252462216,0.115211870796114,0.0587090972079948,0.0655401580972619,0.267951374293143,0.246859361731401,0.224193746522699,-0.240102624002273,0.0016244808355337,-0.0111063746534661,0.0735720684574792,0.0754439322695546,-0.610635371872494,0.365385294281351,0.0389367598457231,0.170550677951692,0.410911244416359,0.0994147154188388,0.246899360222941,-0.0135648835991396,0.204024905169381,-0.430851523550278,-0.304722437632411,0.435270191435998,0.614613796868744,0.28926941247915,0.604136800064747,0.06929441152701,-0.274499224299851,0.232729542919249
