group,B7,CD107a,CD127,CD138,CD1c,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD336,CD4,CD45RA,CD45RO,CD47,CD49f,CD52,CD62L,CD7,CD70,CD82,CD95,CD99,Podoplanin,TCR
healthy,0.14288979953695,0.1374293841199,0.0848540478337506,0.0265283422559328,0.0585644673823747,0.247587907890957,0.430245390824076,0.484962023021701,0.0398599480848807,0.0339862891355749,0.351505041880409,0.150706150081695,-0.496356794030117,0.0288922914063228,0.0672183650613689,0.097371614270476,-0.0802574549490532,-0.537057786280008,0.34287805629858,-0.0582368393192296,0.298073796260353,0.0844314321716969,-0.455772171848005,-0.498492544613074,0.0859730318585831,0.339176907418973,0.583155792636151,0.451585407053005,0.148135042362325,-0.536305961056168
healthy,0.145167035340699,0.260568699398232,-0.148076611417333,0.0857267839615079,-0.0397145503431441,0.304885091624116,0.373549133346654,0.624647310560362,-0.0944956009034909,-0.0602425392637197,0.573721171881522,-0.121057334787864,-0.588984550253996,0.0466382937613034,0.0955374078130314,0.0211770238512522,-0.185387304092629,-0.440800874995053,0.207771923963357,-0.288330356535677,0.28700521183797,-0.127157646732003,-0.545378286374955,-0.544873794370308,0.0837945318424336,0.239649199044112,0.605216677854071,0.421622566169078,0.072873856152289,-0.630705281578679
healthy,-0.143181779897357,-0.208092772124243,-0.527481849256426,-0.166735668667674,-0.102937633747616,-0.53760234737318,-0.42781468815746,-0.712008529777442,-0.456470147047796,-0.0805890840050411,-0.271089736552839,-0.292642655812384,0.126970413467137,-0.171466799193688,-0.0624075783156252,-0.212551941487387,-0.27199134483962,0.421387249530651,-0.157631272546212,-0.214518775949282,-0.583948195160015,-0.302148026091735,0.381464466972444,0.0606313197422915,-0.25852424408849,-0.294067034601139,-0.553609730047994,-0.58617941208736,-0.229874789884678,0.25763049048539
healthy,-0.0613324630683291,-0.0331772381492121,-0.25950900597329,-0.0546550123284316,-0.0163299666432326,-0.321502707962051,0.031545710083106,-0.277285093906167,-0.105609801733443,-0.230574310174499,-0.103636357454456,-0.410571562715128,-0.169468006883078,-0.153811847239384,-0.0240181118774414,-0.0218784837442821,-0.246389865878691,0.111483351661959,-0.179672028128176,-0.277809224708883,-0.451553413131043,-0.285459385076439,-0.341191146650507,-0.0672088029104815,-0.0755198211816989,-0.286516625404847,-0.322574525712536,-0.262377101677428,-0.107659259829744,-0.16111978459063
healthy,0.0093118791431589,0.0225368603980296,0.0486746120421251,0.0140240903030448,0.0163689118691084,0.0646849913702806,0.161459222493976,0.246785661470982,0.099035900786143,-0.228042156652308,0.173110645951739,-0.105011238174415,-0.575959386274431,-0.0612973706429455,0.0333820269985458,-0.0824510685157417,-0.285225994251063,-0.276886535362832,0.0679124382390956,-0.187785258858178,-0.0053805272745289,-0.15439006533492,-0.594292370691588,-0.334890662922698,0.0220710845222791,-0.0260478960165428,0.200588658131438,0.0261332475808751,0.0185870055116705,-0.606213629105508
healthy,-0.178596485249202,0.0290905072792694,-0.0217958958973406,-0.0690880696781995,0.0542851972662609,-0.0802854079001632,-0.0641965597738113,-0.0144069924389487,-0.0416213908868276,-0.300642962660323,-0.11429005649312,-0.273635261334603,-0.326835362775398,0.0859511121473924,-0.122338421737136,-0.154122883568245,-0.401442065450637,-0.0339942018485776,-0.0958147880915863,-0.178900092814157,0.0320513227021285,-0.14254815501213,-0.369420453659205,-0.146518609172014,0.108376860008261,-0.297049346301387,-0.146176070530243,-0.15888195730878,-0.0335834188780034,-0.368885795250749
healthy,-0.164356940430753,0.0378701685932066,-0.036770059331371,-0.0817396448904413,0.0212899513456801,0.0320370801523407,-0.0471702891616842,0.108436956333434,-0.190829184524532,-0.148318073905238,0.122522747679216,-0.30132614790495,-0.332612264896914,-0.0577124271225524,0.0047195032892863,-0.21802227448386,-0.459220006031995,-0.0944983582584405,0.10583221881649,-0.171677078078713,-0.106526978471444,-0.162118570198666,-0.390983015086626,-0.286392662093378,-0.0778515558494392,-0.0665006601992026,0.169788530021933,-0.073487657971894,-0.115750487393694,-0.286947783729294
healthy,-0.188570054691974,-0.0893697662755342,-0.0468594251479412,-0.164096631709777,-0.074245438496374,0.176183492887938,0.123738712140113,0.132227053279235,0.0013617069645149,-0.0402822084356156,-0.136132697993426,0.0788737286446682,-0.216766799232356,-0.255696957929208,-0.270650514725554,-0.22706148527395,-0.171256882197024,-0.208888185396957,0.124277301109602,0.0334610209527792,0.188629931015271,0.0056784584779457,-0.156197371183532,-0.199448429975531,-0.288332527068024,0.0827170076688451,0.153190750764189,0.142659774476377,-0.292908921658455,-0.145021792685339
healthy,0.0047525953446134,0.0117408335815859,-0.356633451146816,0.0329181668673182,0.0601311678419708,-0.383436386822346,0.13519279330052,-0.017768149629286,-0.231609452275621,-0.344958991520895,0.0757432674099894,-0.428853272994104,-0.682184872971886,0.079462989911121,0.0889256806156377,-0.0128088088000679,-0.617098468245112,-0.572837821533768,0.127241750856201,-0.468441188847654,-0.0783865209464087,-0.406684411128424,-0.471120054137266,-0.529817285128275,-0.0430124765161915,-0.0018637495989224,0.218700638565927,-0.168895845513806,0.104796980439426,-0.661288670374194
healthy,-0.123278637619734,-0.134015278469839,-0.107200344061649,-0.181985018343981,-0.0700522614969932,-0.0776823740241274,-0.0469064810680026,0.0524687796493779,-0.0551234957115945,-0.0655074204342407,-0.0029314740018527,-0.160302939577177,-0.170932604018571,-0.0950511530415319,-0.182141379186522,-0.0939523290300544,-0.27119656338756,-0.0604159437273918,0.0332389399148412,-0.179595875914609,-0.114554050214653,-0.117052188651644,-0.14842195712644,-0.0999494227467576,-0.17533162864641,0.0115856323667703,0.0547792089396101,0.0593593300628469,-0.11492799928969,-0.128799481123113
