group,CD2,CD224,CD226,CD244,CD279,CD45RA,CD49f,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,CD2,CD226,CD279,CD45RA,CD49f,CD58,CD62L,CD82,CD95,CD99,CD224,CD226,CD26,CD278,CD279,CD3,CD45RA,CD49f,CD57,CD62L,CD7,CD95,CD99,TCR
healthy,0.669108344714098,0.570755340463415,0.710070314781077,0.130688965883861,0.42980135289059,-0.635651785269877,0.539265994300703,0.132277839582095,0.453068342820913,-0.0238077761928892,-0.179044474558875,0.587321456338578,0.725559585091046,0.481917593148796,0.743872155017596,0.544645691510968,0.706573512430844,0.426047230535621,-0.793760805894945,0.506227564531718,0.444136812193485,-0.121472438128912,0.570383537724085,0.75902836781228,0.695811430753576,0.46552327685464,0.537756572046293,0.0584971176872828,0.115259346361387,0.345567059085675,-0.4986657941343,-0.666871020428327,0.358219133814729,0.0074539332168065,-0.293989401446914,-0.475783838584486,0.622755528824028,0.49657440101786,-0.544348157615435
healthy,0.620254110082334,0.346677448660712,0.685362793502851,0.280820440275345,0.522289018245704,-0.230869655182816,0.505664019950329,0.440312415056694,0.433628721977652,-0.228050993770021,-0.224617633621533,0.281493550847953,0.53073406613464,0.496124080591509,0.597920982275982,0.306522746633674,0.631448118287707,0.606754548387166,-0.492869582577454,0.28949871318256,0.473841761691995,-0.588494486844483,0.228176043098772,0.621751647563554,0.422884762607048,0.330590119966067,0.594173666425045,-0.227528638752984,-0.0084618017171536,0.591352026176384,-0.600768503390232,-0.465267470443592,0.232304979808095,0.280498106901689,-0.591303304271927,-0.574688459290751,0.586907316342168,0.380428318568815,-0.633949146741684
healthy,0.605488214616212,0.518208555864401,0.720564394495657,0.120810041121035,0.402708248769726,-0.479305552185634,0.585439597582265,0.149250299845917,0.442883143997638,-0.463848790329819,-0.277381255651177,0.39712032620149,0.691621936136648,0.642316176910111,0.656704093503287,0.333127339806367,0.483426005967962,0.251282521002495,-0.54809771140842,0.408992273352125,0.215467932672527,-0.69060523312829,0.177993259656286,0.529105587550684,0.431727002643326,0.435819385239672,0.246270382795617,-0.143503767255022,0.11455230581144,0.19083346676875,-0.551499034308282,-0.657003510369838,0.297379025046178,-0.131737988072169,-0.291502170888592,-0.461308696063254,0.506766458595974,0.359633700578537,-0.537728613432301
healthy,0.410960211214049,0.4374103062997,0.50408988263928,0.0699399858201114,0.373627954491745,-0.556828132573212,0.569434538854036,0.0770677446104494,0.499461411687361,-0.108771606734429,-0.472630540461323,0.615875285224584,0.7675521377455,0.367420657390155,0.725916252884235,-0.175179483740138,-0.0572929903419597,-0.0684180236125895,-0.15900550621858,-0.379456519423995,-0.0589402058910004,0.229547320936656,-0.0176216089842624,-0.121455521964457,-0.0863400706777563,0.130704775288246,0.181048538102679,-0.0814261460884974,-0.0484431295633587,0.147668576662118,-0.540955805269901,-0.557079899193681,0.183645524614199,-0.146879140267342,-0.441266088890596,-0.512701363183006,0.375616436703404,0.308909687165088,-0.595526746833493
healthy,0.356378587913168,0.584537632566983,0.548479304484498,0.221743611382413,0.44947764731518,-0.513471559578212,0.360109917747167,0.0980302050545635,0.48216869647946,-0.52202939017891,-0.378650662233049,0.367999134468788,0.740940755091956,0.437838043990186,0.44583629527819,0.398398810844415,0.582855636904904,0.435799089362401,-0.594490536292067,0.475860105926875,0.456322353050593,-0.416422786947856,0.4852219302221,0.785712677965359,0.507195611467426,0.54399947841268,0.47880340913645,-0.061750409396988,0.207287899077493,0.398500756397723,-0.516457156764847,-0.563028336723854,0.314593383716716,0.0444221318715168,-0.487514069507912,-0.432315765055149,0.700432070930206,0.394056247067969,-0.554761274055887
healthy,-0.0719459504585197,0.173305281888289,-0.0050906949318502,0.0321261990436171,0.190200858764276,-0.30815086599962,0.307195893947384,0.0907510603728387,0.172205517810116,-0.371576420180064,-0.517013860785287,0.0536571865817508,0.107441253921007,-0.0952623844191456,0.10070636691553,0.354078844802448,0.327905414218735,0.209081060448247,-0.0074797507268719,0.260396476636038,0.287540811956937,-0.0387974800003087,0.317694297902366,0.255059755725645,0.314549377125138,0.268251783317943,0.255263860453439,-0.0557730777681942,0.0740353986293161,0.145813066086605,-0.462502805138668,-0.702632246918174,0.099434388718516,-0.142978339817508,-0.400536572408014,-0.476846141256415,0.320403241185816,0.153428250080086,-0.582497060733258
healthy,0.153736448226557,0.207180708455658,0.273323741775745,0.0516577116012584,0.308031673146201,-0.220571753227857,0.281436660743286,0.0759740479745206,0.171424691652739,-0.456862660139186,-0.218641469942625,0.0590395340232032,0.33855958060969,0.20676241312005,0.133050759406613,0.173502125057968,0.306173117650847,0.270322470093937,-0.602586310368863,0.31550659180752,0.37742385406824,0.0798173520058322,0.379717678566529,0.483857343604224,0.358530518394842,0.222553198169004,0.183761745242548,-0.199302564584014,0.0727420407683434,0.256608402114055,-0.313037192112515,-0.727997141107496,0.145096711751709,-0.0308020132946503,-0.137068409359718,-0.512035949345755,0.443663964002626,0.226215401637589,-0.196119201404954
healthy,0.220819114498417,0.315586067837335,0.313626437456603,0.166206472170262,0.147140056811469,-0.674085032921904,0.290251677389093,-0.0621528598522045,0.246799349650192,-0.289634881949146,-0.342064266217424,0.203390594713673,0.432836543203387,0.0759673808727434,0.287759514984863,0.0808562747407919,0.155673347107829,0.101670856544396,-0.763380966692533,0.133443989665112,0.0806233704416003,-0.303999689433349,0.189374157808038,0.314982558296141,0.156945315353461,0.0181155185362475,0.10178134926386,0.223088707924637,0.16976001407353,0.175983631806931,0.261135760810359,0.319725897681661,0.1006284343059,0.11482594160865,0.130589718044613,0.25798990135986,0.0280670281866242,0.114143778683515,0.16586030264746
healthy,-0.250711066354921,0.146822068058946,0.0092931209751109,-0.0158035280091497,0.0056715020387353,-0.698922791352752,-0.0705240091123286,0.0023912059048493,0.0611505245264244,-0.490636396034326,-0.468076049359963,-0.0054227072044731,0.249240516501156,-0.164810544457769,-0.0520043112486579,-0.216485239716147,-8.46740526679653e-05,-0.0442183168029235,-0.730660652741432,-0.060721164810383,0.0307301204374222,-0.442464135346232,-0.0232513027110264,0.233379321809947,-0.0160994240973014,0.147218540538066,0.008559430443008,-0.260089399611922,-0.117666088783151,-0.0609146802065092,-0.500334527545348,-0.750280362959064,-0.0440122816764047,-0.0751886611918711,-0.408509307949394,-0.431895460685926,0.239730111807029,0.0361821774030922,-0.491081810203762
healthy,0.303091132523831,0.422347103655769,0.518175779413068,0.179692839799354,0.249540403363431,-0.637365565867399,0.484137458513973,0.0469327642630736,0.241075822362036,-0.62953587640938,-0.352233718381922,0.382558752748741,0.641318922384388,0.286301977306592,0.632776845549022,0.300689543921145,0.446131023413919,0.207822422303492,-0.6896786182339,0.465220106861348,0.150058067988259,-0.499496808857556,0.401941678307518,0.606891191905764,0.609523775085855,0.371585713625635,0.445378861163018,0.0238246458934446,0.176943729604193,0.206855639024998,-0.389902793195138,-0.662918974559034,0.422529441039887,-0.0083364355346828,-0.565495867107509,-0.390294819457792,0.586332371434474,0.580557713757647,-0.429119114124743
