group,CD11a,CD11b,CD127,CD138,CD150,CD197,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD326,CD38,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,ITGB7,TCR
healthy,-0.346843903082022,0.0100158983554949,-0.453388532905128,0.0283984131422525,-0.216783162438043,0.159073676850114,-0.557435568686296,-0.422453864806515,-0.557795450571835,-0.257812832522597,-0.386362243965671,-0.275993151902697,-0.473545171123801,0.0380143945616496,-0.0073541916839477,0.304291827376992,-0.456326900693138,-0.239356170528629,0.641386296667767,-0.206141049431596,-0.252527469986399,-0.184919644377267,-0.461204381514292,-0.54238797490849,-0.426529908210761,-0.141224489907874,-0.0220241552985702,-0.270540467554177,-0.274052598238323,0.0483011281766557,-0.527334522449864,-0.551869575894665,-0.361258299501429,-0.601061690146724,0.157068034711424,0.106541853184624
healthy,-0.400301942361198,-0.0877062996883212,0.140931881565566,-0.0790385456146587,-0.403877080729192,0.562185338742063,-0.346810973289039,-0.307658590996897,-0.670909243383835,0.297610085924941,-0.0783460473389701,-0.648156449396601,0.187040861885592,0.533585886107547,-0.078041390700108,0.380611089649292,0.180387243765466,-0.0599662211863999,0.451058853512127,-0.304224781413803,0.304829379693237,-0.459365389713188,-0.298234308871755,0.017607811092834,0.123710566843033,-0.481924811373031,-0.410835080497069,-0.464634079978337,0.546892158066548,0.595707572730317,-0.189659645541266,-0.603229185709437,-0.355756224025538,-0.457121784474588,0.294987956967135,0.568174461294453
healthy,0.276899674928218,0.0035217147550857,0.377318029400408,0.0337503725915807,0.264839718134257,-0.242701003439949,0.373782818877128,0.287209415378223,0.38738746379295,0.536724773986844,-0.0759766108108219,0.161575073892662,0.0466340460915425,-0.208876128285983,0.165688462835264,-0.213030862915931,0.0352147467632873,0.0292503775432852,-0.262978125978891,0.27128865195157,-0.0866171783426752,0.496427489739827,0.319116156261632,0.0200448892907127,0.106979740240147,0.34346631874819,0.011943470511186,0.214120491631524,-0.604474649399334,-0.174486257053179,0.123142136070382,0.326569690064458,0.329747763422964,0.242732511436204,0.136853177695582,-0.288499371981426
healthy,-0.310472496527135,-0.143944662038285,-0.168782230776606,-0.0783370341664137,-0.390805957155721,-0.0057389137775814,-0.417614441278496,-0.370597728066289,-0.466844592568443,-0.0553875983964177,-0.328579907870565,-0.328442659097179,-0.492780270372801,-0.0914590722152071,-0.129391730172576,0.162972307021313,-0.324282822924748,-0.358485427647046,0.263619387473148,-0.175538940207839,-0.272877024666427,-0.0126322783759985,-0.371196691369237,-0.428206248244675,-0.380007473845299,-0.281337506333903,-0.28051391583646,-0.394728179340459,0.0215648101112046,-0.0138250583038873,-0.373593204652853,-0.640387327990323,-0.382318479360476,-0.60213455718501,0.152563017711655,0.0523290992892636
healthy,-0.315375788912471,-0.0606447782852869,-0.139660129960198,-0.0387592518505738,-0.368211304413751,0.15464473600691,-0.368618365011498,-0.611143051594064,-0.497789676005998,0.152189472718431,-0.470592629572449,-0.350427141831779,-0.503353498577126,0.204222950170191,-0.074192383375637,0.324629517468862,-0.280803274036885,-0.233782522848979,0.52821767175503,-0.235162232993399,-0.174657137023314,-0.0018272386968192,-0.633885862495848,-0.35644369017123,-0.32107408196864,-0.305043853669133,-0.0654554388691308,-0.405520431117517,-0.0232206178017644,0.279870229655004,-0.630257132257236,-0.73589700202848,-0.387031445043686,-0.565751187585653,0.357720705142416,0.228990107738064
healthy,-0.559680265337881,-0.0908415528759805,-0.362960742332377,-0.109786541343067,-0.349895375091212,-0.0672493153538861,-0.574130644470399,-0.370677359597205,-0.473876912883684,-0.307876097132349,-0.5330748241372,-0.223005385720188,-0.48112392514763,-0.357159137826373,-0.177936776049625,-0.0583967218482914,-0.559933587582728,-0.495971624082271,0.27777603536863,-0.634131843984891,-0.492216321365296,-0.38116623597954,-0.239432140638217,-0.437983906004691,-0.478807922694289,-0.199943225952329,-0.0655885481339292,-0.470818778967189,-0.337367142958006,-0.0645618367071953,-0.587229361614257,-0.549622394319827,-0.350606570321191,-0.59151842916959,-0.245718511981728,-0.200032731864542
healthy,-0.0677528236740788,-0.105907087800673,0.242118342572041,-0.0944290419353148,-0.0421973641637322,0.0892361030270746,-0.0503116310075779,-0.117096640860053,-0.105972853336579,0.0642728097799518,-0.180053997973377,-0.181921147256312,-0.0825609779921161,-0.0705543194735709,-0.205095784270817,-0.13706347417329,-0.387794583186968,-0.0352549256186586,0.197292685192261,-0.336560810762844,-0.0363846443437634,0.0804829591225423,0.0454349213105182,-0.325576183730946,-0.117147613470753,-0.0159505260857438,-0.104794691826448,-0.178911717836863,-0.0698913443745931,0.0495231328050881,-0.221969647178562,-0.133295471857965,0.0326477810632831,-0.194192180095487,-0.139135664865688,-0.198285701688944
healthy,-0.130729007103384,-0.0682424656576055,-0.195776132727349,-0.124329040993279,0.0048429523115523,-0.348148873521471,-0.266400513613911,0.0676173809657792,0.0006300226812993,-0.169087022317589,-0.302436036064817,-0.0559174167473781,-0.282667421699565,-0.58876841805304,-0.243068371982955,-0.476776682505363,-0.410051877348626,-0.366157206358017,-0.631416511427256,0.0849344937400659,-0.36580207212771,-0.177631107511718,-0.0231657413550523,-0.431029295426092,-0.342393122102956,0.0210425715469915,-0.0870197033232969,-0.0162511756651929,-0.501125986403198,-0.532843315745627,-0.0822297666364421,0.0599773139083708,-0.155613320619514,-0.221748511706441,-0.228563739626274,-0.552072087924588
healthy,-0.476276186657658,0.0291823774196483,-0.493179969020096,0.147758692388279,-0.0148105330212691,-0.124698645117037,-0.686986481080358,-0.133736691041318,-0.279619435716255,-0.245822819548311,-0.486140238868849,0.0596460696387572,-0.644490945699872,-0.483522562269794,0.319667067567857,-0.142716419941929,-0.677423842258695,-0.626867758014409,-0.0338482268547005,-0.301270828431017,-0.580093470993595,-0.401545268960817,-0.276115158863067,-0.664691783915179,-0.622689514848896,-0.130583944173952,0.0853020995524053,-0.0929607670703614,-0.214384852572437,-0.465024129525001,-0.218460147517424,-0.245494548698456,-0.0421832534005568,-0.563291414625715,0.0304951611467177,-0.404221999599285
healthy,-0.262487866961273,0.0693477020771027,-0.24141337669129,0.0678309696487115,-0.116922776030466,0.307153808457097,-0.34122174920893,-0.35743348315417,-0.372921218587567,-0.0461132416718643,-0.310974020231387,-0.194433195396107,-0.323825001428221,0.138572919758499,0.0929855316447412,0.385867503304143,-0.249395530240396,-0.198496442677443,0.679204043381465,-0.30372244998672,-0.0927397115196382,-0.122695444153823,-0.520839527371792,-0.213438839865519,-0.290770072149569,-0.290552191172821,0.0565608858540885,-0.119065646661789,0.257695648780285,0.354010854372686,-0.436801761903044,-0.591701849595312,-0.242165873545082,-0.606904584256751,0.254507187725125,0.200320516850246
mild,-0.324797209084997,-0.216044114777645,-0.316477342455513,-0.254143294112395,-0.357846467115081,-0.0615192142870425,-0.394208009546339,-0.51422924892632,-0.348128370010034,-0.199463020570284,-0.27523109857497,-0.396651116968375,-0.450046984853104,0.0251657238093282,-0.310160516186678,-0.0484838029106221,-0.28387001431173,-0.277998028171654,0.328020007937369,-0.649034850862982,-0.208392668663638,-0.346134099704427,-0.424460593660186,-0.238657141008065,-0.326263901401386,-0.30380400088272,-0.163674790190009,-0.418888610366943,0.0656504264241927,0.192654342603832,-0.561498733411107,-0.653572138995678,-0.308228509213876,-0.466229032564695,-0.421261077650134,0.0839601270315645
