group,CD11a,CD11b,CD127,CD150,CD197,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,CLEC12A,TCR
healthy,-0.154514531240827,-0.190590579967108,-0.228929731426572,-0.0867333014471047,-0.273646124757502,-0.230240643073031,-0.0418569698279231,-0.028372787786583,-0.164714742584096,-0.241455624125179,-0.0408779881335334,-0.219752508522339,-0.425326380519863,-0.381720555058672,-0.328167831657773,-0.236714087582271,-0.0683899454531514,-0.366060230372988,-0.0715973184228809,-0.229681393984083,-0.32116577473103,-0.322903291625735,-0.0603358881855193,-0.0803935551823327,-0.25979028296493,-0.303535044447148,-0.126627433266702,-0.0224861789385567,-0.106410717809534,-0.135931372809741,-0.120238095991737,-0.428343732667568
healthy,-0.229678306210889,0.0485962341431214,0.333733706614558,-0.104010912335542,0.472113941452328,-0.0935317304515519,0.155973351380328,-0.319214160748108,0.573737108228015,0.0376702600375569,-0.448402665319238,0.425583037864186,0.3368091026224,0.374946479648427,0.0519405447243771,0.245306208496161,-0.206459976424437,0.409099054552749,-0.0895122863294999,-0.0768174156708457,0.100225533219604,0.316575123051991,-0.240187900394407,-0.119882668915544,0.529063973262805,0.542451275286507,0.16129937483244,-0.208137594183407,-0.0432401346827647,-0.123510083997497,0.0823835584506472,0.306124333547173
healthy,-0.200313656843672,-0.103652010765236,-0.470070136265452,-0.235852258008544,0.0153323014825521,-0.475222277431319,-0.336574751421582,-0.45702537124062,-0.461348907304701,-0.159206786707967,-0.240720683731483,-0.348292823519622,-0.0452967497325387,-0.504612941291274,-0.307158478789773,0.307245420026396,-0.201301774841909,-0.321491677724142,-0.295522853857551,-0.298737217578542,-0.328442792453011,-0.412659269499303,-0.348023244961092,-0.2971982015761,0.384991372197482,0.105266507244562,-0.163561830366775,-0.480430938526415,-0.284637043748737,-0.445525513345081,0.0047700382694104,-0.118149700430124
healthy,-0.14978470289071,-0.197814128396872,0.112545405178775,-0.225567813450595,-0.121291045416483,-0.101344186432992,0.0484739878454712,-0.072477975993297,0.0456991175283725,-0.306702755826243,-0.17372328055813,-0.157850431596653,-0.379056665867412,-0.0486196244185942,-0.263109671156242,-0.370409501464061,0.061116027978567,-0.0588276480328485,-0.297225019535436,0.255490653904186,-0.260669836446654,-0.206596102047581,-0.0461070033604054,-0.0431460341055614,0.0167475580797081,-0.274228373584146,0.0585213630952379,-0.0467815123385701,-0.126800100439005,-0.0966574398764839,-0.0272539390319571,-0.348353410408201
healthy,-0.300117473026716,-0.068739050915648,-0.219932094143268,-0.331993128483137,-0.0214904288061809,-0.369310965853616,-0.475775248984649,-0.390976684616902,0.0836755944237975,-0.433985156021001,-0.289998579461304,-0.499110744638097,-0.128277696217561,-0.440387923453968,-0.338113856553075,0.311691898529218,-0.219925167158422,-0.320342081930688,-0.0073154482491205,-0.641455090786286,-0.438984831828158,-0.441765759250377,-0.179079598339229,-0.307355381654499,-0.200859087204155,0.030184394649144,-0.566139108828354,-0.538819802653104,-0.319723731716749,-0.535347173499541,0.0569840622892227,-0.100304455689987
healthy,-0.593142393349917,-0.0335529472139308,-0.599079872878526,-0.315046096399015,-0.126820395596037,-0.715402624211023,-0.411389703361467,-0.521348988743717,-0.390462221220481,-0.488339149589087,0.0256495392293809,-0.631596629596256,-0.316904699473684,-0.60286860565758,-0.608507674528545,0.263537789272415,-0.623358881339182,-0.648437436913998,-0.536372887637011,-0.307099660728391,-0.495531711150061,-0.636153033104244,-0.292862649469509,-0.413268139330567,-0.0303237913121148,-0.183995099648765,-0.568516564828828,-0.541050150191083,-0.392489782228431,-0.66240635983894,-0.0569768641335577,-0.203205901178656
healthy,-0.298890934151596,-0.126727733490583,-0.161936931847812,-0.300460528919398,0.261138398610874,-0.425340500382099,-0.438020555308069,-0.487624847375646,-0.29005515065428,-0.118848254991114,-0.494350356368936,-0.116059521566816,0.288507346912529,0.0971145509272771,-0.167759448509344,0.490760743219934,-0.611799279439604,-0.130929931815693,-0.340973041471016,-0.344210909148072,0.0301525097156464,-0.0797445512087575,-0.334262223196855,-0.447789291109242,0.290435022167296,0.287781466614952,-0.435044182287942,-0.573560501027687,-0.327731859797177,-0.392076815859261,-0.108144561603615,0.338609752453452
healthy,-0.256824536380896,-0.052344135135657,-0.131898409760765,-0.185868369678832,0.170798264375544,-0.362060680651681,-0.392805590798166,-0.4111511534264,-0.164934217946467,-0.19264652256492,-0.179309361626211,-0.297616298715248,0.197074626445258,-0.0311024196727462,-0.196453619015816,0.576530805715041,-0.652242983634865,-0.11358210986583,-0.230443828801268,-0.436038172931121,-0.112640174761814,-0.172611497813802,-0.227528369234731,-0.324465454354661,0.265709712377949,0.253366526451566,-0.321031123183271,-0.531223418944807,-0.124567640015729,-0.427898762125203,-0.0438172564234378,0.231588421050876
healthy,-0.219812191772547,-0.0759707625839359,-0.371324752187712,0.0116783802289237,-0.41630978254971,-0.414238494924928,0.0235404868939784,-0.14614532754884,-0.233988556856373,-0.337203595694523,-0.0313471779156431,-0.475342460225905,-0.524284484931511,-0.459339569495878,-0.46481667264105,-0.610886312576456,-0.0933200844518232,-0.465337510596327,-0.223633258050913,-0.161515097168619,-0.574425825631913,-0.430564134200714,-0.0272369349930674,-0.068308359507786,-0.347116230978832,-0.56035652282738,-0.140574719561377,0.0558827050815287,-0.260668882789935,-0.194230584762239,0.0077111232395979,-0.443272162489976
healthy,-0.263549465944193,0.102854466017641,-0.277176144262384,-0.0397826124131382,0.327862766762336,-0.349610505169491,-0.305162698061112,-0.351106245060977,-0.0266940544509099,-0.296923260648674,-0.169972234467105,-0.30331991134774,0.115295670760408,-0.267601286669924,-0.206688713266141,0.655561024319484,-0.247444651436741,-0.0983965662273677,-0.105600738725474,-0.516684113933487,-0.217012185680481,-0.309207963679304,-0.268451558887001,-0.0651114927487577,0.345078443858581,0.314470170163739,-0.394739486878259,-0.562652404114258,-0.202247524993598,-0.582904164327965,-0.0314507482821032,0.166982904878232
