group,CD101,CD11a,CD11b,CD138,CD197,CD2,CD224,CD226,CD244,CD26,CD269,CD279,CD3,CD305,CD336,CD38,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD62L,CD7,CD81,CD95,CD99,Podoplanin,TCR
healthy,0.171319956221348,0.0034586222688355,0.151486561321429,0.108378106210247,0.257051033846141,0.0715030563360218,-0.122241479544264,-0.151345487947387,0.0323695635563073,0.15401490328424,0.0148665362184315,-0.0629249526660365,0.473306794659389,0.223748414636184,0.0520383220998241,0.244839493431557,0.232934668893078,0.440686256718682,0.238835070338662,0.0314406809333388,-0.0751262434591777,0.209329386719045,0.131888026062722,-0.0355779786267101,0.153290968087972,0.21884898838792,0.406807975125873,0.176982569355293,-0.2097437926227,-0.0941414021877666,0.0941617068456488,0.471571770710016
healthy,0.0351999117109706,0.342327591406935,0.262850710646313,0.151244674026699,-0.0345363517637917,0.432054103415512,0.0622597533244412,0.464416320361782,0.347886146578754,0.0264532380909674,0.108139737840881,0.35199784259998,0.197990070154281,0.149303279700056,0.145112084405441,-0.0910932276127144,0.352419195006318,0.131374453723937,0.102084438136139,0.363553250120853,0.215467832465205,0.352915335042781,0.129597919380402,0.277123158185887,0.584526306950792,-0.0515688876804392,-0.137254245151041,0.349231698227339,0.167945964207978,0.404181805369511,0.102004311799569,0.170929771283114
healthy,0.33087625968805,0.263652115286821,0.288025448269958,0.192655741392254,0.189418216416689,0.272315147798076,0.0436707525070461,0.328488160399581,0.197687079476995,0.249222723407286,0.267832016436105,0.125468355564713,0.323047435738068,0.338774762232996,0.223535885957848,-0.0096880933377767,0.305917063066242,0.296744950115682,0.303993309686188,0.335723048377215,0.224815750159788,0.246226269015392,0.274452330849199,0.278721340780739,0.258111316452904,-0.0340004262389278,0.204286224471833,0.129396897982214,0.114372068335804,0.231499648466419,0.251309206778196,0.243483769311113
healthy,0.184172839504089,0.21059818196975,0.290847994406885,0.155963603521222,0.240926174593313,0.335132510171998,0.0683234354521382,0.262011286249165,0.199716629370944,0.342037264664321,0.21815562661669,0.104913722629135,0.350826895217535,0.352200016723487,0.201241862829272,0.105797563271852,0.359169295900726,0.353045219482435,0.379673463899637,0.26529153450608,0.130190635747832,0.331453996474243,0.326317737443206,0.210174162902995,0.270095438000517,0.111209219617434,0.348604338304549,0.129139514888187,0.0772879957298875,0.142404246872207,0.184013013564041,0.269514788876092
healthy,0.181359197734018,0.251818497918455,0.200943425468293,0.166903005777642,0.276715939320469,0.361537062044042,0.165492121532675,0.292610139856319,0.185792265844315,0.372502076515401,0.249972670586454,0.101109707163179,0.422032459356196,0.21400221842002,0.264514676047605,0.0675950219747519,0.396184703776399,0.190236139273583,0.41760528112702,0.225387159022231,0.352659626426846,0.414597355522856,0.41971544064719,0.137279861619115,0.181563631432817,0.209172990396367,0.357740358682088,0.257327924825655,0.0925224558275671,0.295808061996001,0.18832678307084,0.375628836932803
healthy,0.220850792382339,0.165400047259876,0.131154557082457,0.279405072642652,0.408869839452202,0.245969774956914,0.0095410913079297,0.14691803647469,0.125359925237129,0.44740407829307,0.150319957639495,0.0244810010749442,0.44743815226418,0.404070156764221,0.191485316967989,0.300121690488484,0.246275960326819,0.503854199602614,0.285962833960223,0.214163165368921,0.0739067583877288,0.270345907806146,0.23137871289391,0.103889904132377,0.195290718211717,0.367374640840988,0.474285413230936,0.262634646261458,1.66816608997572e-05,0.0830053532393215,0.244187283280148,0.340275640673712
healthy,0.25884213797677,0.29701671114778,0.145366079753795,0.284580052823296,0.145868518992515,0.332543113079017,0.160793831564512,0.309057125236624,0.226023342843827,0.400612045493555,0.24059973318724,0.220669506214438,0.150594875984743,0.254415405171475,0.277759460149472,-0.0658568170744747,0.255481954256707,0.151740153770915,0.262171609794387,0.29695770585428,0.157166050776219,-0.0016019821709416,0.180661897284389,0.228975186402186,0.219784977597994,-0.14900264248338,0.142741657745946,0.146558026744023,0.162835063800972,0.236980945929538,0.213113962279576,0.0590677744758035
healthy,0.465012454883735,0.299090106225462,0.121640350863347,0.158545746536521,0.0046458203517547,0.530973185923424,0.382427089733655,0.553380296698347,0.193256405510182,0.340211634576566,0.117727469367961,0.147232469140913,0.0949087279322004,0.0641732269410966,0.103390861099774,-0.0277544985292572,0.362057634425009,-0.109606489544126,0.366884413750653,0.358579878352106,0.530784260627215,0.317530761652283,0.346108414296391,0.271925562227733,-0.0008003473370339,0.0731264569691672,0.031637466994849,0.261997164187996,0.541830323613495,0.526043770376983,0.154670769778713,0.123569669178622
healthy,0.298952810644657,0.290830244629139,0.148807523993958,0.234925419956926,0.253551195674971,0.411509833574911,0.186398064300964,0.357142297250161,0.191839865285712,0.278645691697738,0.261289117327126,0.215816707434344,0.106348916207037,0.233194482768384,0.318178250111783,0.162829714763191,0.306932500703306,0.148104624309886,0.316216675435558,0.27445954256548,0.228792013747968,0.26366398654887,0.378604594937973,0.23017873201049,0.177386089923365,-0.0846092657886772,0.28700103558765,0.193514951340095,0.323746735069606,0.262144829843204,0.291049736838197,0.044740960601046
healthy,0.278948481131822,0.175558601077849,0.221488146530367,0.20208862646727,0.27867185444796,0.275719547717514,0.143116310230534,0.204650837346597,0.128333200103109,0.424279744440563,0.243775077484359,0.116034238979946,0.217803386987904,0.198102997464919,0.160254213605058,0.0107830366825616,0.259670014306936,0.124935053607801,0.290423350642198,0.224271057882999,0.218083571411165,0.163879491388767,0.176788011657273,0.156339826774807,0.151568267216538,-0.0504498114868022,0.208700184580364,0.228620834190236,0.126397024522463,0.123143027831649,0.212033569098274,0.172903061281904
