group,CD11a,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD30,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,ITGB7,Podoplanin,TCR
healthy,-0.39022930956738,-0.416692425861138,-0.294949481941204,-0.57198153229031,-0.511850578954701,-0.655229544712056,-0.0300840242726422,-0.241929143470307,-0.335596829930484,-0.362493646650733,-0.458481320247472,0.268846923618368,-0.0696228018836466,0.393037164250006,-0.346277177476868,0.799668610330471,-0.293891174557139,-0.261474504595308,-0.516179706658017,-0.483112728674575,-0.369124686752221,-0.233414461734221,-0.0200945652877995,-0.360397143776977,-0.0133256429262094,0.27932270446955,-0.0872377615450943,-0.549018927309859,-0.687383326183175,-0.397841527305663,-0.683329999876963,0.183423706311268,-0.0674251249087296,0.339120587838842
healthy,-0.454615830864283,0.0521273604687846,-0.457281988588302,-0.434783959381946,-0.380437007385038,-0.735546805269855,-0.3991093474107,0.213706426210623,-0.113670030910503,-0.683965753298782,0.131808785715079,0.487582702628493,-0.0426966921309055,0.370269485718006,0.079020142202496,0.432805498365233,-0.323040973534213,-0.529844294361424,-0.328276719662563,-0.0850389446180487,0.0274054973980592,-0.522476833904335,-0.457349697220825,-0.515982332279915,0.588245255022967,0.576064993010796,-0.0859433392609763,-0.228852673500701,-0.657319614514539,-0.419908292643965,-0.533666897250441,0.222930783619323,-0.0990937346924089,0.535028403615615
healthy,-0.359278640315855,-0.2956312812593,-0.218154877813689,-0.588207001737635,-0.478054398930541,-0.601369023925524,-0.0307689970880719,-0.499003019415362,-0.0542060216633309,-0.380150728412536,-0.382497185043161,0.177874576039568,-0.15867843007027,0.354287291545527,-0.387287466135223,0.568742499259949,-0.134399292093821,-0.231991319777656,-0.614846366205176,-0.250814378972226,-0.386992815741681,-0.357441007042556,-0.0021096523516938,-0.347060221398576,0.393338128880177,0.293517064666052,-0.124456706205155,-0.49339449195542,-0.623409385580905,-0.402752555443781,-0.594164988289598,0.102268768592012,-0.0585424729571703,0.119323198630247
healthy,-0.354098595661249,-0.253329711781291,-0.386639424083899,-0.644787282850889,-0.45004921634197,-0.693601606805884,-0.155824587028052,-0.3200180316242,-0.195567299787448,-0.250455894323699,-0.440818898015853,0.395702872680292,-0.224221657513463,0.357120311802444,0.0507868711716437,0.52284560387422,-0.133074967555672,-0.225944355617346,-0.550730310326758,-0.192768594246574,-0.238093683389945,-0.496897128998846,-0.0616101876122739,-0.510368344015608,0.149351387570669,0.222522563105434,-0.168979859899447,-0.550215225662845,-0.751702295928378,-0.521178023003532,-0.767546569880951,0.209211747609267,-0.109791179675416,0.515507377980691
healthy,-0.335286758016302,-0.108720678080766,-0.406084541954161,-0.35221081170387,-0.631906458768452,-0.530750823840062,-0.12989083865111,0.0991973247208683,-0.343752581247622,-0.422609694532606,-0.435019378364822,0.416643659294254,-0.136887393325774,0.328314884343396,-0.139471408804969,0.596597507064367,-0.178041714268718,-0.108002874403165,-0.47426863329636,-0.23340245861588,-0.195149927349478,-0.426145203461339,-0.0689428161946653,-0.458053697598572,0.350315113228563,0.412005444248932,-0.214488455507048,-0.492565955151224,-0.801103274174932,-0.409629464183872,-0.50186208643046,0.247608897645126,-0.147822767900448,0.449984149857324
healthy,-0.295117383949485,-0.152779898772637,-0.0752524635685799,-0.321099534568518,-0.109420844097108,-0.269709450954962,0.0105344540958947,-0.199136082564039,0.0504435144493443,-0.208290930218008,-0.0899743950865388,0.0106056485699258,-0.145595947999559,0.20011871849403,0.0044469421718172,0.140401309101779,-0.239419084274089,-0.381972039189761,-0.149476370191874,0.0670945073582892,-0.111731130190125,-0.298719792265569,-0.0017999161439136,-0.121037811134326,0.201715514593071,-0.0339646652951534,-0.105348876460204,-0.148968532147313,-0.287174792389321,-0.178207617493391,-0.260755155680053,0.0863923951709744,0.0019058145866139,0.0800693914814466
healthy,-0.193480551289287,0.0517392521230316,-0.204683979942626,-0.289364146198673,-0.412745189970891,-0.510850131095079,-0.288230010330233,0.0024127065598447,-0.0733197266503078,-0.118689185736281,-0.0405874953972406,0.316520527651363,-0.0244050379701021,0.215841166167709,-0.0381671362024473,0.532032389109789,-0.382155820387938,-0.26376013373475,-0.105503589701118,0.147214116008667,0.0173741711331254,-0.259464487524363,-0.236077467635619,-0.393929629195957,0.131692982810416,0.379873319558491,-0.0514108135387604,-0.41659860220295,-0.46588398018314,-0.258597601784867,-0.300199602213231,-0.0888486107107499,-0.133625876373611,0.307202403515789
healthy,-0.0770083137917378,0.0146127175421302,-0.0550166794797763,-0.167885102577589,-0.230515762438781,-0.183755045484159,-0.0824892339906258,-0.0378102643166898,-0.0813627344082467,-0.0382462907933981,-0.127344466409388,0.354556024183964,0.183993615834675,0.354609665762797,0.122854912350626,0.613563245731043,-0.378625455050635,-0.0825874119389427,-0.229813567796766,0.0696064943742692,0.0229197618751684,-0.130297430479456,0.108552666350833,-0.130517352435758,0.18084519987706,0.366588998968978,0.130083065331943,-0.211849621691249,-0.321152301513494,0.0189783260229506,-0.203629467818771,0.196368393915595,0.200745523067381,0.357795760631804
healthy,-0.0793645049518547,0.0616253048521112,-0.0414986008510502,-0.0032774749757658,-0.133024550174723,-0.0668188088630341,0.0421168628293484,0.155989241685009,0.0104732308345898,0.0729579942800179,0.0557579755310049,0.312056452828549,0.258562239518709,0.4141765311781,0.0052875469764005,0.741937467005227,-0.198386132458197,0.0133470161530591,-0.0466755322430491,0.147953098593334,0.0722488158495743,-0.0508269574257174,0.123400360567112,-0.0379924285343524,0.273648761470249,0.306738911638768,0.219255152521879,-0.0262859190253082,-0.273845560930172,0.250683530830012,-0.182377131629965,0.23693762419441,0.265183138145733,0.32922313580553
healthy,-0.19329743898174,-0.165714412210343,-0.277930842467234,-0.261470956146079,-0.492862789632937,-0.531426105678972,-0.160404850042289,-0.0198912123285745,-0.217084832451601,-0.290750179265271,-0.308777131605412,0.397009920167152,-0.087959999552302,0.277687803557227,-0.0746030847147769,0.690073418057757,-0.388220250129019,-0.261027917621157,-0.499818034411223,-0.10947310272809,-0.285208512015799,-0.35837116055001,-0.083243874254188,-0.298914817690536,0.633089274431752,0.423744023989007,-0.132696401768122,-0.424341081675793,-0.666105161380673,-0.323850942373243,-0.643571784126984,0.0436252764921267,-0.13154898092119,0.448807099836672
