group,B7,CD11a,CD11b,CD127,CD138,CD150,CD197,CD1c,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD326,CD4,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,TCR
healthy,-0.098978121513093,-0.209904126845785,-0.012815633852619,-0.0409130208495596,0.0052082317060128,-0.202087449450019,0.293884585511277,-0.0354678011748411,-0.173657704578268,-0.374170669359517,-0.417064172334481,-0.147218784766263,0.020114845044725,-0.0119593354710689,-0.287769941467974,-0.103250266480747,0.530603380985945,-0.036481583203714,0.129615264345921,0.0674610724291796,0.545900607396455,-0.276637354926865,-0.161668216064156,-0.274104257349152,-0.002841560445809,-0.0270355697536048,-0.262563978654025,-0.0086106613787217,-0.303158445526615,0.407027959057247,0.511475563758917,-0.0433196051974206,-0.29148301082621,-0.511598058083366,-0.201449275041078,-0.380716440137756,0.559924934268867
healthy,-0.0492960978050766,-0.401518120573764,-0.169796849281774,-0.371104436025751,-0.0755350257775656,-0.373799406708777,0.231785371719062,0.0067621752712506,-0.593615551114592,-0.366040179275358,-0.617546067101055,-0.176315474806835,-0.121385818219263,-0.259912438209878,-0.458030745444628,-0.2222649162925,0.013823770360951,-0.115292003608074,-0.345332997522748,-0.327265040983341,0.267887572029832,-0.260580569142247,-0.484413444250427,-0.516483826881654,-0.421043742431623,-0.293373362692684,-0.292918265734166,-0.338178111747821,-0.394330885623788,0.170066050600354,0.182419651500457,-0.118152793381969,-0.295431770886617,-0.528175697898741,-0.470472149797521,-0.565088697272068,0.0886354272474291
healthy,-0.175691805340087,-0.400592531714439,0.0332740015932232,-0.219769649630404,-0.0534346298524812,-0.381241228501484,0.30079637560206,0.0080594256856322,-0.53861866097845,-0.630798358229211,-0.664503977981098,-0.0849476022478908,-0.312571129989919,-0.0498514619708502,-0.438375287457053,-0.345494530474845,0.373035209201829,-0.0622012050802832,-0.285235772793562,-0.138320720768418,0.765499748770285,-0.224157060048761,-0.450715288328212,-0.540156082019529,-0.142065621164201,-0.331159182594544,-0.447420320766715,0.0047619978266506,-0.391761087302574,0.493378743541217,0.450781320372839,-0.162031556191543,-0.431996648301626,-0.756947230348188,-0.433319575822001,-0.677493138680586,0.41424032792359
healthy,-0.0750554307167116,-0.318332195395194,-0.0456083212888127,-0.207529762424223,-0.080137532306538,-0.397857420494336,0.315176529001458,-0.0320579543871994,-0.554727404928538,-0.525129301946102,-0.686084366617189,-0.166955261258017,-0.293727516277391,-0.174230820044534,-0.313068512332842,-0.404938932529111,0.422847658475638,-0.117578741558967,0.0265494443417791,-0.0784536916164006,0.684094417421732,-0.27595866594437,-0.338899883731833,-0.576734628278274,-0.0682646223804162,-0.150383172319648,-0.518649827708693,-0.0112734399118108,-0.52919357629642,0.306789289505722,0.377229228567039,-0.1344281250176,-0.518513820989636,-0.773226181299011,-0.49282354730665,-0.775600096950615,0.54793196642196
healthy,-0.0534841058642896,-0.280016187042654,-0.0509336494073057,-0.101610602319993,-0.0231857828496702,-0.328645261530533,0.280735049800184,-0.0297748773854772,-0.305261131316636,-0.610947947095297,-0.487346084638753,-0.0701316925811508,0.139153951191183,-0.311208544824717,-0.33843838336392,-0.37930707370907,0.471110955225322,-0.0789086505825448,-0.0957776482317614,-0.102884586591058,0.637421224199962,-0.192625339688053,-0.0510066150337999,-0.533488087060351,-0.203732678280556,-0.172135856327446,-0.365089757748587,-0.0285495469628948,-0.396207710958741,0.285626463599525,0.483471071292505,-0.168010305184768,-0.492743085839057,-0.730881277303845,-0.343223080391342,-0.471807472263146,0.501093603172209
healthy,0.185784828964275,0.0035265348065347,0.0218728126605687,0.0133361930505183,0.287085195902932,0.14050210845383,0.157688258089751,0.061150405627044,0.133479783716738,0.160849136482514,-0.0292654759768199,0.0506661003146281,0.126980823058763,0.0104091031590199,0.130321516416647,0.153379500360496,0.088614710793245,0.178018003170942,0.202619768846621,0.145166516681493,0.179597538673768,0.165404840911905,0.142538700396266,0.182753251241761,0.125898969161819,0.126391869533524,-0.0170931893363515,0.128891529222265,0.122533733485273,0.059699410720773,-0.0294801109937814,0.166987144033041,0.0195077628186068,0.0564723911510526,0.0272930585350238,0.15115404354851,0.160430885699264
healthy,0.112208823963962,-0.0093203189320877,0.0101831437722306,0.0873990400732197,0.14082528076867,-0.142627782963802,0.401211861884348,0.016448807099886,-0.162053895813648,-0.299646630398461,-0.265633415066126,-0.0940724784415917,0.0181490773132219,-0.0579247136307976,-0.274001033286797,-0.100907861990364,0.396383303519362,0.0509173808551818,-0.0986083984896355,0.0887160585600188,0.800429586221156,-0.403923092913928,-0.102354175299126,-0.136210865151742,0.062568975923309,0.0811280272390602,-0.155981591122502,-0.0083690051506161,-0.260210448945281,0.244907612880596,0.60138764074961,0.0361265411482401,-0.222820368457234,-0.510257546228591,-0.0027600791568039,-0.194319930300362,0.356496974369862
healthy,0.0527919146088069,0.100803161953339,0.017719971195565,-0.0478751294685743,0.0749605044604173,0.197040608350953,0.229422267564798,-0.0582482947050685,0.270493389947362,0.047434255210047,0.0716097284073126,0.145560274874811,-0.114270914115502,0.341913939451726,-0.0718555728012702,0.331423750378491,0.140021207310182,-0.0128593774645327,0.0613084848364918,0.210835317973772,0.199455276575531,0.133748712955631,0.0560064168480387,0.308159574140798,0.215019111021558,0.193854388487618,0.0814510182933656,0.0348281514327291,0.183396839418317,0.432906665503918,0.217637004162043,0.127808665843519,0.104781969556363,0.180123290078472,0.198886322228439,0.228835047495884,0.1589275416305
healthy,0.124076380214401,-0.439330529850634,0.0267155259412166,-0.360278188494985,0.183537393809312,-0.0631856143515531,0.0015168938450966,0.0243250094411521,-0.549226195115606,-0.202599065439799,-0.308710554216317,-0.0643481221191373,-0.134938342694418,-0.437275238677954,0.0203398549457387,-0.515726096015338,-0.325454760950358,0.298034713776307,-0.598289799364123,-0.490303925809382,0.307060571633109,-0.368276141753588,-0.365053956221597,-0.306629808998566,-0.494802088006338,-0.490346571397035,-0.1540149677683,0.12573709577329,-0.147900908184998,-0.0889051522750085,-0.235499420127992,0.0935771655183877,-0.240981599130214,-0.36562572483204,0.039745602307858,-0.591163437014305,-0.261444061355507
healthy,-0.146702957597217,-0.163404189925457,-0.0730298683106817,-0.102737437064074,-0.170882899802076,-0.258202194043489,0.200957741825277,-0.0702077835450934,-0.223666297027626,-0.462186595810552,-0.492462417767486,-0.133927240666577,0.022034127576559,-0.18394031704298,-0.268163216605386,-0.286758412080856,0.431468205074936,-0.118303035730146,-0.0415173546457266,-0.113657089899847,0.68786428926339,-0.363524142258438,-0.246098558610113,-0.475032749625564,-0.0771980247049307,-0.256354784721326,-0.327780765005347,-0.0705457444434665,-0.269742663338945,0.642706657029776,0.453480470284426,-0.116440660817068,-0.392096738513176,-0.632832873539973,-0.282170542530326,-0.610922615734077,0.478746101337508
