group,B7,CD11a,CD11b,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD62L,CD7,CD70,CD82,CD95,CD99,TCR
healthy,-0.11760330928242,-0.490267843288681,-0.108135066720892,-0.471269358537799,-0.0274886440880118,-0.3560311281081,-0.0501769097516125,-0.661209692332346,-0.564368972971628,-0.70230963830072,-0.114954838765085,-0.331148872313985,-0.337919491045473,-0.424960914440968,-0.487463705659534,0.197514142820591,-0.122527877350714,-0.0657598523709243,-0.412499275487942,-0.285405609241475,0.716947255005221,-0.344793955964342,-0.284557681882253,-0.35807941139371,-0.557783723686225,-0.534881582031405,-0.454044916376691,-0.322981463168675,-0.439337246590121,0.149544325457255,0.254920644524174,-0.170963531848966,-0.574976026430104,-0.744073579165477,-0.749632498931522,0.270897650046022
healthy,-0.136760596891713,-0.467691663619398,-0.118515554439571,0.104066725589519,-0.0836431754517109,-0.422242712296115,0.0313683963940679,-0.399865203623949,-0.312404169140901,-0.708722915669704,-0.412458969421717,0.239710436367338,-0.0428743795595535,-0.649194281755384,0.192706304078917,0.493235063474564,-0.023063993330365,-0.0738614266034885,0.145230248777484,-0.0998411433543388,0.40460888776347,-0.25947774445834,0.287844266078059,-0.49392974682638,-0.316318271545723,-0.0016541050504951,0.100102837907849,-0.507496885533069,-0.474392196899637,0.563761346379983,0.610744485893735,-0.0365853810506647,-0.191214077340325,-0.604331163473012,-0.497393426737062,0.527569547815604
healthy,-0.171386619562017,-0.460301326119078,-0.0007339951001557,-0.387684651208576,-0.130320190483004,-0.376697764962383,-0.0699123925893596,-0.61705203625717,-0.665799617434928,-0.754961525556906,-0.146600481080856,-0.38625287786514,-0.0885649029534022,-0.382642246376064,-0.45043445396849,0.304083427149969,-0.154154880048708,-0.104059390262407,-0.334901031018166,-0.217686959015497,0.671262183744889,-0.37466344912444,-0.130703176085657,-0.516104622032287,-0.550889452352212,-0.231420359116803,-0.393172851606299,-0.49291892843605,-0.436799124598857,0.460416800209173,0.313227922482313,-0.187953493698984,-0.491282872826804,-0.768784257306487,-0.689447820518142,0.34715689122817
healthy,-0.0669671769616685,-0.303906781722993,-0.0385802480569626,-0.152043283723632,-0.0871547491506606,-0.439965994827706,-0.0507555133844348,-0.532692819080222,-0.506189281933284,-0.602546520206974,-0.155639214917703,-0.267363768278251,-0.153291272759931,-0.417595155675752,-0.421519211401595,0.431352577618282,-0.116341341206143,-0.121350830446796,-0.011227087678146,-0.0958611251901221,0.682538353682455,-0.188848142001731,-0.125759504713037,-0.273161255804737,-0.440919580473522,-0.0997753130851838,-0.196508000217946,-0.469098990731462,-0.509782034710933,0.504394583334418,0.394061309273935,-0.154458215154547,-0.427375799123963,-0.811163048330189,-0.716131032204695,0.518788503307744
healthy,-0.10848332679974,-0.295513245614787,-0.0765547021433665,-0.326573855398455,-0.0772599694147421,-0.286998495213199,-0.0019957636471656,-0.385941867371286,-0.402523448700235,-0.382141997251035,-0.0671357471196426,-0.0729560214414959,-0.365274198434193,-0.180607839602544,-0.462552439203963,-0.214649923621632,-0.164318881538158,-0.064473310631891,-0.467631075391526,-0.363387442941261,0.201045738572014,-0.20813659163706,-0.383210000773873,-0.0582428430484277,-0.622404442552707,-0.462035497780147,-0.469736540235503,-0.137230299838562,-0.250304965316577,-0.310254609659742,-0.0777116231969969,-0.167352932345587,-0.542011132519759,-0.387375841282823,-0.494572073635751,-0.171107131738597
healthy,0.203600693161916,-0.115916549860232,-0.0601903462157334,-0.292946704540967,0.0237981504688848,0.0393435627393515,0.0887038788531419,-0.209729890393654,0.0390554752879973,0.0545270226551959,0.13492524723813,-0.120259717519932,-0.166035083626056,0.297144369835268,-0.368017990114083,-0.386897029907507,0.0274363129530686,0.11426437431244,-0.290553118282597,-0.313569398093915,-0.239338221022934,-0.0640499463616965,-0.423413358588826,0.0238564648824804,0.0031979855385082,-0.239078664097503,-0.314194535904976,0.115392251219962,0.124094187210449,-0.346851341336361,-0.458594437889104,0.140730481042988,-0.144046636948609,-0.0322055435472802,-0.110575064259601,-0.433918261244016
healthy,-0.0603826605812459,0.119095241114672,-0.0514977573968422,0.0757392434853693,-0.0358472481671052,0.147653760878294,-0.0723014307102696,0.308743386733956,0.28884726590114,0.413130790962576,0.155656974083863,0.109693827007577,-0.0683942631561377,0.285377055835186,-0.005820714121821,-0.426457358898461,-0.053915559759888,-0.0357733308762515,-0.196927609499704,0.0098895223115424,-0.491164193272544,0.36164678684907,0.0218555016173788,0.226788270307341,0.280683527771409,-0.070910197484166,-0.0521464706286061,0.229695947204275,0.258729205875055,-0.538486075983224,-0.394552957376386,0.063066719702565,0.226338904621325,0.470408266011564,0.236341115933835,-0.402531221240787
healthy,-0.226334102612089,-0.195660191307218,-0.166061248664545,-0.318841796112157,-0.331200711330014,-0.268417966484396,-0.0679756412416874,-0.2958261640084,-0.270300718122651,-0.284219321249647,-0.177338436589545,-0.419281376680562,-0.263126980507591,-0.258276970325647,-0.288768356324304,-0.19954550006759,-0.333982075280001,-0.377826207510642,-0.207442539210263,-0.243220841606753,-0.0939362566479231,-0.455881263248665,-0.233764588254653,-0.306942947293399,-0.326220988336278,-0.194563093212419,-0.198859797899533,-0.183147911227848,-0.356915794118616,-0.165686568169229,-0.110797099729029,-0.31219646834284,-0.211827170337941,-0.35006245191764,-0.27442074811371,-0.17576490330657
healthy,-0.0507594492288099,-0.423396077311458,-0.0675408142517636,-0.514434047970417,-0.0403208104518507,-0.0473454543081666,-0.0078088411098748,-0.660336076913499,-0.114392943167569,-0.317861946739571,-0.0903026708911396,-0.317508527532319,-0.414419112231931,-0.0416569882320728,-0.648764810545496,-0.471758561089204,-0.0604930393523802,0.0661005474969628,-0.538241410322357,-0.623193440714595,-0.267335917551637,-0.370311965082628,-0.572962613402495,-0.376239555992992,-0.298714094353941,-0.662559043694316,-0.618288268828803,-0.165254568030232,-0.184645699469075,-0.218559224091628,-0.569320020305959,-0.0788877575932661,-0.284059361308079,-0.222448383567631,-0.458208690459858,-0.347508500824175
healthy,-0.115962068869672,-0.219353194736237,-0.0576506107216698,-0.205337229158459,-0.126450193011028,-0.246381443062006,-0.0609484944947453,-0.268287008955488,-0.438797625107375,-0.510041521303138,-0.179851316213628,-0.0915832758875169,-0.136002534089336,-0.257899192657352,-0.226735526196358,0.364729737459013,-0.0486811197063551,-0.0829900487858358,-0.0226784164167458,-0.128052876217803,0.642300833279934,-0.348289733271933,-0.0454705274887508,-0.238087849618132,-0.459220669767806,-0.0459155063042235,-0.238082690929191,-0.354089656010609,-0.256096866002272,0.620961013021762,0.378907870221714,-0.0742136026408856,-0.392677467824591,-0.624264030000274,-0.604577292318813,0.406925030207763
