group,CD11a,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,ITGB7,TCR
healthy,0.386788515862414,0.516484934296026,0.290352878384656,0.617152289750129,0.472310671881957,0.609057088613951,0.0176687958358697,0.344770181340894,0.380954555933754,0.324125213623629,0.496683101082401,-0.0324812144204522,0.506922246685813,-0.631988678458703,0.272871318070948,0.29490756164445,0.279856144677876,0.467373416171652,0.591755297858405,0.464947621260933,0.197385052448752,0.0617414956433996,0.327781352126396,0.116250388874905,-0.0593118187722645,0.527954397443967,0.604120877414152,0.413977327844905,0.648403603305344,-0.0925891526116509,-0.105596208132894
healthy,-0.260423752808128,-0.258366740707495,-0.169494456493928,-0.383877090764985,-0.0992426313757478,-0.319172413816973,-0.179127416168294,0.0388626141207448,-0.252854126787037,-0.248986118602647,-0.0186081933480362,-0.279225515058691,-0.30800090107299,-0.0691051076682856,-0.165668760323742,-0.191563694881241,-0.222974645994379,-0.162635980656605,-0.449127831896171,-0.259429307868543,-0.12565276728051,-0.442088051578942,-0.184507155787169,0.0449870222731385,0.04733327061378,-0.0378836506854131,-0.174192811568956,-0.258567872616729,-0.341702274369948,-0.0253403283941548,-0.234279258284501
healthy,-0.338053281397331,-0.279156594339948,-0.383039868686374,-0.489113159008703,-0.595857684855653,-0.631976332385057,-0.100432277992681,-0.296233660437564,-0.0546282889831232,-0.394573629663747,-0.313803769310055,0.267356026214959,-0.273757520562635,0.693463301728108,-0.246207137775937,-0.203268942736397,-0.341711392113911,-0.665395974086249,-0.161674834136255,-0.369470595294021,-0.448138609280547,-0.023658484104676,-0.411108808924443,0.601529158333208,0.404380599103979,-0.454923031973491,-0.737919214514404,-0.347287908536794,-0.615068711435018,0.0641646611420641,0.238976254599285
healthy,0.0958333346948277,0.48706864154631,0.040995082599841,0.0348042349689412,-0.0908045508599066,0.0563035125200482,0.0720802545078231,0.281798131295381,-0.0891523388560689,0.0724633887034126,-0.0481074885998538,0.468515571617514,0.231540734569107,0.248838087446959,-0.0506475700767082,0.241529104500618,0.0731957510195556,0.0217083938147971,-0.150207992424199,0.128167734580552,0.0241263203378188,0.0567657228573268,-0.0109281258782056,0.2089863635877,0.43198073247204,-0.0119652982301166,-0.15204020053382,0.0478833632624763,-0.0845791582760278,0.172323261851068,0.48684114861354
healthy,0.28668002587461,0.35207227721907,0.282330831909743,0.407353102938699,0.44407845659744,0.437993470824786,0.0486470868098494,0.0688335472548217,0.370681328426303,0.179332487895632,0.469444593672228,0.107505920758255,0.424969676181385,-0.295174445536903,0.258574215557379,0.344015321408076,0.0700581530252639,0.672256645407294,0.447346153050746,0.439505343930764,0.159838151265215,0.0844906180280303,0.257006266299191,0.299114752971456,-0.0118894210487194,0.597690038821983,0.426068791886179,0.314176245661356,0.522313681077792,-0.296730371705067,0.0566842525160453
healthy,0.241402116126017,0.286515442795318,0.145219677678208,0.324126275803382,0.201704431396473,0.125027977445601,0.242423153394561,0.132380405005479,0.262163330601617,0.0501334372070941,0.335998634951395,0.186536015219063,0.237163649578023,0.117445357793591,0.182149980710582,0.247534203105641,0.310878025801259,0.0807092440552692,0.427709721540719,0.255965533813657,0.191795531138444,0.137734117052166,0.324859802068782,-0.0809016962317233,0.149708791877624,0.353469546252808,0.147017962012248,0.222050827870087,0.255374353298154,0.190255449130759,0.132061203108586
healthy,0.150862416292188,0.335754329965627,0.124432157237897,0.225603020882474,0.0124485263706436,0.133193173716235,0.0074450282754925,0.337946470475008,0.0070776863578472,0.318585538038832,0.179526068295865,0.0888333627391188,0.0690974636345152,-0.0266143270534032,0.329730869501731,0.178150077757056,0.136989821394466,0.185697680705622,0.148713857766383,0.173469116912179,0.151840574091864,-0.0355607985755576,0.128489874416826,-0.0854968849751527,-0.122202676163323,0.227435956101271,0.17724147426027,0.0520871694929293,0.196318616782723,-0.104235584776069,0.143751393793453
healthy,-0.0538134997255486,0.0452047104159794,-0.0794558315419519,-0.104398053977795,-0.261075915892212,-0.274006319300572,-0.136545907016757,-0.0942302594264998,-0.0481807776623111,-0.125719388122062,-0.0283356055223421,0.444315703800494,0.135347948996964,0.771425489520685,-0.447528013083014,0.114296535229701,-0.0637185472710108,-0.218472044746121,0.0905553201205347,0.0532207222353632,-0.124580145604787,0.0564410342840858,-0.204572889160978,0.364133528173622,0.451158193120402,-0.151641677159526,-0.346913220031731,0.0384129345324716,-0.147055113450041,0.117713487769163,0.450604196659383
healthy,0.210695347646239,0.0717455909469861,-0.0169643939543395,0.237284662881814,0.180015981754148,0.155975292303389,-0.0087569049430868,-0.0838228094725805,0.115101915855689,-0.084201708411908,0.130012197327193,-0.211786872637359,0.0598844763813693,-0.544963412259355,0.262152233026553,0.0700264779382555,0.118394123039906,0.138047011336363,0.0938674428713952,0.149754320882622,0.0904657031718569,-0.0965461702004491,0.0588894191387771,-0.265479331175034,-0.0703879105224097,0.12485067834463,0.332395964281166,-0.148953673385805,0.322042769329886,-0.235790869030249,-0.265673618254812
healthy,0.272162842816029,0.332970734570256,0.22012551318703,0.377873184594442,0.485246286967645,0.526524513927386,0.157956553088454,0.102425256266233,0.331473325350336,0.285465645673853,0.391687695585953,-0.225967663762982,0.253411367135423,-0.696048292306238,0.379670673759193,0.144926239490087,0.250745390102056,0.554162697213318,0.258526403594482,0.370898672348203,0.372051708998073,0.0461974546499206,0.262396103181825,-0.484133626963947,-0.321421714170071,0.478718692983359,0.692160354079284,0.354688296569545,0.680467174900425,-0.0982682091747894,-0.289940254263071
