group,CD11a,CD127,CD150,CD197,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD38,CD4,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD57,CD58,CD62L,CD7,CD81,CD82,CD95,CD99,ITGB7,TCR
healthy,0.364967286807224,0.453063229389423,0.287603863185977,-0.216740570043083,0.580873814345465,0.488478500344288,0.637158722368111,0.0071318972498513,0.270385986485562,0.366282863367414,0.339914155949084,0.484435514328992,-0.181646623261199,-0.361747151450422,0.410337802052811,0.19966164538632,-0.748581907131162,0.288080976779174,0.252142180301185,0.499814501922672,0.530314393787747,0.403204760201985,0.0123927523923947,0.337743844788954,0.114129384121642,-0.189648047533624,0.0533953968077235,0.549503254444042,0.65241646365551,0.666996428544243,-0.154589339118193,-0.249162621441652
healthy,0.413298212668176,-0.122331739690846,0.43045041091184,-0.53882773281105,0.369136514971997,0.348118617683346,0.69672118995822,0.399864117017722,-0.264461625066803,0.0814380669476827,0.666401096956488,-0.167379982557483,-0.529467827899967,-0.357411957546925,-0.148387464592595,0.0886195890607887,-0.439467039438395,0.324502822722616,0.494840227499059,0.300824798392283,0.0134467605654186,-0.0898173954826937,0.430648058372175,0.501173824431952,-0.571518226421052,-0.586857419703131,0.0848567616371473,0.212529700806329,0.628730279559477,0.482850944868771,-0.245686766250268,-0.568812063058552
healthy,0.005962485131919,-0.272143321437288,0.0361465304179307,-0.0476184126716503,0.110806868863779,0.31950602609902,0.100202886862378,0.0295221378126405,-0.104685975521741,0.245956113089169,0.152670841766448,0.136732882032906,-0.23870107283516,-0.175464180056634,0.0408206773366646,-0.051498490906081,-0.462418494318026,0.142736217712294,-0.0100607421008744,0.21401884750205,-0.129301306365102,0.108535684557932,-0.13137136317401,0.143901725066599,0.136014480169164,-0.325167821848128,0.0225606948910561,0.259927096114024,0.371237372990238,0.235210468686316,-0.0668438269628186,-0.244423059349195
healthy,0.329308331848864,0.127095587170785,0.408922651207033,-0.27923611148326,0.482129670803036,0.549198886138024,0.63587880212868,0.190742965039004,0.205738775189958,0.228501079801527,0.389697410736539,0.369678713241673,-0.473011215460686,-0.316556785312936,-0.0925307596813482,0.0914034974210062,-0.618581553681722,0.182434681264946,0.352058668129514,0.445044945767597,0.0735071376760584,0.153096653510541,0.0324621444270575,0.53650606204172,-0.331373011564305,-0.401105827133233,0.0679431192902237,0.523427292869982,0.755822398908189,0.746663780569259,-0.108543179378368,-0.58982184122952
healthy,0.176633290202844,-0.0637698460198787,0.245241496840276,-0.335518844233804,0.141438850276257,0.434639854530775,0.331886649679948,0.0896660764421561,-0.186020524232355,0.18214880640267,0.324103615518621,0.193892795047832,-0.538928132891326,-0.258976769526881,-0.114987647466182,-0.0389154717447197,-0.530809412617768,0.0947026474370082,0.0232440926125549,0.195833167894497,-0.0138127488274675,-0.0364127177545808,0.0041358731546723,0.33155517231405,-0.412086655435669,-0.451714972472214,-0.0519958260506888,0.269844886209607,0.592904504832671,0.281744584320921,-0.166009074905637,-0.556154059779407
healthy,0.45535783183229,0.328011379843693,0.4373456399493,-0.0822110186187218,0.536890690076498,0.561025076415097,0.647479312692021,0.250906690035688,0.450332271939654,0.433968743543101,0.362982641178686,0.425922766396984,-0.0056074339280031,-0.126060347458258,0.514782876504952,0.383957055412719,-0.68613574251166,0.725944199430493,0.576976771355542,0.40192016191425,0.271521261783188,0.333228695115252,-0.0326101375468414,0.584047230115829,-0.106389704578619,-0.24484652265556,0.096611854518176,0.604244904141997,0.697988731433312,0.604349328298488,0.0087691865659398,-0.17516156304011
healthy,0.216866808130672,0.0298661270795576,0.186903170417263,-0.295796739660812,0.349205641686667,0.355521183192701,0.361477555961328,0.14666165515103,-0.0190361434921104,0.0963363609440416,0.36976546103336,0.0585925817732504,-0.378731454828694,-0.37478367829936,-0.206334403424593,0.0743110547046952,-0.561609592939926,0.526167646610142,0.254594588401035,0.216546559833388,-0.0542193421765537,0.0009772822878643,0.0884238150227609,0.377787611142236,-0.368950418562425,-0.450643040240003,-0.0544265333452328,0.374959650646954,0.545657941748961,0.345438064543477,-0.0690097168219598,-0.334584032403839
healthy,0.0715813838949359,-0.118396779678642,0.0622486665718425,-0.249150287843223,0.107088614679387,0.226750310449391,0.176224515989792,0.07377666794373,-0.130354359108037,0.0529472534908303,0.0786118583657661,0.0763323893442861,-0.39316107695799,-0.402473044276165,-0.142122196930293,-0.0372074541969602,-0.731362131420326,0.403829809992304,0.0152495481702588,0.19602116693089,-0.0915122203180539,-0.0356838191647801,-0.101422680458235,0.124003481361351,-0.3179333718086,-0.433190925014007,0.101656136495476,0.19244532664812,0.333331779352175,0.178688801073271,-0.229926913455865,-0.390034515980953
healthy,0.494414573577376,0.446330943688881,0.0654469775171225,0.0356217739243666,0.64215169765708,0.19049345369307,0.335338229537796,0.0855150841912336,0.217305161623368,0.458402017159225,-0.0085217740947787,0.57553798161932,0.392191880406515,0.0359840739542126,0.64655332318515,0.57251207663245,-0.185143010698698,0.375908900703357,0.418657402482469,0.342888490610262,0.591544867913265,0.574031400607625,-0.10666806969883,0.153719896818966,0.130042962209833,0.343669087712371,0.165635847122504,0.266027208213774,0.359302420136786,0.625102908572997,-0.025452296819762,0.322967898667511
healthy,0.180671063960055,0.0572922313870114,0.128987195956817,-0.32141447371251,0.181845062650792,0.319541560640277,0.382226608855442,0.113467418555073,-0.0549717892382313,0.160268243732105,0.170472782354156,0.202775378131809,-0.392519972593366,-0.276819399599526,-0.0069761651084236,0.0602609850741473,-0.625804549247883,0.292410551235241,0.166574646215571,0.377836774043979,0.0192317777877535,0.183590171808073,-0.0370670118835549,0.121982485958982,-0.503504428836927,-0.415419832046827,0.0527168065889971,0.330513925462828,0.530365497655633,0.529014161449748,-0.118482800375667,-0.419460977957596
