group,B7,CD11b,CD127,CD138,CD144,CD197,CD1c,CD2,CD224,CD226,CD26,CD269,CD279,CD3,CD30,CD303,CD305,CD326,CD336,CD4,CD45,CD45RA,CD47,CD49d,CD49f,CD52,CD62L,CD7,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.0559723286516457,-0.0624174328152638,0.222644501733432,-0.0544081312655277,0.0772838658086439,-0.330015188489533,0.0058770776563303,0.338921417744538,0.451197185031456,0.55101547097993,0.0868907876848073,0.0523616367617955,0.310667593352008,-0.447122814971235,-0.00177144404364,-0.0485471810838567,-0.195602724780661,0.0047255524403967,0.0624089322071186,0.0660406908999391,-0.0016776332393646,-0.754666019805915,-0.0193291953838838,0.17954582079501,0.353144678813563,0.166162265551227,-0.115550322532396,-0.409124598690333,0.429885204737254,0.60192118280396,0.296840199417921,0.507438077651283,0.0261646526684813,-0.502306909327303
healthy,0.0975563813530365,-0.0174690688274371,-0.358411414944379,0.0240020234551229,0.0623673218207933,-0.497896123948493,-0.0373932034797239,0.0285476481521299,0.142778920655943,0.347863347670102,-0.308790877305524,0.127854695603667,0.41406480365792,-0.59014365619525,-0.0122595422795523,0.0561599731302749,-0.132762341617035,0.0145268743510368,-0.0808408578187345,-0.383068438155353,-0.178137656432875,-0.357707967810116,-0.40606149128527,0.222953032593905,0.0347857791820315,-0.317184948757942,-0.487000142366833,-0.52683693117704,0.0463202102464516,0.361079224736279,0.0864228820605469,0.150583077031747,0.0259237932097904,-0.595489245962839
healthy,-0.205211879704484,-0.0296736953545051,-0.319445362588576,-0.0892689109052281,-0.119541733894555,0.397848406323294,0.0171394545859407,-0.471048622537205,-0.575659919411062,-0.635611895447576,-0.254173520974163,-0.198832132749251,-0.380185160557717,0.464160677506885,-0.070572371997516,-0.103297952739799,0.294454651482519,-0.120907615409971,-0.205371757097531,-0.21364753947482,-0.150051107627756,0.707016015800953,-0.0480795108455973,-0.437274836539972,-0.588695061988463,-0.250783117287737,0.553164849875389,0.401624278526137,-0.385991151675101,-0.742118435720879,-0.478911546026394,-0.620394193664434,-0.205514810491098,0.463084544083801
healthy,-0.116143962697929,-0.133527331698885,-0.279511606761027,-0.122341842433638,-0.182304106965405,0.222629294178188,-0.0858269659651496,-0.545295649232953,-0.4366051883206,-0.700755331820919,-0.310155370992987,-0.176634138871547,-0.30677529857538,0.382118748859664,-0.228714970671445,-0.111572117849368,0.03159508375576,-0.183636884531745,-0.208207507175835,0.224031317917758,-0.161862026098145,0.43795842233591,-0.0876253060278252,-0.322620656341352,-0.541057763072603,-0.216739501089455,0.198939918727634,0.244029168668918,-0.524018643482984,-0.696078605243101,-0.53701656202724,-0.760771543118147,-0.188547765575422,0.522404916803783
healthy,-0.0006605152697396,-0.0451092794374836,-0.145997414257006,-0.0499331248067593,0.0504133740559129,-0.255166119321821,0.035973325068469,0.0613458484641237,0.375872112016361,0.228781859326537,-0.354922675968945,-0.0596208885158105,0.263167006287247,-0.443895227798426,0.0303849227709611,0.041353283349618,-0.359887790212639,0.0329536242640712,-0.0051457687077973,-0.109104367635977,-0.0517550496052754,-0.50010953034244,-0.117203101265468,-0.20559330564559,0.34407922549155,-0.0070730052736142,0.0398711271172747,-0.359599041259783,0.424559925472135,0.513349531134913,0.162746445506397,0.295073196587199,0.0435648083923109,-0.427402016892248
healthy,-0.211796862093798,-0.113583668163677,-0.173942106405731,-0.283763110945633,-0.416093494883248,-0.193234340005053,-0.105496983955064,-0.454811382596859,-0.376388581283977,-0.284937271917285,-0.0846867149234511,-0.144564887324978,-0.179395411435987,-0.0879195714337359,-0.184964555925249,-0.46854245724973,0.071924493580031,-0.171891975342951,-0.230288789457746,-0.44063052237151,-0.472700942029537,0.189121789989669,-0.397683708963596,-0.404902612023813,-0.39785536980761,-0.372313503728955,-0.110801165563883,-0.0347451890985157,-0.488811358443852,-0.377199327544115,-0.237178268528698,-0.449820781283035,-0.236880478137575,-0.0168047482231905
healthy,-0.0026843955520428,0.038789532609701,-0.0210440993356228,0.0590222485899365,-0.116937564061572,0.170774997813095,0.0053538195742009,-0.009384788954719,-0.144039611632977,-0.184337250090875,-0.0086328599849041,-0.0981609508349887,-0.0521331653074912,0.463968643101321,-0.185740141494339,0.0704917073192103,0.0887614264827535,0.0327993972967012,0.142490024312208,0.474118340706923,0.104624998988065,0.195268746719782,0.187412589879388,-0.0778834140800116,0.0167092339028363,0.289256348258283,0.424977706757345,0.323320229701163,0.136136531050345,-0.169194255783981,-0.17764474901101,0.0607001214169644,0.0253277493167507,0.560382777191286
healthy,-0.170115177591697,-0.145686355635021,-0.386978713412926,-0.234494313484235,-0.141490837188039,-0.210180176625494,-0.0503442911274852,-0.198141334050286,-0.110648058496092,-0.273370767859252,-0.416680533299208,-0.349131737871901,-0.0273659856659509,-0.245200575454176,-0.216178667787675,-0.209246207689082,-0.333561159419622,-0.17472333465633,-0.111136229091531,-0.10964881308851,-0.206401421156752,-0.418468522046442,-0.329555867734874,-0.212179678603357,-0.264323184568356,-0.133963144187045,-0.142227666966884,-0.321952652179609,-0.0061397451451416,-0.0726969629770102,-0.280544422462614,-0.101281028034055,-0.265993655774465,-0.294161636736357
healthy,-0.23869853926632,-0.0801927512495694,-0.27820065603354,-0.209415837241137,-0.146299260108286,-0.441837584785118,-0.0179446125629609,-0.256823539663289,0.0779975901530573,-0.0766864670329539,-0.273692036259613,-0.169691014900867,-0.0880912089455329,-0.556826394487574,-0.199334831491846,-0.183825589030241,-0.391381627007161,-0.234961920928544,-0.222545912401043,-0.388279016210129,-0.34948293377892,-0.652334965812785,-0.352485653405578,-0.179235469603151,-0.126552516943193,-0.312324894861221,-0.413975933315989,-0.456646645971682,-0.0894839341681798,0.140180278993445,-0.26134665712775,-0.088425201499985,-0.226787448613408,-0.531403107570492
healthy,-0.147875870682611,-0.177672347431579,0.263913569610374,-0.249679872969674,-0.0640220648979911,-0.349659360854767,-0.154378861687434,0.330859039018478,0.18685469283725,0.230684912708873,0.0039909783016517,-0.211451955543073,0.0847891405369549,0.0052100211890142,-0.220988933119061,-0.235462367268411,-0.121410733747012,-0.269941378824393,-0.147041976997159,0.328692255935999,0.211220527295742,-0.526062322788106,0.091379433320251,0.0446288095912537,0.36326449588551,0.280135939822341,-0.0678281170286095,-0.181353972014025,0.349718217319345,0.445933434765644,0.121725686738479,0.463287451449587,-0.16975932293886,-0.0491041680369575
