group,CD11b,CD33,CD11c,HLA-ABC,CD45RA,CD49f,CD44,CD14,CD16,CD45RO,CD32,CD69,CD64,CD35,CD58,CD39,CX3CR1,CD11a,CD235ab,CD54,CD41,CD226,CD49b,CD38,CD45,CD71,CD36,CD99,CD371,IgKappaLight,CD101,CD360,CD88,CD224,CD258
healthy,-0.41540549539027,-0.457518735939668,-0.334027549640188,0.136360738010584,0.301144630135789,-0.344188146736547,-0.0485123633214523,-0.439607404208362,0.440368113681427,0.151781539054825,-0.161815836214582,-0.378529418128995,-0.536375934358838,-0.396084068646359,-0.212919203760175,-0.398735654007354,0.194170140444552,-0.0596562173337911,0.324313163675162,-0.206694108741842,-0.488416789696153,-0.0242953692575202,-0.284128982337291,-0.378980599130708,-0.0445867130164876,0.200044332717304,-0.447258433838826,-0.142258731375572,-0.340372670807453,0.175351554693036,-0.251379503556627,0.122869832866283,-0.0328043185745322,-0.207377468974493,0.0572394661724551
healthy,-0.326958917429706,-0.160845960619075,-0.270237419982173,-0.300186977102143,-0.113070209323046,-0.438169718794875,-0.0880029756182719,0.015936347902187,0.0202030938371809,-0.0449531571648859,-0.0905113037841342,-0.449723579891377,-0.144682711246925,-0.492909812819058,-0.156695862417238,0.0315474642145335,0.142465791856266,-0.212067217573172,0.350566225208196,-0.0583835646287533,-0.698321533660645,-0.225481329668757,-0.571040296297616,-0.210898090680767,0.0107788314893521,-0.392067641137265,-0.355967911838587,0.0799479418404728,-0.425654322988413,0.163766926775096,-0.448038298799832,0.105050038621066,-0.0834079960531931,-0.12593376470651,0.250666615009182
healthy,0.0271743837657702,-0.0473037604465972,0.0787632644104306,-0.0773301824723933,0.0459198935546554,0.0147639262341503,-0.0582003246645671,0.0922823111274252,0.295371059122378,-0.036191986129244,0.33467341949201,-0.160341118525908,-0.0373751915206961,-0.0408748923849315,-0.05585263790608,-0.180634154532666,0.134300305881818,-0.122218343236644,-0.144930939281716,-0.228315473447384,0.111236645236762,0.0033226749805027,0.0288955658931425,-0.196368845599286,0.0220295371649244,0.0339991903289719,0.0849243779485673,-0.120962442323796,-0.0126318689970083,0.299423292301557,-0.0160022882216594,0.0635310132983262,0.202964458073377,-0.227876745662223,-0.0394160886033549
healthy,0.135777724680388,0.0162794896206219,0.323372337233723,-0.0063442333716598,-0.0263071701858004,-0.388506332205595,0.0887868390532109,0.0955687163390304,0.336794124257834,0.419647733922058,0.259199137252265,-0.448171533388154,0.0576634546198029,0.180800249640979,0.248832883288329,0.268138393231346,0.206019447560724,0.167969300838742,0.0,0.0387662026622163,-0.372263960861987,-0.255794792977519,-0.412340614884219,0.0027845708523778,0.39187636326718,-0.100227474037844,0.0058266001398406,0.153979160456968,0.187878787878788,0.207360588339463,0.0488651481635294,0.184074204737559,0.347836027122625,0.0851159404575417,0.190030524234214
healthy,-0.385427888797276,-0.148298436811219,0.0627379785954726,-0.135061935581392,0.422180236481283,-0.271722147990907,0.213479060245111,-0.154119765642417,0.518246673359468,0.0569800107741346,0.0543455081583158,-0.125833713129338,-0.290409961089074,-0.376831252872763,-0.0728423375433646,-0.072073724101875,0.241238511558887,0.126505021267401,0.0948285986747201,0.149240197369036,-0.175069003231203,-0.0651303343876107,-0.124886922370378,-0.247316214078466,0.241895566655276,0.0513762525438463,-0.270739088845239,-0.154187211410819,-0.0994152428107818,0.122353564448953,0.105907199222724,0.0014353652353794,0.262712173663061,-0.230370882350074,-0.0916165199763362
healthy,0.643478260869565,0.400102580288803,0.508766669296931,0.0277378312300034,-0.11489436280112,-0.198406028722199,0.273931934049109,0.516629217829526,-0.0628842848488724,0.601365636310109,0.682503610086821,-0.100937255106793,0.169005529599498,0.586988084904916,0.550136620071147,0.542389145976927,0.096995614545853,0.433126196055951,-0.0116564632778542,0.246150519703048,-0.0612604438364219,-0.357584477022629,-0.109328142235617,0.215915999461275,0.587189047479668,0.0204847758270502,0.334333493122826,0.0708737884051863,0.396504379389253,0.0387398063119702,0.15409046973861,0.0510268208384798,0.780559912524934,0.289897684328283,0.072557593056843
healthy,-0.566137795077595,-0.656519860416311,-0.109473238943956,-0.258237817947295,0.538415341824657,-0.576147461562773,-0.170770202153908,-0.601228028790995,0.562180124343402,-0.029648045838549,0.0769272538056988,-0.454899166458861,-0.575507006249793,-0.524729847080313,-0.371557177465403,-0.424180585583257,0.508572956822406,-0.147717251943606,0.211474602428869,-0.141882353318976,-0.55208363524373,-0.21688192727237,-0.46486073320013,-0.473378121647009,-0.0091987174787416,0.0836006585364836,-0.627015102694288,-0.590818174743726,-0.319536477881455,0.0897751334658228,-0.203955724188192,0.266882783347803,0.371210807392663,-0.606318335609558,0.055771593624755
healthy,-0.306073711356913,-0.232076924997487,-0.0459374739937308,-0.0769138297437771,0.359689193683987,-0.322438577211505,-0.032835259229242,-0.394596903071617,0.41252116968172,-0.233164931441165,-0.0599168338148324,-0.327676510121267,-0.283696823510666,-0.277901631947036,-0.15809898050876,-0.168276476030023,0.331240804058571,-0.0110285176921438,-0.0769701513360156,0.0948211932151667,-0.205927986987365,-0.060231090284144,-0.356543291913443,-0.268712177562369,-0.0213238523671561,0.0439285088386961,-0.263918913019124,-0.40114343850619,-0.192135704180421,0.223266031253652,-0.157951435184315,0.265386688268361,0.113699176225672,-0.270048078618662,0.0207860239142198
healthy,-0.536977785703434,-0.451403088596111,-0.188818162741199,0.0259045393066063,0.245337762336204,-0.0746224297174026,-0.131373661891523,-0.440908664238223,0.374791719004167,-0.126209542629558,-0.032843188688611,-0.265984950975074,-0.573228262823771,-0.555666034026057,-0.353105900771672,-0.375117088123452,0.20280755576898,-0.143591188722936,0.102648768316601,-0.0392828983904755,-0.13186051789047,0.0392901356450858,-0.13529847167633,-0.492079075389344,-0.0493546856617769,-0.146256231588955,-0.368898993736811,-0.110222283633637,-0.389459694423071,-0.0156882343174075,-0.259028535593881,0.394757638208705,0.18634841176739,-0.340832269056774,0.160301134176232
healthy,-0.569627800461894,-0.482297048369885,-0.423379606926236,-0.212203402652655,0.162552797033938,-0.37914504563746,-0.159097634791088,-0.478198813199714,0.262510262676859,-0.279530538193161,-0.266275168959092,-0.38098596173677,-0.518407939131909,-0.579421564007928,-0.39310986752367,-0.438731451251356,0.12374051958382,-0.271620309781068,0.0905560375803448,-0.224694655738338,-0.417783714836886,0.0021993475133687,-0.428165361248374,-0.468758053953824,-0.293510077495616,0.0177582622689548,-0.483944816742496,-0.0099258762229981,-0.447204714319139,0.132522381390101,-0.216330254372558,-0.102020220187891,-0.262378465480549,-0.382532332358465,-0.173997068270151
