group,CD11b,CD33,CD11c,CD45RA,CD49f,CD44,CD14,CD16,CD45RO,CD5,CD32,CD107a,CD64,CD1d,CD35,CD58,CD39,CD11a,CD244,CD54,CD62,CD41,CD226,CD29,CD98,CD18,CD45,CD36,CD305,CD336,CD371,CD328,CD88
healthy,0.47036599343706,0.44640965481142,0.376338193097127,-0.477271245707667,0.259329722300637,-0.0575932965555011,0.427921831759038,-0.342989485756951,-0.0601947202852027,-0.329440235238499,0.273154492021475,0.228566672180311,0.459109709830146,0.0058749275781946,0.46433155668037,0.238208880970279,0.332748232230998,0.0044623289483277,0.121669359853488,0.335554851776681,0.260876741169758,0.415646973995905,-0.0038872590812032,0.185727700993174,0.0279260307877761,0.157391241237201,0.124286834150964,0.410886439791882,0.301881971054121,0.0110052334994299,0.370990135184509,0.126436681352584,0.205754248014049
healthy,-0.214164168219755,-0.130864597682522,-0.147881046916781,0.331306691006751,0.366816134080018,-0.199313889391232,0.0344745485230985,-0.0793806600374275,-0.0135985465797439,0.58138101226422,-0.286767684952597,-0.170465558752069,-0.419078120411076,-0.331796939325013,-0.168462847419172,-0.0714980603476482,-0.328727829431337,-0.203146608038546,0.0339189695669722,-0.12238563129291,0.449794283582351,0.0777714958518823,0.186827387439827,0.185968881033515,-0.113473820663742,-0.411886800720164,-0.11321825256109,-0.0786808200307917,-0.120298323759535,-0.555602183204871,-0.186451665181104,-0.237847898993938,-0.0200601509495021
healthy,0.334973585889746,0.420604710303646,0.317712090332474,-0.0456637980522056,0.284094870330223,0.242220443368279,0.377793553029865,-0.163062487747447,0.215480181363375,-0.0111107970631588,0.234166962138766,0.263892453420729,0.424485739148203,0.247828806989818,0.298776233416259,0.398094300761797,0.450841665183245,0.358931568393117,0.335345446515407,0.311233143786549,0.237294766133833,0.215103966062468,-0.0689947549805183,0.181341084203292,0.287488401119541,0.327441060877402,0.313120855418703,0.339587286856497,0.388398390369975,-0.0719784117121454,0.290013383719099,0.29167182101892,0.223746483907413
healthy,-0.540014403276706,-0.592208454281739,-0.49036903690369,0.131281993318203,-0.280775085979745,-0.337238698366084,-0.623475537762304,0.222611923903502,-0.134116028530735,0.266641836309023,-0.474235220835029,-0.414309750889897,-0.576946629840851,-0.59162699663889,-0.564447218129075,-0.60021602160216,-0.326887074633244,-0.420415302778078,-0.448474301861082,-0.374423908499431,-0.106496535044199,-0.346733513328286,0.131632421109781,-0.240812849315994,-0.569719183570874,-0.467982837979557,-0.348227867471917,-0.5358551930873,-0.446336633663366,-0.144491679207813,-0.488388838883888,-0.551603081673078,-0.466978840540805
healthy,-0.469256546885053,-0.267518202925968,-0.21310184239844,0.150832042022272,-0.0666869438589115,-0.170944326312243,-0.415047770467447,0.333559279723488,-0.145744482816128,-0.020736473904497,-0.20238488719959,0.0215756140041196,-0.477137105475317,-0.116371501505854,-0.564575212953475,-0.404976491506722,-0.290157851498396,-0.192830763390633,-0.115250898896864,-0.291782129912138,0.0545935419379758,-0.191411176053215,0.0780102429484344,-0.0925835795797701,-0.0855900584349034,-0.357046992630713,-0.0910580343460457,-0.395866534013949,-0.360223721541311,-0.0403724255658573,-0.343498432835897,-0.322739886794498,-0.161958489290386
healthy,-0.410021305136905,-0.19214866251085,-0.27256371814093,0.227081071743873,0.231082440714906,-0.1592820404303,-0.313960953216461,-0.0501430798895966,-0.462586918007201,-0.113791425060171,-0.435511998056627,-0.0633681269095283,-0.111625891053365,-0.262016994376794,-0.365903890160183,-0.239845330380303,-0.29373586175567,-0.221826359751988,-0.0704644539383035,0.017286460842716,0.330966313467548,0.0581512573271407,0.163193130133084,0.104401160295273,0.058106501342415,-0.274543074373615,-0.32670099235017,-0.152517463342566,-0.184724885391101,0.0,-0.187224808648307,-0.124728648030477,-0.456228726942376
healthy,-0.519515366049275,-0.423668170546304,-0.156124395491762,0.473616964558893,-0.465951006463228,0.0140837510917741,-0.39388700092763,0.426769369281211,0.0344779812204058,-0.0147418350428589,-0.0551240976043348,-0.173645001976285,-0.274182732980632,-0.166654872295734,-0.523311041556731,-0.235262977150067,-0.377854786539237,-0.0167592050643928,-0.0359325731829766,-0.0697869555248443,-0.413032306566827,-0.45385785766711,-0.15229717285193,-0.223352358919626,0.0340568010186276,-0.14740931652537,0.0246288307783873,-0.471993401684205,-0.22874893421877,0.141842639498311,-0.211423752793628,-0.341015128039343,0.225273679998207
healthy,-0.733686312591001,-0.647266819483776,-0.61870417117442,0.283960270358827,-0.146485102635982,-0.483897472711308,-0.672057607460965,0.192616065619069,-0.666262314299887,0.0648685898708533,-0.583732103981805,-0.43299360679752,-0.608880032967546,-0.320169285409349,-0.6856516460484,-0.631048130260604,-0.697892761728251,-0.590070542937683,-0.455058126681173,-0.40913227572335,0.0328024923495349,-0.170884800221288,0.182539991788532,-0.231838301042037,-0.136435912884904,-0.695237681339291,-0.608741845558604,-0.591931276531795,-0.609384589814017,0.0835758858257214,-0.602447594477887,-0.588868155573008,-0.562339070271773
healthy,-0.101870194114817,-0.186631805439986,0.0619168007354631,0.0617564066620094,-0.0167781169815588,0.063748224402446,-0.0591832140857077,0.210558779416212,0.0147941520818514,-0.134301277402072,0.308714182221745,-0.106466448699156,-0.33728408851849,-0.202369241465486,-0.182084540903248,-0.125511154562499,-0.0307513169123064,0.0717806050937823,0.0370225269207994,0.355107088040124,0.0478935333704005,-0.0186945517646634,-0.0745036788092509,-0.0338073389727368,0.216312904869531,0.0216841439217599,0.266752942167229,-0.172761386325356,0.0583434198106934,-0.142758661629977,-0.153472964735743,0.0219282032722591,0.429782031096964
healthy,0.559989810110922,0.502152072887471,0.475620118417391,-0.0539052991543087,0.0853845994717092,0.338443434747655,0.38368768307403,-0.184243672841115,0.281231668097122,-0.0043541465090097,0.436774090645557,0.235877740575605,0.430839725884255,0.212156673562663,0.478052969123412,0.497613258385074,0.532197981894785,0.428105769148093,0.364482784524768,0.425338042942389,-0.0067634029404604,0.173358668616436,-0.134625998989721,0.175416560668303,0.144518822997877,0.403653432982027,0.465464186328315,0.418408180655801,0.437732334327814,-0.0281020910640828,0.449500272992512,0.565640037650689,0.357495861600146
