group,CD11b,CD33,CD11c,CD45RA,CD123,CD49f,CD16,IgM,CD107a,CD95,HLA-DR,CD64,CD1d,CD35,CD39,CX3CR1,IgA,CD244,CD54,CD62,CD41,IgG-Fc,CD38,CD36,CD371,IgKappaLight,CD85j,IgLambdaLight,CD101,CD88
healthy,0.0917532948417619,0.0579207025930011,-0.110014980525772,-0.3771312363603,-0.600728964907369,-0.11981635966501,-0.532185524703534,0.205725711374448,0.166587731115569,-0.194334730046622,-0.145301522262791,-0.0542647360602479,0.0979014717137718,0.143917553121816,0.0058811659542828,-0.304216763718667,0.24564997078374,-0.400200181235472,-0.380933033206428,0.0309858166761704,-0.0580070491625185,0.104566308032487,0.111498333971463,0.0361158532437962,-0.093934965290464,0.0449983033734334,-0.127933722967565,-0.0065071970971022,-0.138169196532579,-0.4039706381069
healthy,-0.38838019609432,-0.297949923020825,-0.297787861599546,0.258853935518197,0.016243478722142,0.159077849467142,0.113105509592407,-0.225892860226747,-0.121680074383756,-0.201887509393522,-0.289856998942401,-0.196830999439392,-0.210169248159986,-0.300218782918726,-0.468658720960235,0.0701525183356941,-0.335493255038669,0.0370025122548788,-0.0106670111106927,0.331394270448431,-0.0106236349912373,-0.335657700759463,-0.233132056377778,-0.169759338789401,-0.237663074305162,-0.334134823727307,-0.310373762705764,-0.428193408845818,-0.358949445826969,-0.187525864544131
healthy,-0.419047657175499,-0.39784836186878,-0.388203027282336,0.0473317020938019,-0.0476757995474785,-0.514440192393965,0.067933778303716,0.561375343402889,-0.181227640632193,-0.31006343295476,-0.346300582975272,-0.271245843954636,-0.097639810826409,-0.304431049510154,-0.201692985473289,0.136415130208775,0.590413041319091,-0.560080898764605,-0.424553827993572,-0.451353628767842,-0.469735382131034,0.558242472597115,-0.280821216430687,-0.482537221332292,-0.28824200913242,0.550765734108229,-0.105466474446183,0.568624730139397,-0.328660411655531,-0.4973138782085
healthy,0.258293327397386,0.205474531605416,0.0537893789378938,-0.199870558902697,-0.20290324239263,-0.128204867498227,-0.323758578149464,-0.0480024522388105,0.594950350556769,0.130973317664703,0.0381399284127982,0.144278668719823,-0.0250199783575029,0.236762517419,0.106021322873226,0.108341810007552,-0.0600426689099738,0.10548171267012,0.176632261479826,-0.149842663482882,-0.02875028750501,0.0126704122466583,0.280551514607352,0.0330514042947911,0.083948394839484,-0.0230415258214426,0.149481487256141,-0.160822644245326,-0.0684040019512076,0.128267011140652
healthy,-0.0111001814315397,-0.128469637087418,0.0059062447985782,0.0522753094454659,-0.0759764808608502,0.0748933342709872,0.129503475711632,0.0544452490738305,0.27580474576871,-0.039586237562267,-0.226282016734071,-0.0700774914858191,0.11092639583739,0.115962492721127,-0.079903535353469,0.0306246294862149,0.133490874606919,-0.0337554212015568,-0.105037693271639,0.130506948290017,0.145859816001944,0.0643045588110148,0.0655401298861937,-0.0080838820499437,0.0349289378794531,-0.0078635412610235,-0.101034801011678,0.127598625246606,-0.0650850420886636,-0.0457669732437239
healthy,-0.471387990215419,-0.363055314448039,-0.400757515978853,-0.0820157088066639,-0.0280079863740641,-0.233919236201837,0.236720405702821,0.331215768271164,-0.070365329144775,-0.381411000844023,-0.177720257405898,-0.355051312241789,-0.268930282989233,-0.56045924406218,-0.306548887997271,0.0391512283213015,0.331448351050159,-0.382591960453091,-0.515629868182648,-0.150588606192135,-0.252088738677637,0.323557737024501,-0.360080977883306,-0.380908981514553,-0.378971040795392,0.166055443407316,-0.0820915124535776,0.29982371140444,-0.19405022591612,-0.410512929503518
healthy,0.486432452780064,0.475316405264446,-0.0410406693212832,-0.663337807545528,-0.63199734883139,0.330447630904403,-0.635143095007947,-0.215922042039027,0.0923472884714411,-0.0878029593226199,0.115966617376457,0.4802789699491,0.464962337035656,0.434709321275407,0.372678772461942,-0.486995549914439,-0.0146604403547738,-0.114217301606618,-0.174276001660093,0.268923609084155,0.303044564528954,-0.259336474497674,0.406200037512259,0.470217729752075,0.132708942523311,-0.285621409977155,-0.193049209854843,-0.182552841592898,-0.058112777188732,-0.49492079997156
healthy,-0.0403555909916709,0.103167081072178,-0.186990855039899,-0.382407241742944,0.0501095438470893,0.319524122843858,-0.424834711963013,-0.223648653906352,0.0957539631979641,0.0088833332672255,-0.0982538147587608,0.174227285772511,0.117960186937698,0.013843207710999,0.0083819129653386,-0.307344211406597,-0.206714940088844,-0.067748051579069,-0.112863789058728,0.412303746252845,0.277538098008398,-0.194864088811687,0.233462119088474,0.138840862247493,0.0157313656412106,-0.287688907969465,-0.250857207902956,-0.179414380761144,-0.0104037209686428,-0.52788969528297
healthy,0.518376949909943,0.533911877807187,0.227556883475063,-0.205610282778706,-0.0882456136630487,0.0410001697148262,-0.424657546361811,-0.264349214195116,0.350181416549228,0.593190595237109,0.0461626654712635,0.68189759223198,0.53912257163515,0.495309283724126,0.480360259184617,-0.173583296972486,-0.311371700483723,0.258967788329108,0.0184432148620185,-0.0801944796406033,0.124568033257391,-0.248101256789771,0.647506825130416,0.452054863650308,0.459061884824078,-0.201508782630737,-0.19928441290566,-0.2581102967588,0.428317324837362,-0.243863050190575
healthy,0.342818450888674,0.393622601455921,0.299578677450788,-0.15099760509989,0.0602328838309508,0.45210993199704,-0.154529089900479,-0.376675638941769,0.103222761421594,0.328204889294332,0.387469999349764,0.429889943047485,0.266698082160424,0.313481727759321,0.332936968261028,-0.0195873816401225,-0.407421923748347,0.225263853122132,0.235941271853005,0.41334121982762,0.457184212189427,-0.386997449994606,0.47707122179883,0.412054675891863,0.335084179140251,-0.289305492333613,0.215158275205162,-0.401721868075053,0.233125170516451,0.130279558930655
