group,CD11b,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD14,CD195,CD32,CD69,CD107a,CD95,CD64,CD1d,CD35,CD58,CD39,CD11a,CD244,CD235ab,CD54,CD62,CD41,CD49b,CD81,IgG-Fc,CD18,CD38,CD45,CD71,CD36,CD49d,CD305,CD371,CD328,CD82,CD101,CD360,CD88,CD224
healthy,0.545543319160849,-0.0270739841384057,-0.162758906280031,0.518033993664595,0.409660565146115,-0.528452306925003,-0.529485345580416,0.162203121445528,-0.184070008839789,0.252025231382483,0.175403270378562,0.268236577668099,0.289240936472882,0.300264335293694,0.215612255234208,0.416448989993162,-0.0104489783355033,0.557863340441957,0.345367906237545,0.316769215298607,0.0715069925736122,0.127168125740208,0.0010514712500106,-0.0029169050715622,0.325867505377726,0.401873276184028,0.152923375672627,0.0110317676872835,0.0347409853254204,0.293511901330505,0.478811782656983,0.130907174639876,-0.150481779431963,0.473073767641762,-0.21228997498562,0.336415134429759,0.4318597004019,0.0182582874218482,0.312877297617331,0.29285584263742,-0.109383391764884,0.121118008345456,0.363413191141837
healthy,0.401993355481728,0.0624760586110633,0.231205643507119,0.327120978850985,0.332793128595738,-0.294860759457963,-0.179077695748205,-0.211238223103636,0.0557268201625688,0.268641293208295,0.0473056202460842,0.399724495583826,0.0465575618372144,-0.0466109375844536,0.0226849033913785,-0.139418530735382,-0.0744225383002784,0.235232152985982,0.241001965321495,0.199936119854479,0.263644559973378,0.126912125365418,0.110242626081423,0.0416094860882747,-0.0281177572920463,0.216446425890171,0.12139508614792,-0.0938817416590992,0.160033955907118,0.182326599249271,0.22842559648571,-0.0161277253111359,-0.232810503010673,0.270075358560895,-0.336002771713296,0.241164092442464,0.278340491046106,0.229671621957364,0.0463172751865016,0.0598249076378281,-0.282796301687128,0.129050930602263,0.0895981957201137
healthy,-0.139737664860719,-0.286587010766585,0.0079893354266105,-0.346753844884772,-0.226856230176687,-0.183443178370207,-0.0839176785503391,-0.34611996696523,-0.0186289277482169,-0.146760244412583,-0.138860599923048,-0.159579222242089,-0.0490949313318492,0.0416851550068143,-0.27558811554391,-0.363858718915999,-0.277827378544552,-0.151967523770799,-0.197985981878367,-0.378112021835189,-0.435119267367425,-0.35032688313443,0.0531387527552532,-0.354552095659841,-0.37886032749792,-0.238904679411424,-0.216218544786618,0.0306333905067543,0.276747034673224,-0.355198237007495,-0.410663219410025,-0.303255230407153,0.2452747038377,-0.315396849620417,-0.502455914109658,-0.427571487480189,-0.310903794678003,-0.133881607697069,-0.107506189742598,-0.56686111893927,0.174118111181617,0.140334625987763,-0.265837058877226
healthy,-0.0355616899344108,-0.16825723189001,0.12510999627949,-0.0249714885036089,-0.152787278727873,0.139255002724049,0.199042655873772,-0.200490143424993,-0.0719202346990659,0.0273886688639917,-0.0455417826519779,-0.028565856158014,-0.33266768343143,0.0513351215338293,0.0777545129559708,-0.0377021046962533,-0.0265874806021761,-0.246771638441275,-0.0294149414941494,-0.0448777984105021,0.0089649233871492,-0.182939782254027,0.0,0.14354296713316,-0.193376884024252,-0.178496874827385,-0.0879645488720472,0.0498572412376826,-0.170644462373263,-0.171184254030067,-0.0318245242029303,-0.0570538765495414,0.227579068385508,-0.016363685459676,0.329176223874579,0.045040504050405,-0.0650705070507051,-0.125779785549541,-0.010534285808099,-0.256022633005231,0.012159678623086,-0.120043227667108,-0.224785956296581
healthy,-0.461175070817761,-0.0759198489125536,0.300170607884988,-0.118478149019247,-0.0590068517244591,0.360961267904685,0.339060243552215,-0.163520060033223,0.0135215028344119,-0.217069124865202,0.0128305949970789,0.0965905978323945,0.013663067027839,-0.0123007798521472,-0.0671163679851016,-0.322230859306419,-0.0171676286951216,-0.437951861601902,-0.0797471709444917,-0.110310340816998,-0.0241935829589404,-0.0183289072693455,0.103691206697528,0.067548563384587,-0.0176705118040901,-0.205503424178237,-0.0656996163397335,0.0648040650190684,0.159098804784689,0.0156603976442224,-0.214407307562604,0.0499653544134271,-0.0040087446440112,-0.302131716698005,0.142798056468756,-0.107836336306946,-0.208024478879346,-0.241400874343354,-0.0577121350966937,0.0836415213188102,0.242332049638165,0.209758720747742,-0.147966722099868
healthy,-0.348346879191983,0.150217564463666,-0.232349142815967,-0.11838554407007,-0.20213840448197,0.22495986826036,0.15275774610803,0.228403464170225,-0.242963596457728,-0.255741093771856,0.0069592651343189,-0.367619092721085,0.0930453355066624,-0.359747661587566,-0.0185560521463969,0.101539071512518,-0.0844780376682657,-0.361698098319261,-0.153813981841765,-0.250138394537793,-0.0678384723258396,-0.247774745235479,0.0489043512968375,-0.178101853527225,0.335508539169719,0.173222723515818,0.109502269443985,-0.0564798503372148,-0.0961631677503956,-0.197244232398003,0.175417691760358,-0.284441025089378,-0.110956274326793,0.0030971417524359,0.21900025270955,-0.006068066504304,-0.143825455693206,-0.202526168684929,-0.30887012138978,0.168207374122806,0.0329053375150229,-0.461764500190271,-0.0019027545597014
healthy,-0.266456805802103,-0.0681810523719547,0.0506349325460776,-0.346788593215871,0.0207507494071854,0.324802746774349,0.17151679874007,-0.35128951066272,0.166118551021662,-0.222106509394354,-0.334853636071324,0.0783904914595447,-0.247690406713105,0.0046510447381297,-0.230660223001127,-0.34439770773392,-0.332021830117765,-0.20808645999125,-0.18593107794302,-0.298009740646098,-0.12542994774623,0.0006024968965422,0.366933821108711,-0.139405710013856,-0.304688207355271,-0.274445243715903,-0.202620784591532,0.0981485529023141,0.0300498648855887,-0.0734048414617015,-0.331659163862975,-0.0163549478721446,0.255420748736395,-0.317419489442689,-0.0110574623923785,-0.268291635050236,-0.188582388888681,-0.344684380297994,0.0105619457918993,-0.141459855172931,0.0219182810207888,0.356170367923273,-0.425879436585154
healthy,-0.107858135060915,0.0812931627467866,-0.0776135038125382,-0.0050884491372405,-0.0741499995376663,0.009544929282756,0.0760081393410011,-0.0652615724686819,-0.166215948294305,-0.19643487041537,-0.0132689089086595,-0.156936203216239,-0.139131645107046,0.402877341213726,-0.0245545020366748,0.0185719636087675,0.248284551777744,-0.0533265401042699,0.0115211922591282,-0.128444352885094,-0.0434742003700708,-0.0037648081844766,-0.22516722027242,-0.0859136441036759,0.035254542147798,0.0001582022529436,-0.195566110678315,0.142763250389952,0.0723736987441781,-0.120042275830427,0.123889246805015,-0.11570600990447,0.0989081598184904,-0.0008225229823482,-0.16665002236257,-0.14117731910671,-0.0023976624409368,-0.0329019396101011,-0.296797183744985,0.10294237317173,0.125080660716371,-0.147438685305615,0.12627355113281
healthy,-0.444086581444104,-0.0559416297268376,-0.0116834488271883,-0.300796493758689,-0.186265026530633,0.2323706612029,0.019264474128118,-0.127166151997605,-0.296274945637216,-0.515677523697823,-0.0588637841734013,-0.256767843316803,-0.230696329257932,0.0482961892523324,-0.25684730352742,-0.362209099782577,-0.313904802610255,-0.336861197313362,-0.369117034014332,-0.344462728069279,-0.223801757963215,-0.118526657443191,0.0673932539818647,-0.314684917639749,-0.0896921492104264,-0.143965342622747,-0.280403473334174,-0.0961563663936799,0.330177332350384,-0.359564239938504,-0.26617273722962,-0.249034901817684,0.0332019847616672,-0.289544557861085,-0.288899021044876,-0.269877850610571,-0.25478500694493,-0.432769229444012,-0.0831198312249136,-0.240177033267701,0.372479089620058,-0.130750158728576,-0.260914746484569
healthy,-0.206930994474342,0.0195855652618938,-0.139413895062692,-0.0818124285534263,-0.138096019523981,0.112640704404174,0.0955905028046076,-0.109526038710114,-0.264303664664226,0.0374799553987449,-0.0101520786876766,-0.183328282390171,-0.100553403261316,-0.043119868203658,-0.0716696914283091,-0.0109563184204419,0.246122713908822,-0.194232916373873,-0.1176676377838,-0.0561433721619877,0.0166493233325083,-0.164666146738987,-0.0153098895026823,-0.1787604592147,-0.0809942050327026,-0.0733278071773637,-0.136964116739725,0.0827353061023813,0.28869906917777,-0.14494859859163,0.0279221353351883,-0.221345167028798,0.0674616773918715,-0.0898692698758925,0.0592728535268221,-0.103863871102415,-0.0989624573204064,-0.217155974618288,-0.0568317253597336,-0.139890650441846,0.224514364848391,-0.25646558571802,0.0053402739456314
