group,CD86,CD11b,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD14,CD16,CD107a,HLA-DR,CD64,CD35,CD58,CD39,CX3CR1,CD235ab,CD54,CD62,CD41,CD29,IgG-Fc,CD38,CD71,CD36,CD371,IgKappaLight,CD101,CD360,CD224
healthy,-0.133778195780655,0.604053196908397,0.055088309259911,-0.19383223325137,0.559766133955578,0.449303957331589,-0.532075317393432,-0.463429368437464,-0.110838092147154,-0.21138781933898,0.348574879160509,-0.349095357922954,0.249064340501081,0.213565580434154,0.552392481022987,0.569435979050456,0.463349588127476,0.457306888526894,-0.222523537745451,0.171389813751737,0.016061439318096,-0.0958176792601578,0.170357929984397,0.222264971668751,-0.261478197727805,0.591245690013201,-0.0482169636033862,0.482935188562941,0.473766898063573,-0.140582092010029,0.24027042242838,-0.0208264068335758,0.418180203145693
healthy,0.0996880760027623,0.261972287496961,0.0774338303077266,-0.164857474176489,0.177862409853334,0.207681711368609,0.123828345744074,-0.279201433445342,0.38036428307651,-0.224457781374929,-0.0251241403151826,-0.0908343825277978,-0.208851036762795,-0.408593600918807,0.016532816919063,0.38708370472409,0.356355411891453,-0.14139443368318,-0.225438790955567,-0.192658309106061,-0.0420980514826576,0.46264041550811,0.543751699360658,0.311103410105601,-0.248323066770389,0.186310895037723,0.145370957145527,0.317397293574265,0.326634794587149,-0.263305365953817,0.27893971162841,-0.34044733682391,0.0603524938530142
healthy,0.0760623697899013,-0.0603914560844097,0.243039124158774,-0.181785856183488,0.0486972472734338,0.0263265886539537,0.140451966715362,-0.0539827014649087,0.120086391435591,-0.232103037636489,-0.0827432309088172,-0.0941153872594775,-0.183964483315746,-0.162459562253561,0.120247816268826,0.0100105794129996,0.112436434743141,0.0329793192068524,-0.0183254904602868,0.373553171380612,-0.150532912518989,0.20801209242499,0.0678670688283178,0.179561165076234,-0.314844368580031,-0.0676382695849585,0.0516790587780307,0.0443182981942692,0.0348370335380255,-0.324575229944852,0.290394755303701,-0.113199558435136,-0.0355803625908631
healthy,0.142068002647961,0.0033965434530672,0.0338339106112078,-0.171409173063844,0.007323369224616,-0.0276627662766277,0.0370538090429734,-0.242413259814253,0.446299719563792,-0.277046630832378,0.0091516035150373,-0.20809680504702,0.161553224129553,-0.182712819421223,-0.069462616961865,0.003168354855972,0.015025502550255,-0.14353452871322,0.0263706438409966,0.0,-0.0608497360673178,0.39660129974727,0.506716308320644,0.0744049107866333,-0.273023017738088,-0.0912607089485123,-0.0661002375126604,0.235002205228196,-0.010957095709571,-0.39968437945147,-0.213150040490166,-0.107280885526355,0.0162341055901371
healthy,-0.132335847728866,-0.258090036169415,0.178605673391918,-0.14319028035264,-0.175414927146253,-0.199469090023151,0.0592971838601422,-0.0057753247725015,0.408343086206739,-0.134508494207978,-0.214702202895371,0.198081649285722,0.112670777565068,-0.27117590069721,-0.118954191955809,-0.159431009470318,-0.148725219599481,-0.279064580455466,0.0027548702885807,-0.0021032354437607,-0.20587154372573,0.414887296006739,0.24867162223361,0.226973541523097,-0.0430031732023848,-0.1209151225345,0.0394922497777132,-0.0119219433743326,-0.123132931278319,-0.11099868930735,-0.067012343397291,0.219870498147373,0.0551226054838671
healthy,0.212288678077171,0.393884636629054,-0.134348032574995,0.334445606734686,0.227759804308372,0.238972618953681,-0.067666391124074,-0.023554351803274,-0.31410704075868,0.0811869267623019,0.197355455744425,-0.0802763684801179,0.271509740066749,-0.0050822311620514,0.268555650780018,0.415465951234909,0.29201495477842,0.103199367953315,-0.0524750749119159,0.193575092789442,-0.0791427852235122,-0.448369023703476,-0.269197155815002,-0.261964157253482,-0.159470048332884,0.183791209147219,0.356685742159512,0.0816185623345752,0.165114811015545,-0.0349153816065338,-0.0121954587623107,-0.0263119842606126,0.201403806807896
healthy,-0.446161620179701,0.511391004263861,-0.0384982535519929,-0.360368562957899,0.319288729632727,-0.0051419297895965,-0.671569890894567,-0.650263186460822,0.292172827938629,-0.141400708944017,0.312114092335503,-0.567921954240365,0.130276915784264,-0.266136019411855,0.159579282921079,0.503035708608629,-0.0231935269060369,0.149772037632447,-0.589340582612979,-0.112000692393359,-0.214644250259932,0.234087357535495,0.303153451907332,0.0839983716423703,-0.247941361290788,0.193799615209219,-0.140804826833429,0.405173457097294,0.117401917892826,-0.291560725479667,-0.129735003187823,-0.3108824146413,0.372020016302374
healthy,0.275199300543455,0.525770375498156,0.291150708093973,0.166949516930384,0.558171339169461,0.374751957983116,-0.311888288466119,0.018523279474038,0.121792734964946,0.05271616398858,0.432272537470085,-0.226436736653936,0.503425507965948,0.127144761132,0.625438893370961,0.571873997313159,0.596621875664011,0.556315018620817,-0.167035088760173,-0.0710736444865656,0.262510059259528,0.0876803976149232,0.136289390592198,0.180136084758683,-0.326625792312395,0.686775113464922,0.252242504532574,0.495339152384929,0.486939073668248,-0.13936030639669,0.262742269667601,-0.237554841225236,0.624295591297436
healthy,-0.0343651894979441,0.678512100131885,-0.0812353178978046,-0.380142717305567,0.593284050963828,0.332978925384469,-0.292451737198955,-0.334685313045806,0.318503111784649,0.0852365799352232,0.645071460324228,-0.410113978644049,0.0959255764751236,-0.296948521537421,0.664286997359629,0.740341761100151,0.506634789586588,0.354174406766499,-0.30719939494497,-0.0241891756483522,0.129475265840878,0.147344404513866,0.375058632558715,0.231555130635143,-0.0459973303329342,0.598550372956096,-0.0428756911050685,0.601004322990387,0.550686998491101,-0.0265201064692937,0.419511629714207,-0.261605287962706,0.549781360265643
healthy,-0.398693807881697,-0.281606366489599,-0.360426572372586,-0.0789739437661418,-0.362755238762381,-0.274056125818739,0.0559945591548001,-0.0087848711190858,-0.437729915009744,-0.161042241297356,-0.429488786639943,0.170941718215982,-0.0429583302358621,-0.399161384926123,-0.367201335316567,-0.294073525530369,-0.4377407396603,-0.377782043097583,0.100372293511033,-0.0332457722137041,-0.2327254379731,-0.389873134041693,-0.387238283479084,-0.397864934148288,0.391495968946047,-0.303490866689425,-0.164513155146758,-0.39385282252986,-0.299002743195649,0.305959117906235,-0.204818769490701,0.139526196959925,-0.400061881134432
