group,CD11b,CD33,CD11c,CD45RA,CD123,CD49f,CD14,CD16,IgM,CD32,CD69,CD107a,CD64,CD35,CD39,CX3CR1,CD11a,IgA,CD244,CD235ab,CD54,CD62,CD41,CD29,CD49b,IgG-Fc,CD18,CD38,CD45,CD71,CD36,CD49d,CD305,CD99,CD371,IgKappaLight,IgLambdaLight,CD82,CD101,CD88,CD224,CD258
healthy,-0.308503301619499,-0.185528963447739,-0.0928788045488249,0.544224479164229,0.620096162394308,0.0743094907328965,-0.0714544020261979,0.425289762698714,-0.29857139942934,0.0299279769385686,0.0305974892679294,-0.208201531887477,-0.0028916156931758,-0.34317535437622,-0.0347691572139993,0.368543533845083,0.241843598412647,-0.267402282268335,0.316032404729413,-0.274039694534027,0.359813163574356,0.015850436992041,0.00727148674377,0.0558950372539758,0.0116395886186467,-0.217185782474641,-0.0023777339406955,-0.0615093639036384,0.114996411586413,-0.043432644734213,-0.169638394770252,0.59164585168535,0.012643888389387,0.113104288266548,-0.129630982827914,0.0156011309690127,0.0671645938260372,-0.0006753319019165,0.044399781482963,0.0825322259284522,-0.140770953355935,0.263853566799549
healthy,-0.431650595575723,-0.363584798638684,-0.409610242281825,0.124926114766628,0.0547218832360685,0.0664988313244477,-0.148874760249512,0.0415197440275923,0.306546156096438,-0.355967911838587,-0.265490439752695,0.119221891062872,-0.219697283536405,-0.407827566647759,-0.263844127258147,-0.0208873001204839,-0.241586325487755,0.0445115568084794,-0.214387362669714,0.204641203245346,-0.219772999906562,-0.132054642873189,-0.258616580053861,-0.173929698936201,-0.148939275491776,0.16337462496681,-0.446720562634902,-0.325070315993518,-0.325553128516748,0.122263484106723,-0.385463090511304,0.114742684587527,-0.426718582392313,0.136703778029926,-0.453204764605786,0.15873761616396,-0.0512052923676782,-0.314852403725255,-0.277642694660652,-0.230407482768168,-0.23724467847947,-0.0567547052850978
healthy,0.192342516412506,0.0031845504037028,-0.0171685730284419,-0.285809147285339,-0.217700630794998,-0.348179957744017,-0.136273155795197,-0.119151859763115,0.146708090827566,-0.0573624526832581,-0.0332067650567334,0.173321206213043,-0.0469745703465479,0.223901587043881,-0.174315667254819,-0.194205393278892,-0.16661935691423,0.0823477985985122,-0.190925430299625,-0.0439344150523455,-0.356459704704922,-0.389970718232271,-0.152267878322467,-0.3782027192488,-0.0196068231380941,0.101524072979738,-0.0193376060571925,-0.0487359719250508,-0.25119368639071,0.0438848638047862,-0.108142473769299,-0.285143434274068,-0.179068569181885,-0.103206487487276,-0.0190717997165801,0.0958804203018395,0.116608855480411,0.022758487067249,-0.0711427267868038,-0.0632333101434865,-0.0959456639846842,-0.0840488084333418
healthy,-0.373175708785229,-0.359517401312053,-0.247140714071407,0.176139573359823,0.19485198203174,-0.251166710247031,-0.19736076358349,0.320684638215885,-0.0461466873326709,-0.222915698947359,-0.295827989488231,-0.581862555669964,-0.384931166986357,-0.335857616077185,-0.257808756871245,0.101232361704632,-0.307459668347223,0.0741512038549292,-0.316397131769527,0.0,-0.260705713383487,-0.215037813269227,-0.333938253740808,-0.448959834155459,-0.225073327518869,-0.115861173524731,-0.258279576461181,-0.417889669686375,-0.229595648352814,-0.369262621499497,-0.313034242528389,-0.141914034964598,-0.192307230723072,0.173823493847052,-0.282340234023402,-0.0349368942574982,0.111120698961518,0.0780780832171608,0.0282815001044757,-0.0216819751141912,-0.211706974163761,0.0025485864578286
healthy,-0.39277993025778,-0.232521584838927,-0.13255727358687,0.273860421707904,0.158091240148145,0.0899517457075211,-0.280481669895368,0.466886595199718,0.0517964866393517,-0.0274752472163419,0.134843943476397,-0.210319198896044,-0.199637957875704,-0.371381042485425,-0.18620481896817,0.163879004634337,0.0511467883373391,0.0675519899672661,0.0444331916951277,-0.142524593001596,-0.045503284737233,0.249200388121339,0.0467958238946622,0.101397476657268,0.0299696700801485,-0.0293402254638245,-0.0862919166134149,-0.331675939238256,0.0714118407390019,0.0568843129812674,-0.130483700664164,0.064127946635754,-0.187159890837849,-0.156142053385233,-0.179532365842855,0.0131613325504952,-0.0581600900845384,-0.10272046758983,0.0720581398592687,-0.0451429805948574,-0.253682046574187,-0.184048026191107
healthy,-0.120121518188274,-0.0143612404324154,-0.0419001025802888,-0.0418001862927619,0.263503512654963,0.454518553677837,-0.0390526975827068,0.0046424071261191,-0.374207800419147,-0.144426295485404,0.355326739865567,-0.150956634889558,0.200505135849515,-0.142302532944054,-0.265581961925173,0.0201597753451273,-0.0415616184413397,-0.374279364351145,0.0571611384611512,-0.0581155970098498,0.196217117287057,0.468133630150139,0.367681033063301,0.157187197085973,0.415609986881362,-0.347324053835881,-0.05157201963355,0.0845559521986989,-0.0226983093689982,-0.037444155699874,0.106127408915635,0.297233413105811,0.122710666070782,0.0269663973037011,-0.0047660380336147,-0.306072479735647,-0.3339877918208,-0.0810258354497203,0.0022449744534955,-0.105926266581315,0.126967416812607,-0.0168707590731827
healthy,-0.566797871442858,-0.511308670249868,-0.0177555610690593,0.65942913500558,0.580924096827948,-0.224761424890189,-0.457102359630693,0.614893151882585,0.193819290396225,0.166000702034739,-0.244909138835052,-0.246312286862692,-0.369125194109503,-0.553655500631772,-0.334787288973899,0.459560131569894,0.0298559249668426,0.0510649684363646,0.139802875419808,0.041448757415137,0.121569078284167,-0.123537415145099,-0.198893074762636,0.0375388580869319,-0.129558866282988,0.219733656918317,-0.11923060806525,-0.424601361679141,0.134286712146876,-0.0068464710271229,-0.440935440916271,0.247472720688607,-0.234222077960314,-0.355243309749459,-0.211104873394406,0.207683688860474,0.0905971351325265,-0.20202428701532,-0.0261132782859206,0.281255973139248,-0.599024732368822,-0.164572152667378
healthy,-0.440149362694863,-0.330879572137669,-0.22569558101473,0.376814405327696,0.146642077290089,0.244844699261437,-0.38238280394666,0.347365290304159,0.0041977231906252,-0.10339368756278,0.147395450558231,-0.415564096981855,-0.302258615261253,-0.444647974190851,-0.390476715463961,0.126327654034938,-0.0985770280979349,-0.0079901647325392,-0.0280700621035175,-0.0611762585630432,0.0003763883397401,0.412651518511678,0.247394555286704,0.22332001367016,0.152109186198453,0.0098348746207705,-0.217131512785018,-0.333329727589239,-0.166844049508702,-0.259535194505781,-0.232610331640433,0.165232942130133,-0.171452322175451,-0.167868080292029,-0.267165987036164,-0.0330026918858205,-0.0636505767063169,-0.348253887508368,0.0569083814392664,-0.0919735676973794,-0.107688451814961,-0.198334416818459
healthy,-0.63375312041467,-0.50311735011377,-0.408691655091783,0.290545578554712,0.387758293597792,-0.311204233240843,-0.580509864874065,0.324962469138636,0.294938621435637,-0.449593045047956,-0.443283243288491,-0.322607743891017,-0.427570884646362,-0.646779254812478,-0.47869699926776,0.109834811542053,-0.333544182398067,0.33244568874461,-0.299622404846316,0.0393200708836951,-0.310393659735793,-0.140353442385426,-0.467529736878626,-0.209741654668257,-0.420692351253593,0.282177260683206,-0.434403418013388,-0.287310907189542,-0.32582906587302,-0.0217234879314862,-0.583021461394784,-0.132887973521218,-0.367785234913388,0.149743055417482,-0.457063343759056,0.291569934970225,0.334632506445418,-0.142056929528452,-0.10230674837818,-0.24031171717069,-0.360051395491518,0.159156161671818
healthy,0.392120816675827,0.362718613984625,0.237449678787304,-0.13602009170581,-0.128667624760895,0.0041834666790469,0.352856060074992,-0.247884996867052,-0.222087829640584,0.106314022761554,0.16881036992944,0.130906779369197,0.455392935441606,0.437478575333177,0.399426831109488,0.0928158196035413,0.229624605524608,-0.200409539569717,0.202513625203027,0.134639365221081,0.0391885741788381,-0.0408273874817675,0.0538284766927591,-0.143961176133249,0.0586880677061907,-0.162031559967939,0.204096907286502,0.399511040780417,0.196341347530641,0.267398238489687,0.319618214976667,-0.0525307502869474,0.321217756387916,0.237327844553951,0.305851330814042,-0.104445014231649,-0.185984124875046,0.317050948863362,0.0667366894947429,0.0906552379880958,0.304343996677272,0.281425199736212
healthy,-0.581384251437998,-0.343313514703102,-0.386444538492271,0.261006505585651,0.227375440066061,-0.126076672667817,-0.476000934967263,0.0958038539772241,0.196222994047812,-0.452998309395619,-0.273235892454438,-0.126196196905894,-0.12732668325683,-0.605640568181073,-0.303446556942996,-0.0026647476847893,-0.261632463688813,0.21613781453685,-0.300151061098153,-0.264727418630532,-0.350112178662246,-0.0991203145210926,-0.283194518738021,-0.0200953942706416,-0.141696758260688,0.201013933979264,-0.24996572755748,-0.264141814309917,-0.277393425661093,-0.269216517724541,-0.351251257522978,0.0549716992930678,-0.32236209844134,0.0622139615402491,-0.364951777321191,0.244974525308174,0.196869554947379,-0.338813787705502,-0.173897964794324,-0.544408672654417,-0.0934691521806024,0.0323009863351061
