group,CD11b,CD33,CD11c,CD45RA,CD49f,CD14,CD32,CD69,HLA-DR,CD64,CD66b,CD35,CD58,CD39,CD11a,IgA,CD244,CD235ab,ITGB7,CD54,CD62,CD41,CD226,CD29,CD49b,CD18,CD38,CD45,CD71,CD36,CD371,IgKappaLight,GARP,CD328,CD101,CD360,CD88
healthy,0.270466392352097,0.328777641154089,0.337827469259809,-0.0478237381832582,-0.145116820377268,0.313824668630878,0.547131683470094,-0.22497195868256,0.572432683131099,0.469117704404579,0.120402704784872,0.207649335411278,0.384903733491768,0.290599876225304,0.391221888781257,-0.212857211174032,0.481728550115905,0.26595650929957,0.0359925259530535,0.342053273201933,-0.327138718369569,0.0034983727155165,-0.148687659856023,0.0733622363958432,-0.149942505416632,0.378778546366609,0.287037583358255,0.418325050672329,0.183224461692867,0.314431131635198,0.313701132626964,0.230234872179067,0.107968614771455,0.310155800925644,0.208806873575021,-0.0081157344680983,0.430682464720852
healthy,-0.184831050968317,-0.0454582286686654,-0.159225346406288,0.105166272360658,-0.0574667319934531,0.0646397784808096,-0.121627096669638,-0.276724167809931,0.21562631891064,0.0973050866430427,0.0658591059245822,-0.209302325581395,0.0478275006860686,-0.234085436787737,0.0857189479827316,-0.335781355729986,-0.105651909990904,0.162701073757848,0.0568998865351113,-0.0997487680198366,-0.0780649555488442,-0.521855657775665,0.135288797801254,-0.0996880760027623,-0.427846994079559,-0.352661247675435,-0.0456039734369339,0.0530837189889146,0.0247347598725225,-0.0783566971882343,-0.153391135240256,-0.122903778059621,0.0053063583569593,-0.0654919790629577,-0.0128080425566082,0.268949401792843,0.132137107671417
healthy,0.215194507975638,0.130629549007267,0.174421522616132,-0.0893707638036409,0.131750446708956,0.27627324589632,0.344978641652405,0.199505945935809,0.0874387037244632,0.188027078083226,0.10541732058073,0.123496617123328,0.207427812614117,0.0204387141520806,0.115312660176904,-0.239271949211817,0.193807316092307,-0.26063406936648,0.0294047537569782,-0.0322532363337803,0.105588677410625,0.129309598426484,-0.0342708314688613,0.176289381366836,0.0864087765198681,-0.0305596987416707,-0.0879735643986689,0.171972005514082,0.135410568379181,0.189185359266316,0.0612738151472209,-0.272415809474981,0.0441586922868218,-0.0492186204698981,-0.0270217100801436,0.0789726158299237,0.292834730175297
healthy,-0.357969275728564,-0.23490006926039,-0.372157215721572,0.117329226857971,0.445735178525481,-0.213240779932514,-0.221793468884008,0.282258681881462,-0.103936705481132,-0.276758175097585,-0.259921904152876,-0.461343670524319,-0.25046504650465,-0.437037851205337,-0.292788157181507,-0.0252597039110644,-0.26790482774818,0.0,-0.187650392029766,-0.113958233522521,0.56601160939683,0.426544695900698,0.26241872013713,0.306331343632158,0.448045648654246,-0.462900177231372,-0.260291361164189,-0.330928085594306,0.0408046264049483,0.0261746959938052,-0.333573357335734,-0.287683899403259,0.137910497600186,-0.407813604037361,-0.261222586102996,-0.16721325501892,-0.451383665749368
healthy,-0.506783278689619,-0.290827392406906,-0.312948609493056,0.0472988385694635,-0.28575977150633,-0.373868144191603,-0.113663268915246,-0.130184072438128,-0.0846288382355237,-0.451373576119638,-0.06460201235189,-0.503627583193809,-0.142195710000899,-0.258316619075247,-0.233112869486565,0.117037010376462,-0.158572139185066,-0.0761622207151777,-0.13210823566654,-0.241146462006218,-0.143917495915613,-0.317832082218881,-0.0862091773985248,-0.249717552560554,-0.327950012545138,-0.26183574921874,-0.442381716272894,-0.135996481126513,-0.110752781686848,-0.417376015498213,-0.39204642366204,-0.0156886472580281,-0.237877714657228,-0.337887408184575,-0.120219001794915,-0.0251912668993896,-0.127688897528316
healthy,-0.240345616665352,-0.0998500749625188,-0.137015702674978,-0.0498233265274622,0.436874395934371,-0.128383671070863,-0.253746182807417,0.264732261802563,-0.049291328941263,-0.0855643275761529,0.0922639027225425,-0.231989268523633,-0.264896377521707,-0.220017513490182,-0.190795210232229,-0.0503094441948098,-0.143452700702781,-0.165455090793761,0.0438525486969976,0.0577399365591175,0.477644655794336,0.356187301716174,0.342669147667943,0.179347522183507,0.382312115717586,-0.283531678866746,-0.0623081241934597,-0.24295042517205,-0.0953438065295039,-0.0229938116346451,-0.0585970172808333,-0.201574114544848,0.287578020712726,-0.154947715414063,0.0587559921993954,-0.192538200780187,-0.291942543825146
healthy,-0.145789219886343,-0.0659953171044098,-0.329905108984345,-0.106067898453356,-0.0123854681853793,-0.0152252877645635,-0.343352223584663,-0.0779115624056192,0.0574385798938531,0.0032720103558766,-0.195042586020751,-0.24389706259436,0.0281879584612083,0.0290807828982323,-0.239463644183913,0.0649939959853925,-0.193016654320689,0.066991543833898,0.0305674576620699,-0.200581057245846,0.0191722360906394,-0.0390869053372806,0.057799568298689,-0.140565697027347,0.0075318949410119,-0.135413387820168,-0.066643116532533,-0.321965078084096,0.143109408181413,-0.0662307702835933,-0.240784654823728,-0.152651828009388,-0.0763529739448385,-0.0517151366553955,-0.168027265049824,-0.0014833882704786,-0.462214794251358
healthy,-0.217967726729697,-0.236461701630014,-0.0402729618019917,0.389018172501424,-0.607723875188968,-0.335395110032036,-0.0858672022605853,-0.423008540773401,0.0839126017927817,-0.282122959635834,0.237615022509486,-0.197950195521177,-0.198002401952678,-0.238998751056096,0.0075545392424595,0.184644771350627,-0.0750501703274423,0.023265957071874,-0.0695659315638144,0.0162781021034532,-0.505226265099048,-0.485339995307678,-0.192003945227773,-0.430652454918302,-0.591606946165678,-0.102103712635357,-0.276476018441165,0.0383405843004102,0.14095407599122,-0.339604897934491,-0.201927006759318,0.214912840824393,-0.25383094959275,-0.210740890076986,-0.273133969627214,0.342517223099923,0.176173871710417
healthy,-0.706973728369945,-0.566716438678892,-0.383008403865178,0.289631666875966,-0.0619189196860801,-0.672481337250924,-0.264609158363492,-0.209565129679131,0.0022075058012377,-0.629677758788097,0.0832110702281626,-0.702722094849609,-0.49816051180548,-0.516390227311416,-0.322690953309032,0.0093379660962959,-0.15286359692713,0.0225950592120327,0.162649845069167,-0.272461897974602,0.137627007472301,-0.131755554095203,0.205629513315793,-0.0729778280560248,-0.0493842284472426,-0.462876224008174,-0.51913693415391,-0.263031454166005,-0.0111888209901656,-0.457393260240678,-0.510714178649586,-0.0783016982099657,0.15242540925214,-0.488327775695541,-0.345205832657623,0.326516859114828,-0.151973876024698
healthy,-0.0472710010325234,0.0206417247438047,0.0635353612835492,0.0698870920336039,0.0024815664965166,-0.149021238257945,0.213187754955362,-0.0272910667769485,0.241339412094427,-0.0194661373975646,-0.120371900119022,-0.114264911628285,0.139999315071961,-0.023683534331159,0.102106857535154,-0.189287948213905,0.154558690352936,0.0281528193591255,0.11232269776414,0.156757230870352,-0.028580063899306,0.0042706114900096,0.0581674594529158,0.137726992548188,0.062649999521071,0.061970628687711,-0.0704048032515025,0.159113079643503,0.0146743937749938,0.0100313869035799,0.0125310841684986,-0.123720124604991,-0.0991975495201749,0.176301323771117,0.13481403867119,-0.110458021970031,0.0996182005240561
healthy,0.3545183520846,0.302235389692618,0.171617846566431,-0.123937515371366,0.510681666825091,0.225429583343489,0.280973142993108,0.315367986109898,-0.0204118653464223,0.177478751554811,-0.0889193861929646,0.293348972025238,0.407552495091927,0.168719524984412,0.0388381138112832,-0.0833631897378443,0.265201325596231,0.215304419971132,-0.135011590120919,0.129630177956493,0.533876911678172,0.537797618445609,0.354838307433087,0.35020614984685,0.428732673877004,0.0047612652766383,0.212915055559516,0.034896844483455,0.123467462191527,0.472462027809623,0.250739762249383,-0.140772495079585,0.318055080766956,0.0620872853412259,0.193041462460706,-0.286391219101957,-0.0166477174085944
healthy,0.82221783177994,0.728178387269086,0.736326109898983,-0.315786798049557,0.0441033821668677,0.0,0.138980924206922,0.0304161256323225,0.151183162384522,0.0,0.0,0.801755100155454,0.372609576337289,0.0,-0.0439281340748092,-0.22075157351368,0.520689634651168,0.0,0.0,0.749509853580984,0.0864347117670445,0.26032558862226,-0.0339617805405662,0.0,0.0466380593028945,0.0,0.0,-0.196515099964052,0.0,0.569388651794777,0.780205935204554,-0.22075157351368,0.0,0.192833170481954,0.712202664012768,-0.531402476283614,0.249770824605732
mild,-0.475293734593283,-0.483522782191813,-0.324500338277951,0.0349490602667286,-0.0389764316024547,-0.450237254152339,-0.548754083028854,-0.127610917311752,-0.259556135250202,-0.387844829572645,0.376402965941444,-0.205732278689216,-0.466897999352308,-0.322418206254232,-0.333181698208695,0.370544836181774,-0.142250066396401,-0.241778977767483,0.0597768708594309,-0.0171328438068963,-0.0568299582559133,-0.0883349775395702,0.273790506065797,-0.0576702346701264,-0.188864257628059,-0.40289844301291,-0.166210717229674,-0.283161897007036,-0.0244104491186177,-0.383171663259964,-0.230718648440167,0.386483604161036,-0.303298681351092,-0.325603085004707,-0.439566341147392,0.180003918735559,-0.5082418992862
mild,-0.629122059717957,-0.304159071790702,-0.464081294871288,-0.0527984612733162,-0.130467627030417,-0.340962880564075,-0.478573509210645,-0.275841448258749,-0.0348520375851942,-0.356094234696476,0.0346798237194811,-0.574176165109294,-0.421208164896532,-0.258453736227564,-0.22462358806174,-0.130620820058666,-0.387336207797287,0.0559179788639829,0.1342878660912,-0.151346969604125,-0.0339240560129863,-0.207069352901646,-0.0590634145508284,-0.195833852286544,-0.221599693711679,-0.520644996650683,-0.0981296231543736,-0.224332419140142,0.0502716297799565,-0.317751907814011,-0.40115882304122,-0.0830206115514996,-0.0458361695604429,-0.504422569387797,-0.156850495771548,0.0437501753528127,-0.549763626850926
