group,CD11b,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD44,CD14,CD16,IgM,CD107a,CD95,HLA-DR,CD64,CD35,CD58,CD39,CD11a,IgA,CD244,CD235ab,CD54,CD62,CD49b,IgG-Fc,CD18,CD38,CD45,CD71,CD36,CD49d,CD305,CD371,IgLambdaLight,CD328,CD101,CD88,CD224
healthy,-0.407465130492698,-0.37906085047142,-0.286163177508417,0.296652097154938,0.496679684531111,-0.148640206684511,0.0527516340674038,-0.0131572632635553,-0.349609339672416,0.375955462240067,0.177916857947378,-0.0890146587636889,-0.0907654429712564,-0.267176768592882,-0.30294368567337,-0.326319157224503,-0.375369488371802,-0.3020663004129,-0.0572055940588898,0.296317741643628,-0.26093477054448,0.0584880882818428,0.0587073299213162,-0.152148304961196,-0.120843533870015,0.214251683085072,-0.0992750000355502,-0.489543359717415,-0.029444055765605,0.236001479218434,-0.410886439791882,0.11642912466681,-0.356696516094816,-0.300913408841798,0.412992020167187,-0.0974428343736832,-0.283354654830366,-0.133668907699683,-0.298928850699499
healthy,-0.495664856980796,-0.426302568673527,-0.403127785430678,-0.164884907187588,0.218088673334988,-0.130400934091235,0.0653946482104122,-0.203745056340793,-0.459389620649779,0.0555187381824893,-0.0230665244597735,0.245345604526688,-0.439469185772045,-0.0039795441154882,-0.142050620991154,-0.408151689490317,-0.424773056940677,0.004715858052688,-0.395020809483335,0.124027347611977,-0.468292759260757,-0.171754815996419,0.503629494043011,-0.114357524066374,-0.207128655628795,0.112946430113374,-0.245794202925303,-0.472836927432409,-0.16006159542459,-0.0603180986365023,-0.565351268130621,0.21032046200022,-0.368839200206122,-0.432785025524674,0.0765909669736882,-0.103920481134856,-0.127675107763658,-0.346545198791602,0.0399691258850359
healthy,-0.232208514441762,-0.141423167310052,-0.202928872351768,0.0345925924847597,0.0248566134392837,-0.350854782622808,0.0012115504089487,-0.0400721994599281,-0.0092685112979266,-0.0946261675474753,-0.157933419858697,0.269791869871941,0.136415938507783,0.0255628971112741,0.0187882181799062,-0.227958174572428,-0.0483829601787597,0.143192508435292,-0.0561106501701891,-0.101601049873618,-0.127235952895116,0.0713859485522456,-0.0807270860934148,-0.300020515261758,-0.320422510219305,-0.0964086433908545,0.0271330597455012,0.0830455012554373,-0.145385451503406,0.109509524916561,-0.305452985591396,-0.066314360419217,0.0557414035651914,-0.13073531727287,-0.132661669948127,0.0476055890518611,-0.0973786014207392,-0.146637174976278,0.0665237511037031
healthy,-0.229872780058647,-0.277171516866739,-0.126288628862886,0.207505091494144,0.0315879216654533,-0.195277147454203,0.0890171153031356,-0.229870801305592,-0.166616907622658,0.22393843740181,0.290383022932127,-0.379267845356555,-0.165438714795929,-0.263211110745591,-0.145118893912035,-0.075824492348603,-0.263282328232823,-0.106567515150256,-0.281705015617876,0.285616437241434,-0.183905907850789,0.0,-0.309349496476354,-0.274565930026214,-0.260126324825053,0.257185002429765,-0.0663146209305664,-0.245780386334341,-0.103678678904394,-0.168533767187056,-0.264681262171195,-0.317773167694559,-0.150579057905791,-0.171821182118212,0.386117573727722,-0.171959252594902,-0.107145453898995,-0.0840866853265752,-0.101386242492696
healthy,-0.27980548299446,0.0243634420796446,-0.166595912988507,0.18253457694913,0.106910101719201,0.109647369032526,-0.0554282114442982,0.121981915503692,-0.223718036730186,0.251692419282476,0.254423046864044,-0.162689393776725,0.0544881331032988,0.0362031720237006,-0.150144315977922,-0.346984143545025,-0.163243362793056,-0.213943534903525,-0.0046804350370349,0.217362857202997,-0.0714609962838316,0.134242368159042,0.0083884555094794,0.160052530797695,0.166359800848844,0.234736587783893,-0.0915095192474903,-0.0207965334887928,-0.0190050028951264,0.0771264350887898,-0.10540892051096,0.0765488186507392,-0.0875914029442761,-0.14643193098981,0.164452242902082,-0.0344777123075335,0.0663216746657263,-0.112419388927781,0.0007086481884891
healthy,0.167758226150083,-0.0061705989110707,0.0654541150477393,-0.0996716083900245,-0.106416910530928,-0.0731214614176332,0.051057069251373,0.188143923933453,0.0145332557610195,-0.153767028733919,-0.225068566134675,0.146291833399393,0.06433505504649,-0.0763044924004277,-0.0894396236595299,0.22697861595518,0.0225100368470171,-0.0705506395584092,0.0132725730431618,-0.225158021049673,0.0272474686311702,0.173304794908168,0.318059039464301,-0.0848882737313476,-0.0121651599664188,-0.180168701968883,0.219404022930674,-0.0497833625601449,0.224197589359283,0.216530756490904,-0.109078570738338,0.212513363378536,0.091533903055821,-0.0073621084194744,-0.297191979311876,0.305735177821033,-0.0354776982176312,0.306500753815665,0.0819052937856531
healthy,-0.582064838443238,-0.535075223213207,-0.0432561487995249,0.616318505808427,0.539235665680856,-0.489354287386223,0.0282060132473991,0.187984469492215,-0.448829539001811,0.58518727593667,0.268804905177453,-0.264517165623848,-0.0219392503320282,-0.0539261165550648,-0.48487833042113,-0.562512865963198,-0.274991335444888,-0.348416952046068,-0.0020696051203871,0.0986177019233488,0.0457673891680599,0.235358496197744,0.0747601740595242,-0.412119867367296,-0.376177420122664,0.256613807283019,-0.162565025283843,-0.454455388964602,0.130312791346901,0.117763818569073,-0.5478135338133,0.191992667890594,-0.298430128511894,-0.284801197099297,0.12032639382969,-0.426521226395591,-0.0498365187495802,0.365707859097264,-0.619346047183508
healthy,0.419227786555414,0.388826679266978,0.396858905008923,-0.138616492980561,-0.0463942918682064,-0.220274461106759,0.0721915757916159,0.437430328444106,0.343140974757724,-0.0935622091487274,0.0256124166455764,0.551993347604711,0.428144367278159,0.331842019422053,0.39049486140488,0.406261298289815,0.388787760403761,0.45184449073557,0.411316459371642,0.0550478537012748,0.343155191393918,-0.206375485714368,0.472196280764867,-0.245293199758458,-0.197143383633014,0.0701249432262381,0.429152384395853,0.397387429733907,0.402125820072446,0.213540277622788,0.272414156008256,0.268376964660118,0.394120593756794,0.353697282402656,0.0987763789721808,0.395482571677293,0.119301117075051,0.287504972381302,0.442321230193712
healthy,-0.671797603319787,-0.605155387855731,-0.377153677815195,0.171174090723529,0.0277028068540724,-0.255678334845086,-0.297328253372667,-0.496008724594228,-0.648235331821956,0.346652921961722,0.426179471915138,0.0797121912110506,-0.653282027061717,-0.0017436096546008,-0.692460749410694,-0.627636654624002,-0.633127839062695,-0.517166881731727,-0.412387730425401,0.482623057887629,-0.477326935958683,0.0883677749381913,-0.233577744787592,-0.115607895785752,-0.290172334186438,0.443199912284299,-0.569280232287168,-0.634885998538122,-0.358300147941703,0.0137013005544513,-0.587072726796761,-0.275813533663185,-0.508229439536176,-0.558371388886113,0.446822508850288,-0.437649827970314,-0.541172520528299,-0.175099931901327,-0.575197464306306
healthy,-0.447920325289296,-0.462645657616628,-0.409975213203744,-0.0226261776877248,0.0176966568547904,-0.416888320627868,-0.127319825971761,-0.230194777815693,-0.326520314496997,0.207856745830065,-0.0752179079201997,-0.0618654519332203,-0.338885437185595,-0.229932538409916,-0.550962260450404,-0.486264244296515,-0.436419294954653,-0.40397875823007,-0.353521023060443,-0.129002776417331,-0.212870938734,0.0986434760432515,-0.31569453890564,-0.382398576986508,-0.468231010431524,-0.172306756418622,-0.311506594173173,-0.480856078703874,-0.249989749347258,0.0349468578889364,-0.491069064934901,-0.207678547486212,-0.397016489374788,-0.44765738032429,-0.136301921003183,-0.404089369838481,-0.470908913406089,-0.119063221402237,-0.454117959822427
healthy,-0.185253148014757,-0.288853634771406,-0.178373406154123,-0.212058212950207,-0.141326493477489,-0.0351884730954377,-0.198480054532013,-0.132242219439622,-0.188516243703305,0.121298592821592,0.188430311682011,-0.276825667013898,-0.236482065912923,-0.324198023210582,-0.327327393911516,-0.1138959029316,-0.42999784789098,-0.246879807840175,-0.161371336822974,0.191103628762648,-0.208349471629571,-0.050878068966264,-0.103954483689109,-0.0361644607837262,-0.0734539864906793,0.183788085635251,-0.274023162245991,-0.375644943971809,-0.204827821508174,0.0956998911359554,-0.227322162016544,-0.125725775840827,-0.259309397973064,-0.191580403973144,0.183937628212981,-0.266338811229588,-0.185812276374742,0.0720000527811503,-0.276739911445068
