group,CD275,CD11b,CD33,CD45RA,CD49f,CD4,CD14,CD16,IgM,CD32,CD107a,CD64,CD35,CD58,CX3CR1,IgA,CD244,CD235ab,CD62,CD41,CD83,IgG-Fc,CD18,CD45,CD71,CD193,CD36,CD158,CD319,CD371,IgKappaLight,IgLambdaLight,TCR-Vb13-1,CD360,CD88,CD258
healthy,0.17677906742868,0.344417901375108,0.372848535366808,-0.0787884009867617,0.453901302291629,0.0783873133782212,0.44880260875865,-0.15405144140893,-0.109516049114668,0.354601735308783,0.0819906732830802,0.198469986213433,0.352736949940588,0.449655614441655,-0.0729340514499026,-0.205825497189586,0.30752764682462,-0.122496400626241,0.284751710172807,0.37883163808916,0.0886253173692295,-0.15160553973546,0.265347734963197,0.45918096407628,-0.0305000327909792,-0.0342020051950193,0.455125615649784,0.0417724266200143,0.120712806061222,0.371428571428571,-0.0559147972195195,-0.323467894465644,0.102825180560818,-0.0830669292617122,0.41842429771308,0.14845459711088
healthy,-0.152261215361045,0.305566809820922,0.340085892553278,0.0748678473381723,0.143497478121177,0.14237244889324,0.262461893001325,-0.169260565691028,-0.434127898280841,0.1796450854874,-0.211309220083679,0.0472953717833893,0.281905842314237,0.0972762725818343,-0.204983641872059,-0.266637189813901,0.138029108213923,0.208635501291775,0.427964842617599,0.162760575781781,-0.0966348555723246,-0.361587655841829,-0.0526177434075076,0.148229193940038,-0.110113075748291,0.178218290764087,0.403451908273236,-0.0873824141952861,-0.13940100182035,0.305566809820922,-0.348174982516726,-0.362234049185758,-0.052724879844681,-0.246181902928201,0.257208494158191,-0.0048477977431021
healthy,0.159492571378182,-0.191779581908884,-0.344588822978669,-0.256784990341027,-0.492960538064286,0.0052670277734167,-0.168540025351038,0.0781081921049638,0.198725252390212,-0.0950129660753884,0.196833725801071,-0.338457595322728,-0.183020789873609,-0.134122213414997,0.190128083665479,0.235674655499222,-0.43824724039471,0.294335461800454,-0.51584585009166,-0.433711510504123,0.173536792286328,0.249990814617287,-0.283748913209956,-0.14755319910017,0.38219779473258,0.114516154639948,-0.374249093180936,0.108675192548426,0.0692868519835109,-0.304310344827586,0.207376455569087,0.226358906265412,0.144414666058543,0.158819584582879,0.0018024410867597,0.102653868207048
healthy,0.212829723806979,0.193458953780887,0.204249968226874,-0.218778249840383,0.172461281448405,0.139753133343985,0.21616303966202,-0.015701328042469,-0.0129373324885159,0.37385864308315,0.602135332222908,0.181884747679824,0.302121837667574,0.447632763276328,0.0176190675333252,0.0343488562313723,0.159134687581005,0.0,0.0011042826673908,0.266489814938833,-0.0983987463899134,0.0506004283953083,0.202934381560935,0.253724133586901,0.0867616512093604,0.161278456108243,0.388221986866394,-0.0246021404699647,0.0985611875725628,0.267662766276628,0.178496246808437,0.0220212341121375,0.157152829869553,0.168415083720039,0.220289347381115,0.215120491887013
healthy,-0.080953150915463,-0.560972989364872,-0.231116866413569,0.419667195950666,0.194475847452954,-0.049042918136926,-0.31518802663074,0.556262684307211,-0.100192263593868,0.0558839612271553,-0.161423998302106,-0.320707871611353,-0.445983028041682,-0.150841511677127,0.191477607768023,-0.102877002809641,-0.01611742849356,0.150012058894611,0.300886903588324,0.102007574906826,-0.0010264275176476,-0.179887675852359,-0.191895586747742,-0.0087845193668177,0.189202781956406,-0.0959521092831766,-0.187993698921673,-0.0759135652731515,-0.0508219653045187,-0.241153055107797,-0.03471959369942,-0.0573473660348402,-0.134326508134258,0.0673837205977926,0.091125463715052,-0.0934294094585419
healthy,-0.124140466181955,0.315379152528999,0.255022488755622,-0.177968972266765,-0.0937247243282727,0.16123104130474,0.370933526180762,-0.146032507372338,-0.010018950479763,0.248767054115329,-0.113638222968242,0.261957386980215,0.195794208159078,0.450540064402014,-0.0515304738476559,-0.0119690676267168,0.231429428687279,0.285201285062921,-0.240832756490563,-0.0322282175226004,0.0,0.0670526587755864,0.277368289833264,0.302424493558679,0.315938723804848,-0.0164062290108311,0.235059250097613,-0.196399968365416,-0.178523250166079,0.218685394145033,0.138271805899371,-0.069345333359293,-0.0197494414312225,-0.0258819829614119,0.571693678847539,0.0866958984878116
healthy,0.119911729392833,-0.489179781123066,-0.564853784157706,0.633112342301127,-0.648955768225959,0.064177146071531,-0.434033704516956,0.65950453478535,0.283296981979575,0.194257559932718,0.0301561620770677,-0.526934403336275,-0.476035286290862,-0.286464918769679,0.567922495383079,0.201099589031916,-0.035574573676591,0.280042332374738,-0.595277862662355,-0.616531733936115,0.160161646154453,0.296320178264001,-0.104297573835138,0.0995194815222641,0.236083600570093,0.0807074510481691,-0.628335244286785,0.0353608097257744,0.26942039905613,-0.26153744001056,0.305243967801242,0.26546066903545,0.104418923634459,0.311211016426889,0.518719418426818,0.0963816107560783
healthy,-0.103360485618162,-0.0357625085340922,-0.0411468104957415,0.228857388106264,0.226723269659934,-0.0242685289757302,-0.0409245866159073,0.276757875238807,-0.125425370436319,0.080757853598705,-0.168802863314078,-0.0768927748436489,-0.0524323859491342,-0.0864801460372055,0.141862814665545,-0.134543042525628,0.0648562423938913,0.0567944507207914,0.234743024504504,0.235139431639815,-0.247809382791281,-0.121043062472155,0.136146297304928,0.137544904367307,-0.106292420822659,-0.0833438994972082,-0.0146620847758439,-0.219733037301555,-0.102065630279249,-0.0138700102638076,-0.12940535148859,-0.261623614121997,-0.142184286336126,0.0652868671206892,0.310410906969817,-0.197664918631006
healthy,-0.174341063612842,-0.285086177184302,-0.193216500258942,0.349444313956092,-0.0795123582155011,0.0647256816208844,-0.29156562200561,0.431073773758827,-0.1344358857084,0.114826750607244,-0.0313173903909692,-0.327007908442227,-0.265040471788932,-0.0935598443508344,0.394662431359148,-0.165954758119134,0.281420978418081,0.0244622011153462,0.0454664519394195,-0.0440528050459968,-0.2000131727559,-0.165624805910611,0.031303996875528,0.236875109659012,0.160419546774317,-0.0771183780417607,-0.177836960320581,-0.17836004540229,0.0419860307587406,-0.13101336024702,-0.126231808260888,-0.177680431026451,-0.0824056599248627,0.103863104477848,0.301334043187467,-0.106609523645511
healthy,-0.151338604004294,0.40624510393439,0.25744435280011,-0.232864316707127,0.0347315354003803,0.201635406266003,0.227206870787557,-0.137142463757335,0.193867420260678,0.142229199733828,0.326317464145615,0.0846659356628515,0.425619472295483,0.15569423934126,-0.113362753485885,0.0844203696179525,0.148982466777441,-0.0706768423178045,-0.0347007501503078,0.153131926284632,-0.279425847477636,0.102761950120486,0.239679871941272,0.16888001312878,-0.0258321915053642,-0.162461581532145,0.276318845563756,-0.172213656972581,-0.127385257833335,0.218826657558295,0.0933527748835146,0.0748642526930535,-0.113296772526191,-0.168151100533576,0.30240708589405,-0.128574785499793
