group,CD274,CD275,CD11b,CD137L,CD47,CD52,CD33,CD11c,CD49f,CD32,CD95,CD1d,CD35,CD58,CD244,CD54,CD62,CD41,CD83,CD49b,CD18,CD38,CD45,CD71,CD193,CD36,CD158,CD319,CD371,IgLambdaLight,CD328,TCR-Vb13-1,CD101,CD360,CD88,CD258
healthy,0.205220542714779,0.29852209853335,-0.155148143620766,0.124439394707139,0.0036438213095104,0.229031479156663,-0.177124066541499,-0.0314224122391776,-0.16396481459915,0.0608249109802186,0.28982229044986,-0.16420422581054,-0.127993748654196,0.0283450530593594,-0.0032259426535423,-0.0923809682158071,-0.344935700255369,-0.212558195620785,0.226528825389151,-0.0764616878363135,0.206254595320796,-0.0408166819819849,0.252121585580516,0.0958358873481257,0.311757727272031,-0.126716514471394,0.188389508172441,-0.0149636867166843,-0.0371574716843259,-0.0624633589188797,-0.124555999386385,-0.0286660665070581,-0.0281381331208901,0.272951246007954,0.320578510910738,0.179670149845571
healthy,-0.113070209323046,-0.128348857981732,0.21967425654323,-0.114455322324947,0.0362087522169228,0.457262128834634,0.16019771493396,0.210598816951625,-0.139433033422229,0.236366582934932,0.167575576665344,0.0242404839035192,0.174621181427761,-0.061040861045101,0.054124288758781,0.115382860640088,-0.0353044045232403,0.088638420194064,-0.109519502981968,-0.026905747868998,-0.0214549868467822,0.11587628837712,0.0902018003582625,-0.204170254737225,0.214523767503297,0.118223806822786,-0.0410565614435138,-0.075492233077496,0.136698808848554,0.227820156720602,0.0491394249898097,0.199722296456618,-0.0344520132060663,-0.125554101926065,0.272314518759841,0.254686739966876
healthy,-0.198569514485497,-0.174393664830087,0.0602221820728309,-0.174015734675343,0.402115125783789,0.105629536614555,0.0091442652506819,0.152082498900344,0.316961805740339,0.385119747933779,0.0565118241536704,-0.0786833005101465,-0.0164704145749077,0.231536296284304,0.312385694783217,0.236830454485745,0.252637496360154,0.252249770091702,-0.17846989889318,0.290512017424957,0.208614902295696,0.119181951220896,0.264172481764766,-0.0090317133951802,-0.190878756425539,0.172450851749543,-0.124144723978465,-0.0279006526509492,-0.0048850574712643,-0.243292583944847,0.112832253099012,-0.184788061988062,0.137857989706249,-0.0744948690422779,0.237230821438959,-0.120648471135084
healthy,0.203109050489105,0.233048724308157,0.22941670708615,0.149256520308083,-0.0030310670318715,0.0466238723098554,0.0637133122541597,0.324212421242124,-0.231473837219126,0.236400463398421,0.248566800307763,0.0737807091027181,0.409317843627961,0.209072907290729,0.191280866598745,-0.142210753976657,-0.380401108967415,-0.199858350457936,0.186076374724962,-0.325728437937178,0.31109244215749,0.160934992560811,0.280888931561215,0.0182850920210853,0.217083746714982,-0.0292530130604769,0.134622488476811,0.295399290648052,0.224806480648065,0.166541799446084,0.216152312415829,0.280746678815199,0.0521316314027725,0.19052519703033,0.366192472277441,0.217520616997784
healthy,0.071809296788349,0.0135698745111353,0.514040534862235,-0.059211698056589,0.013030436555392,-0.164560568658352,0.233208240898477,0.15111407014403,0.137779883267921,0.004679807916159,0.0478539523966861,0.135952612545279,0.444751582520916,0.0010395204194082,0.066053088603345,0.0819587953724615,0.0629717339637028,0.152963973836401,-0.0938075164959858,0.0566113810090558,0.168989745403384,0.338456381418679,0.0134057757330543,-0.0705765540094223,0.0286770515899931,0.294229907182028,0.0352918975803368,-0.106508179564273,0.254061023544218,-0.0528982715291323,0.363681346321567,0.0268077679500464,-0.0736023577014007,-0.0784669441589401,-0.212596267454607,0.0439546690780735
healthy,0.0,0.0506853044743707,0.151818827428391,0.0513302259407837,0.312293680228756,0.0432324272869313,0.244961729661485,0.232210210684132,0.439604663635283,0.0875095676628496,0.232970520393183,0.0182522565247107,0.141813303874379,0.114680845040938,0.123915063134641,0.298298009911908,0.437238595852419,0.419696776403218,0.0,0.381821393584913,0.167027053641023,0.339975854845581,0.176078593867487,-0.448984356170415,0.108206537703254,0.404502494482154,0.046869758241924,-0.0305960206218657,0.296614850469502,-0.104575023089206,-0.0259798721941961,0.0818191145007791,0.539409362713708,0.100292683975471,-0.143938046731137,0.0435478848762629
healthy,0.084202382659235,0.160710444415971,0.109299717321302,0.163839071479988,-0.243524390683793,-0.105202451172959,0.0767454525036081,0.0061782877316857,-0.0424649278158626,-0.0216546970648376,-0.0238471395535454,0.253160704880499,0.104586061409392,0.0335070444641552,-0.162498010036554,0.0072686440369863,-0.0443726075991912,-0.0893096312738102,0.0714739460599129,-0.0660783451542047,-0.0130592301093694,0.0477770854853845,-0.144578878198689,0.0816348448803943,0.199093166668861,-0.0061997760714317,0.187784051018371,0.206523539188309,0.0052968959388532,0.0873946344253081,0.0625672580887256,0.153370533761783,0.0308691525603908,0.0914852989210707,-0.169978234817626,0.216288180563437
healthy,0.130861330119443,0.0720843925081587,-0.0991214291358676,0.20224805238425,-0.104181434551899,-0.0056548085232448,-0.165151289588584,-0.0117608440363579,-0.215433691185639,-0.0407106576531123,-0.159332937586914,-0.360041737638974,-0.0807281577188411,-0.200245793269849,-0.0324757477313354,-0.166242499058235,-0.288658403878621,-0.180613313617948,0.192606226806891,-0.223819567857162,-0.120035803152985,-0.296562064938798,-0.0072337061301878,0.0058538128175657,0.0611529765703714,-0.186525002360759,0.173077477196113,0.260945129386572,-0.117688886423109,0.245249126332836,-0.149813769597261,0.092158160225096,-0.265660600782794,0.284762743344766,0.184100243728042,0.135017573143202
healthy,-0.0897061685548318,-0.134720529757697,0.161756787182815,-0.277058492980854,0.293171041116241,-0.21082121128771,0.138662810813813,0.0739420223237037,0.343462955489142,0.131685527993849,0.0050748982578859,-0.230030460936472,0.293473568633927,0.158828622888059,0.0566372100054246,-0.0303096322703961,0.329377527685806,0.390000478728782,-0.218803489976275,0.410872762640605,0.0645577478662441,-0.0604994698874251,-0.0061908212050439,0.107081057670514,-0.213039338853615,0.26781722377875,-0.260042792363273,-0.235138136380841,0.123981493509738,-0.446602997995352,-0.0204896163653872,-0.249986394107486,-0.119717282437499,-0.12312979768034,-0.0046675522555458,-0.204715851053125
healthy,0.101774458070134,0.121169682012298,-0.387212418001039,0.185537862827921,-0.380843242618491,-0.222904824337451,-0.332531007166254,-0.369020761738609,-0.597546658590021,-0.366597956462828,-0.253275875739581,-0.109549933663938,-0.363884746908405,-0.420265187106074,-0.345509808737719,-0.393760666833326,-0.595359478944371,-0.578280686074413,0.275643951793543,-0.663645151659121,-0.434828174630293,-0.292083402011336,-0.435059412630199,-0.0070441472171116,0.158826755918949,-0.438066533956769,0.198351794424039,0.192137343543266,-0.336995923919288,0.329517961500791,-0.342465159508205,0.121694673609791,-0.3533254319351,0.10482586750482,-0.393056378301691,0.0990424792623023
