group,CD11b,CD52,CD33,CD11c,CD45RA,CD49f,CD14,CD16,CD32,CD69,CD95,CD64,CD35,CD58,CD39,CX3CR1,CD11a,CD244,CD54,CD62,CD41,CD2,CD18,CD38,CD45,CD36,CD305,CD99,CD371,CD94,CD101,CD88
healthy,-0.226812681187103,0.109250895105318,-0.168572997515151,-0.328181519456155,-0.0536688617389897,-0.211169701028731,-0.161031019686922,-0.338718241847399,-0.26066774293837,0.0123977850726341,-0.16126124352697,-0.0456649958818418,-0.268821608371847,-0.13973743040692,0.0106896664200487,-0.114249001802642,-0.215398812923786,-0.283589685997766,-0.156146728451098,-0.045326688240398,-0.266206015954545,0.281176195349914,-0.134517072086789,0.0449809007729559,-0.276408359528792,-0.174139154596987,-0.186113651928173,0.176421758300762,-0.355864084764341,0.006624241577017,-0.248273346004321,-0.474885049035448
healthy,-0.302487642816627,-0.175999914827434,-0.350457823515112,-0.277043999675877,-0.09418858213512,-0.115272167711819,-0.457682154803116,0.115809860735966,-0.187099910866218,0.010359993652785,-0.317263415889458,0.0142297379452632,-0.235556275828539,-0.305771750148899,0.0200017427751939,0.397434903671828,-0.238991239077682,-0.264048629117051,0.20576745860092,-0.176072857164252,0.104208938654503,0.0351122861492415,0.166092597794861,-0.288798116480512,-0.118405058691304,-0.386435459038976,-0.312662152790113,0.05315457754799,-0.25241066364152,-0.147466677063518,-0.0176718561856999,-0.319419326657457
healthy,0.239806161938204,0.02746639144627,0.309102145735924,0.197541920112991,0.0523091480132111,0.441581363064375,0.345648744641248,-0.202145418171026,0.205588196897011,0.230606450953984,0.333147489024804,0.366080461939844,0.231227457388982,0.265315838895631,0.22204790005935,-0.253312940993343,0.408217523205354,0.368893298289491,0.361331627390594,0.3899747147757,0.322671695513383,0.260636609885027,0.368298679964829,0.425035397035331,0.387057662592272,0.370277058816216,0.454742564094292,0.259286846403421,0.272354747283892,-0.0527076099110683,0.477464951261593,0.148459598780185
healthy,-0.375684110133961,-0.105826689792811,-0.360297760327791,-0.417533753375338,0.286163342307013,-0.423291669374739,-0.350593000099399,0.157944390861002,-0.34516075985886,-0.451454036757058,-0.25240163172906,-0.343195981367487,-0.514245595543731,-0.426678667866787,-0.316305349529899,0.18654574133968,-0.22890557727549,-0.28074049639088,-0.114066250805481,-0.324100895392032,-0.476524301425496,0.119106110296831,-0.335545621081756,-0.254380149333171,-0.367543857018927,-0.421711436279835,-0.280840084008401,0.0831878414681548,-0.385706570657066,0.145507832518838,-0.161594847306083,-0.397166722440571
healthy,0.0843678352688765,-0.228284737167491,0.137941493542956,-0.0893706468900028,-0.320794910064514,-0.100046522189647,0.075419256027937,-0.376592403808849,-0.0532963108852424,-0.0162900087520291,0.0202800526383696,0.174206414938568,0.096547662671319,0.102268707657879,-0.0319056154864912,-0.17340995197928,-0.118011127417717,-0.0335110817862547,-0.110937221094336,-0.125175371546373,-0.0546753678655365,0.0637348032907802,-0.0612995861966627,0.0674369406265606,-0.157407154437029,0.121852216430312,-0.0692415996888155,0.227435307272621,-0.0154777564735339,-0.108112413788535,-0.104564309917729,-0.239394145885047
healthy,-0.480375601672848,-0.190638020454977,-0.388597806359978,-0.430166495699519,0.123241922392122,-0.39202619802069,-0.416719991913468,0.144634702306992,-0.485334848392356,-0.390043254528653,-0.163393261564531,-0.359408060588071,-0.513935137694311,-0.389571600009357,-0.360091854622162,-0.160134738314809,-0.340762660104578,-0.426770202275522,-0.621831095309736,-0.279026950003598,-0.403843081740411,0.160071942604121,-0.427554534002521,-0.225023482085626,-0.492178098772064,-0.333856099298565,-0.388916506888987,0.105310785157936,-0.415694784186854,0.028506222482162,-0.141362372046208,-0.432227139058389
healthy,-0.619154076853431,0.150276255017312,-0.402493137188373,-0.227206022915387,0.490032823674486,-0.26624276488403,-0.451195018528151,0.327304683292449,-0.161874351514026,-0.336157017996728,-0.111502948967147,-0.223195050381278,-0.650268102788507,-0.20773047634289,-0.308883360301126,0.2347567786172,-0.0988051368269098,-0.0321149966285187,-0.0500588248432282,-0.179669761037397,-0.269372109522518,0.173653729831619,-0.23304782330025,-0.27947434799911,-0.0629139718419571,-0.429092466988023,-0.267127447953372,-0.140529979121169,-0.279405058082115,0.121285751538948,-0.015890131481171,-0.0991867648340009
healthy,-0.0709067797535983,-0.253249119445898,0.0401796075523372,-0.179818210398809,-0.319926909824836,0.540699751745566,0.063643199530448,-0.36842025154918,-0.0419395644256467,0.403423080926822,-0.0516316754418801,0.102927183499357,-0.0882984163208015,0.0635450300238097,0.0540416947549504,-0.299086593461253,-0.176716114840168,-0.105429425758555,-0.0494280196128489,0.57663983585687,0.47434262582966,0.155709508898793,-0.143262543817776,0.0898986147239743,-0.192487043040898,0.177428702667269,0.0182848387576264,0.190718182160688,-0.0065105828178312,-0.101439081032124,0.0622716008524855,-0.366674043769712
healthy,-0.0308380962133957,-0.11959171091834,0.0761998931279922,-0.19421022653463,-0.0728392830313598,0.0916786563803181,0.0453706779678179,-0.39970366753507,-0.288984486251078,0.0116679098166069,0.215385334364283,0.236870100426777,-0.0575497152252216,0.0796679051685365,-0.0623842415449656,-0.305880086498925,-0.123189796118043,0.0302101101103634,-0.327744572574285,0.156336096144174,0.0042545325014922,0.365079752012504,-0.0773405796896025,0.373382932105095,-0.253682764517387,0.0918679892461155,-0.0471419988351435,0.298306629960742,0.0306296403625353,-0.043819321948727,0.22780589100435,-0.467681812938078
healthy,-0.276772715002753,-0.043152875222914,-0.124698578315679,-0.202724241760205,0.0528442300553467,-0.21652447348422,-0.0826045308179937,-0.111316222929662,-0.165367763488158,-0.349685715819202,0.0791676071255172,0.0001440847027916,-0.324045778655529,-0.0299340446505898,-0.135748484206858,0.117211392370446,-0.113618876450868,-0.0896722595645998,-0.163083269050165,-0.205885067293361,-0.269503156275108,0.192981606732495,-0.101139496267826,-0.0197030012021088,-0.141423082875491,-0.202157502595018,-0.120104782011697,0.228506444156443,-0.169962168018379,0.080279859572997,-0.0862569291491461,-0.307083284921932
