group,CD86,CD275,CD11b,CD47,CD52,CD33,CD11c,CD45RA,CD49f,CD14,CD16,CD32,CD69,CD107a,HLA-DR,CD64,CD1d,CD35,CD58,CX3CR1,CD11a,CD244,CD54,CD62,CD41,CD83,CD226,CD29,CD49b,CD18,CD38,CD45,CD193,CD36,CD158,CD305,CD319,CD371,CD328,TCR-Vb13-1,CD101,CD360,CD88,CD224,CD258
healthy,0.0405239020091324,-0.0855132785496681,0.464895557712696,0.0084238879735994,-0.0602556077646167,0.48766673571205,0.376228580031176,-0.365875750505048,0.382881720460074,0.343938963533072,-0.446301989448388,0.21262209639313,0.503016209129254,0.25741360626105,0.128011135647882,0.326808903504711,0.100880899271285,0.509470331916366,0.340508754284512,-0.274622905285853,0.110204894436979,0.171048277516233,0.203924895066308,0.46621736475838,0.488728163183922,-0.200506923693505,0.102862855687224,0.11072149291339,0.246986392639577,0.153188734737367,0.30413472835026,0.20486479048839,-0.147197620727188,0.502822692350178,-0.204364359441728,0.313283396422586,-0.225831271942604,0.382827913774205,0.269956223898141,0.0944260230742495,0.39305683097181,-0.162851760025296,0.0627179052278285,0.32878822774035,-0.17119266289236
healthy,0.115740318799181,0.0102275745417542,-0.158739162142452,-0.0110359169225382,0.118683875418404,-0.0556680982092213,-0.245928206790374,-0.0860650913682215,-0.351687367700602,-0.0826901317169602,-0.0364292006985389,-0.0919698565756422,-0.283214766243002,-0.155527367802081,0.257370924530252,0.202917708155863,0.173255669163048,-0.283526456527024,0.0214818435284884,-0.104436500602419,-0.0201930161283824,-0.359881890022779,0.0870460677658819,-0.262132957757799,-0.632471216005037,-0.0322116185241082,-0.0193269711144649,-0.397019391436436,-0.520329802008928,-0.243183710229117,-0.0361910536527981,-0.0141826730123054,0.0855636886692302,-0.0944007778948221,-0.130634513683908,-0.242785363652162,0.199981188857846,-0.239769872781784,-0.102939327890467,-0.105788463414274,-0.147454616521964,0.0548550265042828,-0.108584703722609,0.184602415118691,-0.0617207419975438
healthy,-0.228379808928353,0.120167886276265,-0.111480714741829,-0.224968782386813,-0.0318271692351327,-0.283169119704287,-0.223154053647224,-0.101453218278196,-0.255504096200833,-0.272745678163527,-0.0142853712804564,-0.147299653503354,-0.0646057951197428,0.0361080778049981,-0.570003598171984,-0.284443480503889,-0.236823853014269,-0.106604994527503,-0.292139491136543,0.0549227046606834,-0.382096026414163,-0.269481148336958,-0.229467162725638,-0.196186320416737,-0.156023399416563,0.0972332873431354,-0.0407585841975899,-0.218848365518389,-0.105080961091741,-0.288045714473104,-0.466337068158255,-0.313235571988605,0.087475691180624,-0.261276405174262,0.133828789393862,-0.494735503655473,0.0247512502880624,-0.213871831207684,-0.0773690754797213,0.121314424057633,-0.37657667875027,0.144485495753788,-0.084950527140055,-0.13172150092825,0.177948170512717
healthy,-0.277242764930755,0.108235278906655,-0.315722516170979,-0.174607467374605,0.0721786127427785,-0.313584269093396,-0.138865886588659,0.236341435654205,-0.145549490036986,-0.121051302210731,0.322712673275798,-0.282555925522641,-0.236547687011895,-0.58014493379018,-0.0989741943424627,-0.235911227539052,-0.172419241158318,-0.247167682798271,-0.285424542454245,-0.0721377172910485,-0.248017545808334,-0.261580005518444,-0.25846135428199,-0.158840746975962,-0.255196346382748,0.273429120694712,0.026108909972188,-0.273460639725124,-0.234032791522034,-0.101815236026506,-0.310569668494408,-0.0348995946584069,0.0387488146375947,-0.19543412971624,0.211999048087088,-0.0948214821482148,0.25194627428932,-0.161212121212121,-0.298369167324399,0.0605577787827571,0.0386453789113388,-0.0901901744383836,-0.146215268502621,-0.151645006398839,0.127503553564962
healthy,-0.0964181683492502,0.124775744644209,-0.10602421300147,-0.0893332598983766,-0.36475315743166,-0.315645512147604,-0.159373890005284,-0.268927054763333,0.0866660398464406,-0.193456563981248,-0.178836114050506,-0.081224085062824,-0.0548656436218302,0.239370052365932,-0.0306932620277961,-0.17787209830998,0.0746096901210253,-0.125708347517024,-0.117663309244289,-0.177209902930992,-0.231921635910429,-0.252707004939732,-0.148601482482527,-0.0052148948143729,-0.0365008387884646,0.161179550276911,-0.0049928306260417,-0.0410029633547522,0.0003725482727155,-0.315862292653463,-0.116855560727823,-0.33980284013131,0.10048239631133,-0.057704532029542,0.0689777868019596,-0.236569228611252,0.0521947915115346,-0.173676214258279,-0.250095054890229,0.0993002007246434,-0.224925220369028,0.112622473188719,-0.0239716002138469,-0.0806171343835817,-0.0154349391361377
healthy,-0.499196656071428,-0.0115340761530691,-0.410187011757279,-0.13537059481957,-0.261044656366127,-0.427049633078198,-0.472729424761304,-0.28400419110733,0.072383657862618,-0.345529931917339,0.242303154418355,-0.428796881547963,0.0838764319310336,-0.332636932927081,-0.595852145434057,-0.40890293174664,-0.38518092256928,-0.457373944606644,-0.451238447666155,-0.095031838649102,-0.547020181203678,-0.355827097973634,-0.57101363644882,0.126700448760198,0.0997977847452415,0.0,0.283205934452281,-0.0330347866636037,0.054422667488026,-0.545787433489873,-0.559032909839344,-0.526460318502157,0.0456391461574029,-0.222216961684646,0.0163085850239557,-0.413796368642005,-0.0432804756404979,-0.425944922275704,-0.275208235926486,-0.0310348365347783,-0.445874021116134,-0.119253693644987,-0.251341578483339,-0.450952830649234,0.0222404589136314
healthy,0.19197484182716,-0.0533775618001673,-0.568311480773331,-0.0706951558543174,0.246705855550911,-0.524015114959298,-0.101527692476643,0.589335068465672,-0.417184600062552,-0.49884259329802,0.585416541549237,0.0542439179565454,-0.219725899473931,-0.231311536799099,-0.161828795050185,-0.432437537949642,-0.501134875226277,-0.524504091040867,-0.283517613871314,0.404646342120282,-0.0526490377269552,0.0394458501570068,-0.0703552187583588,-0.35866080109669,-0.354607317566873,0.0046908634719804,-0.0150732314502944,-0.147644439093232,-0.266987326064092,-0.24281537838891,-0.375246286119783,0.0723299145952597,-0.096608682338779,-0.472882052552488,-0.113186608388329,-0.290124007469125,0.0707550901756668,-0.22993584077343,-0.536824948549954,-0.103170034155632,-0.0640349948014142,0.146176558326798,0.278417545876792,-0.590393516890316,-0.0932643548532889
healthy,0.376855178984667,-0.135144231732002,0.408676135634293,0.120766414008425,0.248359581355005,0.368697577092058,0.315552904842483,-0.167593266187366,0.326142247317439,0.488989511131522,-0.249292345606403,0.383876169914873,0.2985166004604,-0.234212995802362,0.244584768245175,0.388360620615742,0.23119609241425,0.358699139781321,0.366139772586565,-0.187722242858492,0.353073458416435,0.227746388303336,0.331971741289552,0.126576565698676,0.208107662472367,-0.235285742465264,-0.0518992263076471,0.372731615964867,0.405855286859824,0.454767543036564,0.349880866797599,0.376026963428633,-0.130137209168963,0.383831574943766,-0.104614930837051,0.498022251662623,-0.147461397000934,0.362276346084496,0.360428903286552,-0.148014224943068,0.330599940946855,-0.220022507041502,0.227507848107873,0.326873877541359,-0.122105100554253
healthy,0.0818733073845848,0.146059370631119,0.0666100878656992,-0.356643900423876,-0.238120804147211,0.0831413276161747,0.0459174802394252,0.0159313083839131,-0.232573722809931,-0.0342510859387094,0.144192042445776,-0.159392440482641,-0.16241444558598,0.170804626919236,-0.282179827834575,0.182942403251235,-0.0969233518287102,0.159648246299382,-0.0155549143845815,-0.0069793543529793,0.0128667873814949,-0.117120397106882,-0.172270919595211,-0.344195021089814,-0.234500114833779,0.0295528049838143,-0.193301705594167,-0.132786198599207,-0.353071743953659,0.0096498337961338,0.170630211442502,-0.0735213731842267,0.0284567440661493,-0.0799590277771069,0.0152870752447537,-0.0132834193343133,0.0200244031606282,0.0799596294704865,-0.0349939514163604,0.0776667853455801,0.1178296339936,0.100546870068241,-0.0346243681828532,0.0942520313359608,0.121620001048322
healthy,-0.175455026932103,-0.0443407771074282,-0.0674542074077096,-0.184917825712574,-0.445778784407676,-0.0885440627051497,-0.0997140396847144,-0.0424756421559125,-0.144591716816489,-0.0828103019610708,-0.186676117677683,-0.0965703899749344,-0.0400771415433168,-0.092528947953504,-0.217270292666529,-0.12916458479236,0.0421961876467999,-0.118550010625846,-0.199154267174451,-0.0480245467315997,-0.19750179166275,-0.251775165946269,-0.215745482988603,-0.0716286921620034,-0.0435273863404831,-0.0298750364706509,-0.046551255010036,-0.204689529414284,0.0201072130972993,-0.185212913994147,0.0293355795675842,-0.257603054180363,0.0683837421317697,-0.0787271918719747,-0.0961366508062018,-0.203935314393478,-0.0585810664599254,-0.0596918502003523,-0.0804257399743369,-0.0620555960571139,-0.0137967669213493,-0.0625534192687087,-0.206061927410489,-0.155055244835104,-0.0156657333458275
