group,CD275,CD11b,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD14,CD16,CD335,CD107a,HLA-DR,CD1d,CD35,CD39,CD11a,IgA,CD244,CD235ab,CD54,CD62,CD41,CD83,CD226,CD49b,IgG-Fc,CD38,CD71,CD193,CD36,CD158,CD305,CD336,CD319,CD371,IgKappaLight,IgLambdaLight,GARP,TCR-Vb13-1,CD101,CD360,CD88,CD258
healthy,-0.104817375712562,-0.215066795785625,-0.0938773748127644,-0.271441627041522,-0.35927509249748,-0.297811460504835,-0.340852794546915,-0.18285525925847,-0.377463146789331,-0.235549068488497,0.0031427417506819,0.188587383752947,-0.409327923802956,-0.236297979948671,-0.203170194085714,-0.417340851963356,-0.360534233144806,0.417171218441728,-0.475313323248066,0.131893924923212,-0.518544491455953,-0.101736764753426,-0.216734263574386,-0.0296674821264371,0.0993493715176747,-0.0851677215998541,0.248212322828161,-0.150315457150734,0.0079987831093989,-0.0470321151968207,-0.25182300103729,-0.118493071550833,-0.50001827986122,0.178519320453867,-0.204475052394846,-0.358092802338327,0.0389383599391888,0.276283548995026,-0.1128691850285,-0.101363211168958,-0.4143248744476,-0.162374363880114,-0.515648028279206,-0.259910549612009
healthy,-0.0664072093485729,-0.0587472652135159,-0.17429452263612,-0.100559111903411,-0.113361964184426,0.285419945864,0.02676179691107,0.0951757467003556,-0.262136661411484,0.0354747238243413,-0.179477125552848,-0.216981950824181,-0.186876143055888,-0.0958562293307586,-0.080949679928693,-0.450445751929164,-0.110534461779057,-0.388215681549683,0.0157422968803651,-0.150718179618563,-0.104145856569282,0.11884917858587,-0.0767983384481048,-0.0966348555723246,0.0322116185241082,0.129603619396089,-0.46896630418905,-0.0416278262867386,0.0209377572605125,-0.042829117090786,0.129081922048456,-0.221968896360388,-0.0537451406014635,0.510658475359416,-0.197052036957132,-0.0187180941576858,-0.323028429461049,-0.389680953781144,-0.0960789566334551,-0.133336366373808,-0.105058374388381,-0.155777623810706,-0.188662877148556,-0.297843963777419
healthy,0.130978067870108,0.0543802603709038,-0.329300197547551,-0.0122304055677438,-0.0461246714343156,-0.0720219351505021,-0.154412664206012,-0.324614612174779,0.0036720067806755,0.0175724895854749,-0.0617870834691857,-0.274937134117019,-0.358342968179052,-0.130188181447732,0.063340632341671,-0.244501993774192,-0.0675259655026373,0.395093145114012,-0.180492248997792,-0.110461023524271,-0.326222914031864,-0.320798544552365,-0.163798194134424,-0.0658146666237707,-0.204331378198229,-0.261190305753823,0.367668634307751,-0.119748718678641,-0.175626298617175,0.0623775904120675,-0.0873650729992376,-0.0744202390948242,-0.149069430266974,0.0080885532051235,0.0126531055284265,0.0674027712171312,0.374035263167652,0.415125139839063,-0.0720348573506637,0.14932606886234,-0.123133915029926,-0.0470719819108376,-0.137688914237353,0.0822868079924315
healthy,0.0100741523476149,-0.303528565116858,-0.0167879098775143,-0.379446570021664,-0.256201620162016,0.149851207441489,0.065615619197843,0.149321104633364,-0.322855584189499,0.168696803159784,-0.0496992110435969,-0.0955094532589812,-0.251893945077477,-0.209961220206026,-0.355359800323225,-0.204978158822664,-0.295116396990218,0.225926481705084,-0.272561433108973,0.0,-0.291778685114904,0.182036750478354,0.142153531867647,0.137506461112772,0.119955936372219,0.15321649425359,0.244514590183107,-0.411690398801663,-0.0394202894786557,-0.142355972511705,-0.0461147498194389,0.115852751997571,-0.296105610561056,0.134046497578333,0.207681052017341,-0.278211821182118,-0.11305200432985,0.201264531282341,-0.0944820418860288,0.0856905690142143,-0.409871591747668,-0.170253174674691,-0.280413008162881,0.0300386792213979
healthy,-0.0116290458900293,0.166174407215049,0.170042794631516,0.107110493713226,0.0359446988793426,-0.212604855453676,-0.23673379473742,0.406377389410546,0.0566524402420035,-0.221697039875366,-0.175789384461988,-0.030099729662735,0.239964066985681,0.212650836347359,0.0697729893251588,0.0633328578894411,0.0159277684329453,0.0877086857325624,0.0736013819529049,-0.141434413784631,0.154472165116802,0.393094261315075,0.188009504189907,-0.0171309231195087,0.355548472858016,0.325789648818441,0.148859602020471,0.128938231328878,-0.126148172981837,0.0631454283835127,0.290825220025942,0.0114021149372562,0.144195368711644,-0.0582465430681554,-0.0586408852980624,0.0459095652880383,-0.0313137586714535,0.103870121216164,0.210217000063596,-0.0142351968475056,0.002371202770716,-0.0140370688698693,-0.147991195597023,-0.0959845014493103
healthy,-0.181885420715532,-0.209855598516531,0.132560530356766,-0.0506273179199874,-0.0986270022883295,0.204696136159033,0.253482834870685,0.294762383912478,-0.0880442159167029,-0.125429707863722,0.160420731732948,-0.336999894320823,-0.0229094985457071,-0.17352018820688,-0.263394618480234,-0.172691471435045,-0.019537985050457,0.071224003321315,0.0746694567192173,0.0773438987697427,-0.0295566906965982,0.379429886828968,0.167718516434032,0.0,0.0322015186882019,0.240137250085327,0.0666490188840888,0.111882346121416,-0.0896516389755037,0.0297549335241892,0.0076659190127171,0.0669418628867926,0.0296775008097365,0.0,-0.13566094337235,-0.062226781346169,-0.0139618434316778,-0.0246058877856956,0.0762408914185282,0.0451415804142229,0.265771044221291,-0.103016025537075,-0.28994108778717,0.0007140558298469
healthy,0.0011539607290086,0.352783500916215,0.0955349138143558,0.339881469926097,-0.16679505899675,-0.614814608289288,-0.608310868704586,0.291513029896527,0.34588421456251,-0.679834605084397,-0.114242949919348,0.0933297323040273,-0.0381249133419679,0.387187850241781,0.318035345948496,0.300036460932106,-0.216992076794804,-0.10243101524557,-0.224874135395183,0.128227213880626,-0.322632569456246,0.224203075406645,0.214978691702378,0.0112925183204295,0.152734142806116,0.239778353011048,-0.304836385790623,0.29310143556541,0.166456508672347,-0.019369502751931,0.325215658958382,0.0319615297981964,0.0335875299376561,-0.0935576256702208,-0.16449144394051,-0.0224903525254467,-0.354617836107176,-0.226447560105878,0.0960281090382934,0.0489984288519288,-0.160615748001095,-0.19990910847502,-0.4914510441083,0.0477362446104947
healthy,-0.0550249175424117,-0.0044011838146817,-0.348507751347051,-0.11231667296987,-0.0690772744505164,0.0826173732366586,-0.136006257899561,-0.204487370670201,-0.001697559031606,0.0182143282679045,-0.0535200201556091,-0.198810788109678,-0.187883852863919,-0.527965174332102,-0.005943767227727,-0.206240196593845,-0.0754131648711474,0.400776879827172,-0.25814783862426,0.22498689896204,-0.211138137213919,-0.2964463666255,-0.232331572939909,-0.145139946835458,-0.0275270697559033,-0.13258117708737,0.445888513760176,-0.183185003161569,-0.0299457470739863,-0.0714535279019021,-0.145437228402165,-0.0924692153668774,-0.0445171952336173,-0.006497311755313,0.031847902456719,-0.0866256114362858,0.286571977434715,0.290461635910343,-0.0412914203203726,-0.0661564860701488,-0.225927467167861,-0.0424910237665337,0.0588808253343978,-0.0493293843740018
healthy,-0.175277972560959,0.0180739537476339,0.32222043255862,-0.0118698379857303,0.0776463181877229,-0.0271113205088332,0.100681236724545,0.170551762486514,0.0559022363035017,0.0701725804181095,-0.0998750913355266,0.0864330391320424,0.300458735698718,-0.0222890984101956,-0.0258509043785598,0.0958573473716945,0.0247282945435285,-0.490574647819442,0.101955373593862,-0.0655965702635818,0.140263372285499,0.165442691131264,0.196394258531057,-0.205689460287436,0.109388453759267,0.261885831649746,-0.460780107156997,-0.122575854762979,-0.0768726343745249,-0.178113949709258,0.0635680916342288,-0.243921482679223,0.0455466494808043,0.123698544975593,-0.165405276101365,-0.0090433983192269,-0.455083985163757,-0.454579768484246,0.122024248930086,-0.199296910117251,-0.161920065249138,-0.0832072453716026,0.311887206262237,-0.184946075536209
healthy,0.0731624426149333,-0.0705012545396544,0.0744900591143856,-0.0527924196499466,0.056078709475081,0.0116896936508179,0.119708246043958,0.0646543859918312,-0.246613014058042,0.281707198918497,0.0479656401524463,0.362943506043877,0.0783346298514341,0.0319514019721796,-0.0779067622534274,-0.162716338977392,0.0451977227628183,0.159159768522038,-0.0438749146483058,0.0388158257545837,0.0635919413131146,-0.021528033556635,0.14962099087698,-0.0127537159069722,0.0827492496732968,0.0010176347583094,0.125878645731109,-0.130119148878356,0.0088298330590854,-0.0021954972498646,-0.0038273418919296,0.0520783992467892,-0.0557434134249819,0.0635708921616745,0.154314876721868,-0.0540196082199424,0.145664700366086,0.179227614064326,0.0982162620516699,0.142754332807547,-0.151886180941825,0.106134821922198,0.236637074900489,0.0887377225741015
