group,CD86,CD11b,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD49f,IgM,CD32,HLA-DR,CD64,CD1d,CD35,CD11a,IgA,CD244,CD41,CD29,CD49b,IgG-Fc,CD18,CD45,CD36,CD49d,CD305,CD371,IgKappaLight,IgLambdaLight,CD328
healthy,-0.239773270102717,0.090637252770905,0.0055179975340966,-0.109101538309517,-0.111993496580714,-0.317399870437473,-0.580966518492126,-0.0768140665416602,0.177318818088732,-0.246371055115547,-0.182757921232589,-0.181364389483022,0.0029374637890973,0.0691981629276006,-0.375018513993476,0.231783693674224,-0.360425774654865,-0.0978811716844012,-0.177179048236683,0.0755153798185373,0.188094499165304,-0.218180129116377,-0.306108450561924,0.032749431259572,-0.545768521061589,-0.185930936778038,-0.0914870295944465,-0.0384226200724446,-0.0067938577621727,-0.212242796060411
healthy,-0.007387679923352,0.289846851956892,0.367636334170651,0.319017907787051,0.0952425696983762,0.0072452755488553,-0.136471849919636,0.242624768278842,-0.0109764840532715,0.127299246414391,-0.0333794414584833,0.022619525635534,-0.171554582573327,0.351754314885342,0.173465307223333,-0.356236504813494,0.39680325641745,0.255372722041269,0.236132139772325,0.130333266795926,-0.393085392690347,-0.0119103729263506,0.148229193940038,0.38351835345596,-0.204233753283749,0.32279509785072,0.311401020986954,-0.330153286160158,-0.0811473701081002,0.12877636332604
healthy,-0.093885794301202,0.16538070931244,-0.0101519845378858,-0.0269347611938813,-0.0251473758140918,-0.172273474532588,-0.30121690575175,-0.135012428268456,0.246898058333592,0.0885382127256636,-0.34564056383217,0.139933586431191,-0.12013741423307,0.226733915745278,-0.126279580184821,0.190222768680306,-0.120171261120773,-0.0012085377105738,-0.0702982068756495,-0.0969183137017213,0.185017977094622,-0.16421662294953,-0.0373580443500712,0.0329887492332542,-0.0851906102620788,-0.113674309066619,0.044111163596284,0.195108988147105,0.248164858584663,-0.163743851150524
healthy,-0.262735736427057,0.0706072972946806,0.156419963323808,0.06999099909991,0.0725715474898196,0.0494928319721421,-0.134173321058756,0.522933162636701,-0.129514716497056,-0.026627458775863,-0.0653407300954939,0.209096040690459,-0.106920469202742,0.108852191453281,0.063456536023496,-0.237484627640759,0.160544870905472,0.485499004629107,0.319302499334476,0.431648139063547,-0.122967975265645,0.121053737040296,0.0711733308533982,0.201086711932234,-0.01275941970459,0.132301230123012,0.113771377137714,-0.0764721033822892,-0.126607176609484,0.132801224983338
healthy,0.262189326062284,0.0004512603923347,0.358202484686572,0.152392097780863,0.367053355983814,0.361306912637861,0.245623822647512,0.479073810546968,0.08404108943178,0.32398366336316,0.166087864126109,0.272482694487754,0.0672274473077914,0.0026379292844509,0.251109152508753,-0.0246618074660183,0.271522520366671,0.365412220522568,0.48676242559941,0.556621113599744,-0.0137590442149902,0.279787558969253,0.269442662353745,0.294110833129396,0.410003682633802,0.292019636922058,0.189106610856129,0.106050737359765,0.0233895525284066,0.219788911975318
healthy,-0.0940202386271361,-0.0329913990373234,-0.0139272469028644,-0.0475262368815592,0.0250853834826786,0.175386095083899,-0.0119499462082625,0.283817640267493,-0.12974540871293,-0.110408825134228,0.0788534996447486,0.0984846120740924,-0.0738815770887623,0.0801388779294563,0.077536446327056,-0.1310335594889,0.0075041300803324,0.221249396347,0.288325529343801,0.264119315601429,-0.113923322976291,0.0405868243267556,-0.0978635260887592,0.106379914740037,0.0180979430844361,-0.0889299213309571,-0.0343486151661012,-0.24000150306398,-0.115989959220759,-0.193518865684753
healthy,-0.0934401149808412,0.441472038145191,0.309147752969018,0.0513322568443145,0.0039183032723517,-0.456712609743335,-0.345107606031194,0.256354347190086,-0.141684037752954,-0.0329859931867255,-0.161119305119348,0.176191469676158,0.142419809564633,0.517662259358912,0.0465559461583941,-0.0981577787538024,0.0052255723403679,0.279667563794057,0.184108677185655,0.318609821255507,-0.211729766220787,0.167307544946379,-0.0130725682084129,0.372036680772285,-0.26953330354808,0.187750999516225,0.106835173821303,-0.0842946289033773,-0.17750856758847,0.347860204786108
healthy,-0.190537780954647,0.195665405174127,0.171832017376438,-0.0505034813725762,-0.0824086655238683,-0.442143829060376,-0.166957860986856,0.379794113943189,0.206223421544722,-0.114137143798063,-0.257771952338787,0.195062950183621,-0.0786342382491232,0.229166069485215,-0.1472571104674,0.17211142112163,-0.0919404814748954,0.286105073811077,0.242184942107839,0.387502364612586,0.211536717192052,-0.0555485178031231,-0.144479016890671,0.213896662325906,-0.0144223167277797,0.113355459087046,0.113874633600562,0.0127529451929212,0.108660438796804,0.12531993905564
healthy,-0.26915728442537,-0.0339354028131396,0.0408391975955559,-0.210086636755169,-0.0825926253230475,0.0435283076705945,0.0107416172012358,0.224134894690923,-0.135091813176118,-0.428503335087414,-0.551983426360489,0.26033522817317,0.0649448204619991,0.0690736484771274,-0.176576571192318,-0.0537225224406947,-0.161914836163531,0.122437768041066,0.140985370492355,0.0967704862790454,-0.0565246934603432,-0.12793125245904,-0.383340245913419,0.121383066613504,-0.348160204954842,-0.166298057532366,0.0258371388886113,-0.0646938017337053,-0.0324023419836581,-0.166253260041485
healthy,-0.217179641298173,-0.145946082901363,-0.178076994409736,-0.278163876638178,-0.295767303940522,-0.239150030270837,-0.280437675828189,-0.305926210821325,0.257823456735791,-0.326334042331052,-0.300869859073297,-0.184207881762905,0.153611409521346,-0.180047407453059,-0.281229297551521,0.154689042463203,-0.353192181070115,-0.261853599430366,-0.354075137619131,-0.289378726118402,0.16762350361457,-0.147544780562149,-0.404496089583457,-0.188216717464919,-0.264851112307419,-0.246901997491109,-0.205690553777733,0.148979722743035,0.17668251759689,-0.234651862925601
