group,CD11b,CD33,CD11c,CD45RA,CD123,CD49f,CD14,CD16,CD45RO,CD69,CD95,HLA-DR,CD64,CD1d,CD35,CD58,CD39,CD11a,CD244,CD54,CD41,CD18,CD38,CD45,CD36,CD49d,CD305,CD99,CD371,CD328,CD101,CD88,CD224
healthy,-0.0203997853935323,0.0583957619833538,0.0835616939430222,0.187188874202147,0.181468664207975,0.341959498771121,0.166011755484995,0.111339002313414,-0.0063463403967826,0.102867008164236,0.0560681453188678,0.0277671886739432,0.0077360108155093,0.151069566296433,-0.0481919042211771,-0.0051168342535726,-0.15451931304413,0.172970111447884,0.261447988693907,0.0344859409726474,0.244684613123487,-0.240040535733934,-0.0266730137536207,0.0811997562728487,0.186580279321294,0.0252530627884248,0.0159693041218558,0.221947542540238,0.1044208987943,-0.0029385655721858,0.208112556004505,0.097077364392899,0.188464048105725
healthy,0.184668989547038,0.151608459606191,0.120492666720687,0.135245143578634,-0.315682688936055,-0.0283382116509956,0.237581676378523,0.0418379029856582,0.063142295902123,-0.0395676866016005,-0.0283764562135881,-0.112320602280006,-0.157349645602824,-0.430800178846754,0.0506441941495827,0.323362542774114,-0.234004128890277,0.0946395575173583,0.172110369501311,-0.556394556636362,0.0923688569085443,-0.0406257925844012,0.153041092352415,-0.209174165970059,0.237338951462604,-0.293066799416028,0.0779831451864372,-0.101555493689249,0.112227534235475,0.0296798856427636,-0.123946183981354,0.0609926047088101,-0.25922326654929
healthy,0.180890932698958,-0.0173044296349539,-0.0126023584891796,-0.212559267033347,-0.335682877946617,-0.373605621281431,-0.0011188940328928,-0.169076513719035,0.0056375839221517,-0.161916667373649,-0.0866696301582891,-0.358054456817098,-0.0263912482017235,-0.0615874543776112,0.188134333978008,-0.0543784634128046,-0.0899043644036885,-0.208306294927033,-0.168120597307497,-0.475653608461528,-0.181776668806056,-0.219530937906961,-0.108801263563967,-0.185247481672367,-0.0693118028341178,-0.253560264828575,-0.278604537519586,-0.0829092772802917,0.0059951188789167,-0.180640707958124,-0.174561822727645,-0.0970160917540852,-0.0904038653255953
healthy,-0.299699952531951,-0.264337612438683,-0.0128772877287729,0.169238407199574,0.0938596127633187,0.125682450093006,-0.204431910583283,0.209640152482551,0.09771272185064,0.152825547182717,-0.0266755201374921,-0.164902985008198,-0.138313069855118,-0.157512955444606,-0.107544044940777,-0.168832883288329,-0.121890909471777,-0.214780122353569,-0.153157910597308,-0.219167067125304,0.0453180461633505,-0.0491943952935285,-0.230093170368574,0.0178638399755979,-0.0822924761254113,-0.200561753380992,-0.0838883888388839,0.144477634245258,-0.0869366936693669,-0.223323782606759,-0.030431134295007,-0.0909538446650677,-0.031931297245855
healthy,-0.573095890315721,-0.497949127059675,-0.412839304497853,0.0732474052911063,0.0960760130360591,-0.20469231674475,-0.478759190743355,0.239571046251816,-0.13569994326478,-0.0949708604476682,-0.347823966740739,-0.435866025251932,-0.588081433445405,-0.200176500277097,-0.479546439515144,-0.351318541960484,-0.488388457491451,-0.462775008723457,-0.401234999572604,-0.495718985642927,-0.287812482552977,-0.504191390639563,-0.447523689743866,-0.400735930406483,-0.552864287827963,-0.374444704917514,-0.545255710856608,-0.454294186783556,-0.45510369582273,-0.614333489224814,-0.266358353688703,-0.0374501231416197,-0.4140837237444
healthy,-0.409831926142192,-0.161863804939635,-0.264578237197191,0.212769187063933,0.201027850109116,-0.0806533704364786,-0.294335926697235,0.0015418213448059,-0.536200513521649,-0.124335408695119,-0.124630319441776,-0.0687442789637114,-0.0700236799424064,0.0950451335509929,-0.340692811488992,-0.117667715837291,-0.153076955924628,-0.150839399528276,-0.0265749846492743,-0.306976760458286,-0.104307683450963,-0.260085547216971,-0.0810755363951123,-0.410053066699111,-0.134404115845199,-0.089637016210364,-0.318585327756527,0.0864845221595667,-0.177527025960704,-0.411991355193832,-0.165745398623717,-0.558501542025798,-0.189458297891597
healthy,-0.738581012750974,-0.672006495011067,-0.261010082933039,0.649751830176617,0.575344715342041,-0.467870937309196,-0.600292009321755,0.577981388259252,-0.165919514074393,-0.429972252876099,-0.125725050918748,-0.152113990263265,-0.540099788035483,-0.461229275964081,-0.717215954594372,-0.387361536346693,-0.481886787191248,-0.191150892892863,-0.124108258423385,-0.0387539661072103,-0.44554985246074,-0.334021155456051,-0.444522536199786,-0.0982757244492861,-0.638467331009202,0.246139002949328,-0.378602023443771,-0.436701728455183,-0.379123201638652,-0.595556011317663,-0.105210270292447,0.125283313256232,-0.676418793072056
healthy,0.669776203598061,0.619033925152072,0.505781944945306,-0.352619137754506,-0.0660400939989657,-0.0172498689620351,0.635804777308061,-0.33090055857338,0.56429561843323,0.0060347463248181,0.544543071759652,0.256302599872288,0.631288636539108,0.283937401836681,0.649642292104814,0.575531130624275,0.654846893648642,0.47932950459072,0.389343681881191,0.310974450739677,-0.0026288403610488,0.565110974054977,0.642501787719378,0.470903820285856,0.524004008967067,0.186709220719672,0.55074910786919,0.292472585705482,0.544748351780447,0.599306860431038,0.358943630852716,0.314728561968414,0.335899623974975
healthy,-0.0336764607830125,-0.0833466777619058,0.11419763572592,0.0418247763014106,0.175582592166124,0.236493768804162,-0.0242329936195819,0.182400355426779,-0.0227917243438027,0.0617536939592065,-0.189660085459412,0.448232653254672,-0.209421290533471,-0.16331628316533,-0.141435994867195,-0.0279932493410852,0.0799334328672267,0.163327057842579,0.100555110103336,0.343984195522418,0.172268580102717,0.113191670990608,-0.226061526618873,0.31079921100234,-0.0278801809200193,0.389583674575359,0.153029127747466,-0.0713014554086513,-0.0513415206898964,0.131474246905165,-0.0404290528021529,0.43570125391115,-0.0929596616513716
healthy,-0.327348714247174,-0.298389389341246,-0.182683574424283,0.143253295140987,0.197054772709606,-0.0321816552839715,-0.173823322654445,0.331582516998279,-0.129333853288061,-0.0940228199433437,-0.294427398497094,0.0327628642468461,-0.419627583603754,-0.278245709685725,-0.309310898068362,-0.239757316789288,-0.176611540836283,-0.0832993971873714,0.033980571709394,0.0970999914121211,-0.115535292988654,-0.183518347255471,-0.320146587914414,-0.0490078972702527,-0.257859100864472,0.0281597531916758,-0.230854517984879,-0.13614345273257,-0.243573864111772,-0.208169570603805,-0.158630549887643,0.0231699270332585,-0.290719735227467
healthy,-0.399347060263486,-0.242743145889717,-0.399550327524487,-0.0159760422308638,-0.0648657719764408,0.256667347844989,-0.294004575902821,-0.207794560881308,-0.0353269929251297,0.0528814640852754,-0.138695597515705,-0.109119425898663,-0.0577769967886548,-0.133069973804661,-0.416047469319791,-0.138595487925325,-0.252048750685314,-0.308914198692449,-0.167391643697483,-0.309530514398368,0.0862975291324523,-0.252062027253981,-0.213615071195023,-0.33737084817065,-0.0239784608518591,-0.0247523345700482,-0.369271887527175,0.0409060240638656,-0.269229871640373,-0.144127013097461,-0.288220936088189,-0.548298974747406,-0.141623423147061
