group,CD275,CD11b,CD137L,CD33,CD11c,CD49f,CD14,CD95,HLA-DR,CD64,CD35,CD58,CD39,CD11a,CD244,CD235ab,CD62,CD41,CD83,CD29,CD81,CD45,CD71,CD193,CD36,CD158,CD49d,CD319,CD371,CD328,TCR-Vb13-1,CD101,CD360,CD88,CD224,CD258
healthy,-0.0226781657214514,0.109353827172325,-0.0269174364501276,0.0310981185530876,0.0632467390535074,0.0829693799699779,-0.110380767955751,-0.108198082028454,-0.248146353663972,-0.0693424464603791,0.208581728095375,0.112570353578599,-0.111279797317359,-0.15534025445531,-0.162506861172195,0.184073185704991,0.073452275684922,0.210177104243732,-0.125583960357249,0.109200819105745,0.0622009619843681,0.0853694734868598,0.215070084165802,-0.0227316079379741,0.0074829706062374,-0.0651918687720768,-0.269963266941446,-0.219610735510572,0.0662404092071611,-0.0479573901380733,0.086313526252752,0.0443266954229087,-0.026256787985024,0.0333348959524806,-0.0950138780651539,-0.0877978493758898
healthy,-0.109046111663492,0.0623126164816466,-0.241089258492322,-0.0551819139453853,-0.024390243902439,-0.153432787385271,-0.0182129690310709,-0.257502111256257,0.0671649588471185,-0.321526275306554,-0.0428652459282068,0.0935473487995307,0.0558585255551147,0.0263563463523063,-0.198239336488309,0.107313474180709,-0.30839699930861,-0.0203552090290119,0.122404150391611,-0.324237063302671,-0.144488020538311,-0.374503611370648,-0.0391633697981607,-0.0861309617432804,-0.131512843367636,-0.205721914826591,-0.415294490668405,-0.0529910207492829,-0.0483753342516814,-0.022321236309847,0.0163706800374277,-0.183771091619182,0.0753590898092817,-0.1719325488263,-0.0885347156522191,-0.0287320695505807
healthy,-0.0678709832617367,0.282908049212058,-0.005276348652312,0.0837745385557528,0.110199289678145,-0.0690314376331094,0.194880825238122,0.0463870030442839,-0.269335236910808,0.0907050738865396,0.323464140922601,0.085154326091452,-0.0338298848019472,-0.0026962978765862,-0.0416473212865299,0.12656412895967,-0.185871241824881,0.0334886980581496,-0.0159328168078892,-0.219845808120992,0.197923987979959,-0.0330897968009684,0.102496920525591,-0.179071966069518,0.10002913102828,-0.0331589059352405,-0.13893268344591,-0.0634458898919894,0.0627460242481499,-0.0506482459832603,-0.120343242712249,-0.0637964455478143,-0.139239378215599,0.213711163355631,0.0575762652686651,-0.124297338189883
healthy,0.0981788005105274,-0.272467595305769,0.0760510132487487,-0.20855995109841,-0.216897689768977,-0.179752268900639,-0.363965645445945,-0.216698028841115,0.0107891112785102,-0.297583756647409,-0.324492343165801,-0.132121212121212,-0.154728469335875,-0.220450706423754,-0.21485793162781,0.0,-0.119553767463019,-0.118257032976102,0.0404072441840544,-0.0703141468656516,-0.0120830673598816,-0.185587115473729,0.27884395188592,-0.109409275340537,-0.11021335197575,0.143600855832229,0.0360576639629242,0.0976271507723284,-0.285640564056406,-0.299761452750588,0.16751791911234,-0.672211026899376,-0.0337925952432274,-0.18097125851125,-0.295350925857277,0.125004454222819
healthy,-0.235888183202526,-0.461822083435082,-0.182492207641499,-0.103858513456147,-0.104971918740286,-0.0134914375520229,-0.240277991696851,-0.133582448700187,-0.0214578781079593,-0.262603331982612,-0.52098039409959,-0.249461003636853,-0.124150622562521,-0.0122730033665977,0.0149661342994245,-0.0088979015945801,0.0787202152150693,-0.0580921491132572,-0.13729199539072,0.0269026807852902,-0.140722972870347,0.0396870190915621,0.0771119401929018,-0.307219810214542,-0.216892694579192,-0.156048482686462,0.0489851064349013,-0.0795792752522241,-0.218716142408758,-0.26062630773906,-0.245667824811292,-0.0182726619173782,-0.152205681299841,0.0644832313065079,-0.39242163707354,-0.199925413790414
healthy,0.089612811490979,0.182940108892922,0.206331478476158,0.101491359583366,0.119537599621242,-0.595470596474197,-0.0156858116225669,0.215854982987835,-0.0008996496156426,-0.0228018948775487,0.249041268839265,0.0749834776933764,0.142412599928228,0.156264425668094,-0.0729684678238335,0.082484412968558,-0.6242282038456,-0.504252445050295,0.0,-0.457443383426232,0.0266819936363762,0.138000828576299,0.118399427578988,-0.0798187899299677,-0.0334451855228015,0.0892442013810911,-0.271907449599717,0.214381228776444,0.0744890712538468,-0.129709899733466,-0.0451415804142229,0.0599120159513711,0.213649216945706,0.151244949726924,0.163901382913367,0.0660549246330372
healthy,0.0161871153453336,-0.605504072709524,0.0445044633111016,-0.488871357413987,-0.22212550994261,-0.21906639030827,-0.550277724500389,-0.153087766235611,0.0005443219767545,-0.399987007505655,-0.630460552624844,-0.311876507818283,-0.348630853923219,-0.196045053429124,-0.114013892796172,-0.10532201414375,-0.192354582971335,-0.275861186690443,0.0532064848271595,-0.148528770322529,0.112892997971912,-0.115095632038328,-0.176707474872628,-0.010942322340372,-0.454444074977276,0.071937594335462,0.14607821863727,0.136031511721514,-0.268170863635436,-0.505103505156692,0.0109181265777829,-0.064357340780676,0.187448351409189,-0.0592873279629661,-0.487882500970206,0.024940457264677
healthy,-0.0763580138875927,0.0863627126182483,-0.0238207251603879,0.0313277588169559,-0.167755924806051,0.058358479123598,0.0525743745641446,-0.0568047008384572,-0.479165178821969,0.0292690595570957,0.100142491370577,-0.0799501758038133,-0.0826560027990596,-0.242428585562889,-0.269275801504095,0.267957467225768,0.0197222623046817,0.0438067589357182,0.0215811306046325,-0.0274285430703722,-0.148707519289201,-0.212153883854265,0.0323097609689107,-0.133611462923157,0.0435345370966413,-0.0575838151394287,-0.309726579860124,-0.109301263520249,-0.0227542141714518,0.0045873341129141,-0.137806283581484,-0.332343911949153,-0.261121732568566,-0.389151275025033,-0.118561622694241,-0.0649046912632349
healthy,-0.192815113988745,0.559294789550911,-0.270741147189837,0.472458723246725,0.295046615970342,0.178731988617641,0.519302313520355,0.373790698854721,0.22708216265966,0.514282965996318,0.505749975244757,0.481814584877264,0.546769709675003,0.270493326804497,0.227941107717845,-0.128898845877102,0.0147993507687268,0.274486322554571,-0.204694238423877,0.202461165897494,0.076520114980344,0.257665076462843,0.118765627693212,-0.166707187182954,0.465984461193021,-0.251400701396891,0.1580716283004,-0.275076244162813,0.413829904169956,0.350263921009524,-0.228024018277788,0.259594130627892,-0.354094596603571,0.0447701739455531,0.375388415309909,-0.168091681586572
healthy,-0.110988272293787,-0.687757670031279,-0.0646645978969386,-0.542231299682433,-0.513202229516495,-0.327523710258095,-0.522183505308392,-0.354277991499474,-0.217334821136845,-0.476761579016848,-0.651940088957756,-0.477032679891211,-0.497128019993845,-0.40270953995069,-0.328716469103137,0.0632914788485602,-0.225795894735548,-0.408042848931445,0.154739655923614,-0.169633911384429,0.0588090795409111,-0.424515880946559,-0.0700087446204538,-0.137393279204118,-0.538717420081061,-0.0465564317180095,-0.0303865298725594,-0.109457504234709,-0.512170343220286,-0.490301441373986,-0.110321059657091,-0.225285098307795,-0.0367289480541488,-0.433795495579568,-0.388744216881801,-0.133038789409256
