group,CD86,CD275,CD11b,CD40,CD52,CD33,CD11c,CD45RA,CD49f,CD16,CD69,CD64,CD1d,CD35,CD244,CD62,CD83,CD49b,CD38,CD45,CD71,CD193,CD36,CD158,CD319,CD99,CD371,TCR-Vb13-1,CD101,CD360,CD224,CD258
healthy,0.198016389330629,0.0243928563003905,-0.156666692667997,-0.064487758923916,0.212441846776391,-0.221743106204625,-0.0392049399216716,0.217259861090105,-0.104173373469596,0.532701513900661,-0.262470678064813,-0.112979556011942,-0.16546313886301,-0.124611539898157,0.0285569241716985,-0.268940998586761,0.195981375572523,-0.33418867647765,-0.399288044952756,0.147293431761604,0.159676642258656,0.158458831408117,-0.25068866319478,0.201417542217297,0.175378994890182,-0.292740510807535,-0.0357690902447936,0.0349439350721039,-0.0419513984711453,0.0970904410264409,-0.151567984954248,0.271082431643372
healthy,0.142190037043281,0.129501260747,-0.0584231423709586,0.29849352812057,-0.0467644857623015,0.0250384895875537,-0.0026740134510979,0.0487409446013908,-0.0680794487073718,0.123604755208579,-0.0018722880095394,0.384531935804078,0.0322355908752063,0.0219593225832591,0.0803344016059868,0.0359332361559697,0.135288797801254,-0.0103062695227009,0.1398143171385,0.0968473957125999,0.0398142845316481,-0.115250979544521,0.0235799367960457,0.252047767578363,-0.101322027111066,0.0727454245575473,-0.0135321286767685,-0.0579183369600029,0.407587582117886,-0.0520590178717829,0.0553895868695065,-0.0274314408877972
healthy,0.221257633240689,-0.115335099210782,0.322128444034363,0.0408867346406501,-0.17238631898436,0.379709414699111,0.269831788135649,-0.0763033266273554,0.507133353700684,-0.148422865622089,0.460736091072467,0.353096144920054,-0.0006679307326199,0.363610776448938,0.23325598295258,0.506142242644536,-0.080805563399931,0.441270865096709,0.333836081680346,0.0950288330603303,-0.289043776445112,-0.185870235487204,0.355239228020151,0.0173009019670481,-0.179058092050299,0.157216372298807,0.311159659896079,-0.200979042417529,0.403952901061786,-0.181123532783117,0.318917414033735,-0.209900036775838
healthy,-0.437372498431001,0.123470225088487,-0.261533845886178,-0.239010828737924,-0.0600987366181332,-0.220709540697281,0.0408760876087609,0.0882390250871112,0.0797083900049877,0.182140507267634,0.008230663651768,-0.207703667514794,-0.208982282022571,-0.0404445297902488,-0.0124156140354124,-0.0056366955934401,0.136125711060252,-0.154291146943997,-0.217358559703174,0.072079424181015,-0.210285961113745,0.06877987489096,-0.097624055278133,0.131900699947807,0.266444149840785,0.15902684625694,-0.104698469846985,0.162517601798309,-0.175861693218659,0.10516001134791,-0.0515316722225757,0.157492745670674
healthy,-0.472281806346691,0.158882516320581,-0.179780903976314,-0.111452001727759,-0.570863759364725,-0.393643073739351,-0.32978809931157,-0.313748637198084,-0.192578871302222,-0.101393623991117,-0.0804519465921029,-0.400229685066348,-0.179935891155218,-0.0641621556090251,-0.470348542886259,-0.207202051984172,0.146509946507018,-0.26414088790587,-0.232153470975118,-0.460244764621243,-0.0903838292403062,0.133249700531045,-0.33496984816645,0.0464109195187689,0.0404227814200351,-0.435486996941136,-0.300819634719518,0.158955797542221,-0.486977380346761,0.140997318544457,-0.341814913178177,0.104153517446782
healthy,0.096616278434099,-0.105472166201449,0.137031484257871,-0.214040197351397,0.103456784196412,0.0769825613509035,0.0817091454272864,-0.101069107155633,0.617454775129518,-0.0571744629455799,0.614261018524718,0.030347277883065,-0.0496473123350841,0.156127199558116,0.192492606135507,0.60985897158082,0.0,0.633458954295618,-0.0843112971195352,0.135933400432834,-0.115922280587896,0.0111612073119139,0.27979618045541,-0.111093523624724,-0.182600396422068,-0.0608307655609461,0.122804387280044,0.0733550681731123,0.152208478852288,-0.163523351210313,-0.0016974781341734,-0.0989871795055762
healthy,-0.0054334488213507,0.0104619543555737,-0.636036172032309,0.0297224502644461,0.101685970309807,-0.686358258536966,-0.220442038387544,0.550976255857897,-0.567957412903128,0.599645367576873,-0.433202244538809,-0.603258265942528,-0.619250709180956,-0.59316565490833,-0.164610207124229,-0.482218610501948,0.0960965441821009,-0.470538277298252,-0.404643824153276,-0.117229646626993,0.0893006051481998,0.0335632266427137,-0.661331857430368,0.0391053435355941,0.209767198952319,-0.60222212175152,-0.345332560403295,-0.005121383237681,-0.143821624167989,0.200176128216833,-0.593090746258723,0.022925929633315
healthy,-0.0123749192318254,-0.175764641167818,-0.0225113292340989,0.0761406733082642,-0.0137576445426822,-0.158120112550682,-0.0206829593053899,0.0404525439621295,-0.056857766430162,0.0477321149471904,-0.0174652998474417,-0.199887185104302,-0.200384631718113,-0.0920423978866177,-0.0510195781698335,-0.078255258653563,-0.167042907807351,0.0544298013821391,-0.292605189658973,-0.0130508153293457,-0.166743440902469,-0.156150465921472,-0.156191519897061,-0.174732397992423,-0.0342783071975855,-0.0547654690395284,-0.124511082138201,-0.143323639820224,-0.207529775194514,-0.0471770190224999,-0.260457723951207,-0.161522122141571
healthy,-0.0638714690984755,-0.155582950417563,-0.334074210134867,0.144588438309722,0.276021627035572,-0.448365805053776,-0.158074605537957,0.171824795838796,-0.128488173378586,0.397593770733911,-0.235318478178635,-0.592938690153079,-0.562294347164499,-0.379346457650231,-0.217466617082081,-0.0043471769982645,-0.192073416030253,-0.0736953822103785,-0.658277404803304,0.0265720638970326,-0.28333230579737,-0.140822980910184,-0.418604442633934,-0.0926108569753043,-0.0124559921595255,-0.258308352079028,-0.383232240464461,-0.160376694969395,-0.328361892916828,0.152466945721035,-0.471242165454497,-0.14439486218074
healthy,0.079146755815986,0.0508011927259163,0.600205262854277,-0.0157675986231754,0.120737926963857,0.509296834532292,0.46953174024136,-0.0466750846461705,0.139053858369146,-0.191388023398834,0.218362717228967,0.590906068669213,0.377023365608669,0.543026789855313,0.348075988590859,0.138520324279478,-0.0994464015884897,0.276592829754496,0.56101100246076,0.379346933182393,0.0366558578358561,0.0510752970669223,0.478162775737307,0.0605623180032122,-0.0091172377428263,0.139629754686075,0.504524829042662,0.0677124461924997,0.437414423437026,-0.0366194339395475,0.40659084903206,0.0785164052113112
