group,CD11b,CD47,CD52,CD33,CD11c,HLA-ABC,CD45RA,CD49f,CD14,CD16,IgM,CD32,CD107a,CD64,CD1d,CD35,CD39,CD11a,IgA,CD54,CD62,CD41,CD29,IgG-Fc,CD18,CD38,CD45,CD36,CD99,CD371,IgKappaLight,IgLambdaLight,CD328,TCR-Vb13-1,CD101,CD360,CD88,CD224
healthy,-0.322298313446157,0.0570081721004057,-0.0838507066681649,-0.316608812155054,-0.354342504529703,0.170135171842333,0.178397035465427,-0.224414237508973,-0.213252118862101,-0.165575200144768,-0.174104353848506,-0.352535845636175,-0.283742507811004,-0.276919144434788,0.148132102507336,-0.343339894261649,-0.257846590360414,-0.200841379141537,-0.189790560626924,-0.258349174502799,-0.18901348172464,-0.381524102953982,-0.31921820172914,-0.127446040506461,-0.364714895229007,-0.220740285073809,-0.230029399639615,-0.252335282643585,0.117589587206398,-0.352320058458166,-0.0604704993757601,-0.102710516294789,0.055715203248644,-0.212730879548878,-0.274255440353611,0.0706546294869736,-0.310277991469878,-0.132877950946134
healthy,-0.57523701482862,0.110632787000321,-0.20081716900454,-0.496799286929746,-0.531480431083381,-0.279231516222412,0.313303279036868,0.329107119373116,-0.38913959724422,0.0187713785258847,-0.0432696182969544,-0.598735920914026,-0.0719491348920267,-0.503469514236741,-0.626935462641545,-0.476865732112471,-0.649650100706501,-0.567594055753206,-0.133822771116755,0.102354450123212,0.525433745690667,0.10177604514506,-0.0161434487213988,-0.0410425055904936,-0.685988533819739,-0.474703282217195,-0.487316644702815,-0.403938092537072,0.0450877581911135,-0.499716392512762,-0.253246744731546,-0.333268343545567,-0.497362932134796,-0.556490220030905,-0.382457878367579,-0.123823239439279,-0.412329499476204,-0.297863042349458
healthy,0.0339807736732041,-0.161584143235462,0.163594253318008,0.018036600679563,-0.0219099570047707,-0.0970072559894026,-0.213728113172734,-0.339708690481921,0.170838844000436,-0.0280434854894311,0.117960643388922,-0.103761567680007,0.184317231928292,0.100654618732454,0.0731013079589652,0.025632673160734,0.311927124593233,-0.0692681887459699,0.131470817102315,-0.0527521181781653,-0.368013708629925,-0.29827261821652,-0.167772425350649,0.175245900839624,-0.0291234309078997,0.136673359677481,-0.0908990365438676,-0.109272279381464,-0.0447444808639242,0.0021768225476302,0.162444134064903,0.084870252883193,0.163663904986947,0.0245153919613263,-0.366890616784224,0.124433668718934,-0.0584614372885173,-0.0869216005681751
healthy,-0.359409506168028,-0.232905990306423,0.181889623081394,-0.234888063737071,-0.212145214521452,-0.0933208519040373,0.0612266948713125,-0.330196449854899,-0.098557117749657,0.282955533139018,0.0300633914794612,-0.172691402689708,-0.609453369105087,-0.296875566842545,0.0395659187276114,-0.410457971322344,-0.159128018116789,-0.22106276946625,0.0225736559119287,-0.234505521305586,-0.220565294093364,-0.422243566386785,-0.293101126297143,-0.0350466851566221,-0.128008641180965,-0.31394836114503,-0.0158536329242626,-0.286583518103654,0.01469767335874,-0.217113711371137,0.0912197314322941,0.074687193743469,-0.237192625796081,0.0183830907667445,0.11510750679465,-0.0680093653221439,-0.176757319826266,-0.153231617238752
healthy,-0.305023864371876,0.0903998615831282,0.159867802359099,-0.0924437486907393,-0.0092639844330517,0.104941323028757,0.290789694097979,0.298016384960234,-0.185828871098219,0.389518522479037,-0.0428208224656437,0.144358872622983,0.0222855132886181,-0.211102555529389,-0.060225542134495,-0.311192598202886,-0.0957500764276501,0.0082019248359255,0.0504790882597034,0.0745867893597914,0.322197462081651,0.0856853190006288,0.16642141303309,-0.0103537793322688,-0.0144612184088319,-0.20493154290989,0.0045572061662276,-0.0964686744894675,-0.157651853635868,-0.127842150221331,0.0142202632938749,0.16696067390594,-0.196044336217473,-0.0018771580991538,0.0824629105076583,0.271741628032811,0.188214071626439,-0.0109602385832326
healthy,-0.26137457586996,-0.0988318299640108,-0.191772962225124,-0.25295510139667,-0.234766827112759,0.092033487111206,0.0225845782656415,0.0043281844911856,-0.0738030462301852,0.07550688816624,-0.0184813854385628,-0.177993987175013,-0.444400088629668,-0.155098662595607,-0.135648119279027,-0.354225518819538,-0.432972853453858,-0.278120376452295,-0.0165670502576081,-0.1179741752307,0.0330516040658811,-0.110494491124253,-0.0456814413113753,-0.0223616499889688,-0.188050444659199,-0.191781959716677,-0.184131305395755,-0.269222499058559,-0.0221122695956517,-0.220366132723112,0.0101050996442236,-0.0160002852989661,-0.116700228090793,0.0733550681731123,-0.304689195379956,-0.222576862967205,-0.0652379360949929,-0.180066901423693
healthy,-0.650123644947016,-0.309023691933944,0.192123078358069,-0.67978715966159,-0.198517454984727,-0.22282329502728,0.604888696145582,-0.551376525192014,-0.590182424808886,0.59987463318944,0.221883459915677,0.0347136101247965,-0.121337163266062,-0.589073468147932,-0.453350516948768,-0.642960522160307,-0.472605502471705,-0.166864353403288,0.180339716123903,-0.047683264869195,-0.470475187616968,-0.528720881455537,-0.355255211063592,0.241244907985704,-0.315349061732343,-0.430116622911519,-0.05668888124906,-0.633066974013227,-0.560054856193454,-0.331103990781784,0.146803734122353,0.233093563593284,-0.558552218045906,0.0155561064839219,-0.140112916737189,0.259166306934483,0.26145740207809,-0.597779418431694
healthy,-0.465910483886262,-0.177574761056914,-0.0490317703472962,-0.477866679488937,-0.262668405041286,-0.241757053656179,0.369613844640705,-0.257283405457832,-0.440924075379393,0.414143867595477,0.230162098766089,-0.0956559209167548,-0.325728311177306,-0.527414545514588,-0.202759319723864,-0.505343195228188,-0.445203337006688,-0.240532091072524,0.200375243209007,-0.228626785599239,-0.153337849957849,-0.2051457647367,-0.277995790767641,0.177657175149599,-0.343397730309569,-0.553179677508811,-0.23705066738428,-0.428034209684866,-0.305852807755019,-0.39419401370357,0.147578694864859,0.164375653872336,-0.436494873614419,0.135866053378856,-0.144947477493263,0.357010660535939,0.0743169291172596,-0.530652826178181
healthy,0.406316037211785,-0.0767634438442273,-0.276714199548663,0.334368494591083,0.0794370109819831,-0.12985369703528,-0.135686116884925,0.0718918528279673,0.316894610338894,-0.24678387861752,0.0493460082998738,-0.175800544607356,0.0473147693637823,0.408543402825673,0.153857026781836,0.473662436507444,0.113506494217805,0.116156831719864,0.0790734008769559,-0.103757699259508,0.0339559577775412,0.150440109307936,0.0695240193641414,0.0440663625439163,0.202211787504508,0.369070194764545,-0.0672635971735754,0.339664726822791,0.0955726414259519,0.282777572372168,0.0732915792492383,0.0850305229895326,0.0524879279857493,-0.139107414795358,0.309096686802519,-0.179045721234448,-0.245786960648444,0.277625096501433
healthy,0.113208280214373,0.0505669751403177,-0.0239321528075296,0.196905060159018,0.163674239676408,0.0364022226058202,0.0528113518579141,0.0290481392410928,0.375171126339336,-0.155253213939877,0.29016847175682,0.194553240401944,-0.382690625173774,0.332820960927998,0.380534683279406,0.0445972593790564,0.188121350748151,0.216493983847438,0.237130959732885,0.0715552379828785,0.0662325499567571,0.0667488363174106,0.0145740221279928,0.292298882900288,0.205629946866379,0.389190840896479,0.0379931216893071,0.146880838915403,0.244185198809607,0.196181637792495,0.246851396550918,0.239877743090192,0.199325948110927,0.0197665222294725,0.328099321206483,0.101790762043012,-0.0096318403371513,0.317685095299803
