group,CD86,CD11b,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD14,CD16,CD45RO,CD32,CD107a,CD64,CD35,CD58,CD39,CD11a,CD54,CD49b,CD18,CD38,CD45,CD36,CD49d,CD319,CD371,IgLambdaLight,CD328,CD101,CD88,CD224
healthy,0.184248126477627,-0.347381816382958,0.233458246346218,-0.254704919289096,-0.221345317842951,0.404811036339094,0.379340158940602,-0.0135416895422988,-0.0730635628224984,0.331867051952212,-0.145605000407789,-0.208929090075725,-0.140568061630798,0.0678215317126697,-0.37085461954726,-0.285438365483471,-0.240369540590611,-0.0250548797508565,0.0732549324301204,0.0137214662577543,-0.267965085502568,-0.0096675916424746,-0.0819312856086401,-0.201857248651876,0.375156365149548,-0.186587426894441,-0.206357325538911,0.173028377436603,-0.0885095950342382,-0.0153480726113946,-0.102035518510968,-0.0761376883398275
healthy,0.23740902272204,0.460983712827161,0.150676186075285,0.397617697107204,0.391459363098614,-0.109557348450874,-0.164698222781063,0.027660804201171,0.145785060146027,-0.016067027382325,0.0879141705633126,0.356454096102423,-0.12186916540844,0.154553049706067,0.400858925532777,0.246919605236889,0.12358800413941,0.317006024280509,0.0857432267141942,0.12139508614792,0.281199010117331,0.330425942767251,0.133965477081948,0.445749939226967,-0.390289633238578,-0.236861874153202,0.470221213840045,-0.194298047945999,0.243244241838076,0.34030482691545,0.228458318303439,0.29874927573937
healthy,-0.101622039249094,-0.0548172235170722,-0.222009149818073,0.114990218038279,-0.0116025149607549,-0.0807488818878304,-0.243962156811839,0.140334400606744,0.0006733707725227,-0.174464421918238,-0.129606534610804,-0.165864816638201,0.12543254112351,0.130289933740734,-0.0103589617480568,0.0098528606212749,-0.0929672385416899,-0.0309412527024517,-0.157338169267984,-0.0064065973966557,-0.164856742318342,0.0228917778146038,-0.211394948122385,0.0787006055693578,-0.0516829899200824,-0.166072010060598,0.065899071012439,0.306939538820707,-0.0895726222138495,0.212230716823332,-0.173138254458104,0.0965703758335269
healthy,-0.0537168365041698,-0.356865099058309,-0.299615802595794,-0.286859974185207,-0.363048304830483,0.30334104063777,0.132522884442888,0.480778763190874,-0.21197206223102,-0.254550287362756,-0.411462375023576,-0.264138149777064,-0.487792517929956,-0.266231353760872,-0.436152849150511,-0.380738073807381,-0.424127306283444,-0.397642957226384,-0.22467594855625,0.469224758979788,-0.471709322424212,-0.288611166880506,-0.458465221919921,-0.022106276946625,-0.0189050668247689,-0.121140511960838,-0.303234323432343,0.0711065052699507,-0.514089391159687,-0.1147112055193,-0.404826246318121,-0.151138256168601
healthy,-0.282619681346235,-0.225705062807798,0.0279009248957224,-0.208127450232712,-0.142730703035391,0.15646401796872,0.146157386316146,-0.452719443012863,-0.11948989830643,0.182179702385063,0.121161301512813,-0.175470274457433,-0.0120425539874109,-0.257204402851057,-0.127022163975634,-0.0821185988654407,-0.130555698928547,-0.158469101907819,-0.260134837470938,-0.389501647278603,-0.185343569475435,-0.15848178390189,-0.0257640207756398,-0.370883136273231,-0.235706894723987,0.0647419968891835,-0.135780763585982,-0.0024087393856126,-0.175407798191035,-0.0488158787387595,-0.0150117418855407,-0.289667649742621
healthy,-0.0460073741667564,-0.34758936321313,-0.268852411806143,-0.0719245640337726,-0.147471001341435,0.325242882360338,0.456891075871085,0.275642619058982,-0.221409138690555,-0.134299416369281,-0.607875981820542,-0.363429049400168,-0.288403638796815,0.0626913987581756,-0.273928825061154,-0.0716059857492841,-0.178979491711441,0.0234834586066882,0.142605408591291,0.15099994914726,-0.118903690867437,0.239975064262258,-0.26230691843892,0.0040440385939449,0.369250635322477,-0.170090178422923,-0.0555432809910834,-0.202611079936151,-0.231474266933521,0.363835789461418,-0.494097545946628,0.133327038380405
healthy,0.151179117577877,-0.696902429309542,0.194400316229105,-0.640217893414483,-0.168276383810364,0.690501750294058,0.597049671599144,-0.48554293548623,-0.640453889388014,0.591329278539205,-0.181861765958261,-0.0104381008785674,-0.144095815098755,-0.535030418426497,-0.643614197755604,-0.377992878008426,-0.484164019483381,-0.155652568667481,-0.050084248216238,-0.416568395496397,-0.349145518805596,-0.436273680913992,-0.0894726091793658,-0.645032998176332,0.361957520899134,0.239570828567465,-0.288161836175913,0.28488217803711,-0.64590044674549,0.0478255679338452,0.198726853239936,-0.650993973104034
healthy,-0.450767600133037,-0.66932998145253,-0.369491556852565,-0.601331152349516,-0.586681091477341,0.157145810027367,0.126361613873573,0.0244083240231413,-0.555943644598819,0.021068817991251,-0.611108382656357,-0.458474694686,-0.705170896785961,-0.575652271149489,-0.685759832228494,-0.596499349139062,-0.537793784321773,-0.560520921080733,-0.317989885494636,-0.0224511476034179,-0.592054880907612,-0.540340190954187,-0.567962902180436,-0.508099123867136,-0.180157825322075,0.136673633754052,-0.574140752864157,0.145019964672023,-0.532661523028463,-0.351469337315293,-0.519718349932091,-0.558077661230312
healthy,-0.299875664115667,0.0633568161821722,-0.421025878605789,0.0719120222018005,-0.116952624584054,-0.132057626402678,-0.179153739655322,0.0183952547510302,0.111994144751521,-0.221076146599668,-0.0542593223287883,-0.28652127208132,-0.0597609579503946,0.244317506207453,0.130548616027487,-0.042467829474664,-0.130154086714944,-0.140952078325722,-0.184628023456975,-0.0974846929696325,-0.0887992576418054,0.267428762532863,-0.327065231463115,0.051070527471149,-0.332637396276122,0.0770076795024759,0.0468647887042459,0.406004374667862,-0.0565592588948776,0.0853858637299312,-0.354616078603339,0.103173180307192
healthy,0.0368990720089503,0.195308539565096,-0.0086697726639606,0.204440974430284,0.114140976228878,-0.0718448392443648,-0.066693631033204,0.0326643058592964,0.303445819481583,-0.30976955517769,0.117827236142808,0.116906010944182,-0.0403988508794512,0.383577002864458,0.111976595514032,0.248390263374669,0.176354494290267,0.103528999454186,0.0131655534846097,0.0744599186898733,0.171209977754964,0.356896137956707,0.0446991719163842,0.141728873336526,0.121443164161531,0.274487949266665,0.172254796814696,-0.0665950902082916,0.350453564845895,0.146970917710542,-0.0299865350249524,0.233559189084196
