group,CD275,CD11b,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD49f,CD14,CD16,CD69,CD35,CD39,CD235ab,CD54,CD62,CD41,CD83,CD226,CD49b,CD71,CD193,CD36,CD158,CD305,CD319,CD371,GARP,CD328,TCR-Vb13-1,CD101,CD360,CD88,CD224,CD258
healthy,0.111344262432395,-0.173041408297783,-0.237346980026209,-0.107420804631607,-0.0607112324454658,0.167310623432035,0.227811601051721,-0.393366978506933,-0.249879683654082,0.488297776881228,-0.389217163881266,-0.138579147950122,-0.164783612115284,-0.0274696864065284,0.0229290892334197,-0.477976084932926,-0.356650856107534,0.0330616432171736,-0.104133690386848,-0.304285343115923,-0.0503101031086494,0.219192667340557,-0.2880120373677,0.097038174215058,-0.0673853473700277,0.0909860950934025,-0.101680672268908,-0.1983326332055,-0.1870886747625,0.109017050926342,-0.0794810903090078,0.263462997622457,0.17620657679382,-0.112773133487207,0.118093364766822
healthy,0.25799416907439,-0.293250141803744,-0.28271614942063,-0.284822947897253,0.0772208733418078,0.149516140871834,0.0994580213560661,0.278301560636271,-0.245224618739776,0.0027043511435596,-0.0757652547860299,-0.143019204278422,-0.291407504497134,-0.264955103746414,-0.251366895409988,-0.0117681348410801,-0.0417646719121161,-0.0837502081626813,0.122404150391611,0.211688951877778,0.0698648480609847,0.0333745658566169,-0.213191799692083,0.0261269027367815,-0.286397559193017,0.0830813993657098,-0.205250790049429,0.144400688054276,-0.316176633004317,0.129497724158135,-0.142509739332387,0.226609842500702,-0.169658523617449,-0.0286253384941609,-0.0416201172090717
healthy,-0.145386344219941,0.32327793267113,0.322867748655267,0.281115455357024,0.197423968495246,-0.153552236648372,-0.0411317045974738,0.490661335304468,0.370160661372749,-0.0760980245199399,0.450859887505837,0.268317382371004,0.0967549789257573,-0.29651842688269,0.35970303585107,0.426215370595517,0.437640242214718,-0.0690714748690707,0.0883201155884621,0.43458840521575,-0.210739979220873,-0.225827410840129,0.380268162104283,0.0487810515766969,0.35441434415734,-0.172107208421196,0.234974807116989,0.0900637566394325,0.285285533363835,-0.243822013768166,0.325755380870676,-0.108631726800875,0.3118582769003,0.332943202640011,-0.178794485685123
healthy,0.179461303399441,-0.295667307301455,-0.412305687345884,-0.0604380438043804,-0.224959192781279,-0.0193213848219514,0.138765840337695,-0.340844654758369,-0.286495698213526,0.31101639560322,-0.346816615239028,-0.149836781730343,-0.0916582666212088,0.0,-0.188886222135591,-0.356173632643834,-0.339669088316608,0.201955000328947,-0.007373349575479,-0.488918675137689,-0.126515069894878,0.0756316216477958,-0.256496419132325,0.165923056560366,-0.201980198019802,0.287074180037267,-0.181266126612661,-0.258690307538282,-0.117366060689554,0.0891747551309882,-0.143713253397139,0.14018978319523,-0.092742667639605,-0.320513487884948,0.177485540407815
healthy,-0.189169210656286,0.215802060773274,-0.0077509336285372,0.117870251367233,-0.196063625095025,0.0023292388607404,-0.0066492174757714,-0.462421939143818,0.223208107400958,-0.118438655827063,-0.272357034821913,0.263234865341202,0.0158167725610229,0.157672071138513,0.0088252540770273,-0.506394562157861,-0.1926473984142,-0.131205994145831,-0.43921043125055,-0.267937133992089,0.0454260977818428,-0.141770814072049,-0.0696437826789665,-0.131511941422991,0.0545941665558456,-0.0213838228476428,0.122399196392722,-0.270119009363085,0.11681296185294,-0.0411629078864849,0.0066081897970456,-0.175748659558733,0.104060986267795,-0.168329853840246,-0.0781534453113351
healthy,0.0933912157480189,0.226276335516452,0.0180225676635367,0.0766195849443699,-0.385511915372966,-0.108256243664478,-0.333619462093804,-0.296896885106399,0.0936648992963041,0.166762380068713,-0.326836513530222,0.126883926457824,0.107946981252453,-0.0882918046850575,-0.230249343736084,-0.388316850159302,-0.250569656436428,0.0,-0.0596293651279246,-0.26101668534324,0.163772796106142,0.101097171798561,-0.115509578453587,0.0823444154094175,0.0485287503270085,0.0048786365456277,0.0203661327231121,-0.0603883849265801,0.151987383577897,0.0282134877588893,-0.207358308221288,-0.0486106230620189,0.324339127868423,-0.0109704458950419,0.116429183242636
healthy,-0.0014565964037778,0.747758275841693,0.654735939161196,0.228919999511919,0.0766636443065158,-0.660185325406538,-0.614640755465346,0.46406691649856,0.612499639226896,-0.609469051703241,0.500418403823279,0.743471585365786,0.473864232748787,-0.119733252436709,0.0566432750657755,0.358757469889846,0.457240286342384,-0.0911543580532542,0.0781933181355351,0.37371141612045,-0.0924864630166603,-0.0175620704817602,0.647608496635028,-0.0044901583375668,0.356298199995788,-0.193233751592276,0.363882271271398,0.0728447931482009,0.603974917057536,0.0055450926953523,0.0960562545999865,-0.266585711568627,-0.118531179368554,0.663952613764259,0.0253260640424467
healthy,0.0031871272493812,0.340203463004091,0.206655022011815,0.379519542844462,0.0942740707568454,0.0673035047333388,-0.136553722243449,-0.158840538707587,0.286073388086489,0.14424508174044,-0.163368928733552,0.287393351080921,0.270452198566891,-0.249936606269594,0.274695053766692,-0.125128365865163,-0.0283154277987897,-0.165940546319491,-0.215349359530667,-0.0184857501046324,0.0111231869963407,0.0362756174805866,0.155966817159893,-0.210067639533581,0.205631734036025,-0.127179391533495,0.230364226469528,-0.0922187760979389,0.145613876119967,-0.109043156907449,0.203266940454007,-0.0063526530589999,0.586565448243697,0.0768440261286004,-0.122424691198452
healthy,-0.160703556503681,0.47322805748327,0.332535831976625,0.25766190680803,0.0527035799704965,-0.205971669568244,-0.168032937497146,0.0727927081087647,0.499172543945359,-0.230442660982491,0.148259558076352,0.393389627437695,0.33888920805943,-0.014122462462091,0.227233798542992,-0.0933226921150749,0.071878207343703,-0.198696485423139,-0.190271436293773,0.138212555515139,-0.20635333472208,-0.15367363742716,0.290939616198815,-0.242318019081616,0.299300129792836,-0.218088154840996,0.298135361186334,-0.0304458588724528,0.464529609386934,-0.211811219685842,0.314212024221428,-0.320401335653476,0.332067446699854,0.3112177126881,-0.213703698329343
healthy,0.173298884701498,-0.0713366642872295,-0.118336121923745,-0.10711795289493,-0.0523089493357975,-0.0542819039612643,-0.0065242045105625,-0.0366161002621874,-0.233773782950794,0.0020372362939392,0.0905166194281613,-0.0425565267624403,-0.282450088948785,-0.0853428398373489,-0.181635931114615,0.003518576320763,0.032481285467285,0.0848036772731551,0.0435499620059847,0.0801417127571012,-0.16154979305931,0.221807801730387,-0.0910239197269035,0.124303013732956,-0.239101729624096,0.207546600913549,-0.0928375493348449,0.189643578922753,-0.261590467326756,0.175272483674067,-0.0214329532484325,0.187034462865547,-0.102403704967238,-0.182362759990396,0.279083683666879
