group,CD11b,CD47,CD52,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD49f,CD44,CD14,CD16,CD32,CD69,CD107a,CD95,HLA-DR,CD64,CD35,CD58,CD39,CD244,CD54,CD62,CD41,CD29,CD49b,IgG-Fc,CD38,CD45,CD36,CD49d,CD305,CD99,CD371,IgLambdaLight,CD101,CD88
healthy,0.0401775145508493,0.130746577525123,0.415514419306929,0.0571167559324042,0.226314443499379,0.180086761952655,0.375295577722962,0.545888176105068,-0.0205672369380682,0.408117319389788,0.170877551226189,0.569136084431132,0.365095723557248,-0.245349927250223,0.0455454656006765,0.391282489502245,0.359599746197577,0.0627893693375325,0.0182639272826085,0.27244381518483,0.324444321811271,0.404819144580317,0.242989269315838,-0.252613856722779,-0.0767627227786912,0.203852488808617,-0.106601598202484,-0.175203190145179,0.109425396864063,0.415142898061636,0.0731830866135688,0.580129857789963,0.362799202109347,-0.0950135825424865,0.197953964194373,-0.0367785633285556,0.250721729016139,0.581037116168429
healthy,0.407179320962645,-0.0323781033677773,0.606503303613964,0.371039624017503,0.451260027550442,-0.0026194326099663,-0.294860759457963,0.131279262459279,-0.419879717649611,0.266667627024552,0.443534580645052,-0.152079981955472,0.53634227372174,-0.0782616387987492,0.0887782360888477,0.303115841731394,0.496630862575731,0.184164065083493,0.315128433676363,0.115191319448989,0.681848028100716,0.208382569014317,0.252506881330215,-0.409279559816495,-0.129186645351458,-0.190894000982417,-0.22956531317379,0.0364292006985389,0.226234658260092,0.358619017596866,0.23669070577749,0.0711486897263161,0.481274358598625,0.103572198528468,0.345109796612916,0.0344984808748341,0.130107014578203,0.418339423242451
healthy,0.0680993285186235,-0.365746061899835,0.0460973264024187,-0.0076956687753264,-0.0061545486483936,-0.291320990975213,-0.29046483218885,-0.0298924039770196,-0.604296911086332,-0.135414112588949,0.0870011312921711,-0.0037319914590811,-0.146129232477871,-0.27279799062402,0.305784392096967,-0.15082700089423,-0.0909047922783574,-0.105581092394023,0.0687907492104472,-0.0991451510410362,0.157476144463263,-0.216373812561264,-0.315273950498224,-0.686050641672421,-0.412501083192814,-0.471790351030902,-0.371245026264047,0.403421587479205,-0.0066846402995059,-0.145389407247196,-0.211356318178212,-0.233650513578331,-0.114308898656068,-0.222862186093444,-0.0209770114942529,0.372311517486182,-0.280842620180618,0.0089162883914877
healthy,-0.152712434264409,-0.0199030064904674,0.228272980187174,-0.267350998791762,-0.0571257125712571,-0.0486831380109112,-0.117733518608504,0.210810986526053,-0.362165087588214,-0.041352609872102,-0.368204725917759,0.170941672156921,0.0013262718930506,-0.309952516066321,0.430288472743381,0.0244996440018968,0.0141254549219205,-0.294955052117489,-0.126998223810212,-0.0627902790279028,0.0132226547944812,-0.0138918059410245,-0.0617498800919823,-0.297482829118166,-0.294314999168504,0.0263278915091164,-0.432131129036764,0.109647798288389,-0.201371282223143,0.175128038188722,-0.258956672538437,0.0689944914976326,-0.191899189918992,0.0775463102799515,-0.157275727572757,-0.0348719271893198,-0.442752588472107,-0.10935831191316
healthy,-0.377378007825948,-0.317434262343169,0.0135804095665814,-0.353017589035251,-0.152989242809889,-0.391467720148617,0.216793256338038,0.236079543515721,-0.53374394737103,-0.164213311397418,-0.241501822086997,0.284597862760267,-0.146846731414484,-0.309484373644429,0.179636464445914,-0.0677987006614533,-0.232341406659758,-0.464509172079988,-0.236880283778046,-0.166347164126462,-0.151017051833243,-0.177563661817943,-0.241245359795097,-0.448757984138087,-0.347201291564867,-0.408522525493679,-0.471841059374543,-0.0741310395290272,-0.358504828224363,-0.0022155859508469,-0.512478799837425,-0.231405139138031,-0.323524115030389,-0.339907831376277,-0.243367300889776,-0.0134336829196032,-0.170951695980992,0.122425808290191
healthy,0.400481338278229,-0.227817355884318,0.144580312591298,0.207985480943739,0.244685551960862,-0.299924118152296,-0.220580206950282,-0.414831104558149,-0.342956343401843,-0.0413622180329118,0.136696282866819,0.0129360505138392,0.233379889377497,-0.128578802650968,0.530781236224008,0.0709265012858325,-0.0232725150572822,0.0389187066947708,0.419261421920619,0.0794578653856669,0.311975860270995,-0.0486403708317173,-0.0282148193069809,-0.461877207965584,-0.204803851460345,-0.263562295657517,-0.254059511881639,0.133750114446655,-0.0048615331859621,0.299106350297889,0.091241401486411,-0.561195618647763,0.0534763156042499,-0.123731803374872,0.172666298429733,0.23687203392647,-0.0506717168826776,0.343194114511899
healthy,-0.461703847602633,-0.262235333907658,0.272118790959615,-0.567117827516737,0.0147672872069991,-0.186718171155513,0.65318614582123,0.574291204020697,-0.510397364819106,0.112705728910442,-0.457633946498412,0.649051875503696,0.264286344738264,-0.372718171404429,0.0157905959963254,0.0859924673188199,-0.189151073286966,-0.560566418991841,-0.430123829684998,-0.267604626923534,-0.38065607843039,0.0217907790455014,0.0996785371878316,-0.453759644105129,-0.452189336680295,-0.301356839069395,-0.418215423767577,0.277028966789346,-0.399043715908718,0.150610947456793,-0.514064358471772,0.165207390448547,-0.255624490294862,-0.55500739058278,-0.183860614723423,0.244557212893241,-0.0201760110817776,0.492332822173438
healthy,0.5411634210967,0.196351284088395,0.143000834933026,0.536691296745675,0.418180809453799,0.236214131127423,-0.353906889518377,-0.113973025575598,0.0646897842784578,0.314006816860043,0.46249926433586,-0.236301281364714,0.234401714780626,0.113894031444584,0.759396203336962,0.409980570118889,0.117806651702834,0.542264533743686,0.585197541492424,0.533725080311816,0.460823460070267,0.319429778971234,0.309890600287157,0.0443834478633161,0.13518845093721,0.117213058808081,0.0376796069054765,-0.132822955087694,0.53948700128908,0.340747966881904,0.469858046930643,0.046311938898129,0.402605805664016,0.0633920293752002,0.452108703893774,-0.100373298253693,0.188763130713259,0.19955954574322
healthy,-0.446822968843555,-0.128734874863121,0.292279855876335,-0.48686271193598,-0.136336474373707,-0.221946336773304,0.159300550193251,0.0218354185730039,-0.192984609589902,-0.234110556985707,-0.42445473081489,0.418260945911783,0.0950021234616769,-0.350344998423944,-0.134362956847021,-0.601787180587955,0.178536030779814,-0.66918360666521,-0.47174577816742,-0.458968663528584,-0.325717069126539,-0.195159350240514,0.0533119338948383,-0.131970536961228,-0.224133690482164,-0.282138683057138,-0.185723874856053,0.236192036731394,-0.68045784047919,0.022616733738911,-0.466125366082433,0.0370694684351316,-0.229478988288475,-0.293058144132888,-0.413194368111279,0.243562713736184,-0.465283856804093,0.347104048565232
healthy,0.532896152929041,0.245925178060796,0.178531267345724,0.461062002226418,0.423071965103097,0.170776175939405,-0.137284407843446,-0.12335704127175,0.381388999543048,0.23574009204723,0.49954275809817,-0.230893579266537,0.363535671872748,0.299978731078198,0.161627711111364,0.310990949086265,0.332034177123677,0.469866096811819,0.537184405307528,0.464924112258801,0.49076795402672,0.287140240188113,0.295545696521238,0.230492784986985,0.384199579149654,0.2516581274238,0.339299364539918,-0.190036213462537,0.363672442322413,0.345872467928932,0.475495944863145,0.0319808666771022,0.449333822342682,0.0158468270613904,0.413837809466918,-0.21341354189767,0.182383988493249,0.351770267621951
healthy,-0.517209582452026,-0.0673885425270074,0.153445134970445,-0.376394174225972,-0.332118973401861,-0.249299971898114,0.231658233096521,0.223025173486022,-0.320533260436984,0.0616663077733591,-0.305281371699256,0.165019133168372,-0.242894402170186,-0.390763660405197,-0.0380800534147147,-0.0563924584391651,0.105569118273814,-0.231957232027113,-0.592784811535978,-0.259816719343411,-0.0966146403372393,-0.269745300051354,-0.119701505767524,-0.369166073992025,-0.477025227162656,-0.125354913562275,-0.264628258676864,0.006728178534199,-0.262619263094832,-0.125824620918288,-0.46516847748736,0.190617648589517,-0.365483795107784,0.0075539182880707,-0.396975194374496,0.0211749230612006,-0.110210731827277,-0.189189955096354
healthy,-0.74515252095341,0.0679235610811324,-0.0703703118674127,-0.564359692371094,-0.607574230110932,0.0,0.314633238969924,0.169808902702831,-0.0491727364389214,0.0,0.0,0.294445955076345,-0.169061726980475,-0.0572837032742074,0.148911464788437,0.0,-0.0043721158071627,0.0,-0.680882512592251,-0.152882437182795,0.0,-0.293634810360659,-0.652735564851403,-0.110803969710176,-0.414441952719813,0.0,-0.12825466308296,0.203770683243397,0.0,0.174654520928238,-0.507546594966795,-0.0639407735142563,-0.356591821914866,0.0,-0.601054815297948,0.203770683243397,-0.561290874631567,-0.0738224516650121
