group,CD11b,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD14,CD16,CD32,CD69,CD107a,HLA-DR,CD64,CD35,CD39,CD178,CD244,CD54,CD62,CD41,CD226,CD29,CD49b,CD18,CD38,CD71,CD36,CD99,CD371,IgKappaLight,CD328,CD101,CD360,CD88,CD224
healthy,0.180213350785913,-0.0431773234739843,0.12300383907132,-0.0022287990076626,-0.484976181303859,-0.549346604227736,0.190496337997071,0.0096166514255097,-0.496381607636219,-0.144173504054705,0.371363539072235,0.148563919316271,-0.199315664346866,-0.0665259376683247,0.246407619534531,0.0309408510739473,0.0,-0.262474424992762,-0.116528511466462,0.306839035906077,0.204975335389247,0.0822304805639144,-0.105830677153667,0.0289097099430616,-0.0859301986939724,-0.0171521787205195,-0.0071017233214289,0.0957051815188946,-0.108319969397374,-0.0074899525027402,0.013108388279749,0.0354195103634136,-0.0257628361691267,-0.274025387334614,-0.316937652351713,-0.0778503209381805
healthy,0.397455635685925,-0.0967694864034133,0.305080625557086,0.341868568187343,-0.267855641503138,-0.074560230199996,-0.219141310018256,0.173511053179934,0.0063631791613168,0.404748399643465,0.168131463256643,-0.033941838930667,0.231706925744654,0.149946891758467,0.243497285471194,0.148061681274911,-0.0144905510977108,0.0801721098855706,-0.0126212726882242,-0.187481659643772,-0.0326818694768598,-0.0837502081626813,-0.116834789898937,-0.0746976525583369,0.266841300288306,0.224043720034474,-0.232810503010673,0.300380844340005,-0.261739478061512,0.339437646868163,-0.239625695159721,0.320591822604067,0.0779020816259523,-0.18826458125499,0.226834014582832,0.0782544083292387
healthy,0.508007055167513,-0.0351645091701538,0.3460059282263,0.283071842103587,-0.21093076229982,-0.188890800146139,0.0378172395464732,0.303802107811057,-0.164273531333507,0.319351544249326,0.0597713478658845,-0.298972694751237,-0.0746256374853243,0.111948479103666,0.406814122519591,-0.0157668883465107,-0.13312183988063,0.145583892903936,-0.0371706725132664,-0.125695287405056,0.263898184051273,-0.127331997128317,-0.106528589686554,0.15645520210509,0.0763982466676629,0.172192796843196,-0.332089154068936,0.362880178170717,0.0577659521807957,0.31017556290348,0.301306058196573,0.0450755281104503,0.104049339907725,-0.134311207194877,0.268547735753481,0.230653690590305
healthy,0.019911185825578,0.048815184495468,-0.0039618226952841,-0.121788178817882,0.0174503602090227,-0.170181542530189,0.449735011839474,-0.154957933105144,-0.240698425255428,-0.0727409122880856,0.520728280717157,0.192893775471248,-0.205131128507159,-0.0609883457375559,-0.0515217704419995,-0.111657306918627,-0.24370238426986,-0.0955864262784357,0.0128780605128663,0.540321868662034,0.479347668564517,0.174639597813968,0.388008054201745,0.507670760847818,-0.240577275154044,-0.0547792300441915,0.0918326180249246,0.166715171663432,-0.0779422072054395,-0.0647824782478248,-0.247029341864342,-0.167032242530673,-0.259709435778935,-0.141762764877577,-0.129887756788723,-0.0740699919865119
healthy,-0.232555703832374,-0.43687360751376,-0.299068692680881,-0.232151455197944,-0.0960022146782073,-0.0068252422092286,-0.706006562018932,-0.241433831509767,-0.0820857858676792,-0.270685273487284,-0.431494522681313,0.070989041075741,-0.120097767703051,-0.382269219823173,-0.199148902849683,-0.164911332277053,0.0095344952703983,-0.320264782597763,-0.25765003052536,-0.644534512974393,-0.567068245997341,-0.500769656820004,-0.588463276621982,-0.62056898992345,-0.228178693348574,-0.291820809559565,-0.110734663066988,-0.522798089538244,-0.216731522195935,-0.277929028138926,-0.0288852774999693,-0.247454610335377,-0.27167678254472,-0.0787657840257726,-0.130108101533798,-0.432320910919312
healthy,0.268752465872327,-0.207802087143611,0.155985165312081,0.171640495541703,-0.0772242844674339,-0.0908963779857394,-0.476116075924647,0.129780947697534,-0.105301314922738,0.241704740043349,-0.315962320794766,0.0611454861995087,-0.102946747684722,0.189802688824954,0.207859228280597,0.118998413873908,0.138246090018558,-0.0606264088619794,-0.280731334749596,-0.560660742584093,-0.332154236959788,-0.431368706983728,-0.364284572993007,-0.409966682355626,0.189068469224268,0.171696566927272,0.085441074704592,0.090294504644902,0.245516669865027,0.0902785449380573,0.227450926213745,0.0890625700683441,-0.0623937188182405,0.127812767124314,0.378322844892731,0.137689162422874
healthy,0.623623148550666,0.114539800590729,0.549319320527588,0.0929643172361619,-0.681752186695563,-0.652226394293385,0.365062998432965,0.506518199050823,-0.604586852062692,-0.0948800307853445,0.338455959030451,0.134123523839672,0.182334030413665,0.434150988980571,0.547735404418979,0.491878061603027,-0.200396860524904,-0.095639568130928,-0.007853381616211,0.287091223919343,0.326995717216011,0.136277090502043,0.193912436214005,0.313065747509521,0.272725411838281,0.373209546946059,0.054648274178945,0.53021042356001,0.413027361114919,0.181703704705475,-0.171854991640837,0.592659179114806,-0.0458646468410745,-0.311210031114188,-0.287598447634164,0.504473578945732
healthy,0.266474617183987,0.0087948824556717,0.275279272915014,0.117418883556641,-0.372060415757412,-0.140180673521705,0.0104328214125674,0.165740967903295,-0.263601988647226,0.0063840273570937,0.0050739283615726,0.511389792665153,-0.0531135315588618,0.289051844485491,0.29423219713199,0.170636952954272,-0.124814637360338,0.036856464108114,0.0640119117939338,0.0900827656619244,0.0858321234969161,-0.0693907946802721,-0.0083693549434822,-0.0480920150436274,0.0556187925867738,0.270609182783052,0.0529953875368029,0.243827899148995,-0.0417356521033928,0.199868697236169,0.201082612732336,0.203717950631797,-0.065558884475588,-0.223777891640308,-0.118864030668437,0.332663225696151
healthy,0.274521542310353,0.0827652498029271,0.200390265203974,0.0143125518371589,-0.220953554276751,-0.0555946192129972,0.491154202207591,0.360761423414167,-0.366297711628335,0.0580379225069074,0.34720915578044,-0.363464629514472,-0.0039201223943175,0.306741525471933,0.220154891674828,0.161095319122564,-0.128883010276047,-0.0230538741416543,0.0593101010908196,0.474528689178985,0.377309856053395,0.190776925758936,0.309759156040275,0.529822329967215,0.159897825950852,0.281483830852455,-0.222015630709952,0.30782621776828,0.0826371236721543,0.182792561430156,-0.278953475752669,0.166303745544471,0.148000031991588,-0.312212042976606,0.0033501627216826,0.217409464909724
healthy,0.675179623621298,0.135030294062835,0.521747793978538,0.491473927036495,-0.171788581585467,-0.082946634123955,0.218508538618478,0.447028185943376,-0.25469023299787,0.365777440017639,0.408872789604042,0.250376670618443,0.153519097106529,0.429425343393586,0.655521992222383,0.515081619604969,-0.140770322261504,0.318779503474797,0.337911960564981,0.123859837571318,0.332679461826838,-0.109175034315367,0.0765982788534348,0.239077218547578,0.456907468809441,0.413633728890385,0.0274754606850948,0.500977367336597,-0.0496870059406687,0.498726602348844,0.0775671617490674,0.453550655292152,0.197031502258568,0.0183879413373461,0.375710147324136,0.350627845679137
