group,CD275,CD11b,CD33,CD11c,CD45RA,CD123,CD14,CD16,CD32,CD69,CD95,CD64,CD35,CD58,CD39,CX3CR1,CD235ab,CD54,CD41,CD83,CD2,CD29,CD81,CD18,CD38,CD45,CD71,CD193,CD36,CD158,CD305,CD319,CD371,IgKappaLight,IgLambdaLight,CD328,CD101,CD360,CD88,CD224,CD258
healthy,-0.0035953189558398,-0.500371058948623,-0.461867356512896,-0.358398187969875,0.491908208000119,0.580867706260049,-0.340031001599199,0.465020930877497,-0.225931544903379,-0.364604812234608,-0.0201949844324284,-0.225639907694117,-0.53996505734919,-0.421531431925616,-0.302121783110581,0.317482103170159,-0.033844230859718,-0.0746210778433837,-0.391304893687415,0.217980567827296,0.173321922912103,-0.0944461732423796,-0.0723491172112624,-0.20783975128126,-0.326680212465253,-0.108888141632554,0.105628790033465,0.19053410641262,-0.447752419673467,0.195317113577245,-0.290407459625602,0.106351106741186,-0.354329557910121,-0.0175781337915323,0.128366645818606,-0.179291680777633,-0.27363420884315,0.171922286783759,-0.0835384933693888,-0.236194373998956,0.235529560002387
healthy,0.0099394738504371,-0.652054128514707,-0.488372093023256,-0.564216838181671,0.313303279036868,0.237927020298916,-0.455161609981852,0.139035464674773,-0.505712665100073,-0.106970054945021,-0.328727829431337,-0.152414476373253,-0.573616400615833,-0.254134262120042,-0.444754199106954,0.0917600701844705,0.166029655463205,0.202510355971701,-0.371502838892047,-0.135288797801254,0.515845773041429,0.138724211894054,0.0761458962575061,-0.412784157584478,-0.395991797815369,-0.157468192359483,0.0427434008323416,-0.127352805124258,-0.425330200145855,0.0445694223156861,-0.439931942751346,0.15311475844642,-0.576047321935013,-0.271897104914506,-0.271322958075346,-0.452556933974371,-0.306906639995687,0.231669286692845,-0.418501853614512,-0.0681513476842408,-0.0987295394022013
healthy,-0.128725946704724,-0.343882122824693,-0.316026279431985,-0.276007986939185,0.291522046955374,0.0827195496422063,-0.411374614486159,0.114085248841846,-0.237630935476811,-0.324177467785094,-0.120687063534851,-0.257166755010053,-0.226178865923323,-0.200416591297574,-0.247703137196125,0.0516877403300411,0.309155701454648,-0.137003531770842,-0.0567028572739611,-0.221279366097944,0.0267643898473466,-0.102964452110876,-0.0077701225574821,-0.220573132254308,-0.229106700631953,-0.0732722422168963,0.0072152389863739,-0.0852835961439009,-0.192838528632481,-0.252895622337893,-0.279298250362711,-0.0933582753298047,-0.217835773893875,0.0287722923040724,0.0477638900895682,-0.253640960734182,-0.12439637247609,-0.218826690645957,-0.42067616140206,-0.508868104872667,-0.0832996113954744
healthy,0.0495047381152092,-0.524099856920638,-0.485923556338254,-0.454617461746175,0.0857098511128509,0.351385131329831,-0.489195899327472,0.0827030146444913,-0.284686362273922,-0.591411926681377,-0.335024817806115,-0.462435939359394,-0.626098123034864,-0.422826282628263,-0.255257858874125,0.315926108961038,0.0,-0.189210273984471,-0.550989107926144,0.0653419657207473,0.139362065795398,-0.385302968781243,-0.0794930452130779,-0.476617960549377,-0.374104693524848,-0.410916324383261,0.166971761350437,-0.135504225754869,-0.458813257767615,0.13768008208407,-0.412505250525052,0.0173812065434927,-0.456369636963696,-0.114050952397409,0.0469965362149276,-0.432832733096765,-0.35733164993999,0.0173911682632509,-0.351221584698595,-0.380207458458864,0.0350863650213693
healthy,-0.0868563276842536,-0.24720071766093,0.049945306086162,0.143815173317989,0.550546184128871,0.49130761832368,-0.0536339419070481,0.455364022150299,0.223887194325694,-0.0656938645819401,0.243289506490277,-0.0630656616708426,-0.182685698072615,0.0184562317060461,0.0537432429064985,0.33462917925024,0.163190940028232,0.276590330676041,-0.128243647357917,0.0757906120414037,0.153764850407131,-0.114917512164816,0.25748576258581,0.218154714101305,-0.0280667203214079,0.379830771577758,0.203592589849169,0.0397615869956888,-0.181663389984045,0.0480201943351616,0.118575406914468,0.10268090650229,0.0728449798020469,0.286224273576681,0.0145331390522557,0.111554273012747,0.299418876281709,0.112273204094358,0.24824343215255,-0.153534372047177,0.0141813351571587
healthy,0.0035795408750904,-0.65129803519293,-0.428280596543833,-0.481472421683895,-0.0998587734032757,0.0904740505695437,-0.435137203043538,0.147354068525028,-0.46327991226813,0.129736812964153,-0.440519725549023,-0.244372540394137,-0.605310502643415,-0.420138691237025,-0.467122491211221,0.0048970107805056,0.173707700075102,-0.114903657756811,0.218668929371023,0.0,-0.116747592894728,0.156479111010917,0.0052961940425725,-0.564001392374989,-0.279305341262652,-0.536805350166595,0.117075940061289,0.10790824263033,-0.260787226362115,-0.0362761474571323,-0.430098872410395,-0.125659738453813,-0.373597411820406,-0.23028423240397,0.0365051917870457,-0.506737762387615,-0.152015150648033,-0.0339086738798245,-0.616035460831754,-0.412775363124602,-0.0821449826655873
healthy,0.147976386546735,-0.65562237869519,-0.585915656053248,-0.177868795782983,0.560224919259829,0.432322243415708,-0.574297985735352,0.454226126409699,-0.0531174588370662,-0.541572316880793,-0.0363966234848689,-0.434028716852406,-0.665533685499096,-0.299959803965657,-0.40903715538048,0.54486913519894,0.395457050402897,-0.0670865865372382,-0.577008261446271,0.208860585212287,0.120864548818159,-0.390692299047022,0.0059088362474036,-0.299728871005204,-0.32989709891512,-0.0290117778210044,0.255922893754878,0.17332188376195,-0.654838309109495,0.177181815208545,-0.364481475300174,0.364837252417247,-0.401384969696799,0.061805234729183,0.163874701808361,-0.405101732471511,-0.233342898735409,0.344977190013849,0.195084824069505,-0.511361517911465,0.162209240023601
healthy,-0.237133470730602,0.442812823376999,0.391920619084025,0.256415804414362,-0.420694664607577,-0.160747010456501,0.389501450675929,-0.334136473469263,0.0960627824516797,0.150610384084196,0.321387581276311,0.386798778027851,0.460257298175179,0.353170455511818,0.399969033032576,-0.255157403258088,0.114012656520978,0.292006143033511,0.0329236466403819,-0.228876879117213,-0.0318438340511107,0.0629406018272456,-0.0999191214671438,0.278989966425417,0.374992589077442,0.220992819927186,0.278188078849584,-0.111171755493821,0.30510516780697,-0.211115893604062,0.288129649488586,-0.309649227717576,0.303670929383154,-0.0110956740242195,0.0124735236640374,0.426791288816813,-0.135027370964812,-0.331692697591029,-0.019056883882695,0.216457738526813,-0.147087488579262
healthy,0.10900163159815,-0.654538467157302,-0.60499200708285,-0.361528084498316,0.244927285433635,0.0469109315149053,-0.730323834515624,0.377363741193488,-0.264949911317604,-0.477983831144258,-0.620475102851999,-0.709664376754483,-0.635901868977671,-0.641990877272703,-0.471467216227724,0.222005363718154,0.0341281833742454,-0.299656520723193,-0.412216815738454,0.17963314273577,-0.0915616059645454,-0.360053808111487,-0.104059085907972,-0.50380906809018,-0.649053203034648,-0.253524871095208,-0.066826382900167,0.114173510822358,-0.652976242023594,0.115481881668199,-0.427675539033832,0.249911578395394,-0.553113227344039,0.30668095115481,0.368752838343332,-0.455645660430773,-0.5171727043943,0.28314634114699,-0.0495766892250441,-0.562780020550317,0.0982907190622965
healthy,0.247019476431435,0.434490747189243,0.315299781727174,0.353565422528523,-0.0439880392378132,0.0542758290134037,0.199803779927846,0.022274463409078,0.321705450455424,0.155111120377085,0.178093195485396,0.233384872976934,0.379878054859301,0.308069363935823,0.296042710302082,0.135933091009434,-0.0860526725657479,0.319858104850517,0.199020468016226,0.0523957404110039,-0.0256446847205457,0.0969414042362656,0.0155144995685209,0.334161512409134,0.203591801981462,0.356609782149782,0.0079698555216931,0.139667000821555,0.289737986852536,0.224452830189973,0.272292799920516,0.172819492585086,0.306948569771513,0.032352001276097,-0.0073279569986914,0.407142244846841,0.109350305548224,0.145460818979749,0.447577351074331,0.180216916689956,0.235935122513957
