group,CD275,CD11b,CD137L,CD52,CD33,CD11c,CD49f,CD44,CD14,CD32,CD69,CD95,HLA-DR,CD64,CD1d,CD35,CD39,CD11a,CD235ab,CD54,CD62,CD41,CD83,CD29,CD49b,CD18,CD38,CD45,CD71,CD193,CD36,CD158,CD305,CD319,CD371,CD328,TCR-Vb13-1,CD101,CD360,CD88,CD224,CD258
healthy,0.231704478554049,0.437634857949141,0.101592539701014,-0.131470687697548,0.476630740643857,0.383280353940666,0.266291594040251,-0.0042781285458185,0.357463576892454,0.24099608552487,0.411121953270682,0.179216488465968,0.39694624864228,0.238445634335325,0.315777357327961,0.428096217467027,0.421039698475483,0.230358587840721,-0.071237177188222,0.127642289017604,0.2839969274589,0.274539835774231,-0.0290389337763007,0.0270844334929191,0.245756192216468,0.243855969266678,0.410845127940914,0.31152176764678,-0.202660757098884,-0.0832911217236505,0.528509955751541,-0.101846139160183,0.424922353155468,0.0968053065943353,0.35297771282426,0.413358223820811,-0.0460663688768424,0.210378223866187,0.0065045224781082,0.166253677014375,0.410622281026874,-0.0327270426565817
healthy,-0.0617975982875006,-0.756421683818167,-0.0903345725787806,-0.024732841747932,-0.702455230532372,-0.661129568106312,0.178496863028781,-0.111931277145899,-0.434184172437136,-0.688031764038571,-0.178616276110064,-0.410279650583856,-0.296841504941013,-0.457243429119759,-0.285187166766667,-0.578802366096751,-0.445729893876476,-0.609439824115637,0.0619116197196396,0.187690539008754,0.18954782072274,-0.118644106810536,-0.186827387439827,-0.0309188085681028,-0.0568212912623247,-0.554648120042859,-0.60883738914113,-0.25796256113239,0.0361257677085526,-0.0258109248692816,-0.625476055425006,0.0900170598494154,-0.596870995850039,0.0236995017421416,-0.654971234097723,-0.626057532690471,-0.258882547074633,-0.489786032449536,0.104650608816423,-0.405182563105531,-0.292013901976038,0.1525282704537
healthy,0.167875761222035,-0.426448474425919,0.176155010679609,-0.222388819526059,-0.398903317997572,-0.390710508887086,-0.367690561386871,-0.424858109066047,-0.471992224482718,-0.551883069601643,-0.284162673233647,-0.345215525304092,-0.501962343275928,-0.394874573520617,-0.196790417357554,-0.27248812908279,-0.227046544172395,-0.406856534753363,0.164499875580556,-0.413337720039718,-0.291371995280055,-0.396502720796162,0.117787898205016,-0.396535026393181,-0.412159138301687,-0.464768669590791,-0.553940826839814,-0.541743067745298,0.0721162051145604,0.214589455272119,-0.518868148142996,-0.0372378675858517,-0.578079583586598,0.0091152306273861,-0.341910722720831,-0.369374789299459,0.220555283536618,-0.25429753210043,-0.0119653872739695,-0.544860755390719,-0.397937417313806,0.0432869399656696
healthy,-0.17020015282023,-0.245907345618003,-0.141798112780551,-0.315838553110624,-0.249979006549108,-0.297701770177018,0.390211966831982,-0.217053173245641,-0.375570504042543,-0.1691026669791,0.315346071787717,-0.353213218873274,-0.393364516546975,-0.422117133350252,-0.257628903408978,-0.330433008520748,-0.51901470966336,-0.257264498244477,0.0,-0.217330773314988,0.534794387837897,0.390970269949033,-0.0681034658257882,0.149291796703868,0.392743296720962,-0.425335293779617,-0.254326138260604,-0.405971815098782,-0.089508116448155,-0.0440552738279952,-0.0388119976359312,-0.0452276418553446,-0.354551455145515,-0.0165690006302454,-0.293249324932493,-0.433240816756165,-0.0541871121173587,-0.123609970520326,-0.218785845458113,-0.318254417664504,-0.214240725314953,-0.0855879665789254
healthy,0.123240493995348,-0.300541481844667,0.0237628419323347,-0.0197633026834657,-0.232510164363924,-0.242441568157885,-0.646085022537596,-0.129344884666727,-0.231012859078858,-0.185072439197,-0.365017499632358,-0.0817751873951537,0.0086934593390877,-0.399704039903655,-0.065997812025275,-0.35409824687681,-0.135486195456739,-0.231225032192895,-0.108864982885474,-0.191537545450116,-0.550424452376454,-0.576043907128288,0.0687683029126853,-0.492733670003393,-0.572939699206477,-0.216371814708756,-0.31509300571896,-0.151949801911536,-0.15609100416237,0.0581209640219966,-0.483831798105244,0.08573689233235,-0.299710019965808,0.107364547131695,-0.322145992652519,-0.194518067688657,-0.0258101925030674,-0.175880050796307,-0.0401687474751972,-0.104989228154032,-0.328302280674942,0.018048449646935
healthy,-0.0303763815927812,-0.162984297325022,-0.0127193024225296,-0.216323121082904,-0.124240511323286,-0.097356584865462,0.449397329001849,-0.0753353494326774,-0.0156937058407967,-0.0778669444271415,0.310973358555086,-0.0830617466801186,-0.0701726700201265,-0.349668518089318,-0.0665445978514102,-0.16071964017991,-0.123501141961278,-0.0528614547063859,-0.0981838211973723,0.116762544299487,0.540453762851654,0.386821469302544,0.0,0.296810694880076,0.42217933156069,-0.156894157970101,-0.146244546594922,-0.115286737313076,-0.196543752517856,0.101246319335023,0.0938887672391301,0.137647245394498,-0.153374523594482,-0.0033801981780421,-0.043825455693206,-0.163623461248588,0.0169280926553336,0.225266812693022,-0.107520801052511,-0.154405979501188,-0.0769865548201179,0.0207457020431519
healthy,-0.166396672857518,-0.361614213722516,-0.0680427902779668,0.161103238549762,-0.377397954681007,-0.0838030431829367,-0.46470431398985,0.0316993090958362,-0.233595102432896,0.0161212386460062,-0.312300484802573,0.0101360567702263,-0.0794710086061649,-0.305152047375372,-0.327098341084037,-0.371899109889807,-0.25536757873648,-0.0830532778868564,0.395473090458736,-0.0093305812815709,-0.397366659567993,-0.42139334021334,-0.0710928965610465,-0.260898583023276,-0.25977043765741,-0.0929020928983676,-0.490760254464199,0.0536458968551394,0.222381048084871,-0.112531875139354,-0.439584740490615,-0.27556245083161,-0.252076200970634,-0.0272315259321835,-0.344637248754099,-0.242717531516652,-0.137479966013968,-0.157690432817688,0.0984056426724535,0.270302738294007,-0.48581241104854,-0.278163608141305
healthy,-0.199695520470569,0.251688711147187,-0.0456929367836231,-0.141130949697771,0.164366246281748,0.0082498821049127,0.0785699888573277,-0.187064251006607,0.301453180402811,-0.119018095189202,0.203031340062874,0.139206958380667,-0.196851156541628,0.17947411516487,-0.113116938719317,0.237228251572731,0.128664491407026,-0.0534014382289503,0.130415133716485,-0.132590422166827,-0.0161744280860624,-0.0253956248146369,-0.129958431579816,-0.0146272920744751,0.117535066829957,0.0977734914269806,0.117833635993234,-0.0519480519486072,-0.0682453307740984,-0.156267220052031,0.110949057057421,-0.106917788204485,0.130061890311776,-0.143014918472945,0.0786050468344013,0.20424409316561,-0.168300635679407,-0.122251812445323,-0.310080706289677,-0.246932191990449,-0.0551563998685688,-0.100624314370035
healthy,0.0570343322166228,-0.324304397322505,0.137935522793509,0.339452003255981,-0.282805622596919,0.0054230411799386,-0.028498739380029,0.0064131794947711,-0.30125441545642,0.294586424845666,-0.125323702854022,-0.376106908625649,0.330795944046888,-0.494220566750414,-0.215792538743501,-0.312461277246437,-0.117326794339334,-0.0247342902506028,0.0270207139592735,0.214327045904521,0.0438729238072015,-0.0296477737145814,0.157068908979688,0.0022862114264362,0.0083826368958502,-0.0701042037039143,-0.402927811079511,0.212896295322446,-0.0014813802451422,0.132563907283543,-0.256288005983335,0.117363423412238,-0.0576104484662475,0.291069776599483,-0.223138109180298,-0.162757763780278,0.20739588868886,-0.374508851698859,0.324939078012936,0.373689129893493,-0.248155469447737,0.110201423243146
healthy,0.0403375006963691,-0.0293184852464763,0.189133572878335,0.127611399275228,0.0575038310605979,0.0490586160632579,0.0403956255366547,-0.0262222254057593,-0.0218295055814003,0.0642200639154193,-0.182750528337993,0.0117984511364407,0.298089268625132,0.0047489141838469,-0.0417544924827887,-0.0539585525737272,0.0352330028529838,-0.0306156366528212,0.0151275827363722,0.121958152571384,-0.0655288346926044,-0.0063824523367177,0.0645521107432579,0.109640053899993,-0.116481985573574,-0.0502936835352377,-0.0130618702972966,0.0050544945122211,0.07539866752997,0.119229581053813,0.0014066800215361,0.135538640832388,-0.0120293817246498,0.210509703179967,0.0164805584399824,0.0347665645238454,0.127046962528709,-0.0474716738935307,0.0799870233216719,-0.0619975401948431,0.0720959104756131,0.0790535458686416
