group,CD11b,CD33,CD11c,CD45RA,CD123,CD44,CD14,CD16,IgM,CD32,CD107a,HLA-DR,CD64,CD35,CD58,CD39,CX3CR1,CD11a,IgA,CD235ab,CD54,IgG-Fc,CD18,CD38,CD45,CD71,CD36,CD49d,CD305,CD99,CD371,IgKappaLight,IgLambdaLight,CD82,CD101,CD360,CD88
healthy,0.411636566429671,0.42006213016186,0.355767474387061,-0.33884809241057,-0.262544100626512,0.168299962604373,0.335088579153419,-0.19722253756856,0.0432083797872205,0.308036947732402,0.0955527081418655,0.0071982223937069,0.609210851721364,0.402062351150276,0.224625342556118,0.248839899103384,-0.057947255733713,0.0664960166234409,-0.0986411466416247,-0.0833290965633445,0.15740210531734,-0.0347097715021271,0.194568678123889,0.396407946493803,0.147915231697027,-0.147715845085723,0.386644542351137,-0.0180858964094484,0.30151654075385,0.194661973989485,0.389294848374132,-0.0841945332459943,-0.20891829270344,0.204029685190784,0.274036182173448,-0.0142622098373198,0.194630418848786
healthy,0.439753666639656,0.394538530102909,0.411230856494611,-0.182888319157471,-0.0017308624867856,0.436469944531711,0.51337806456331,0.0206803322742797,-0.394835266959709,0.463252572725063,-0.0723273169413935,0.309348643589691,0.292902293775042,0.319504092050887,0.571011720055368,0.0291082272907294,-0.0695763169530601,0.463952792250906,-0.136703778029926,-0.179343982284633,-0.289474996171852,-0.174510188499114,0.259825601167305,0.375867624483768,0.34143772229053,-0.147974616079477,0.501499068146828,0.154388544065081,0.351167344020422,-0.0099394738504371,0.443481079329066,0.0478832281101848,-0.309943898928934,0.0899203055133028,0.140321023199296,-0.153647331519277,0.571998555211917
healthy,-0.0043105823878774,-0.197560217133546,-0.0946367645221334,-0.186365293718672,-0.137413830204839,-0.168304184617318,-0.24089991963461,0.113689806038234,0.330370760209536,0.0368308245931389,-0.0246376660245995,-0.304138402025508,-0.145540267648974,0.0345095337884627,-0.116475593810507,-0.389198704419528,0.143351037111593,-0.243763105831591,0.349560498012901,-0.12662991694845,-0.36179072002385,0.280752209589004,-0.263511139290372,-0.421427781479825,-0.228527274475642,0.0482632184554946,-0.194747782018893,-0.341621712333379,-0.358371660603348,-0.166311045911448,-0.157152416942214,0.256078845648591,0.355313610197559,-0.147241336609773,-0.228936120970546,0.111180598049227,0.0430387761936043
healthy,0.239798368170613,0.299921983556325,0.198871887188719,0.154072765487745,0.116635638062308,0.11574888477557,0.260760571377547,0.141477766569509,-0.169988065402386,0.317837158369902,0.0565605627455669,0.184795033889322,0.210428397780967,0.107844078544563,0.241404140414041,0.0111579279450479,0.0150303010317182,0.252397996994826,-0.0437635901273329,0.0,0.189594335434994,-0.260636877561066,0.189798673913029,0.408863819337288,0.0378518987457412,0.0425739126369481,0.138566272326673,0.191919437118241,0.244392439243924,-0.172635803070588,0.237263726372637,0.0380520349418575,-0.185499555641989,0.361237909049758,0.189792283503666,0.232288744394214,0.165280039533261
healthy,0.452945235169428,0.204804092006865,0.135099601388605,-0.309878229468244,-0.210630728732617,-0.0018544346328034,0.29359535247867,-0.523798552954322,-0.007683921735282,0.0031413548473195,0.0778750641353761,0.0494580016299039,0.368150114097889,0.386498855277709,0.130472112573089,0.270635245194687,-0.104294342610031,0.033401942159941,-0.102491528552424,-0.135860643783266,0.0455300695550543,-0.0231456987524195,0.106926355171291,0.288999079088189,0.0257158109476761,-0.0052915429300948,0.13660078397266,-0.0637013489928729,0.186975870957873,0.228017051232373,0.188848533852402,0.0149324922679407,-0.137841226938364,0.0085989139479048,0.0292625436268201,-0.203914317007689,-0.132450538949294
healthy,-0.298792708908704,-0.222772824114259,-0.225873905152687,-0.0569231193634567,0.0160772368665378,-0.124483490115553,-0.113874097964533,0.0109791234223547,0.243245804862245,-0.35420464141118,-0.448973423423947,-0.328861392833863,-0.195911607701805,-0.31978221415608,-0.314457915266734,-0.551126018371015,0.050735020319858,-0.241198634913083,0.242226018831269,-0.0387900422786279,-0.190202376117126,0.251693690742263,-0.248137568988173,-0.163145477305535,-0.230214436532536,-0.0345102298309911,-0.0926933099767249,0.202822875139578,-0.070757285232892,-0.0175224319624507,-0.171285409926616,-0.0137894749942497,0.185997262002108,-0.232122668058537,-0.159704878609127,-0.206318718606951,-0.181433578299734
healthy,-0.417294855626202,-0.338580316636427,0.182438044260782,0.707806233280643,0.611449016401004,0.217904505580225,-0.33710195651873,0.679957806403474,0.304452948406626,0.30510752306602,0.0493254894124904,0.14867149955527,-0.342646508260739,-0.411276657916168,-0.0794239232110795,-0.278393293112279,0.550804286287071,0.231464465824052,0.262083532551455,0.0486835744757592,0.250558934069411,0.369048578429843,0.0337073058452621,-0.164054676939417,0.352372955422504,-0.0015501625163881,-0.413644365649152,0.402437981151848,-0.0014029634161713,-0.307679921295419,-0.0202364364657711,0.388329516132073,0.379981691856909,0.0271606542419552,0.191535133657308,0.379153746340532,0.565875358074178
healthy,0.444677708260862,0.399057208297403,0.294049765596827,-0.344027836609464,-0.0878901023691276,0.102878356353533,0.299225538905205,-0.130912703960037,0.0052810682288976,0.0994332603944095,0.672251127792614,-0.0019603695588287,0.377597869946431,0.470780022358679,0.44822977011665,0.386601167535825,-0.12071113656604,0.228923806415261,0.0750382217978126,0.0691870327767072,0.0066991575751286,0.0421975587914809,0.2793302443252,0.386577276081214,0.212296283284668,0.219357058038127,0.2812113144035,-0.161137973249645,0.240258222664117,0.0521824189053307,0.332549215419753,0.11061237220714,0.10637494618792,0.1757442841266,-0.0177827711268305,-0.23533640542194,0.12391474980821
healthy,0.170339865671776,0.134748167524753,0.0273450381221708,-0.0441215669089124,-0.294178263698413,-0.178375806399872,0.142993779706247,-0.0935197259937344,0.0704578903141684,0.0326723125737921,0.447574427068236,-0.26817196380326,0.166247735298205,0.284710702636185,0.129249350923161,0.0251957888967498,0.0446020124402491,-0.0768189976052375,0.0754317100768145,-0.0433141692476229,-0.220373182448288,0.0552466055104245,-0.0390380548444882,0.0935791414749136,-0.117707547583294,0.185847952031772,0.102711669778146,-0.348354071429472,-0.0525341097753341,-0.058757737530028,0.114660297982473,0.083440367933898,0.0998701824389656,0.182626407286363,-0.0719284992016156,0.0669923261157191,-0.0854742998439007
healthy,0.0809424107532066,0.0007002657507124,0.0607167761991695,0.0970923059455816,0.0094273763657187,-0.115722581258573,0.0167666472409426,-0.0243524954235467,0.171025978662423,-0.0080088265882199,-0.0303404200846918,-0.29567825032514,0.0400790714091851,0.139379254231766,-0.109396427458624,-0.0664619549377501,-0.131656825582144,-0.03418418658161,0.193902736336934,0.0333543805000165,0.0169447451244976,0.1924028038987,-0.0303348004225092,0.0475898738953246,-0.0722295046458887,-0.158909607243877,0.0165284902530501,0.0114339246480773,0.0150304992507897,-0.116440564419574,0.0597387282332483,0.12895873233488,0.212966949498668,0.251429278324557,0.110732035767223,0.0865265804507224,0.0533259111011793
