group,CD275,CD11b,CD33,CD11c,CD49f,CD14,CD45RO,IgM,CD69,CD107a,CD95,CD64,CD35,CD58,CD39,IgA,CD235ab,CD62,CD41,CD83,CD226,CD18,CD38,CD71,CD193,CD36,CD319,IgKappaLight,IgLambdaLight,CD328,TCR-Vb13-1,CD224,CD258
healthy,-0.0256097334854439,-0.543457601192362,-0.61779646563866,-0.49899521389587,-0.434161848883576,-0.532517283518566,-0.131957184771899,0.119159441835345,-0.38938002476892,-0.16287694633336,-0.25936183333921,-0.517617985803756,-0.532195118315048,-0.510910378455648,-0.521315427419262,0.241115501018069,0.171718398517365,-0.406192276299798,-0.559428260994885,0.144817539871422,-0.0892574489030125,-0.256592513088543,-0.566443823029092,0.167077385509408,0.119863908114655,-0.649554781010383,0.0900974470316837,0.0927901976917314,0.370480243537219,-0.425190847858146,-0.191460658200641,-0.463378811284837,0.122299249766864
healthy,-0.0940648757150067,0.321286767684953,0.25241066364152,0.293088080382465,-0.315333167893349,0.0078868660536333,0.0511894333033672,-0.407243466324277,0.206825415453792,-0.0031200019072758,0.160745713278693,0.461685081426373,0.213353861113362,0.354815204242241,0.187902551030379,-0.298904467241407,-0.40795097380855,-0.337233421323776,-0.162111804179262,0.212596682259114,-0.148173445210898,0.538495696485206,0.185418290575434,-0.0585823260138692,-0.0246763787211813,0.273154525565189,0.0376795449046408,-0.264772248215398,-0.163488083894261,0.420342402450269,0.103304636098251,0.291304915264108,-0.0569911832237857
healthy,0.0049546665638447,-0.399624448498067,-0.351839678162379,-0.300734432308475,-0.173567073343228,-0.370921509315116,0.0778840541337581,0.0232034321305656,-0.101577292686342,0.348302763654107,-0.108817815933863,-0.250457252073913,-0.263684094140921,-0.140469463378,-0.100136291414632,0.0548662282861304,0.0035286284890939,-0.10341855432834,-0.282101045203369,0.225525988613874,-0.0452238391120995,0.0136205399444941,-0.303787357351449,0.237741039058547,-0.0242656596153705,-0.410154866660234,0.16769527030931,0.0521004422611112,0.0542602562759891,0.137258157429287,0.0055634817071261,-0.257353068930039,0.129555591474174
healthy,0.0785430404084219,-0.027772443640981,-0.134605927453107,0.0458205820582058,-0.111502860822227,-0.0049065101631212,0.213923277790944,0.215445468627062,-0.0315498604472145,-0.358680574656607,0.0164092316303185,-0.121256498453216,0.0579544909071548,-0.0651905190519052,-0.0615276596905253,0.125457433818219,0.0,-0.080127235744855,-0.202465459688436,0.213853816958021,0.0132720292358622,0.150523568131602,-0.0062412794967089,-0.228223118185441,0.187723282952711,-0.184513004840329,0.287277231515579,0.203443660390353,0.231541241597312,-0.0165813992782758,0.196353568229407,-0.0910943866261875,0.0851673260955945
healthy,-0.13090188312549,0.601087771638719,0.313320017925137,0.305576957065777,0.405980814019034,0.38437410484405,0.0918254625454056,-0.03260237402173,0.166733030756062,-0.045918060469572,0.112659143149288,0.483711819839212,0.505636061228236,0.261365234430307,0.347684464739993,-0.0328365201621653,-0.0921253725108312,0.273649189424029,0.379054621066231,-0.149461657110789,0.16052950904678,0.244909244614252,0.386062462778964,-0.0270755595876979,-0.0932193676947031,0.509035344385132,-0.10666748016627,0.0074854637659798,0.048373221504761,0.405925684165508,0.0311617995930189,0.415391081617828,-0.0473831658273056
healthy,-0.0307243925111928,-0.274662668665667,-0.141560798548094,-0.139990531050264,0.445432128077836,-0.160828907995247,-0.373794262527291,-0.216033619719889,0.248250443783397,-0.243420317760288,0.0006666845082537,-0.153449096645657,-0.228675136116152,-0.198692011482075,-0.286468300632197,-0.216749259039872,-0.0750931871475587,0.553875052361198,0.319804295622161,0.0,0.18814147880519,-0.125366963106132,0.0137519830787972,-0.207834389394515,0.11924345540145,0.0175531001994743,-0.145975774925963,-0.301224617432981,-0.208697969499935,-0.148427091156267,0.0705337193972233,0.0033317942912613,-0.0212883844738356
healthy,0.0249484959949998,0.548410728764063,0.585051680499572,0.14359129752177,0.369526817285703,0.573383295368829,0.232157031051498,-0.147991613394719,0.340269499769264,0.225797692378292,0.120831578586167,0.564476460083612,0.480118419847549,0.403847587584864,0.393407098407184,-0.102709253190126,-0.0937373344405201,0.326394226328113,0.334547006024603,-0.0095121929702459,0.058738979301218,0.362808046266028,0.444202048696154,-0.0363461694287304,0.0496945047502135,0.512084553534135,-0.0812495072957785,-0.0855086647241722,-0.152735662656391,0.631527718169383,0.0936354008899142,0.620996821646632,0.0359048110950795
healthy,0.114427321101824,-0.729314722783898,-0.626690177897184,-0.548009653527144,0.16136454871233,-0.656228216403847,-0.677289379734516,0.0878846944010875,0.073175394952055,-0.661860800968749,-0.614062524493907,-0.622452065923425,-0.713100421741474,-0.601293141632145,-0.639551428657324,0.0393455348126644,0.0519483155043092,0.30948248670428,0.139335477830893,0.0680504762774802,0.313977150759528,-0.591372475771634,-0.611679617041078,-0.279966307472909,-0.0584599934468314,-0.496912533896413,0.146683263258536,-0.0937236122247933,0.0104363455815005,-0.62616139727991,0.052153165894654,-0.4815690180293,-0.0235587569735764
healthy,-0.232957675568971,-0.433245008568823,-0.440657929875687,-0.163934327940603,0.0899029560766919,-0.417102558057356,-0.208397325746988,0.254266940555182,-0.128497564928218,-0.440763185210141,-0.525613310510551,-0.594156592978115,-0.500316778480049,-0.43955112945841,-0.309105460617987,0.169899774463628,0.0594490936196533,0.239004021728144,-0.0048733190659715,-0.193376892453321,0.142301953169678,-0.253882769960526,-0.532893139537657,-0.25674593053641,-0.117467995611074,-0.355783846441412,0.027385856023068,0.133101292182221,0.154815019327105,-0.274539665382064,-0.0841747606134017,-0.474136753703971,-0.174850632442337
healthy,0.287491702776253,-0.15577313966889,-0.152704813370847,-0.0370517951944553,0.225075556600284,-0.100906319608367,0.0617073967982937,-0.486237872718337,0.100367838331543,-0.0419532051029097,0.0300462306253383,-0.138306612159282,-0.0994142967434059,-0.0679606462080497,-0.0579867631062698,-0.378686344010359,0.160701475068692,0.289826544922863,0.107058598478951,0.253390889701602,0.0825139483017792,-0.048572685079667,-0.131400358203355,0.0395315789003846,0.141737339083304,-0.0823552540941868,0.160660361632385,-0.389480234319166,-0.348255633983683,-0.0297677392931845,0.197155955998336,-0.0391944546752561,0.231424183983951
