group,CD86,CD11b,CD33,CD11c,CD45RA,CD49f,CD14,CD16,CD45RO,CD32,CD69,CD107a,CD64,CD1d,CD35,CD58,CD11a,CD54,CD62,CD41,CD38,CD36,CD49d,CD305,CD371,IgLambdaLight,CD328,CD82,CD101,CD88
healthy,-0.204797772526883,-0.0461419361098551,0.0062488581346392,-0.221272242465651,-0.228418733332865,-0.0487543273960192,-0.0465507230358341,-0.514326565269637,-0.247401149380932,-0.250667374346191,0.117280196721584,-0.108938038963403,0.0775478754078975,0.149265124254559,-0.0533657695074416,-0.019510231326572,-0.32348227228697,-0.202041829766945,0.125055578072544,-0.0789423371930706,0.157818388804951,-0.011800772716438,-0.0618354745144504,-0.133747489899296,-0.188235294117647,-0.308532873815467,0.135409101566325,-0.0530731424094406,-0.0273341864602933,-0.497736467830535
healthy,0.057003703112284,0.0290900251195203,0.159549469248845,0.165221618993599,-0.0015368766315753,-0.260463164457557,0.41897959561209,0.0397698697582302,0.270498477506626,0.262458471760797,-0.276973806211203,0.0165454646597959,0.093850468182343,0.216633377200925,0.0120735758852605,-0.0396400810770975,0.216446425890171,0.104471566832204,-0.113638859343254,-0.237693695872645,0.140625775740581,0.0303865164897496,0.492283130649713,0.180204294957848,0.0201766469491937,-0.140163639277628,0.312742596648955,-0.117588091825088,0.0635538314201318,0.33322590828262
healthy,0.215448383879286,0.24961224479501,0.265053790955411,0.214293235605949,-0.151024114380598,0.257999017854221,0.166119145534416,-0.161802013810936,0.268903345051854,0.0796792683981036,0.463485009193657,0.388741134771748,0.136089810004068,0.172654793344706,0.303492188641101,0.362097568094901,0.271705838258103,0.301677288933134,0.259087917455565,0.222831521521284,0.158242680090679,0.203152433524024,0.265883086207007,0.225777910360593,0.190603841914659,-0.343458659473186,0.378135948284308,0.182539771746488,0.21743219906252,0.225600880058758
healthy,0.335234851556875,0.410885742458506,0.344990718096012,0.132985298529853,-0.01059620471744,0.0995333896588805,0.193452391517279,-0.276616329209606,-0.0128973253696491,-0.0148590461863955,0.171605371289568,0.422280967923543,0.354286953904684,-0.142162243807118,0.311614900891339,0.193483348334833,0.386691829260154,0.40326452304968,0.0711109497902242,0.158360860678452,0.484131249575484,0.209175545082085,0.262294298574507,0.223798379837984,0.248988898889889,-0.0895470509085699,0.237552699613198,0.0536189965622353,0.115059470276425,0.104616130202138
healthy,-0.26667509710523,0.139749917391759,-0.0241393152577125,-0.0488059673320745,-0.252376771657164,-0.276369381640174,0.052979532601206,-0.244978417758712,0.0828593714403839,-0.114808099757463,-0.142356637273753,-0.169537259749818,-0.0027049976727533,-0.0003419346160991,0.184674956221545,0.0280628342026469,-0.204578222532465,-0.208689443918574,-0.255907809454308,-0.156948730579974,-0.0068522806061322,-0.0599738619395972,-0.289683881641313,-0.0955935211578346,-0.0192315414027471,0.0171801888776748,9.01885948845878e-06,-0.0314086646307681,-0.172350509879637,-0.192091840841629
healthy,0.158370318483395,0.0238775349167522,0.0376548567821353,0.0114732107630395,0.0668179097306687,-0.258104989101534,0.03398460947919,-0.252341936251295,-0.0264378171540043,-0.0008679939082879,-0.175216478277869,-0.153901862497073,-0.0201104978013133,0.235966313379677,-0.0240748047029117,0.283713268971913,0.0403582490066892,-0.278971115220863,-0.260391975340258,-0.223131480058837,0.117619902332771,0.0518149842480773,-0.0528115670720201,0.0322578099734652,-0.0085615087193245,-0.232916362989793,0.144448405168459,-0.0614097713629859,0.0547197727513708,0.221565948775507
healthy,-0.182619835499024,0.495601561746444,0.558959822306376,-0.0177706102228495,-0.609218233770014,0.538691704191237,0.496999266613197,-0.649050949177989,-0.0236460044068391,-0.204729826749555,0.465642925202467,-0.019071569310497,0.50504297383947,0.407670522679189,0.466162628933386,0.347299915342223,-0.0074860480808971,-0.0858030703600494,0.489965166280891,0.498067557983429,0.352295888367691,0.540190531018846,-0.164303319916291,0.2567953891622,0.176561774393029,-0.319113575856861,0.397493898629458,0.0799722032851659,0.0859852306927056,-0.466080329667466
healthy,-0.391303065966148,-0.234760013999099,-0.134349666980803,-0.419141538831405,-0.30367985368799,0.0232721494315634,-0.19378353298508,-0.416544001902972,-0.251025223012237,-0.519398973142425,0.0611916724114747,-0.165157863645543,-0.0445647601173737,0.122435381750884,-0.17760194698145,-0.13348363282871,-0.41105107959654,-0.391216375709136,-0.0072442493755919,-0.11041453322186,0.0593744126705819,-0.107506389195384,-0.203588426307214,-0.226645266777001,-0.185672279397487,0.114203989242769,-0.142454246879123,-0.119933688589801,-0.0841553854444242,-0.751440852887079
healthy,-0.0362724204814687,0.530362266732967,0.543666259547112,0.198632997911525,-0.196957889239577,0.121056742558594,0.496690791532003,-0.463890921255936,0.124753987669889,-0.0139309000976032,0.293383780434943,0.32573866116705,0.703905836221331,0.541112097840227,0.586291596146344,0.507485265486314,0.209958669613118,-0.0298889011158629,-0.0024724380191845,0.197294947859968,0.678755773507876,0.500044470738059,-0.0441271074922314,0.285579026138322,0.47404394791802,-0.0936875957148008,0.312770187410653,0.103037415560674,0.450154689286554,-0.257818549829953
healthy,-0.195192583640922,-0.0384933361584409,-0.0292221776766979,-0.0565094080274759,-0.030935394857061,0.0247384408731148,0.0396087244904344,-0.179164605635199,-0.167539486182403,-0.0959051855711561,0.1511149633368,-0.274955569851747,-0.0024082728895174,0.193151070857978,-0.0161764318396801,-0.0433729158358354,0.0322430361684151,-0.0814580111075849,0.0865584652608861,0.0478566600762346,0.132931344575659,0.0095595629796896,0.117205816990048,-0.028793436655822,0.0053177268566343,0.252017373032979,-0.0497718720625252,-0.0841687737280213,0.235040817720287,-0.241262736494504
