group,CD86,CD275,CD11b,CD137L,CD47,CD33,CD11c,CD45RA,CD49f,CD44,CD14,CD16,CD195,CD32,CD69,CD107a,HLA-DR,CD64,CD35,CD58,CX3CR1,CD11a,CD244,CD62,CD41,CD83,CD29,CD49b,CD18,CD38,CD45,CD193,CD36,CD49d,CD305,CD319,CD99,CD328,TCR-Vb13-1,CD88,CD258
healthy,-0.145984685533913,-0.164499670379504,0.0133742090786297,-0.0777997045001558,-0.123145487911736,0.0313904627933047,-0.118016734340167,-0.194265821317144,0.265145432229461,-0.167008452099975,0.188348439871737,-0.567358788307695,0.0171528738865368,-0.246645288257929,0.267214001417726,0.0183772198737938,0.0775503145418703,0.0033047036493438,-0.0144429454987594,-0.0466404963976732,-0.32472234569521,-0.206071813892446,-0.141171649531721,0.271761502412413,0.138341409006789,-0.0128223863427821,-0.201098836238017,0.194135089846779,-0.262582928055412,0.0296998688219477,-0.238734598735533,-0.279124621397885,0.0780863534166779,-0.174009094143743,-0.0947560768603481,-0.0977512867890682,-0.0061299085511281,0.160367318492756,-0.012326408598035,-0.354626941957701,-0.191893503126945
healthy,0.127049853496659,-0.0073465676285839,0.256462199173487,0.0884427490692773,-0.0562740557124468,0.189854955027956,0.213515922534641,-0.296178082285028,-0.4388471262447,0.312929009977964,0.361007064723012,-0.0251345576872015,-0.0992401913993032,0.34348918240013,-0.341130875338089,0.199018303479259,0.452774662119329,0.301950104029256,0.118061745401507,-0.0409370980448553,0.107029406824273,0.352364076617757,-0.0738427327893414,-0.562175479660146,-0.375395468507157,-0.0322116185241082,-0.403038982485093,-0.262217034316506,0.170334648426164,0.0702723149401864,0.308209745518843,0.322872924646874,0.125354509359047,0.256875558399174,0.142185485090448,0.2704139777432,-0.0629500010527686,0.301949910960678,0.264076004189955,0.362463375253555,0.250548376039838
healthy,0.152710546238095,-0.0634780222120819,0.468959870961708,-0.0948705048906629,0.252146042850694,0.542089994060231,0.438208981075024,0.0646214317848369,0.336171911688015,0.381133298325007,0.457108899492456,-0.12424318585961,0.0944864904591733,0.348501727163455,0.412254794555001,0.115786691132146,0.205542608235317,0.541276169081009,0.483424775781915,0.412828141273676,-0.255544259880684,0.499518317457143,0.465314324876223,0.256674005224073,0.307330746138444,-0.0691034043616717,0.137070970069687,0.151522616191726,0.529990832153609,0.555156764116182,0.36220372436149,-0.0150255628150065,0.45345752078503,0.384359569382678,0.510783525478106,-0.122049747076281,0.27936079386468,0.27540512808892,-0.138948302485955,0.261693663771679,-0.0264716286713133
healthy,0.457703954769377,-0.0466415579743081,0.0123379740980676,0.0440081392027386,-0.0383054847473351,0.0996218325014165,0.0731473147314732,-0.0050677500822539,-0.172443264181225,-0.109367086823473,0.0668091108118137,-0.0459050200039365,-0.0738242072596829,0.0552593284670152,-0.23551046475778,-0.0176963437332687,0.0881910836820162,0.0278354602962787,-0.0185300753697757,0.0920492049204921,0.363837608393765,-0.0623284198275227,-0.0432896276710801,-0.385212626303904,-0.106495005618223,-0.0559609874227407,-0.205050294625349,-0.200283867143534,0.0439197095820121,-0.0194019775123654,-0.0152835742082122,-0.161788692568859,0.0975880515697509,-0.0221579386403323,0.0564296429642964,-0.0378894058529877,-0.126785990387515,-0.0675858554730154,0.0310223768054182,0.173263712540425,-0.200026921602785
healthy,-0.375415481040293,0.333201415202574,-0.202662621952325,0.302075246979181,-0.385033902274603,-0.229382381772502,-0.311949249536434,-0.110651045111048,-0.482512706180221,-0.214660112517877,-0.326647271834771,-0.155643863910033,0.12992426643331,-0.260286162338183,-0.35928371668423,0.0622670409915717,-0.245611346964031,-0.361795340736278,-0.241048253232947,-0.315160943274858,0.0079275488140292,-0.409955409683757,-0.501790332110153,-0.483058176303563,-0.490428640728115,0.347518863777165,-0.606209630873764,-0.479663879343147,-0.386209541286073,-0.111491855192882,-0.380529125371404,0.255256374519599,-0.470982877076987,-0.426924471720469,-0.37746528566886,0.22568633758162,-0.229841266625746,-0.219034102811977,0.264001564770872,-0.327532755397116,0.299115272396059
healthy,-0.303843669742581,0.0758663802137221,-0.180336147715616,0.182147380171403,-0.241982617365364,-0.204481969541545,-0.215394934111891,-0.108668006693631,-0.353577558215217,-0.390883476565462,-0.246473281570097,0.152055776472102,-0.115605615522276,-0.193972965941223,-0.220553375196809,0.0490078556554926,-0.366449385108477,-0.410883989418591,-0.145095873116074,-0.108513765708442,-0.101743477789897,-0.259939634305182,-0.126292491800049,-0.364444491773285,-0.257091845903232,0.0,-0.287530415929912,-0.399439901122485,-0.285536161343704,-0.328129813754462,-0.257489495226762,-0.0862072760750944,-0.106277334248874,-0.332815674608235,-0.439962439550031,0.188489607680719,-0.130347864915244,-0.307937664707141,-0.149531485122114,-0.0361374006856851,-0.0245254375691415
healthy,-0.328842083134378,-0.11872766082654,0.296833365203117,-0.205230087303291,0.139602206023318,0.265158269743177,-0.248522539158305,-0.628340967032009,0.47599500616463,-0.3165891467938,0.222592566831273,-0.617645728721954,-0.0718823952546327,-0.358389507165347,0.290859273970764,-0.135278138522128,-0.180108738027382,0.246878915421332,0.270181167100479,-0.0037708286175329,-0.642762859368067,-0.285203218982909,-0.195554789457439,0.438122956955722,0.437516406270132,-0.118721496774345,0.229444463968465,0.43835088073965,-0.123798896104132,0.116616568621335,-0.347734341553929,-0.163195431516801,0.365442899478649,-0.311791172165989,-0.0288827822219595,-0.301836220887182,0.269404134263315,0.12614131442425,-0.131625869736225,-0.581085825582517,-0.0905900111799654
healthy,0.0978632214073795,-0.166461170485992,0.323506893852954,-0.200314255716713,0.223649962094954,0.350980009598206,0.136994091375628,-0.299996632067884,0.301138079290245,0.108793844505202,0.392852163925236,-0.325320665657354,0.0914402833396565,0.155478436830309,0.4136692359772,-0.0035866242666772,0.0536604931598275,0.43125257241962,0.325615436041302,0.356019543990056,-0.298185698428648,0.132732422288629,0.152733209458914,0.306919001202252,0.289774718467808,-0.226722095336411,0.268035356464912,0.273142670359563,0.254675815950451,0.430952392350795,0.13970031392751,-0.115622597536333,0.367677944838492,0.157997279605617,0.320230870997556,-0.310359148437101,0.25236824544582,0.282246341992256,-0.19005192946673,-0.129493460715488,-0.192681578348928
healthy,-0.04630752824364,-0.116915522074798,0.533720514915195,-0.156887560166559,-0.0997906980069081,0.452481301770047,0.184391394282174,-0.281670712801214,0.302460284787972,0.198537514487145,0.50683099467768,-0.429865824385139,0.0287088040824249,0.0812031277334076,0.31507766758799,-0.127350970011723,-0.210105963155576,0.57837985178484,0.53153792369244,0.361731085557315,-0.394686632125529,0.161406433009772,0.17982141767406,0.179065794379246,0.293985596749615,-0.0888785967796638,0.249650888939187,0.288769033558097,0.299839403861625,0.531139009341338,0.0648782073081291,-0.0871317828670671,0.455560497352857,0.0164836469022104,0.279965075200221,-0.224499044159577,0.104265701156379,0.244775212304721,-0.149499397195651,-0.0548913978014901,-0.110191456126676
healthy,0.307882301179892,-0.252363593819916,-0.167638889346728,-0.24750664790389,0.277294841362408,0.023883750070848,0.0844081265030099,0.338615544285647,0.247454207429733,0.18787142180985,0.0177525722861896,0.354708591073409,-0.0016989192905907,0.177354629627607,-0.0777582166250048,-0.184867640078271,0.456087228194054,0.117855405875285,-0.206754195393411,0.072667647014308,-0.0607438288988678,0.173647926690937,0.1842064452198,0.321420831074121,0.181797232666407,-0.117999024211071,0.358990841044725,0.239358407099216,0.0982202599797075,0.082373531647653,0.122530753547064,-0.197594752487818,0.0364799018918382,0.591188617708852,0.124294330355073,-0.176674620889923,0.140105159497917,0.0687338469215868,-0.159799775316115,-0.0485605283664714,-0.235820393441518
