group,CD86,CD11b,CD33,CD11c,CD45RA,CD49f,CD16,CD32,CD69,CD107a,CD64,CD35,CD58,CD244,ITGB7,CD54,CD62,CD41,CD49b,CD38,CD45,CD71,CD36,CD49d,CD99,CD371,CD328,CD101,CD360,CD88,CD224
healthy,-0.137353834193226,0.0687921014167547,0.134441807469811,-0.0612737038663963,-0.232911266313716,-0.0900161525844656,-0.438590817557989,-0.0413909222901157,0.0546601854187562,0.0887496027078168,0.210017672260856,0.0235109214068413,0.0984346388061389,-0.0715572734058479,0.172295049048452,-0.123137701438736,0.0528347899734701,-0.0243787124835213,0.0367167510897149,0.337962126810835,-0.165801123957128,-0.139642306993993,0.117403966699818,0.0993137820378481,0.269566466284977,-0.0773474607234198,0.210048667099845,-0.042170656651308,-0.0929132247560962,-0.297470951312504,0.100635780724965
healthy,0.526531804907545,0.0692812575966291,0.145450125597601,0.0728466088647597,-0.239094093112228,-0.491233302364469,0.0995837538746084,0.203792237257921,-0.149158944759977,-0.116385525692621,0.419407131693047,0.0020257677659833,0.426637518831828,0.113685350151503,0.179342680344844,-0.0373752526702898,-0.303815511698724,-0.409780363440627,0.0053811495737996,0.190855063209375,0.272712541065187,-0.118032538339055,0.127137184993112,0.529625911153468,-0.0488330671782347,0.0738189773924317,0.181595112982309,0.0175097290647302,0.055920172649997,0.144644246320094,0.111931277145899
healthy,0.058642329688039,0.01462448727942,0.245698495114859,0.129288821926552,0.0797967319428247,0.3868868286249,-0.017902025255151,-0.0244409131314624,0.213428822332427,0.010181054782814,0.430498934941001,0.103853364559085,0.0914581017396403,0.0660410644331349,0.13376539900656,0.269162844721811,0.424097202577817,0.224370734045174,0.169799535114448,0.344871968596939,0.0709027516868568,-0.152323320145636,0.205360868884388,0.292868956288631,0.123188503229706,0.20335773893875,0.108077807723982,0.333245436514611,-0.116956626449859,-0.186326847775858,0.0796890495181859
healthy,0.0446499436893592,-0.398079693467613,-0.246869576009475,-0.512379237923792,0.0865090324801822,-0.270018777473195,-0.0984426074994115,-0.29274001331679,-0.250434262602276,-0.33007370320809,-0.285160427019704,-0.514341606296942,-0.458385838583858,-0.434510486558808,-0.155767902333596,-0.0833413347636006,-0.105501467146111,-0.315712517783808,-0.167066231735572,-0.127208078357442,-0.527412323471691,0.039523929676346,-0.417078959134668,-0.0750081032304639,0.0462457096085608,-0.374677467746775,-0.356935173678613,0.100624496550065,-0.146022187185954,-0.410925052164194,-0.124159839149243
healthy,0.227592309215761,0.462712240921331,0.343938311407937,0.344407856918743,0.0239202420991963,0.160822774698898,-0.11296205888881,0.279010937977842,0.0855041784591557,-0.0456101416549208,0.444522206406957,0.410843585957474,0.301621172240726,0.273314342745553,0.0877612070948514,0.36456128746409,0.100275591007849,0.23336306866342,0.29245039408172,0.306338388339714,0.27365069162315,0.0915198667055243,0.441494049484335,0.312663733378321,0.364541574298613,0.386211549702771,0.458461234444203,0.304408748150037,-0.161910505975224,0.106085793113722,0.296874573809745
healthy,0.0529869559989116,-0.277953128698809,-0.053160261974276,-0.107543596622741,0.292988111743386,0.190033733835877,-0.143558815983968,-0.223760938702924,-0.0212645592441703,-0.387269990379536,0.211799532377646,-0.319269312712065,0.0027501307068134,0.043715414611362,0.15433126669091,0.0353780445192023,0.275164083276012,0.0460932954332784,0.123369127128543,0.289004731336593,-0.136264820211558,-0.12738860164832,-0.0775626875301113,0.534777881384485,0.335745301418279,-0.0754675293931981,-0.0286402237376309,0.238314493743478,-0.0408705996764068,-0.301663901723889,0.0766667973111225
healthy,-0.0910110341258905,0.477664934437392,0.584591097065422,0.0872537734736294,-0.507074560541698,0.492498102872015,-0.525138675121041,-0.110372453472255,0.337817910690075,0.0618156577613255,0.528586923457698,0.429768721536464,0.329905897435084,0.0309844504600576,-0.055968689175115,0.0473987264784696,0.447022604204076,0.448298699063318,0.402092535295343,0.41774231277929,-0.0409559136106303,-0.013848631036053,0.528984403173644,0.0544540691075349,0.527962255893532,0.249372638337582,0.465705559223311,0.139978080532615,-0.235103000164885,-0.444119157078498,0.487517790245818
healthy,0.0651211512718481,0.257039215236248,0.294420829446,0.128404856352927,-0.284184329731662,-0.129867161398741,-0.352211504972436,-0.0022825856794591,-0.1226830583501,0.458266198147516,0.373280378506014,0.285219456128777,0.291305194790417,0.120866896410352,-0.0058322210988799,0.125870919276037,-0.132186424752381,-0.136438803831089,-0.197775588696429,0.44815591628139,0.0718876708916432,0.146493450048054,0.232083713497154,0.0885631222721158,0.269320699528631,0.236526209696062,0.265961814465037,0.0696349312296345,-0.218688357249821,-0.0933812364342956,0.408349382193793
healthy,0.108372357654232,-0.330982902192192,-0.260872628199579,-0.0924864848660478,0.131801731132629,0.214248495676509,0.190128911870097,0.033594643883604,0.0149020960541684,-0.285937154107957,-0.354964677806073,-0.417353852490934,-0.196790229293554,0.061888447963469,0.148249409002204,0.122495725738123,0.333935360838171,0.134567584153168,0.235068927408875,-0.292691941858558,0.078871761680079,-0.148498102583707,-0.165242461588189,0.301375927586104,0.0097011281592607,-0.219038102185405,-0.0628974388737293,-0.115931992704577,0.0332142382246624,0.101421435602638,-0.301713847919409
healthy,0.135988984082806,0.309983916546702,0.366945113337774,0.273452561860961,-0.0058523191430072,0.380255884500054,-0.254478605197624,0.139631386060042,0.318938909165869,0.064794673749253,0.474738512169487,0.406486688395264,0.423204847898188,0.265214540847251,0.0066496730770237,0.240037352232883,0.392809992247692,0.318650385757665,0.341705088815044,0.364980098628892,0.183241941625167,0.129177390218618,0.376538935931453,0.114926091854401,0.193960361162612,0.3378807467902,0.300315171145433,0.294386277306814,-0.075444795044636,-0.134536594536457,0.363069312402514
