group,CD86,CD11b,CD33,CD11c,CD45RA,CD123,CD44,CD16,CD32,CD95,CD64,CD1d,CD35,CD58,CD39,IgA,CD235ab,CD54,CD41,CD18,CD45,CD71,CD36,CD305,CD371,IgLambdaLight,CD328,CD101,CD88,CD224
healthy,-0.242526922673317,-0.646554274459227,-0.662269333181677,-0.629142460867906,0.259069401895771,0.169907633055057,-0.0624768206502563,0.134873842915709,-0.651413406413035,-0.630374680425913,-0.471802776119671,-0.201426088395244,-0.662035370127946,-0.622560438103748,-0.672949640183933,0.102452729922913,-0.35270288742545,-0.0964055587575828,-0.254428771681889,-0.644329033836378,-0.535040556197852,-0.201539432363921,-0.639107895396296,-0.62594556133471,-0.634636463280965,0.31045350027144,-0.235437873643531,-0.466289063146179,-0.60709029500286,-0.493089263751919
healthy,-0.605516135939926,-0.390973178834778,-0.396159144315696,-0.363584798638684,-0.0865041989772431,-0.0896054195082095,-0.258691526515343,0.0028634306225925,-0.332793128595738,-0.360844448928092,-0.428125930665289,-0.295393686304991,-0.289846851956892,-0.346708848193755,-0.106675961467701,0.221117280585812,0.0938660040910664,0.0872089228973428,0.152380230141488,-0.549590290443998,-0.563822035123479,0.154483763414351,-0.51089863058099,-0.461494849840319,-0.361964184425897,0.0889583469099495,-0.172764733782809,-0.160667976880996,-0.256071481553766,-0.120439117689055
healthy,0.258674748875412,0.225614701200032,0.328949492009681,0.20852838975013,0.0235213869173139,0.0531129936788021,0.290343537816582,-0.153077556956263,0.21169645477411,0.26383724771764,0.431440760788065,0.187328065312104,0.187142330040896,0.336131545518978,0.178237486944517,-0.403125332037387,-0.22949541813179,0.562503248896726,0.44018328899332,0.38354552318071,0.353307256578421,-0.190179804737133,0.401651800032092,0.467858072534624,0.252684616595812,-0.370164413407619,0.303945908485615,0.343937919315274,0.253236977874597,0.374270914240228
healthy,0.0516512662205308,-0.192030725261752,-0.0062668831725403,-0.291605160516052,0.0759786426988754,-0.0094720710128119,-0.0528794697667646,-0.251833485678722,-0.155641907449179,-0.342177559798818,-0.133391750872163,0.138294537119112,-0.274218712515548,-0.231383138313831,-0.331118564251996,-0.116178358912114,0.0,-0.045451272285391,0.300238062996322,-0.262936181821974,-0.360187099272846,-0.255413864336634,-0.0246205359153101,-0.151599159915992,-0.205724572457246,-0.154427136777347,-0.209827015695126,0.224606750086628,-0.190779771062908,0.0176517996866374
healthy,0.257873714614005,0.637184481926024,0.544009330305784,0.342604067106928,-0.245933140549047,-0.233504597636032,0.203749773508221,-0.392368879615173,0.267821810387985,0.194714141653416,0.643572963304863,0.211836249130172,0.574667025688317,0.394677578250745,0.487786164318251,0.0297432316645989,-0.144529790745989,0.40492394755023,0.386706150690523,0.49474009192473,0.259244217603934,-0.112769384077259,0.641052469622443,0.531882684056602,0.448209745223166,-0.0521747952138635,0.543159425175586,0.189468328938164,0.0287078875317104,0.460692747532961
healthy,-0.394558416462836,-0.380975301822773,-0.356892606328415,-0.371750966621952,-0.302271496400644,-0.140500652687989,-0.184608115023607,0.121702227689465,-0.280062179935965,-0.435305300288038,-0.374680357780198,-0.117723069375536,-0.357823719719088,-0.263156337863594,-0.416328558576513,-0.0908861936378498,0.374243326955373,-0.0572584415310784,0.186160569409135,-0.382808803119242,-0.406304866820691,0.312811545333823,-0.234834362097755,-0.31093119965617,-0.330008679870591,-0.03918536066659,-0.164720757582527,-0.559953443521004,-0.23949168797278,-0.321778692262201
healthy,-0.301856723762683,0.417722947154013,0.383202160768103,-0.184837367455595,-0.70855558992603,-0.633646922793443,-0.184511651899562,-0.695802144464715,-0.309412431287926,-0.168384189012942,0.394365156619575,0.172270431521368,0.401430847222842,0.117478999364715,0.287659769240326,-0.335446469100535,0.018327768802064,-0.184601348680791,0.47100426155285,0.0311719914711613,-0.294355908402954,0.0664642990636272,0.457490994368849,0.0665960171316416,0.0346342074011544,-0.403086507888304,0.356200162082695,-0.0685510924767996,-0.517713538263623,0.347297315416051
healthy,-0.30621844455023,-0.0272287990047843,-0.0708175638876683,-0.213687850795676,-0.356826736924369,-0.11757679791994,-0.37707098806896,-0.413312462821687,-0.194815012117743,-0.187037258172685,-0.0456050637949211,-0.0870139592118807,-0.0522918363818327,-0.166238440679307,-0.132616810332307,0.416824072595451,0.0546396110617417,-0.189096762055772,-0.0062087445585074,-0.253453404582209,-0.309473723147376,-0.178309670092732,-0.0412851979684097,-0.167595996096983,-0.13387241439892,0.380702559813064,-0.0486335089031889,-0.184352345092387,-0.330551612266301,-0.0390382909368427
healthy,-0.444397330516404,0.107600911167668,0.134927536630148,-0.201050233329669,-0.252538341894238,-0.244272592786748,-0.138553482384851,-0.448481091468861,-0.434886707142754,0.256286897682061,0.332087503147629,0.251629029627602,0.132895972878746,0.0092912743122782,-0.0369835438243243,0.240204390706927,0.0078384730846653,-0.436138309424955,0.0563385673682102,-0.123064362381661,-0.430493417593806,-0.0703985626893193,0.155882779359546,-0.130843129397927,0.0751921097598753,0.255311079823534,-0.0774577578488059,0.221686272650492,-0.615346330205775,0.187779915853295
healthy,-0.0992531823039833,-0.48900343166522,-0.37284609752997,-0.433584525688081,0.0782202206192548,-0.0705486625130014,-0.389851126917824,-0.126390241665293,-0.440797551642859,-0.267852862118653,-0.268964973054054,-0.181895788333317,-0.470083417483505,-0.392197406263235,-0.42549575738767,0.228492037950024,-0.132897753772714,-0.445953415971778,-0.33740177260906,-0.438079275808308,-0.478242089387964,-0.122752207725872,-0.396434666486055,-0.388505507640501,-0.383576574294055,0.191813836406115,-0.457655992031938,-0.203504512297258,-0.58095158463183,-0.291334729492954
healthy,0.018876543822218,-0.312652438091867,-0.100846759133118,-0.308649122559025,-0.060296584859244,-0.0601560854497427,-0.0366083028783775,-0.211894389580118,-0.274872193875468,-0.0606305248891162,0.127164069833726,0.278774029264506,-0.36808210207984,-0.234988354211996,-0.0610410568768161,0.247867249891618,-0.0983265321097558,-0.236607058441321,-0.027326371420577,-0.217607729472778,-0.328272971167968,-0.0350128200104818,-0.116341807059832,-0.257476294970515,-0.240094461687171,0.235040571006198,-0.0531448639538797,-0.129716685121484,-0.400722036804547,-0.0687726997242915
