group,CD11b,CD33,CD45RA,CD107a,CD35,IgG-Fc,CD18,CD71,CD36,IgKappaLight,CD82,CD224,CD11b,CD33,CD45RA,CD69,CD107a,CD64,CD35,CD235ab,CD54,IgG-Fc,CD71,CD371,IgKappaLight,CD224,CD11b,CD33,CD11c,CD35,IgA,CD235ab,CD54,CD71,CD371,IgLambdaLight,CD101
healthy,-0.198362756266078,-0.217175227451234,0.263175480426657,-0.0133411548122253,-0.102508348622208,0.216343009245722,-0.255892095338571,0.0482169636033862,-0.201436445903848,-0.0211453345365131,-0.125532282944485,-0.156408033601768,-0.502218931885616,-0.470820398869543,0.440244078720327,0.196206654400734,-0.128242955032749,-0.574868221183581,-0.425847505699499,-0.0272068185940257,0.131814570955408,-0.0341791365061413,0.105105505157149,-0.377018633540373,-0.11767464626214,-0.374656996461459,-0.0193020390943288,-0.0009501187807053,-0.194015126732596,-0.0452301862834568,-0.164686684532919,0.0034829985156603,-0.284158245958773,-0.084174110104516,-0.191596638655462,-0.279494148443817,-0.168207567214879
healthy,0.0913216108905275,0.114010209869541,0.0351286087217231,-0.358800219336717,0.107041568754558,-0.490760192816561,0.003263115870233,-0.116839194660995,0.240418118466899,-0.504502720679518,-0.0055160460051977,-0.0580482870392428,-0.161818329146747,0.0349242362855522,-0.0382023619848738,-0.0795098308051088,-0.269360164661477,-0.0624298907540739,-0.150960213921076,0.303966081333198,0.482295471821626,-0.190577215881439,-0.336088974057346,-0.185155173810874,-0.180740850087678,-0.0683285943622232,0.0773843286605624,-0.022931691110931,0.0968316992140021,0.118709991086622,0.393401493993389,-0.402625243079978,-0.317486078783137,0.0019527442004623,0.143667449963536,0.404651992651355,0.015239949371154
healthy,-0.121038791488648,-0.0515865674172136,0.186457225437501,-0.149978979058658,-0.111011932652888,-0.337948676570721,-0.243025319115374,0.156274694756028,0.06120633330294,-0.331525585007898,0.0715189252785379,0.0994238983430796,0.338181918899901,0.35246162990995,-0.0272643211838881,0.199364975775748,0.184244249456731,0.255275053522359,0.243834174089781,-0.359017016223421,0.364943024182369,-0.0396571958442251,-0.120401134419563,0.256388757675957,-0.0290444994214241,0.547035983637446,-0.0664420178471199,0.0895886064745032,0.124746225738355,0.0185981055590706,-0.309473401368316,0.0344220699474237,0.408681491737774,0.0415256181582888,0.080424342623209,-0.318106315160925,0.38476394178257
healthy,0.182885261971162,0.318098345861356,0.0647148864863704,-0.513835052487528,0.0160577984745854,-0.154725226473615,0.11262864177412,-0.192319192556994,0.120930455837496,0.0351734872208673,0.137545348077638,0.274972327312691,-0.168002880763376,-0.115745250318891,0.125123595722885,0.104759447665572,-0.684278784234274,-0.0447359898767705,-0.252544284978103,0.0,-0.101644263265111,0.0828856134468895,-0.244235528728602,-0.100510051005101,-0.0738170045711475,-0.0994738636476295,-0.154920787604919,-0.0769193879051067,-0.212169216921692,-0.0568143632127709,0.0865233037297363,0.0,-0.362986078426028,0.0243184321009171,-0.173057305730573,0.0874483696088133,-0.272270985294554
healthy,-0.321924493312193,-0.24136674272868,0.309696054361817,0.112923679185171,-0.216928669783289,0.058275120918092,-0.180254302478749,0.0964064584817495,-0.219758779334418,-0.0213911854094138,0.0206551869991102,-0.104628543853237,-0.108139710731137,-0.0738783390141344,-0.206911883377843,-0.314834393311814,-0.0471337629942757,-0.0841467992483217,-0.225526822845228,-0.0659819860128727,-0.122820065144198,0.110133954025325,-0.150762318061563,-0.227363781158649,0.0592742366555378,-0.111613490177524,-0.289222195291126,0.143911546850727,0.0885785717595485,-0.314724938587425,-0.0617129094700183,0.02362708554753,0.165486906353173,0.138798593368046,-0.008918756878807,-0.0145692179236208,0.276061969744219
healthy,-0.102809121754912,-0.199771167048055,-0.310307114302894,0.101994512582008,0.0568058076225045,0.369233627146373,-0.250781276192036,0.001001399847463,-0.0554763187019124,0.0190251662811289,0.0414258209157454,-0.348093550965458,0.0282332517951551,0.048678292432731,-0.254332297673244,0.243293207853667,0.0912471758154524,-0.0093054461961335,0.0084115836818432,-0.0551980078699817,-0.0844313371708271,0.0781608285896012,-0.0212167932594062,0.0415292353823088,0.0542529656805011,-0.065250269952914,-0.104923853862542,-0.0657460743312554,-0.0656277124595597,-0.191154422788606,0.103177298958559,0.15939762000813,-0.332239462708109,0.220688615506686,-0.0689418448670402,0.143276015885999,0.0921623168000051
healthy,0.676304091963051,0.683685734863158,-0.659850000090065,0.0519328564355076,0.659102282364531,-0.27771266147025,0.327988589028659,-0.207505061977511,0.672752712009905,-0.201355386370483,0.135393297353215,0.657153101868015,-0.700131870254103,-0.664473523705379,0.656210671778318,-0.457454228374238,-0.255056523331042,-0.544086351784645,-0.677526009021534,0.153266492921592,-0.0136179789059392,0.225401843112528,0.0770232795766816,-0.350860481213013,0.160840375739444,-0.680382526274427,-0.136822129350468,-0.136351014011399,0.111177860661105,-0.118312435375361,0.379931317788401,-0.176952642877087,-0.022651615190756,-0.270853178797252,0.0578914567470501,0.278321699142198,0.0925379041638807
healthy,0.227920561403705,0.207023964625982,-0.330506443088821,-0.147738247965786,0.218651667315569,-0.134515468394524,0.0388129479439706,-0.017383009605601,0.292513029850673,-0.206837183844438,0.264607226712894,0.386519429565331,-0.452479890915319,-0.348892108789213,0.324820052058249,0.0193204398466871,-0.230538808432898,-0.354803660478391,-0.470435121117866,-0.0464823257833933,-0.0330509652923141,-0.360756009298671,-0.100071650564839,-0.306309930002682,-0.23685837353202,-0.289433117888447,0.175152596264366,0.297034866464168,0.0034933932517776,0.224666633995153,-0.213095106862723,0.115516085446277,0.0730970200239261,0.23384009389111,0.198818275125524,-0.0904885248815799,-0.0844115254060555
healthy,0.305373635390242,0.254684643881136,-0.167328350379362,-0.115488233200959,0.315650045110366,-0.0045424871454147,0.109160247053822,-0.0585489874412958,0.220035476386019,-0.0209504135981447,0.137853339788403,0.313789958150815,-0.567299997408932,-0.484674308923078,0.223211699476123,-0.108813131418696,-0.251035702808204,-0.651087050567106,-0.575793944497778,-0.020137830009087,-0.0517229492494517,0.0348205463324609,-0.146956587100891,-0.411151859142826,-0.0440030102651707,-0.431687956859684,0.469870809077221,0.505259786670693,0.240626342769778,0.483107824739928,-0.41007829328589,-0.0907369314098486,0.0092031192448837,0.226358568240513,0.438974548579537,-0.360670847775212,0.425670220164048
healthy,-0.244383732526154,-0.154585861956443,0.247378546410112,-0.619817592700334,-0.262989344152509,0.315435549738221,-0.0359794404081867,-0.0782743885944985,-0.192225755526297,0.223297290188383,-0.0584968903069984,-0.0527154796776171,0.410413358885449,0.358666448573598,-0.174932932830842,0.0107627659268271,0.0481849809272146,0.361584972411831,0.379643656281656,-0.181627964520674,-0.0103575671496929,0.356076997312837,0.0061622594239895,0.287535204398477,0.362885903487244,0.31476940306271,-0.214962653100151,-0.212038418328181,-0.104888282157703,-0.295844699782694,-0.154871521077849,0.0860759457699577,0.113807069981626,0.0257390729185128,-0.172900834705544,-0.182665895329767,-0.0424596015386242
