group,CD86,CD11b,CD33,CD11c,CD45RA,CD49f,CD16,IgM,CD32,CD69,CD107a,CD64,CD35,CD39,CX3CR1,IgA,CD235ab,CD54,CD62,CD226,IgG-Fc,CD18,CD38,CD71,CD36,CD49d,CD371,IgKappaLight,IgLambdaLight,CD101,CD224
healthy,0.0807190096814768,0.688488183088802,0.656568620497445,0.552815229277624,-0.448939303844555,-0.0614470081895845,-0.405768171407408,0.178739162753018,0.551044076301403,-0.107651046739062,0.185053303007986,0.60068621844408,0.667190953204718,0.456530130759348,-0.264344798764278,0.0247095743752504,0.287314519065412,0.156774416884219,-0.0590319533087042,-0.14659452035076,0.128070316972327,0.404896755622156,0.489231501922497,0.0924719131432383,0.584257171979427,0.0057300002040254,0.598392400438436,0.254818472493875,-0.0418237910337978,0.465558202545636,0.565354913173731
healthy,-0.281735102262152,-0.425654322988413,-0.297949923020825,-0.35191637630662,0.257097505082111,0.0414347556809377,-0.0725402424390119,0.359360543135368,-0.319666153472166,-0.329397870478308,-0.125461894877424,-0.462836620913272,-0.448829106231262,-0.143264515324763,-0.0059060641719988,0.275856411936046,0.414741280487478,-0.129388401945731,0.0170682871740856,-0.0966348555723246,0.353792761369216,-0.470704464281115,-0.255771751375829,-0.0778927964406631,-0.362450368689733,0.0665425317787164,-0.483510250384896,0.248846097946803,0.119117396228201,-0.523184219369299,-0.305130156146737
healthy,-0.0738424708742658,0.233066694314417,0.0900058652418611,0.117879190166163,0.163947087427296,0.0850546864450789,0.125586043713539,-0.307841984083583,0.250245473195904,0.164785824749009,-0.240963793605192,0.0956073981674149,0.159043424869842,0.0312823779949638,-0.006290706260695,-0.306545264279616,0.032983705283649,-0.0933758796786363,0.058613305938843,0.184809021049939,-0.332681848617323,0.129306112872968,0.216999583023949,0.214814381978474,0.1485950259317,-0.0610597383211516,0.0747283892300425,-0.333961838708196,-0.321299444303403,0.0510950601027089,0.138960097576776
healthy,-0.043437021604199,-0.240410466107385,-0.0606759148544419,-0.133093309330933,0.214190008578527,0.35615332610577,-0.100572682059194,-0.0653759465505744,-0.127262089430009,0.104741143743441,-0.550727635116694,-0.0449040349152129,-0.225061206871376,-0.231399459959889,-0.0804835913857815,0.0005426359594213,0.0,-0.0972155546637622,0.323918870776528,0.238969050995443,-0.141648711270333,-0.100033004335584,-0.173459560166226,-0.363695662309272,0.0859048481997512,0.0123993231936421,-0.16045604560456,0.03028389931124,0.130545933930354,0.208862781238659,0.000458488303549
healthy,-0.164073062992593,-0.557041460467271,-0.332245172564333,-0.290852870671925,0.224586935109852,-0.499357854398728,0.276156686724139,-0.087505821336596,-0.196908825870774,-0.249604014728816,-0.0130177781294906,-0.501218570310378,-0.528730126501738,-0.329401059332867,0.182858987596572,-0.126016851570441,0.0857150141415318,-0.275398749678092,-0.392976863545747,-0.322932501971241,-0.0997198063937609,-0.31909552274382,-0.482600873358786,0.0119954322782717,-0.564629081144461,-0.200292409757707,-0.376280389684343,-0.0603912124915176,-0.127197959885657,-0.152849604074244,-0.587630404663939
healthy,0.130023941843092,0.0600410321155212,0.0794997238222994,0.104182119466583,0.0374829133204349,0.481758103110057,0.0835294420867415,-0.410472822959289,0.114717231260821,0.440432566307174,-0.242706877532381,0.0565193386009437,0.069352166022252,0.0791453205392119,-0.0554828835639016,-0.410615950823286,-0.167928094921839,0.262912072031591,0.480614876427407,0.259682657950739,-0.392531721683616,0.12556425468851,0.0914102404649458,-0.228108344201046,0.342535987012398,-0.0895413863922164,0.148394223940661,-0.33069962023319,-0.280077647912376,0.0766250419355666,0.251372825929682
healthy,-0.314736206653538,0.361159009731277,0.339850533698969,-0.170282802071089,-0.578390691095122,0.461588601013258,-0.628000660641483,-0.235550061884281,-0.287816101034298,0.267831752846346,-0.0904062323645838,0.322765183313868,0.302347945196635,0.235155496744747,-0.557290591419682,-0.136946016987264,-0.244304837341471,-0.262193889880588,0.413641279175187,0.275254367644935,-0.300164976783984,-0.0869961293563872,0.24513739903624,-0.203857422900665,0.376285173483696,-0.301999245696521,0.0850877208145787,-0.385871938239551,-0.249197101709623,-0.0694469499144323,0.331843768152401
healthy,0.0131573108072027,0.42550818985138,0.361081085079801,0.191538369071726,-0.450415157697546,-0.16653099734374,-0.372922964771444,0.231436509948678,-0.0018433601588016,0.0362123327852711,0.462872907826316,0.364517785040734,0.468889075877549,0.261716029072561,-0.288515153313027,0.228484223962654,0.0458940275082761,-0.0249784989100256,-0.269435744979153,-0.154762132769702,0.260736706713521,0.200744542839502,0.316359396495527,0.195588988972096,0.249562904811192,-0.190950289878611,0.27093955449527,0.159304199900561,0.224638307098483,-0.0641089658480142,0.105617908474895
healthy,-0.0372858402509878,0.530486238979052,0.455672972648224,0.186483866777253,-0.253625635674324,0.291230856107294,-0.418190467329419,-0.330928985579928,0.0792245621933994,0.385849570507419,-0.113134468994568,0.59087285498352,0.446429499551067,0.364082997845703,-0.330674871691132,-0.352933544997732,-0.059572395443457,0.108564627652155,0.212933054828744,-0.0022947087725909,-0.311963281951779,0.377937499501669,0.554835285837559,-0.0380333377591904,0.466642017343613,0.158073127267987,0.404552676546121,-0.298791463138504,-0.320999249628488,0.503725332711109,0.438042357687044
healthy,0.156273798414832,-0.126233344120863,-0.0426063364601897,-0.0327008608386301,0.0815170071436353,0.0261136237431174,-0.0046150158848936,0.0856362345196914,-0.0221407571486631,-0.245110111316932,0.0113507345371268,-0.0894589574087775,-0.178090179329729,-0.0810254778162815,0.0708608471048949,0.107326237824871,-0.0212212833719724,0.0596953834732301,0.0576734084881102,0.104382569646498,0.0897756595625525,-0.0900998491782516,0.0070613440549839,0.125436214052765,-0.0688950846381125,0.185593158688228,-0.054369728528134,0.0988618186494186,0.125857421349085,-0.110300795125625,-0.131192877411653
