group,CD86,CD11b,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD16,IgM,CD32,CD69,CD95,CD64,CD35,CD58,CX3CR1,CD11a,IgA,CD54,CD62,CD41,CD49b,IgG-Fc,CD45,CD36,CD49d,CD305,CD371,IgKappaLight,IgLambdaLight,CD101,CD360,CD88
healthy,-0.0346056039469468,-0.602681014034393,0.134822996831386,-0.590096848878095,-0.496802952576858,0.490966225278328,0.555324744268347,-0.297174287275431,0.477605334074095,-0.232188975119562,-0.363157809351086,-0.387303548451336,-0.172329289523671,-0.39149472209556,-0.643734878426353,-0.399554812865307,0.304242079251972,-0.137527515128789,-0.194982199923851,-0.17981427466466,-0.359793002097533,-0.505230958035652,-0.183962278655685,-0.132877245759492,-0.308741956170773,-0.590130114680165,0.36089669037471,-0.375845063829032,-0.479210814760687,-0.0260448632705832,0.0851668835924697,-0.305938247387132,0.159509987009021,-0.231514694502025
healthy,0.110632787000321,0.344461550927802,0.266152389185084,0.291467466169678,0.277530183939713,-0.322304985021809,-0.135406703773921,-0.293204524532412,-0.145716802794155,0.0124081993645678,0.395348837209302,-0.0752659779834861,0.0239045218532805,-0.172155153291537,0.191151446398185,-0.0179150468671545,0.0191586959725818,0.173303114322703,0.393113393302072,0.177267810595252,-0.215240084574259,0.0891249988959527,-0.096587074553454,0.320545150251335,0.0514628420732226,0.146098371282716,-0.436680223996546,0.236948787297251,0.229235880398671,0.204420520881773,0.0589077833806129,-0.104490929464987,-0.0979934454057091,0.151466321946646
healthy,0.136559753895867,-0.251580547255228,0.158208367317585,-0.114222619362479,-0.0876673827619921,0.0820950249135282,0.271464384845223,0.226968676910029,0.138462650006131,-0.36676904346189,-0.0590057710927744,0.0598750023953411,0.0444638901002773,-0.14743599403345,-0.359302251412553,0.0278591313755985,0.194268121119099,0.105843024997157,-0.345790146552747,0.391821710550965,0.216556702277523,0.0404131861131967,0.136706330374332,-0.331346790312063,0.167873854947937,-0.0257926354386971,0.211792552778542,0.215801846690427,-0.135998267989293,-0.312221563602375,-0.372866644822733,-0.0914621861816174,0.0661434738501716,0.098267009847557
healthy,-0.0134742433618776,-0.160093615266657,-0.286886535420147,-0.17908639135016,-0.286696669666967,-0.0767684219324734,-0.107464951127176,0.0068765903070909,0.0337368096444601,0.150034174173513,-0.0891782820395142,0.0319098375824661,-0.355954101519217,-0.200873837023814,-0.26052517883879,-0.214257425742574,-0.0865498054268606,-0.106504970012391,0.0264806348197625,-0.0233917427209472,0.118673981821416,0.0139246064430867,0.0577656007966882,0.220392074559662,-0.354162478736904,-0.219934653270277,-0.148923913711052,-0.328376837683768,-0.197539753975398,-0.143953674156554,-0.0336385789373302,-0.184796485608354,0.0120889828171378,-0.209124210694405
healthy,-0.0180495214491058,-0.316218144241391,-0.0157263621604141,-0.233409526770403,-0.0504903281380839,0.292073865941941,0.228097678610988,0.407213490596982,0.424704943920051,-0.143315622432359,-0.011903607370926,0.279580538366978,-0.163625407936848,-0.149285301119942,-0.188344581502491,-0.0439473247223408,0.159291006371776,-0.0266571144491514,0.0442583312811721,-0.0912599950584678,0.42954483701142,0.294770354074717,0.253450070619935,-0.088046548519743,-0.0219912573815648,-0.0055999419287483,0.0317588183910741,-0.115904372089451,-0.0517341436221585,-0.045677565910542,0.146557122704988,0.0408172637321165,0.336186445315223,0.204079401650158
healthy,-0.143154750820906,-0.0433677897893159,0.0831324723551344,-0.0532470606801862,-0.0921644440937426,-0.050759151593718,-0.0976440182945012,-0.462646229203673,0.0393842166593571,0.1394781034647,-0.100450567750052,-0.347942441224641,-0.090704808364028,0.0850355193529629,-0.0650832478497593,-0.0791264292603121,-0.0873010246758165,-0.137231461232834,0.141267201764658,-0.28704997032247,-0.485702169213838,-0.438280873432044,-0.454519503078444,0.140208352710617,-0.0337219624851083,-0.25007940124605,-0.0961159363898649,-0.0503199741195664,-0.137449696204529,0.222355284282276,0.113083752001976,-0.307084097828588,0.0867783574291643,-0.0599404314230474
healthy,0.227620571330964,-0.562120665721863,0.311834776183812,-0.549995846968204,-0.0389663265015598,0.688108521963697,0.638629563266895,-0.673657466530571,0.669316176677522,0.301371100463579,0.146488290646846,-0.570673386144392,0.0796161118056696,-0.52942928815274,-0.565616909813673,-0.293396209246238,0.55704098328582,0.0032231821882758,0.290549973602906,0.060634948015294,-0.617638129501111,-0.62133275144746,-0.600873829633469,0.34321230751213,0.123873729790673,-0.619652461158354,0.225788867805542,-0.225266745664368,-0.220502867525032,0.325598100457601,0.368548227707245,-0.0016373548763634,0.369959300876586,0.400733022774897
healthy,-0.0373804684172159,-0.328525390169484,0.0157713671037257,-0.406369484469909,-0.170150813244935,0.354322775161287,0.0092903374647228,-0.185944964326704,0.350427631220953,0.292182169211103,-0.0082648372708145,-0.286584918210708,-0.323696196421535,-0.451127458589867,-0.397363216144137,-0.420062077941582,0.273511379986807,-0.151505036205448,0.244939634792583,-0.101263259983298,-0.209615666251786,-0.200287290284457,-0.109337227673096,0.248927538192135,-0.11868715122669,-0.364987060208213,0.0175445166656747,-0.266192373850501,-0.309761713223668,0.199799162128003,0.176336850438909,-0.112119951219351,0.312027370839113,0.164029133128505
healthy,0.309854220552428,-0.0812738050698449,0.363349912768594,-0.144294201306601,0.142098268264167,0.146612322680776,0.151973339320872,0.0673760718868018,0.348089257627628,-0.0704495345502484,0.302304829002749,-0.055147437682106,-0.262443298587556,-0.327029906687014,-0.167414809708488,-0.0987976166075462,0.206403936324513,0.183403682980946,-0.122443600915681,0.426975164636559,0.114151445342327,0.0618776567927329,0.155431867878071,-0.101787858252357,0.363976316536481,-0.122343418377515,0.39650091033511,0.141905650554966,-0.0931060325962047,-0.117829797593896,-0.127163908162281,-0.116547551964207,0.0747055899591905,0.496909198407565
healthy,0.269163068457292,-0.108182631048698,0.023626596561986,0.0661223737623582,-0.0266564314944769,0.0622862505725888,0.0860441439858087,0.188682218142092,-0.107545168513221,-0.442148960626166,-0.0254755704151813,-0.0700361111263859,0.223868236282002,0.21636229451855,-0.119865572642875,0.103515629399865,-0.0534115981784172,0.0568123704768136,-0.419724824030554,-0.0150962274745524,0.185762976494916,0.0837051584491042,0.0887484628694118,-0.433755085932724,-0.0092736688451063,0.0582893033924053,0.228547592615048,0.108874037519345,0.0229717010575435,-0.358502222580883,-0.39592577102563,0.129419130236497,0.125414521049869,-0.242139709611621
