group,CD275,CD11b,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD14,CD16,CD45RO,IgM,CD69,CD95,CD64,CD35,CD58,CD39,IgA,CD244,CD235ab,CD54,CD62,CD41,CD83,CD2,CD29,CD49b,IgG-Fc,CD18,CD71,CD193,CD36,CD158,CD319,CD371,IgKappaLight,IgLambdaLight,TCR-Vb13-1,CD101,CD360,CD88,CD224,CD258
healthy,0.218208204319819,0.542451333751425,0.150650461667395,0.518435966994893,0.455478826713474,-0.351721856275053,-0.311851404432545,0.0748401212008549,0.468648925246356,-0.36004579532865,0.279005500052535,-0.107348154627074,-0.0677501292639183,0.447089331880213,0.352927328369695,0.482760023848408,0.450502284857714,0.467441727970124,-0.14845459711088,0.191137102222383,0.323918861956408,-0.008824560912701,0.0286817431284552,0.198326595621014,-0.15688566819404,-0.130399778245317,0.102049542280604,0.178095168945473,-0.106657634193137,0.263486098311955,0.0503848580909803,-0.112786428956053,0.549714755097822,-0.0736704306107926,0.187791401687738,0.466386554621849,-0.0226925541367458,-0.442374738336921,-0.0181456200989678,0.246080764202694,-0.0526925995244913,0.37091017872922,0.513678086075599,-0.115924705313675
healthy,0.0589165913743304,0.452070334656835,0.0086645628730671,0.541366177781379,0.371687869702617,-0.155883201202646,0.122092376952493,-0.218012297601882,0.455974688956453,-0.0182941400887859,0.182497691996945,-0.40358463830652,-0.0929903044737929,0.413531966482261,0.431745054766975,0.287415930637712,0.302204953487565,0.227092957606165,-0.323104925312037,0.277194258470758,0.168825664095705,0.0499150977927835,0.0128461319257592,-0.223745106418502,-0.070865560753038,-0.278301560636271,-0.117199613598856,-0.19527188538144,-0.40469819465975,0.164216306169477,-0.222287381485959,0.238727418662769,0.538935256462199,-0.124706560962117,0.127950680753922,0.381249493558058,-0.24591233342364,-0.272950244909064,0.0741761157557931,0.315580440967568,-0.0587161812824969,0.431496283379372,0.38223246106909,-0.0571094221931296
healthy,-0.0135710171871727,-0.193039295483423,-0.138426780969146,-0.0818614464714517,-0.0816801307669766,0.181197417810262,0.0968599035072258,-0.0467669307706294,-0.063870540103096,-0.0716410545875714,-0.178282259206944,0.163285690828622,-0.318571830832078,-0.0752716680755185,-0.0721261503393144,-0.222486406824072,-0.178967945251983,0.179222131845243,0.202408341545099,0.0364893216975596,-0.0901803808013602,0.199837878252621,-0.0818851783295345,-0.146689709150209,0.0602748996575006,0.105757564673884,-0.0429330251275296,-0.387613553224462,0.190688534020057,0.0730616244577325,-0.228007341529287,0.107343286703329,-0.101710061329307,-0.121675148557347,0.0556070690328217,-0.0619508738781294,0.182818836798676,0.160798826601602,0.0240852973655136,-0.0991747967263581,-0.0161569821958959,-0.266141816608848,0.0847834738855229,-0.0168985554096749
healthy,0.0449978804860131,-0.143638982495791,-0.0950914752196851,-0.130956248364118,0.0475247524752475,-0.0934290029078981,0.344309781315715,-0.340460286391859,0.0786544846124863,0.235213802137425,0.162482066687155,0.182041700316549,-0.396176191920128,0.0906414699579499,-0.113250352693139,-0.105935864824489,0.0146654665466547,0.0500696260987574,0.0321511805957157,0.0147859221765375,0.0,0.0298487758578737,-0.25444614252584,-0.410181180822627,0.247519752062122,0.0868385369824019,-0.203351332289978,-0.350638645805817,0.118338401560135,0.152083770958671,-0.00102899910564,0.121829888610376,-0.20055865754263,0.186106709158569,0.196228948640554,-0.0258625862586259,0.209857958508358,0.0801576900224553,0.0255555575845386,0.121304217645567,0.0890590415432128,0.0109010151736908,-0.162769380500739,0.155142107675589
healthy,-0.0932224154370716,-0.387819500191659,-0.102806801448978,-0.119937114700869,-0.0279306007656645,0.282029836636723,0.311084772860548,-0.46678570013056,-0.158007976777778,0.335770166937461,0.0415500330823017,0.035725654086651,-0.209366708301256,0.0420873424469466,-0.290125006079825,-0.37563138287817,-0.0255473213013201,-0.0645429825638696,-0.0548218450392826,0.0162023260870125,0.0932181660664459,0.0401792871025936,-0.320578231872987,-0.308787055277678,-0.102068092801068,0.107952262288004,-0.254812847072993,-0.298479154770543,-0.0430647735077885,0.0078567629190977,0.0912209094778353,-0.180921078111527,-0.320487120369514,-0.07982460393383,-0.0198293736612803,-0.174627530022018,0.130542628864423,-0.100761641614865,-0.240534650663788,0.0725251102162375,-0.130349280539385,0.163615661641157,-0.378291388263737,-0.140161352439625
healthy,-0.03691401527437,-0.424990136510692,0.195238047161821,-0.244101633393829,-0.300662826481496,0.176446696825656,0.327822058471483,0.221664595336183,-0.345561508790258,0.0518543321514142,-0.582556992650063,-0.237735382098376,0.201128941929754,-0.0376240227544888,-0.170165750626497,-0.261256213998264,-0.185545045176333,-0.28467510892021,-0.238146874707366,-0.170470733622481,0.368283109141071,0.0672238099392651,0.36483156839834,0.120350770185401,0.0,-0.0944448862575076,0.0746496777785733,0.100558462832369,-0.197460634920641,-0.226427603263323,0.090448073941907,0.0088991363422387,-0.103397189689284,0.0085027665509512,-0.152387697243073,-0.195486467292669,-0.2829535630656,-0.19419922459734,-0.0338561853106672,0.207815983153811,0.0593811317943786,-0.492914145352745,-0.192821673171401,-0.080850161427465
healthy,-0.0806189253345424,-0.686790092010219,-0.007795309679392,-0.515923256287204,-0.176939815586856,0.653209003555381,0.61167491419238,-0.280308681663058,-0.535469174588914,0.590774409440507,-0.247162805299884,0.224198795513314,-0.294775464699601,-0.0216664537958245,-0.355867900159594,-0.658323322336531,-0.218182545925438,-0.330129986948696,0.0282842367258183,0.0508619662345003,0.239563497086064,0.0560585374865507,-0.165506355241904,-0.261369803086847,-0.0616982338920998,0.0766397750637069,-0.116780010599003,-0.241727391476241,0.278797247097797,-0.315470372535728,0.203687318272395,-0.0717614299636722,-0.500714630343197,-0.148716174496006,0.0814999874724128,-0.270802025412941,0.178418443184059,0.137553729882711,-0.0639625710866318,0.0112727541227116,0.208653266034876,0.0885505210385654,-0.61008463602314,-0.0975681549451738
healthy,0.147556639430435,-0.402952469605912,-0.161849174136859,-0.367660099365003,-0.420755083358762,-0.0391341314419762,0.135028327640117,0.275588029333873,-0.28204365122454,-0.0764454810427127,-0.363251794705741,-0.294432928391147,0.212203923186416,-0.303381509755267,-0.317825257134884,-0.41560784451537,-0.294151509083185,-0.335643724467359,-0.346994150204887,-0.299445130269062,0.175826801719493,-0.181448772941151,0.311122913126788,0.185050377975362,0.150252240715403,0.0774208038509178,-0.0085201374641551,0.293140436527282,-0.327116163735347,-0.389795731546794,-0.140214101263073,0.0128658687235252,-0.243824200338507,0.162248269790834,0.1930138010344,-0.347338345030375,-0.443453140404412,-0.315958828352826,0.213090544723098,-0.102642772638991,0.0661340934158694,-0.418912751227481,-0.247041467399713,0.102193213896104
healthy,0.182119152127595,-0.760297790604916,-0.0356128501436569,-0.632586869731833,-0.464458944970172,0.25490615649506,0.205605118756769,-0.252345520444223,-0.725502458683749,0.348721780600999,-0.223560154578493,0.371385505539444,-0.425592548724475,-0.550785209039338,-0.6391380039668,-0.725064455207406,-0.652128130256095,-0.628367402014324,0.445997390540984,-0.465707047778206,0.10921459043415,-0.342770970768016,-0.0946007399782327,-0.345065977802541,0.208265587677621,0.127141527270439,-0.318166256213571,-0.333779122716786,0.394964630926744,-0.631232644951826,-0.0341758822693647,0.13475621965938,-0.591463762854059,0.244029824814197,0.248660203603479,-0.587645019136031,0.359798462591534,0.408048909655578,0.246005917558273,-0.405984315270025,0.322858323049339,-0.321668296796027,-0.537856176424317,0.158232957508846
healthy,0.246711532092123,-0.221905347791841,0.0558114295832191,-0.173142904350323,-0.132930566817368,0.131106295653152,0.0925842128234487,0.0305614344295731,-0.181308062937881,0.153621385118699,-0.0164747888391288,-0.413879253170869,-0.138672346466766,0.027387154700463,-0.129849722256655,-0.251962356065453,0.0019710934994839,-0.146174292113244,-0.322795065171716,0.0384603633430546,0.18343939558167,0.123246246616346,0.0042208038148012,-0.0947952560066087,0.288308453751044,0.215124241250715,-0.0612611637564353,0.0076620160896109,-0.342736217470162,-0.155488979917642,0.0590810045752457,0.201485111035084,-0.176236492614836,0.295514925196397,0.203891263929619,-0.144444403799174,-0.288411308666147,-0.301622743803937,0.193066847206737,0.0153867834366314,0.133398621500089,-0.0260505607637214,-0.0553421098618672,0.218856135593989
