group,CD11b,CD33,CD11c,CD45RA,CD14,CD16,CD64,CD35,CD39,CD235ab,CD54,CD41,CD38,CD371,CD101,CD88,CD86,CD11b,CD11c,CD49f,CD69,CD35,CD58,CD244,CD54,CD41,CD18,CD36,CD371,CD101,CD88
healthy,-0.516343267602035,-0.536122793528024,-0.400051153031111,0.477512779738896,-0.344666917226636,0.474337402492291,-0.507384670525958,-0.513858062194471,-0.28960118766703,0.0866806611727535,-0.203407975180208,-0.470027437830296,-0.438508748807805,-0.387102667153818,-0.291394121436335,-0.073146495070262,-0.315560364732372,-0.327457721052414,-0.515217947656562,-0.132784968301914,0.009486646705825,-0.365571061004043,-0.332336544181684,-0.37589563601617,-0.321450323455962,-0.256260380433469,-0.572241301727385,-0.3543525053829,-0.500401899890391,-0.351617034921045,-0.684536296411669
healthy,-0.183858682440645,-0.263917024552305,-0.153067012397699,0.257097505082111,-0.0401661013453081,-0.0224302065436418,-0.114578178946541,-0.0098047159873592,-0.246850776688979,-0.0161103354539277,0.123688472344597,0.234936416561943,-0.270946027234737,-0.120006482456851,0.107571344763412,-0.0746367559619128,0.0929388375542678,0.386759581881533,0.329551900170164,0.0344348786994169,0.256503457306905,0.359047078842881,0.17923153223203,0.260640502988313,0.0665263212018012,0.460222355536425,0.450962613266205,0.228425573292278,0.316586986467871,0.354572013560786,-0.0332170110864226
healthy,0.108398353089128,0.302965292732991,0.192802504332585,-0.0188263027057339,0.225278124582639,-0.0156694210930958,0.366929715160915,0.148359699928088,0.317164597469432,-0.115972262766136,0.337731891424175,0.130514199532137,0.491325081641045,0.275814832309872,0.241416921027242,-0.151345103136373,-0.311402486776653,-0.299099305249812,-0.229877410917104,-0.522913436614582,-0.469401609735043,-0.214548407065396,-0.257118954447767,-0.396995160509107,-0.309092030729727,-0.50509003092147,-0.0861360625657092,-0.395990962156505,-0.235553456148638,-0.253992257678971,-0.389087482134324
healthy,-0.604944792255836,-0.5016507918862,-0.566984698469847,0.164904023548518,-0.426679984908389,-0.143722635566645,-0.509800633766084,-0.696858048151572,-0.446065029058673,0.0,-0.180400864463088,-0.064084426891652,-0.526433921856543,-0.524212421242124,-0.202678079517298,-0.500222134611234,0.144289691615828,0.28350936200832,0.252013201320132,0.240998965801699,0.396810727887351,0.396512409418407,0.232667266726673,0.146004980713204,-0.0086173787961211,0.291683861281501,0.165693540234802,0.272032019299212,0.275463546354635,0.0675273354936166,0.263845385982602
healthy,0.229290419349635,0.0164804592088862,0.0097883738608395,-0.148737028298365,0.0713270731608857,-0.248814371973797,0.102511181300724,0.210871660153834,0.0479376905496579,-0.0625310589951421,-0.0335654974713273,0.0442306624956196,0.277985005069562,0.119760084479607,-0.0394261394650986,-0.232559806534482,-0.139683521090345,0.404562153652164,0.0164297247813558,0.503544087051364,0.286530483565282,0.392087723410417,0.0965791080668647,-0.0402421495207927,-0.0767845180015414,0.356214039366643,-0.0139947942643417,0.358417744461011,0.156622540761985,-0.0919610036815141,-0.257065955755654
healthy,-0.277471790420579,-0.26440463978537,-0.23716562771246,0.189398515742637,-0.159155333730534,-0.0162738395789686,-0.263591167610071,-0.220216207685631,-0.155675898978566,0.357071230875006,0.0685341078844207,-0.219560650374954,-0.146351089935848,-0.230198058865304,0.148728571175692,-0.149600896552872,0.467445702035428,0.19528919750651,0.21653120808017,0.398413919708229,0.398284163538237,0.273660538151977,0.232964085111031,0.28776776321764,0.512681697806048,0.303145684654921,0.239859214191602,0.243964025811304,0.255361792787817,0.508465013612186,0.0906453085770823
healthy,-0.500181325681584,-0.447222851059377,0.0322645722583086,0.587706278172302,-0.486184591185505,0.616189544710011,-0.40838870291629,-0.522891664121291,-0.251547784830276,-0.0503041213671571,0.193990505413776,-0.411384046042735,-0.305588121764618,-0.163585741901496,0.0104448232195101,0.382322027474574,-0.0757077838667268,0.119162334562735,-0.0639182302195143,0.257115151352214,0.0403841161356155,0.0173295217090576,0.0163745537510569,-0.0506186892972064,-0.176549257981135,0.19668581566261,-0.077202113857593,0.197453659480042,0.114493770310641,0.0363712018493161,-0.385300886058516
healthy,0.173360771586714,0.224701771386978,0.164171914153883,-0.0845041890078978,0.105338394687678,-0.117562093618806,0.246129377107072,0.234368252811785,0.151414605211426,-0.191365990641552,0.187218519505373,-0.106550142516915,0.306803117025286,0.184753160050672,-0.0250591803617653,0.0436414425615732,-0.166573570910953,-0.582597343739541,-0.368772134224713,-0.053562119935699,-0.171386024657564,-0.641176954679512,-0.475399217886571,-0.291375438248,-0.235010590781612,-0.0636195095083178,-0.361979862575966,-0.456259832521512,-0.45743848650448,-0.023600939497171,-0.0488990899336017
healthy,0.32476429436443,0.369470378990943,0.0780760045167028,-0.199439551123808,0.302885896171794,-0.419979195907146,0.544505554573243,0.233887279009869,0.316726069756275,0.0650240975102074,-0.0023604916555994,0.100581306900881,0.577017723945175,0.290155186713699,0.475207751296609,-0.323005251520987,0.0947895300174333,0.393251961892595,0.220683900752451,0.158579040664656,0.149236910908016,0.315803937385842,0.272890333096614,0.224921695865685,0.281982814148563,0.242499355688323,0.251633207421679,0.260473180996527,0.217664105203202,-0.050282997378801,0.320101576493568
healthy,-0.279245234729348,-0.337659941043334,-0.256195320543916,-0.0444812121993026,-0.395672741882318,0.15777234968257,-0.435565116034993,-0.217836853142658,-0.364417091542186,0.0638073682085442,-0.285942207206522,-0.0013814958872215,-0.468634634706921,-0.338317298471543,-0.500168737619046,0.0122716780591854,-0.0201668969436004,0.347249053813094,0.259681927872827,0.126583652581443,0.112094239683155,0.321879056803429,0.232123943461699,0.215075560600959,0.256357122342399,0.155278964478785,0.183039639493938,0.216534944648469,0.200768360323658,0.0196361172417716,0.391085418380848
