group,BHLHE40,CLOCK,CTCF,CUX1,E2F7,EPAS1,ETV6,FOS,FOXA2,FOXP2,GMEB2,HINFP,HNF1B,HOXA4,JUND,KLF9,MYB,NFAT5,NFIC,NFYB,NKX2-1,NR5A2,PAX6,PRDM1,RARG,RBPJ,STAT5A,TCF12,TCF7L2,YY1,ZNF263
progressive,0.0342967486753284,-0.455856879828962,0.184870223628836,-0.162461711673825,-0.218906408211664,-0.138945802325689,-0.441525854741455,0.180440634056334,-0.121943995290057,0.159856070748824,0.121032020966306,0.241021785562612,-0.411430702057691,0.584477829989334,-0.0148847237840694,0.0733162215272215,-0.0020519422284384,-0.0104225637000048,0.0251118644146992,-0.0096083009109419,-0.474975770116158,0.0982652333841081,0.0076866407287535,0.0200308646109468,-0.285773668449508,0.329287871897028,-0.0445890303290832,0.0004559871618752,0.112856822564115,-0.1890718196204,0.102499399887235
stable,0.397603453387932,-0.252922951481272,-0.199643782525169,0.138633010028022,0.18663019240658,0.188084652478658,-0.232560510472187,-0.433888404659761,-0.060321817726163,0.210820159921133,0.089487569697823,-0.367978398235616,0.241057619314324,0.264941384708439,-0.254913265264115,-0.197041064501451,-0.0150039039014314,0.42347753256489,0.402426136784821,-0.276806716875387,0.295714697812395,-0.20530852175326,0.338965747324175,0.243354135217604,-0.337434736721988,-0.316612992532246,-0.220235875124582,0.153560363399344,-0.252387097770507,-0.250549885047882,0.299082921137206
stable,0.146702680748007,-0.0999368142176913,0.17390234045607,-0.443880898268042,-0.268574704407685,0.362545141657156,-0.142842083886217,-0.197153662464576,-0.116344350880297,0.341487340592849,-0.132137701678528,-0.225669434739159,0.22347591379496,-0.0105289005321536,0.151528426825244,0.371845670460558,-0.410188416565151,0.386059686178966,-0.0220229502797546,-0.429579141711867,0.0798441623688315,-0.0952865498159901,-0.0078089345613472,-0.404309780434698,0.423788246419183,-0.43545777784232,-0.06922752099891,0.510914898322754,0.0775629005868649,-0.130733848274241,-0.190660840469748
stable,-0.231033428149617,-0.0622981705280091,-0.455571940648441,0.162439165919309,-0.0811864456349055,0.0992794249478273,0.235473829665975,0.083704882315825,0.1627042645173,0.0872837133887106,0.119029270498196,-0.204523568350464,-0.0161710144774832,-0.123337122715558,0.153160714989605,-0.142490496420446,-0.202005131669544,0.138248918852582,-0.112136706950416,-0.208765145918328,-0.18742470878001,0.13049478486133,-0.0116643383116272,-0.165288975847718,0.127247327035933,-0.290415514099719,0.0324745782539622,0.125259087550997,0.131356355304802,0.107166108238075,-0.0847652767077911
stable,0.136027238891782,0.0193837776410409,-0.151620706668194,0.0740689719379571,-0.328119477864533,-0.134896795598822,0.154604744478285,0.276360136796453,-0.0566551579765588,-0.0470879504015853,-0.331834978981834,-0.376396056140333,0.0784245034490657,0.302385268783631,0.436492416493989,-0.0523827472958148,-0.491476845780218,0.183223246372841,-0.101315980131496,-0.14927669925191,-0.104940048335395,0.324354104249014,-0.26594509675176,-0.180014782320765,0.0377451690685965,-0.161146353827985,0.340271743263848,-0.112346114320887,0.193962457655956,0.329158488244092,-0.208566787551029
stable,0.0099049609255363,0.0893214630583731,0.040858658844286,-0.274141784251054,0.268876263875797,-0.0645407120462869,-0.0752730324563409,0.0748671370103074,-0.159293389785284,0.287826577015133,0.336102558119813,0.171276757802976,0.237061845202993,0.369190265246613,0.374632600350416,0.227702897055546,-0.0111660169140351,-0.0114206746048342,-0.0913220271882754,0.125141458160254,-0.298993705971486,-0.289551354650196,0.426433755602839,-0.0071793452043631,0.138194610887765,-0.0112694368495998,-0.077008930514583,0.213632225607155,0.138190162718494,-0.489435401081153,-0.13333609800086
stable,-0.444142582520084,-0.0324358020276641,-0.131570519918739,-0.0182364904499326,-0.513808336486151,-0.424310755257749,0.146018085439217,0.127749037095154,-0.423716573689865,-0.401007442533733,-0.410477719988987,-0.454007624441672,-0.007752848539862,-0.0144964023616737,-0.0204463575140508,0.42174682109496,-0.292968140597924,-0.270507263384539,0.208126338230206,0.231242443062971,-0.217531499897199,-0.463274415058609,-0.174131827021037,-0.386568016486788,0.200800812050809,-0.268679951576456,0.489247475101339,-0.0096900432406359,0.468792978113755,-0.0421339847418327,-0.436617639239136
