group,BACH2,BARX2,BATF,BCL11A,BCL6,BHLHE40,CEBPD,CLOCK,CTCF,E2F6,E2F7,EBF1,EGR2,FOXO3,GLI2,GTF2I,HOXA4,HOXC6,MXI1,MYBL2,NR2C2,PAX6,PBX1,RARG,RBPJ,RUNX1,SP4,STAT3,TCF21,TCF7L2,VDR,ZFP42,ZNF263
progressive,0.022349640614984,-0.209204573649754,0.0630365976395914,0.124779966816298,-0.0741450985387303,0.0580294823089347,0.0282189082542306,-0.508835660588916,0.127598541671303,0.171402510888505,-0.0190668299015071,0.179924554861874,-0.0689390249830145,0.0841261694958671,0.151208251044996,-0.0415159496290207,0.537054568843147,-0.0255329722159313,0.152998875070529,0.089398562459936,-0.0226149182483963,-0.002918053967535,0.224524356979313,-0.13930391724562,0.290114251840497,0.0429749766127882,0.139967111329151,-0.210265684183403,-0.0962957809286551,0.0411511928830789,-0.028683144112702,0.0726860715549628,0.110454974612035
stable,-0.507121776684135,-0.333752159724548,-0.429981685383524,-0.468473495647115,0.329683919615388,0.464405255537955,-0.432641688531821,-0.470820557248553,-0.0010952954140046,0.458146424600786,0.444064054992155,0.500550004200107,-0.453765242944767,-0.541232405291707,-0.493508819395792,0.45736407073364,0.414804020360889,-0.307152128241579,0.518544143144468,-0.534034749713962,0.482555865255746,0.4105793094783,-0.475984092771718,-0.472541735756275,-0.452826418304192,0.466908787912823,0.453921713718196,-0.453921713718196,-0.488501754646056,-0.47348056039685,-0.463466430897379,0.453765242944767,0.480834686748024
stable,-0.021066292158135,0.161863789113772,-0.490746831244993,-0.160174930248773,-0.0663988195870331,-0.0801763524330708,-0.460702920909763,0.030399459569967,-0.499280012878668,-0.0312883326568081,0.170219196130078,0.0424881335510065,0.282039430454694,-0.0058665623731515,0.120442303266974,0.106042559260148,-0.43190343289611,-0.451369753497931,0.325060887857805,-0.245417859276839,-0.434036728304529,0.521057403506276,-0.247462267376573,-0.0612433556833545,0.164085971830874,-0.0293328118657576,0.0399992889078513,-0.153330607480097,-0.265950827582869,-0.117153472845662,0.100442658813049,-0.0671988053651902,0.256884322097089
stable,-0.262284389515803,-0.108456298210171,0.0047688070821055,0.06308450511471,0.0485055806065589,-0.0030656616956392,-0.293826642073158,-0.109273807995675,-0.392540948672742,-0.0156689375554895,-0.0767777940218987,-0.141224815445782,0.0581794464016872,-0.0402623569360622,-0.104641252544487,-0.0212552544230988,0.0679214380122742,0.0666270475185598,0.0250021742733246,-0.0175764603883317,0.162071314976129,0.210576895582688,0.0727583709098384,-0.0401261053051449,0.0136932889071887,-0.0489143354993108,-0.176377736222445,0.0155326859245722,-0.0065400782840304,-0.115677634648788,0.0307247427718512,-0.053751268396875,0.0476880708210551
stable,-0.0610411935578113,-0.487819936120632,0.0034895489171297,-0.271960240605808,0.467392254959712,0.0469102479428998,-0.0219737931811337,0.0361479262826433,-0.371256909792252,0.0429715491651494,-0.192434802783993,-0.278835688472232,-0.231001228316132,-0.295868833186538,-0.446981848793431,-0.116554388831061,0.200839087675991,0.144349855205624,-0.465198330640526,0.390181666419557,-0.217250332583284,-0.254331108576447,0.206868060805091,0.0672083666440257,0.0604020187561588,0.139962006567252,-0.0727881899125054,0.185593904906847,-0.144220292745829,0.111009115551859,-0.288526960464854,0.439026713762053,-0.176291320293608
stable,-0.084838405540319,-0.0267529294226372,0.250808286664807,-0.006170252041805,0.310199949274097,-0.079862836265229,0.17371028765969,0.165915267055153,-0.103873684289978,-0.164470269803983,0.0973256849352684,-0.184905034080365,0.0882802297015693,-0.177814307411634,-0.233120154958759,-0.206737008297248,0.241228068668864,0.102207955175244,-0.128825487217653,0.0664778381055767,-0.298789022162303,0.252066685845747,0.167394398099657,0.0670945219718238,-0.0925446782821862,-0.10211579393324,-0.0625615542169739,0.193840123382282,0.0897468450218508,0.198937436520266,0.19281610958224,-0.172715856480539,-0.141633624269949
stable,-0.0558536916947569,0.162174044696927,-0.225261512015581,0.0376512431299892,0.234693991048916,-0.334857146367781,-0.0009564980933715,-0.0548557867575165,-0.117649265484701,-0.287810690363938,-0.453541582949204,0.254030987135691,0.0211630379013939,0.0730209691628022,-0.240573762878299,-0.140013101858293,0.0103185854921295,0.0787848018293528,-0.20421441327702,-0.248031135459088,-0.297657237835962,-0.0435351556437597,0.215414964543556,0.224247044340792,-0.249848895904932,-0.189705455185358,-0.0359825473220726,0.247281671585061,-0.0279496196115063,0.345420032238736,-0.0502389236661343,-0.0418416157295217,-0.352707636759663
