group,BATF,BCL6,BHLHE40,CLOCK,CTCF,E2F7,EGR1,EHF,ELK3,ESRRA,FOS,FOXA2,FOXO3,GATA1,HEY1,HINFP,HOXA4,JUND,KLF10,KLF5,KLF9,MXI1,MYB,NFAT5,NFATC1,NKX2-1,NR5A2,OTX2,PAX6,PRDM1,RBPJ,RXRA,SOX17,STAT2,TP63,YY1
progressive,0.131088512447189,0.191983548115241,-0.139086472283997,-0.517038842620946,0.19136581950996,-0.324470077932279,-0.0743875288886829,0.0736397521559732,0.0846288189236196,-0.0151180948134779,0.200274116238762,-0.178198446607898,-0.030756382136667,-0.0288706842889643,-0.14734452837566,0.0921716103144301,0.61405474568206,-0.0392420224513288,-0.129755519141055,0.0172313768841792,-0.143215500329829,0.106834536681911,-0.0917164418684329,-0.033552416876364,-0.145068686145674,-0.478349524711185,0.0029585948989817,-0.209344973126848,0.0036413475679774,-0.0600822348716285,0.490086368211541,-0.129365374758772,0.49827940023949,0.139509128698137,0.0177515693938902,-0.174264490753208
stable,-0.0209738736422438,-0.0011398844370784,0.178581895142293,-0.0174022357393979,0.116344204877809,0.0202139506841915,0.363927104611252,0.0304729106178977,0.0071432758056917,0.0185421201764764,-0.122347596246422,-0.118699966047771,-0.163763397460273,0.0088151063134068,0.0430116394257608,-0.0534225839510774,0.251306522227899,0.0250774576157263,-0.0610218135316005,-0.126907133994736,0.176454110859747,0.125843241853463,0.0005319460706366,0.0882270554298733,0.0110188828917585,-0.006915298918276,-0.0080551833553544,-0.12158767328837,0.0550944144587925,0.0243935269534792,-0.0865552249221582,-0.0592739907280802,-0.119459889005823,0.0876951093592366,-0.194236308078171,0.0510668227811153
stable,-0.0454572170929473,0.240073664839631,-0.143553716407207,0.218352297134331,0.0922282265874249,-0.330900512865424,0.34071016279685,0.0468585956545796,-0.0140137856163229,-0.239635734039121,0.23219091043045,0.13759785752027,-0.0386254966049899,-0.277910886003703,0.102300634999157,0.0408151506075403,-0.177186801886382,0.224746086821778,0.198470238791173,-0.0523765237410067,0.115175800534154,-0.0804916811337545,-0.0954689145111995,0.318726036611243,0.273268819518296,0.0028903432833665,0.126649587507518,0.313908797805632,0.0511503174995785,-0.498190078660278,-0.223432294420248,0.363132219782966,-0.421552188571012,0.114124766612929,0.38327703660643,-0.0693682388007982
stable,0.208750098190107,0.25157063115218,-0.362124260234817,0.166326051644349,-0.597571110456833,-0.108042548445972,-0.363578043761307,0.352146018757543,-0.321748726840022,-0.337211697076326,0.0090531065058704,0.275954545755583,0.174850509595132,-0.163286322452597,-0.455364649138343,-0.108042548445972,-0.214565232296067,0.363974530177622,0.527591257977149,-0.215754691545014,-0.471158024721577,-0.380759121801645,-0.384657904895414,0.291946164546974,-0.318775078717656,-0.383666688854625,0.333180751843786,0.455034243791414,-0.0720283656306478,-0.348841965288248,-0.308466431893453,-0.155753080542603,-0.199036180990377,-0.263134818294715,0.182383751505127,0.301263595330388
stable,0.267726084458133,0.487435897803936,0.355045696563668,-0.0310206790281104,-0.317057983195288,-0.535419071365956,-0.457019249068985,0.20082766089391,-0.539523167604405,-0.452848957729916,0.299127385314809,0.119837955285176,-0.610815290972289,-0.481345948546884,0.372686690878934,-0.5347405715846,0.27499927113877,0.565314433683524,0.07270704364364,-0.478813985948164,-0.131860640435308,-0.219709813345803,-0.649622168710843,0.502611124621102,0.485044599794034,-0.264523896465634,0.469041934219117,0.311034229038856,-0.340606890240901,-0.287832846271499,0.120673668430505,-0.540292685649114,0.394266293681097,0.434918359849437,-0.589963834276947,0.305242157734594
stable,0.262328711449999,0.206120001172302,0.0467771392572487,0.110891236979098,0.020394859277731,0.290002547799015,0.212815730422914,0.240999770273505,-0.309468858838521,-0.123646324518486,0.0966354207018864,-0.198838810636802,-0.151145297194511,-0.117507281517967,0.242821451322515,0.178593360193589,0.351374163358382,0.353842175958195,0.0621053789466657,-0.179987842649088,0.261341506410074,-0.100473567650832,-0.0196588824262175,0.015260729030857,-0.157230110321761,-0.275170124093776,-0.321194685517898,-0.0207777885869396,0.466200939711889,0.0353069676947132,0.0260148449198147,0.0542154857520192,-0.0534230655630212,0.47414284931559,0.125093930115148,-0.497787074061056
stable,-0.536860381709033,0.0655211792404762,-0.525403614386608,-0.0275173525554215,-0.0585098974666177,-0.38023719725409,0.126816102356698,0.486778637666,0.0981376458132493,-0.209757901221741,0.450350014992675,-0.512513736197841,-0.101007927350087,0.0156586646217558,-0.0640231115076714,-0.357343961630009,-0.0063089356552264,0.309734638316726,0.254764890072346,-0.162688531860933,0.327804826605924,-0.462277719596958,-0.26874279577437,-0.259364648178763,0.223252690229446,-0.0574462287782848,-0.327147138332985,-0.222883248051437,0.108717495438423,-0.145052742616207,-0.0395749708926304,-0.0172541676542551,0.128444083822429,-0.0238351101877957,0.182013199633699,-0.179447403408407
