group,ARNT,ASCL2,BCL6,CTCF,EGR1,ELK3,ETV6,FOS,FOXO3,GATA1,GLI2,GLIS1,GMEB2,HEY1,HINFP,HOXA4,HSF2,JUND,KLF3,KLF5,MITF,MYB,MYBL2,NKX2-1,PAX6,REST,RXRA,SREBF1,STAT2,STAT5A,TP63,VDR,XBP1,YY1,ZNF384,ZNF76
progressive,-0.164604816151563,-0.144428300994413,0.072971181245354,0.0419658349516583,0.03103826067405,-0.0044434413478226,-0.17102312032064,0.12003874515192,-0.17645399307909,-0.0540124981613107,-0.0152393581040139,-0.0487132829242778,0.273715987025875,-0.0586863401716131,0.335825422754329,0.473012560070809,0.0539466694006023,0.144494129755121,0.259826118516385,-0.144428300994413,-0.311929582617149,-0.148772999201173,0.0924235800347109,-0.469819865176447,0.183102697910647,0.0557898747004398,0.0265289905655189,0.0730699243864167,0.11111894807592,0.0373249073217102,-0.164571901771209,0.262163039521536,0.212297753284859,-0.352381356072512,-0.379239490441574,-0.0743206708398779
stable,-0.481965691820033,-0.074656677681127,0.104227481083631,0.225275756829985,0.499554559298405,0.016897601944288,0.0193554349543663,-0.210298336924821,-0.184260668474304,-0.0975452475874808,-0.171587467016088,0.0153614563129891,0.0814157184588422,0.0809548747694525,-0.193707964106793,0.222433887412082,-0.139712445166636,-0.0791115000118938,-0.0783434271962444,0.0134412742738655,-0.503702152502912,-0.222817923819907,-0.0324894801019719,-0.120817853901659,0.0419367757344602,0.173123612647387,0.0134412742738655,-0.0334879747623162,0.105072361180845,0.0466988271914869,-0.0588343776787482,0.0246551373823475,0.0697410116609705,0.067667215058717,-0.270976089361128,0.462303027739407
stable,-0.377947453459816,-0.0843331835383119,0.336268593036045,-0.138072309957047,0.354713705734225,-0.172656896266134,0.488795486501761,0.458290107808618,-0.33688934202108,-0.258142899348082,0.213537650852003,-0.400028381641772,0.308068853430174,0.154566497273688,0.218769678011583,-0.218326285879415,0.495180333204977,0.137362882545578,-0.451195833693934,-0.0190658616832146,0.302570790991294,0.0292638807230735,-0.11794230715663,-0.0155187246258723,0.197575534093963,-0.486046455282321,0.352408066646952,-0.257078758230879,-0.0782143721143965,0.394885032908626,0.404639659816317,0.459531605778688,0.473276761875889,0.0538278048451686,-0.140910019602921,0.203516988665011
stable,-0.279200535683244,-0.0932891209507662,0.198581130944519,-0.47324724187819,-0.279600631984677,-0.262863270041401,0.0862207529587854,-0.10915960757427,0.252594131637957,-0.227054651063159,-0.378424418438598,-0.280600872738259,0.345883252588724,-0.460777573816865,0.0486117006240947,-0.299272033471793,0.24179153149927,0.302139390298729,0.117761678055077,-0.0502787685467318,0.271331975088397,-0.354952102087869,0.255728219332515,-0.395028414948062,-0.161838953929599,0.0200048150716439,-0.232389268415597,-0.187111703636776,-0.258262162574923,0.197980986492369,0.242058262366892,0.341682241423678,-0.314675741076959,0.270465099768626,0.228988449853418,0.136099425204084
stable,-0.176062055869697,-0.549927991880353,0.501496952012865,-0.457696269962166,-0.576692294360095,-0.546632511992729,0.458797544253726,0.211085915536142,-0.522421163552514,-0.551121039029544,-0.417875192737787,-0.654223673083361,-0.521486749002099,0.572312226155025,-0.512242719342637,0.302074532382795,-0.0840555946020566,0.589440378583613,0.109668564867894,-0.645471879660279,0.0191137833482195,-0.631063541012363,0.566780825736051,-0.366332218697936,-0.538414669741312,-0.0682539771155757,-0.482349796716417,-0.135214791237274,0.473372742642788,0.509940054914829,-0.563176655327308,-0.163038653073289,0.342462932727069,0.300088901463164,-0.468033230926131,-0.527251753058677
stable,0.116836391552618,-0.211405277836809,0.0496124298735436,0.123533813150226,0.183820641954268,-0.20174547082471,0.0176282558481414,-0.0365163895729763,-0.04323722483024,0.0085426409656858,-0.451321703516809,0.193331047519042,0.328503679390332,0.108571369694274,0.129817593427256,0.439959388966912,0.0019433337513952,0.386859438740893,-0.110630656807772,-0.158191604121036,-0.279493315050784,-0.0855256389763507,-0.0611743179985974,-0.177847928869802,0.515434993270241,-0.196181939316126,-0.0624252763858983,0.470009148730312,0.537045801132143,-0.242573318582796,0.0357024861659089,0.0320198519829722,-0.274176184436668,-0.504574399998674,0.0476958545903259,0.0255086247264327
stable,0.155200388162014,-0.223734881569836,0.105282922200095,-0.130678310581473,0.122712410192521,0.0724113404208876,0.0964681963598604,0.119819058053296,-0.0407599452278982,-0.129927426528416,-0.171393366001852,-0.13978277972479,-0.296089089508426,-0.0134383760147646,-0.272521940560577,-0.0195923605365578,-0.211557501057216,0.0119651741497995,0.149642213812755,-0.188937118958874,0.196176620644325,-0.183048392390606,-0.158763006522442,-0.121981930597427,-0.044257269322843,0.199861665752535,0.165243462371651,0.120321007719198,0.0303944805824375,0.320378556268182,0.156440979206195,-0.000204044579635,-0.0055622552408515,-0.0388133599381798,0.0933993658821492,-0.151592879994066
