group,AR,ARID3A,BATF,BHLHE40,CTCF,CTCFL,E2F7,EBF1,ELK4,FOS,FOXH1,GATA1,GLI2,GLIS1,HEY1,HSF2,MAF,MAFK,MNT,MXI1,MYB,MYC,MZF1,NFATC1,PRDM14,RARG,RBPJ,RUNX3,SETDB1,SP1,SPIB,STAT3,TAL1,VEZF1,XBP1,ZFP42,ZNF384
progressive,0.241006887366911,0.388747075862358,-0.274812398282573,-0.431191410686072,0.297990525824555,-0.400776230662627,0.0630471148610315,0.461476193367509,-0.460791607321965,0.601653336026472,0.214699223616729,0.34108684735831,0.413685567521453,0.249841307287976,-0.246646572408772,-0.260370892655149,-0.395592936317796,-0.412870584133901,-0.373197192827864,-0.221968875433694,0.274095212901527,0.404166561554844,-0.494597118237626,-0.414239756224988,-0.40785028646658,-0.444002949538391,0.597969611114737,-0.231879073426327,-0.386465122377212,0.609020785849943,0.58691843637953,-0.432658380783666,-0.568760606504869,0.51389592485486,-0.376131133023051,0.476569685704974,-0.570423172615475
stable,-0.331364368822762,-0.239977084161188,0.219997985353214,0.0423891145811786,0.339112916649429,0.285860641879883,-0.176773243065238,0.0379830775817012,-0.35856025237126,-0.0610008225962122,-0.311765100790604,-0.192574203339225,-0.0107112278780397,-0.21278120061269,0.280239146397792,0.196828308028376,0.253423093625111,-0.133700433087588,0.172898969151904,-0.133700433087588,-0.20518458509635,-0.117519642037784,0.287759795758969,-0.0279555451001321,-0.0591776348722905,0.042844911512159,0.0467951515806559,-0.0675339119402648,0.141221082448765,-0.161883876653211,0.0053176308614381,0.206551975889291,-0.322020531737663,-0.293533223551387,0.337213762770344,-0.0821953798868015,0.0063051908785624
stable,-0.0045564871464313,0.0584457101282632,-0.113386430143887,0.117504793526238,-0.225370864242718,-0.131787628235244,-0.0951604815581616,-0.197856691858498,-0.0493327358354005,-0.13362774804438,-0.105850701401712,-0.0366271466770825,-0.161755293698312,0.0391682645087461,-0.229138728613805,0.0496832348466645,0.312382243788993,-0.123025152953645,0.0865732557821949,-0.0741305408823248,-0.472735541442249,-0.190408587869139,-0.0410960090706978,0.0507347318804563,0.134854494583804,0.223004995916686,-0.154219564956137,-0.139761480741499,0.0458277457227611,0.271461484223927,0.0339107793397869,0.115839923222735,-0.0250606793053722,0.0523119774311441,0.232906592984893,0.318165477474848,0.226597610782142
stable,-0.575836488147538,-0.656013744324979,0.640823654604376,-0.439257768398815,-0.692800178996177,0.591224709473191,-0.768222276652386,-0.582705050455984,0.687714801133193,-0.172770759604766,0.745437142071482,-0.570024627732698,-0.597763052439886,-0.660240551899407,-0.708716751268635,0.832152741215618,-0.575506268805785,0.119737533319358,-0.643729584811796,-0.174950207260331,-0.478950133277433,-0.586733726425361,-0.562759802214149,-0.46514696479219,-0.720010252756561,0.649541445226635,-0.492555170157625,-0.758249652531469,0.627152573855834,-0.0881685642478452,-0.418057686658322,0.601725684540912,0.889875082153908,0.664401315605485,-0.552589046488181,0.637059154108401,0.130040376782028
stable,-0.312274818995545,-0.10687193379582,0.225305625362612,-0.0116360833566425,-0.230681842726114,-0.264888128931375,-0.444153183170296,-0.206327825821402,-0.279067798997632,0.353294283887272,-0.0459414703427979,-0.597577708791094,-0.572183133686994,-0.44222897634127,0.205584569964697,-0.340287306394928,-0.369026532854201,-0.0843017309472013,-0.0724922212239942,-0.442476728293505,-0.581044395178604,-0.204065024657655,-0.379489923636931,0.411714194224311,-0.142473889332006,0.119069588244196,-0.0362130770183657,0.159048494936535,-0.0520113931725581,0.50996436008235,-0.271891250781221,0.426513244171156,-0.0744824952402829,0.291414104617348,0.3255047732449,0.469696409445736,-0.220945191003274
stable,-0.296387155609992,-0.114618578148311,0.33695006971769,0.10540219299355,0.0153602739168885,-0.0034202636810551,0.0669203625006971,-0.248876623895812,-0.143039445785949,0.151838510194603,-0.104447212979311,-0.20530855880689,-0.504160998083698,0.403702620701434,0.269848647422385,-0.257153485360264,-0.239520027802545,0.554762794583854,-0.339278454515412,-0.0939711374242652,0.0217503598387566,0.360830090189356,-0.185963865385506,-0.271840305163064,-0.0828337520096478,0.2953052129349,-0.111198314467256,0.0333470188787191,-0.15704397928956,-0.177610826324543,0.233227095916807,0.281199109302607,0.351928351628883,0.296795644170996,-0.0099748490504627,-0.132518105282251,-0.30724191110132
stable,-0.145834843450389,0.0113683430852125,-0.181471085761806,-0.653429940654544,0.176548459173996,-0.372129449858284,-0.306254795875054,0.0095122041820534,-0.125279222030503,0.194598089995963,-0.297782354404617,-0.312075030116251,0.107375807839858,0.117342908208244,-0.368977669138697,0.0329921582283605,0.399480083061507,-0.173043321595383,0.101068184827591,-0.566780340304447,0.0318914719203603,0.0780918658447233,0.246119144671176,0.563604190146306,-0.0767759161628337,-0.177352650646262,-0.384366969585239,0.120303794992495,-0.038552451791653,0.552755728416902,-0.369022346442712,0.113289458262176,-0.194654952019255,0.204447404744673,0.245916066016563,0.341992577513777,0.417253526913201
