group,AR,ASCL1,BARX2,BATF,BHLHE40,CDX2,CEBPA,E2F1,ELF1,ESR2,FOSL1,FOXA2,FOXH1,GATA3,GATA4,HNF4A,HNF4G,HOXA4,HOXC6,HSF1,IRF1,IRF2,KLF1,KLF4,NFE2,NRF1,ONECUT1,OTX2,PBX1,TFAP2C,THAP1,YY1,ZBTB7A,ZFX,ZNF263
critical,-0.114493771247766,-0.173620007482351,0.52189077739193,-0.0700380213406976,0.0181803846311935,0.010236462900848,-0.110308550738825,-0.261598496355003,0.170127880815655,-0.201805823733644,0.123121901001866,-0.285252545176234,0.0992901358108291,-0.0339349408145298,-0.302730950146692,-0.131341283105411,0.165676085752005,-0.227121520612564,0.0072508278881006,-0.0518398650725234,0.364620675931767,0.0119514258694796,-0.0930878345045861,0.0795813903993006,0.0807010035290809,0.312994070503011,-0.0563716325025863,-0.0917371900940576,0.0022569978965411,0.0284968198984543,-0.15607051596397,0.0316068563700661,0.112272316625186,0.023423017540482,0.181457299390813
critical,-0.0769068087528398,0.25782105983461,-0.0218294435324655,0.194756600559214,-0.266990886281693,0.139854454952478,-0.100539554142335,0.102145733934021,-0.264895551735266,0.246132451441474,0.0130684628505395,0.212169049664541,-0.0910995974575599,-0.0336202633668908,-0.0507041756966463,-0.178738607545759,-0.150163208888211,-0.0896248323761023,0.010761404604299,0.107526436236171,0.109322437275966,0.136211347152243,0.143088716987555,0.284585855817894,0.0152076023003764,-0.270721603888746,0.196479593426659,0.114294293812959,-0.0979331623894621,-0.0127618285266721,-0.089194084159241,0.0319702786717947,-0.115192294332856,-0.0833315279195855,-0.263055745792061
critical,0.12567537882064,0.0670645984362324,0.0353053018534623,0.0820798526747243,-0.213876733112912,0.077490384506422,0.0591568298244707,-0.0118273866572338,-0.0749745777744721,0.0153004379541523,0.021603219142895,-0.160500953028379,0.155862848877561,-0.0785338474040322,-0.0141221207413849,-0.213620288841466,0.21276915914744,-0.196969097009263,-0.0549210778926464,0.0799133407262964,-0.105710307997934,-0.0659636566501946,0.0377680511499405,-0.219498610546435,0.0030950170691826,-0.267670340501785,-0.169836850944921,0.0622275289023955,-0.102248310333405,-0.0898682420566747,-0.0518194286440298,-0.0215700582457252,-0.0551554148993131,-0.0313702087226443,-0.0150837867593095
critical,0.115109204405205,-0.0062320659411667,0.0760756795290942,0.0195756918751441,-0.0339533626486013,-0.077288736432183,0.0105305792201232,-0.263529107031894,0.0866740831956779,-0.0623729175917276,-0.0523526895343155,0.123676210306488,0.0566912303554453,-0.064097437533699,0.046027225994744,-0.0720951628351821,0.0276745979082322,-0.0366663405070218,0.119409941436504,-0.0620137815883383,0.101210752261657,-0.248480974927032,-0.215144703553604,-0.0295469973810109,0.0747803437893155,-0.0657218886202369,0.0441225821129923,-0.120491796951358,0.06880400936759,0.187539041968004,0.07903994140227,0.019545671218514,0.0412984166374234,0.0200593580097395,-0.183957688819654
critical,-0.104315609689553,-0.210211758919858,-0.0114351603931916,-0.0753217777862722,-0.0230344205201225,0.32938271292685,0.0566144081400085,-0.155082885211593,0.0279142283918394,0.241667086829226,-0.0485994316710645,0.111777829160639,-0.0668749599127515,-0.0535742446517884,0.118298634369748,0.0294602206202241,-0.0413099487618094,-0.0962401754239687,-0.0573830858401551,-0.0425191046946242,0.129250132389813,-0.201609478140689,0.0121779276090636,-0.0904189532902745,0.166258940762039,-0.103097816928647,0.0908248842105766,-0.0637311544874329,0.0829912811315548,0.0582035845088508,-0.259761241680991,0.0523996360313397,0.0809357160457696,-0.109394064607376,0.049851771744337
critical,0.0324513148071109,0.0635777207614074,-0.169337674728637,0.0891896412202058,-0.0221743191109555,-0.134907948729148,0.198986986353783,-0.242503080499263,0.163850045493669,0.185558856088771,0.145453507030604,-0.0824666240008568,0.165828456686048,0.0659500237748927,0.122115416630014,-0.164485643659547,0.080425548200575,-0.150645717399741,0.0776772575396694,0.0496393215463255,-0.046264384806386,0.306716399426547,0.27003969962938,-0.0605340112346715,0.127987985599245,-0.212782152179371,-0.272465715163925,-0.167923245007389,0.0648757733536918,0.163205495240949,0.0728520827311086,0.0626914641639166,0.051411834741307,0.102769956961554,0.107926358983318
critical,-0.489371395382633,0.0404421981556428,-0.333470882636932,-0.0499601084591502,0.232820607000372,-0.233459427097206,-0.286941121723078,-0.0913525146069291,0.525718562474503,0.488378841118255,-0.358331866721876,-0.20292757227924,-0.120949275169227,-0.481617524460447,-0.485110380622814,0.509836474877184,0.471372004869432,0.482305033678585,0.169667372490743,-0.0516412415620817,0.212877245559588,-0.291712484471649,0.0276322850113535,0.246786715636376,-0.309547763124531,-0.0441486896035577,-0.120884884020226,-0.0340044737620754,-0.059542292253413,0.0681211186171034,0.255915637083451,0.466233045672734,0.336297675470487,-0.0496789694291927,0.113660764001126
critical,0.124417898488788,0.0767862057009185,0.103021281266992,-0.0401993714338744,0.0221000306122664,0.114423909190104,-0.0495045814625559,-0.0318782711634873,-0.0402434131678527,0.137609930913633,0.0470680700910078,-0.0121085500199478,0.001924456527762,-0.124265982381078,0.0850935080862935,0.0105440928556859,0.008675524730852,0.118434215688498,-0.111768861619575,-0.0347977085104623,-0.158925712041419,0.0668492197857694,-0.0098362195427873,-0.0389988160652372,0.0876157335920083,0.0476038182726936,-0.0256207212515912,-0.0704257988280225,0.0484789386766491,-0.139824700516955,-0.131165482377481,0.0223635841532569,-0.193795754918763,-0.0379011176576001,-0.0220591944475333
critical,-0.259448585268972,-0.534172892209714,0.438102923883347,0.493835439670196,-0.547419807096953,0.478559717998426,-0.479633792178472,0.328189332791938,-0.126382728518786,0.244053522021641,-0.459584407484274,0.0366378636971363,-0.548493881276999,-0.0670699654651161,-0.371271641569352,-0.317209907840353,0.0865226422815109,-0.224362162054125,0.505530914075145,0.450991814043903,0.529757253913968,0.51316877491103,-0.451469180346146,0.0595514462047916,-0.487390994589918,0.506604988255192,-0.296683156843912,0.468296342500205,-0.453378645555117,-0.468535025651327,0.559473306228584,-0.0674279901917982,-0.411131727806628,0.459465065908713,-0.453736670281799
critical,-0.238758816215132,0.246688503146713,-0.0057005017749425,-0.191659279186983,0.451552083202822,-0.443897985365113,-0.494961202373954,0.0463522135548645,0.260816545819459,0.118201523247192,-0.141987995614414,-0.558936881585274,-0.150839659512668,-0.240440117546326,-0.385757798345857,0.260295422151273,0.304025336387845,0.185993067540271,0.275783422029391,-0.403260889049683,-0.0303505938338006,-0.217804711054322,0.170382927872577,0.164853275386939,-0.0208340570298375,0.0250244989488776,-0.460924334781745,-0.210056397069393,0.141885713508705,0.2695064722162,0.0318248209632525,0.272225314651909,0.493869866424732,-0.216039089735675,0.225301555383649
