group,ARNT,ATF3,BCL11A,BHLHE40,DUX4,E2F1,E2F6,EBF1,EGR1,EGR2,ESR2,ETS2,FOSL1,FOXA2,FOXH1,FOXM1,FOXP1,GATA2,GATA3,GMEB2,KLF9,MAF,MAFK,MECOM,MXI1,NANOG,NFAT5,NFE2,NFIC,NR2F2,NRF1,ONECUT1,PAX5,PRDM14,RELA,SOX17,SP1,SP4,SPI1,SPIB,TBP,USF2,VDR,ZFX,ZNF143,ZNF384
critical,0.715885423570905,0.5358449700244,-0.407218194161898,-0.613110972004322,-0.218236998174717,0.0366446997864379,-0.687132207496898,0.385986135190353,-0.690473964286855,0.615861969678376,0.0270162079272488,0.522125250855079,-0.250208528835358,0.0224752983050121,-0.31088918906882,-0.430963183701089,0.531233522000264,0.533834625570283,0.213502107947259,0.161197882939283,-0.469547689539745,0.160995085033823,0.235853964048948,-0.468048748499395,0.430019732575692,0.633858079462813,-0.601727837397899,-0.29097090783264,0.243216409747138,-0.518051658145422,0.409396067320524,0.651457410736569,-0.485145493659622,-0.270602944284355,0.51815746574827,-0.488487250449578,-0.37926735240949,-0.625948961149907,-0.59343075787455,0.220873370945686,-0.585213034053338,-0.614645182245621,-0.367249372185978,0.732964534130657,-0.560498141488038,0.283485019931127
critical,0.495050226777913,0.311809934175359,-0.228817240208341,-0.21902235297506,0.197842264714162,-0.0158236222536191,-0.490329886288368,-0.467682372117245,0.279815712112993,0.283979442774521,-0.493228594613494,0.546005326488174,0.144624582196509,-0.0642992781845327,-0.425669173150578,0.38956182132014,0.385369175862352,-0.315019476560287,-0.466157116614498,-0.0901129625461927,0.100262056033667,0.26095603625201,0.0446950463198387,-0.329108211038269,0.023869164313134,0.540786205763134,-0.0789157076942713,-0.208049187794158,-0.0058480175437084,-0.325667350283256,-0.0833613576193401,0.324489072335636,-0.0899756172639548,-0.0489093778748227,-0.000571067226147,-0.519967552455494,-0.405024008620502,0.527601058668295,-0.118384404590005,-0.595355655005971,-0.342025896267697,-0.188343754142552,-0.182040328557739,0.494768307514372,-0.101751168041088,0.097276603319759
critical,0.28402149964971,-0.229327689964317,-0.158383017896299,0.0278839336103547,-0.218018367240105,-0.208041225858068,0.234973601366869,0.19665971596753,0.258843491031589,0.0633737695634727,-0.0104168268496516,0.0857452286544822,-0.234100792901306,-0.0058777853307463,0.0694221791055321,-0.328447231797877,-0.206326233785382,-0.0276279972933851,-0.386448526194877,0.0398823156494852,0.123475054253556,-0.0473875934573715,0.137477177030671,0.268829382373181,-0.413971523973608,0.105581386964571,0.196467216857331,0.182414781812778,0.193310668948039,-0.213555887867301,-0.237458589880351,0.212829641224277,0.356534601967875,-0.253661327485427,0.0041759181973928,-0.0588937902715604,0.185510080005188,-0.333948768867779,0.131822515668565,-0.333156897528096,0.162265812448616,0.329864725245709,0.336352820255383,-0.187439446086959,0.272725301864829,-0.0287414296466973
critical,-0.131114067942237,-0.439617692463527,-0.505920537114557,0.296957044120415,0.30663992344219,-0.0381601877773197,-0.133720827632319,0.505180780986291,0.204628434016294,0.291449603778574,-0.24832908696261,-0.23685736283662,0.28393205229058,0.0512710441577575,0.394418813191957,0.117175389227787,0.108858636922648,-0.205689631795534,-0.0708910939703976,-0.0228674911495243,0.0706984491453282,0.311769779926895,0.404676324506224,0.0987398298824309,-0.546727114374545,-0.181454912801803,0.0207616080046228,-0.415659281190324,0.320330915952979,-0.254583989225721,-0.196270951090998,-0.460532315500634,0.0039002320869765,0.071109057829619,0.35498166543132,-0.164790585019513,0.0229995904581434,0.249222958950932,-0.126504902899005,-0.412838960951308,0.0039530718104242,0.503059486255384,-0.0028885715484692,0.489889185186067,-0.0922449472086623,-0.115383241940856
critical,0.24061201009283,0.17380088329883,-0.227406446481578,-0.0898676492048768,-0.0544399572729495,-0.107245183267137,0.137802738264418,-0.130591189341961,0.456881849737839,-0.0687353417367096,-0.103166869295641,0.364213020373,-0.707378875531935,0.0759554048845766,-0.17649137852846,0.0220007584600096,0.212361810181718,0.0645208001586505,-0.401241386682049,0.778566314186788,0.197845055857292,0.544535800336059,0.385175043332963,-0.347397425187814,-0.203847584771498,0.223515445469107,-0.207866299165122,-0.748604754968222,-0.358304147938307,0.415128088326118,0.476175084517399,0.0433203788872016,0.0185695256196908,-0.252404212285985,0.366230891795222,0.0622049308470705,0.496753967333901,-0.194362737664512,-0.100297575332397,-0.618549961827105,-0.0856531076268176,-0.0060025289142054,0.30819793139916,0.0586885557526495,-0.1498673956707,0.495902544792879
critical,-0.0472528384273866,0.0483980414466931,-0.279218114614923,-0.263643353552354,-0.23527755568953,0.0099368385059828,-0.118510893990237,0.002871816802261,0.148999722065775,0.284662233583626,0.0326559045582256,0.299223930436808,-0.0205431803155603,-0.193354315928916,-0.156196882579417,0.0457024097243254,-0.195944236603348,-0.110247813743241,-0.413964463717328,-0.0434031944317177,0.0729230045678423,0.261599606625591,0.122201971414002,-0.1960235198893,-0.25255250277307,0.410202912261606,-0.242386623663225,-0.421531612898746,0.232097414997456,-0.195133785235839,0.034593940437052,0.131504543632369,-0.209448822977171,0.264550706713804,0.151025850484548,-0.190050845680917,0.0437203275755256,0.436005217211982,-0.276733904988427,-0.162081464247853,-0.380092882107839,0.357215249483692,0.0696900083518,0.325105518673136,-0.12461570700854,0.271360260051681
critical,0.445099699089787,0.287914565980801,-0.198993493954523,-0.235339097916831,0.284404880532484,0.163909796620395,-0.279125781720804,-0.293775002476282,-0.170649381486613,0.402775488728777,0.111241505826437,0.42811752876101,-0.232004972197924,0.205645240503436,-0.474961081656925,-0.0441368573934346,0.170720831820218,-0.389411661919235,-0.374632166258309,0.211799172821144,-0.200054557446534,-0.0068397513684087,-0.133554330160754,-0.248896934222129,0.161272617201822,0.341830830428469,-0.246391634498588,-0.407509543607848,-0.259516305149108,-0.217892697032915,0.323263776283017,0.316845255611088,-0.447841423641734,0.241468023149165,0.423426898850422,-0.580126514029851,-0.210819082122788,-0.0843546273229149,-0.122087109573801,-0.239026043533852,-0.296550257565567,0.454363394789241,0.103541810423573,0.421395713485419,-0.199342891718557,0.446372297230031
critical,0.114399052497671,0.111274575929816,-0.343245321633015,-0.122131598757277,-0.0210682333434068,-0.200557680758298,-0.0143980504004204,-0.144770946347554,-0.0321746088042503,0.160367870998543,0.393863493374211,0.285989443340377,-0.211943545842982,-0.159670179027655,-0.273815062477943,0.205601291887496,0.230549903573135,0.194429826031736,-0.205551476405551,0.319427466342799,-0.102775944620519,-0.161583671504027,0.101318497744053,0.0216306528868036,-0.197022020046653,0.32403938916575,-0.0964835061469777,-0.15558393338987,0.163403037489651,0.183687984304794,0.215208111252329,0.349975090497776,-0.208780675574954,-0.175931768810673,0.274492663121859,0.0493488402343959,-0.326610803794551,-0.0467821044077659,0.122410675545632,0.120765113299501,0.0540246149458067,-0.113717185887069,0.0262087231999243,0.118244615047273,0.07216171634051,0.0744934111639294
critical,-0.0212362156514262,-0.089571747580038,-0.560208996123099,-0.454502470171028,0.232411991403039,0.176652095558512,-0.607901502781609,-0.421521084969371,-0.573140546435979,0.612291111603412,-0.316407749398624,0.345236801931008,-0.161466421796598,0.234784752928338,-0.195159635455844,0.384861919403501,0.0206430252701015,0.404793116216013,-0.162059612177923,0.231344248716655,-0.479653742339197,0.329102023558974,0.549650207335518,-0.259105558562653,-0.0221853202615458,0.405504944673603,-0.0313204521339471,-0.487602493448949,-0.140467482297702,-0.365761189124844,0.354846486108469,0.0971645844609949,-0.38770923323386,-0.516550184057597,0.36279523721822,0.007236922652162,-0.131688264654096,0.0663186846321076,-0.753826336587499,-0.555582111148766,-0.43516446373984,0.208803014226314,0.0304899856000924,0.377150444446279,-0.0061691799657774,-0.198718777743793
critical,0.410997532517575,0.320239894192106,-0.365284862258691,0.159568381660167,-0.0104745773324751,0.255046493612219,-0.281466984228319,-0.363763768536251,-0.125423359598872,0.228230490662244,0.188073908997483,0.412982525903586,-0.335347344115058,-0.140861287861558,-0.466278045943739,0.0519605299672851,0.349023256385146,-0.0732532526331433,-0.447723134021927,0.123179395488028,0.202222020112956,0.348973590766685,0.230325703915294,-0.244333933033411,-0.336914050969364,0.139490408035203,-0.107687878592701,-0.449482146254492,-0.445332788398486,-0.0261590599153783,0.320892448111829,0.0271428560620843,-0.370669788319953,-0.238353291442689,0.499492368495791,-0.489521464752829,-0.145218189999089,0.398550209889563,0.104002679345097,-0.386910795132243,-0.176790659907067,-0.241150724233923,-0.327692611248883,0.371382818804804,0.454825265672894,0.401449550418781
