group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD169,CD195,CD2,CD224,CD226,CD26,CD303,CD305,CD319,CD32,CD366,CD4,CD41,CD45RA,CD49f,CD5,CD52,CD54,CD58,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7
healthy,-0.778252565772301,-0.413343621962803,-0.344484805992394,-0.764698811194186,0.869980331901298,0.0222427698199752,-0.400878122340999,-0.167672285238459,-0.179628104293088,-0.289759909245418,-0.276779372371016,0.100395932437802,0.709580577503222,0.611137246757806,0.273696700084052,-0.631565471495243,-0.634941170653835,0.388511365038278,-0.605416687837948,0.838603248567538,-0.0770337362709905,0.0378566356776238,-0.0399772431549806,0.13504135663779,-0.590316339336774,-0.532732132907076,0.222453799062863,-0.710588029961389,-0.474001160746331,-0.603418576633575,-0.344134580958056
healthy,-0.723523066160929,-0.422957625639766,-0.274864780733528,-0.729676384323737,0.502685209607265,0.139448921522484,-0.415133535713766,-0.229473210808585,-0.482976273313282,-0.664048472001021,-0.605556895612715,-0.318914350333054,0.522335991022216,0.43528190483804,-0.105915461548843,-0.750162720029733,-0.675267278495441,0.167400079111604,-0.548265909198572,0.420706049219575,-0.686236745321478,-0.497636093666982,-0.177628543230519,0.120845652210653,-0.52097415624276,-0.685373291969593,0.143536415918225,-0.631587337015711,-0.673460088815162,-0.402594507627771,-0.574229043369737
healthy,-0.559569524216652,0.0091790078180626,-0.154425201657009,-0.549972647912693,0.84291803728868,-0.0016194446376004,0.114791020738645,0.0307444309908068,-0.163810587257586,-0.196742895987475,-0.260030912068494,0.479467691511254,0.784432593945461,0.767556407458985,0.379483719469572,-0.590313246911505,-0.578947105147398,0.625700295818822,-0.0012482127914366,0.735082868419268,-0.130361655957617,-0.167037340042287,-0.136726719349379,0.218654700665533,-0.314805340143388,-0.357067057244756,0.436492785045287,-0.597163234577635,-0.364766644918143,-0.635288404802487,-0.28544132683607
healthy,-0.79840198429076,-0.255889832961603,-0.430630060782477,-0.787583176797706,0.831465194781086,-0.0338246669296142,-0.231683694234914,0.224385504468199,-0.339958528910195,-0.445144671249483,-0.39497344040103,0.240792362984474,0.852881862025058,0.716721672082065,0.4353292436227,-0.787533957217298,-0.755973424478563,0.152526315208901,-0.16606502454782,0.741565225705354,-0.281591354999211,-0.425667828179021,-0.499035073533997,0.169906676178108,-0.559304197125993,-0.730485663182653,0.24190841001938,-0.751814169257688,-0.431381588645916,-0.599776575170308,-0.440399793281923
healthy,-0.772119371216339,-0.117371862021209,-0.269886145115554,-0.730136544504771,0.870259217289613,0.29906798092515,-0.222815417878068,0.18718835702958,-0.409965751281592,-0.366627251244181,-0.353659239801815,0.200755156344483,0.753081143764864,0.708978456300347,0.376406942440062,-0.176481072876614,-0.660803517132117,0.507039830307943,-0.151468395804301,0.775315617679203,-0.0285197470516471,-0.222971260860228,0.0290355386813274,0.0135337834020753,-0.480034191620931,-0.639559351304286,0.503602865994227,-0.702236079862262,-0.510780365824263,-0.594467064696989,-0.214748428574076
healthy,-0.699092680702572,-0.100373958832825,-0.391724472607074,-0.729750246986067,0.768005930131191,0.309170723564212,-0.0061666511468697,0.101383936956491,-0.450159898908864,-0.398671018876496,-0.276903658221734,0.21359458668625,0.690344487742122,0.667537660960941,0.481621880531473,-0.730910145508433,-0.697887020202658,0.252003321028889,-0.0137965059949193,0.669007927640418,-0.193271020480502,-0.419445957494153,-0.484857912700894,0.270667821290303,-0.548652936403708,-0.695247079931096,0.226576775554617,-0.623798638358702,-0.241222883557878,-0.723415367385323,-0.554391971281783
healthy,-0.630630988704556,0.175001566920888,-0.0171514054480185,-0.590896684901165,0.870901161903014,0.314467078955573,0.0435204043791751,0.302683831684128,-0.391248950936337,-0.238291783934761,-0.134796712500912,0.364453689156451,0.795230180154187,0.79074225618712,0.25544653193219,-0.575827097673041,-0.574664891006368,0.582253441784767,-0.0505247242583471,0.713393682382907,0.0892350546297252,-0.303702805155228,-0.200224786595652,0.116702930456521,-0.309449172403235,-0.469064014052143,0.562686342620222,-0.548351922928433,-0.224872679580291,-0.283303539698448,-0.340573915082989
healthy,-0.770620499450893,-0.220210233577713,-0.427547294267095,-0.776197090704321,0.786365828376798,0.083541178175741,-0.405276204490147,0.126636065843151,-0.298840698558599,-0.543853104388778,-0.253548481358141,0.0798004433351039,0.824560769821497,0.645591248995881,0.307478348556735,-0.588756179152881,-0.733748209734184,0.23601571385133,-0.406470571283278,0.693754798569165,-0.421688547559365,-0.22482356096761,-0.332354067854574,-0.23679495502851,-0.484736540135998,-0.733951328050536,0.221232668015793,-0.766415496796822,-0.488440593043638,-0.568174370901517,-0.255180349143351
healthy,-0.776596367947865,-0.0567410398354876,-0.397951139270655,-0.756396756499491,0.727197931411182,0.362167149877107,-0.211305068877449,0.0091351001380546,-0.450768488600983,-0.519760092456211,-0.239551444180121,0.0800552098966007,0.7906947670881,0.748049122630365,0.331786956112911,-0.621205031353528,-0.721587563275164,0.797792537695397,-0.218115380130146,0.773172745453835,-0.358590575760263,-0.261709017324837,-0.280279299334859,0.178726895860655,-0.446560116975636,-0.736081244634231,0.0699998950784505,-0.811999657507832,-0.395097882021333,-0.643880512219029,-0.649659225679971
healthy,-0.823918080388442,-0.0439948893139441,-0.133508329316086,-0.701720879165309,0.618602351596541,0.401851836675548,-0.363468267035018,-0.337754803278364,-0.120758532814718,-0.093469623966177,-0.444283419529439,0.103139936731798,0.57200726765816,0.494955262339107,0.0508194213112096,-0.717983146143501,-0.806280444975819,0.346175159389879,-0.146158753620383,0.681405722573006,-0.416346120490859,-0.6237825624865,-0.590055716590671,-0.0282309812259623,-0.687965794527745,-0.737455206360876,0.243625125421176,-0.752796739635682,-0.453562837689586,-0.300309238921058,-0.573091013428624
