group,CD101,CD107a,CD11a,CD11c,CD123,CD154,CD169,CD195,CD197,CD2,CD224,CD226,CD257,CD26,CD303,CD305,CD319,CD32,CD357,CD36,CD366,CD4,CD45RA,CD49f,CD58,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7
healthy,-0.827787736153847,-0.411172144749595,-0.596190080409776,-0.884335672665622,0.623270357105743,-0.343178213958174,-0.432280044428012,-0.359306123468717,-0.246368918042752,-0.322005605269492,-0.425346337722009,-0.349187508240299,-0.198250280873045,-0.136974295419017,0.689757300464658,0.442000759257682,-0.0124029944313892,-0.768551413567478,-0.0298747502881788,-0.302884351603531,-0.857248939517916,0.104004532957035,0.667788464018578,-0.190363921684269,-0.752672184261962,-0.560840823557635,0.0837384618220506,-0.804234104076772,-0.633440566570297,-0.754548688186396,-0.533843069664472
healthy,0.555857828002608,0.483384577292292,0.0570103761467025,0.627205065657366,-0.501177215529222,0.673914301825584,0.518877741316829,0.210151436199347,0.664090729590211,0.247853276409471,0.54748115343885,0.686671252611792,0.707017773725896,0.22354075851633,-0.260583245108714,-0.342629437999591,0.264198509071688,0.558163962779927,0.731518469398384,-0.005376982188083,0.525828249844156,-0.0921008155847485,-0.261379405707524,0.673397717277231,0.579902300174045,0.629246129317939,-0.167972075060392,0.518048396731957,0.65825971630398,0.571439417436654,0.482689776924794
healthy,-0.638759409406124,-0.0077005099144821,-0.267217722536555,-0.615802985326066,0.752111048996917,0.104829526372974,0.0235552378657316,-0.136993747991771,0.0318601470468478,-0.220788182825442,-0.226802879162061,-0.308955264796448,0.0390316734859971,0.420019719733334,0.717050433676273,0.741569553010484,0.294361086967028,-0.620575643723879,0.17974167025543,0.209972598699139,-0.657304517153696,0.615671836774656,0.732460447539997,-0.150338805234412,-0.386363100004677,-0.403958349080083,0.437065418353419,-0.694929112363852,-0.47551799884758,-0.640843468837069,-0.394132551743791
healthy,-0.645378051732389,-0.106218267745274,-0.359885838814956,-0.684736336050189,0.841350107569752,-0.0033587976560261,-0.0477113829522206,0.367250452368567,0.0091587364966716,-0.266851370666049,-0.236957410672978,-0.276025016776146,0.0345514941424195,0.170078498601872,0.858298594685938,0.742556579119322,0.471581428683294,-0.6243352479043,0.0361042126971461,0.184201360668714,-0.71045391084563,0.193791658902735,0.717576946731629,-0.121118130325558,-0.34425573250764,-0.557589385655467,0.233214609767347,-0.60319833787449,-0.22875389930875,-0.317697382042007,-0.283365338658846
healthy,-0.895870261354587,-0.218146865212535,-0.24638171649381,-0.825450843303271,0.757759379212376,-0.132900048009372,-0.258052437046978,0.0956807096530063,0.134998023263435,-0.387248755060188,-0.478505020244212,-0.340535121400509,0.0795903637243657,0.158849610376652,0.64912540317675,0.642005505139635,0.308742525973307,-0.279758504342599,-0.0322612257213576,0.0811078873101701,-0.6829352524988,0.407808492528291,0.692637008436057,-0.162423437477063,-0.630546776318059,-0.750397947170799,0.415464918426792,-0.803952343818573,-0.592035094490967,-0.687604916533248,-0.271592919271412
healthy,-0.736817349371063,-0.302088172131042,-0.455718473618166,-0.510789511532681,0.499897654129383,-0.105995228189635,-0.166006248873732,0.0050752387987754,-0.154291917057257,-0.383114807582012,-0.459812493520335,-0.400585691165526,0.0416470732691777,0.382466279363823,0.755727961520671,0.584095453340823,0.399589387632471,-0.630338248850614,0.0246707002943516,-0.241750757264752,-0.728705901401719,0.244287722410482,0.552003322269829,-0.170440881186242,-0.637283315476286,-0.724379204881176,0.124450975252222,-0.72628069145285,-0.380362346620995,-0.673113623269883,-0.546405675415113
healthy,0.631609637362951,-0.180555239028615,0.0636836515666745,0.652511311342048,-0.832655876444907,-0.016025053744489,0.0005152547697698,-0.280461842121906,-0.110518065163857,0.389578779644206,0.282670466388413,0.1459753305543,-0.0363693882302674,-0.414831836902932,-0.764193450706616,-0.788625443175741,-0.248258394690921,0.706760434365936,-0.138303182680157,-0.177051071659665,0.546646819302825,-0.601925992587349,-0.686052072392491,-0.0744521297017361,0.362554274878496,0.485885653243103,-0.54411453847843,0.523725600035264,0.256056998109406,0.332814004255229,0.423216368274367
healthy,-0.82392752037402,-0.285716961168462,-0.405044467189488,-0.792665113380914,0.746500236208238,-0.0905201986706694,-0.355363371500696,0.0977998876140964,-0.11350134022639,-0.339304906493666,-0.544308259870078,-0.297109645865962,-0.185845102305102,0.109803743179112,0.85383874954897,0.664002968769469,0.327242839346492,-0.624526172499767,-0.131692968920604,-0.302950470859527,-0.705196074781169,0.259997626371698,0.724407550699028,-0.438390168232072,-0.516222235917927,-0.736927455083834,0.151148435170208,-0.802402392150088,-0.504303980919345,-0.539820524557943,-0.337818253584316
healthy,-0.820237497558335,-0.0515051485916705,-0.444045212878159,-0.802889635256099,0.720132236249314,-0.016307151400479,-0.229324659051121,0.0520286746606849,-0.0467946401402364,-0.474429596343822,-0.496383771275279,-0.256896301442047,-0.241066262096865,0.134556031188395,0.777472477317406,0.7302135597242,0.516254929508553,-0.692225158720757,-0.110973519541265,0.149505490939517,-0.709628806553258,0.685564777041851,0.779786165504391,-0.355828205685889,-0.475597761569908,-0.731415100727945,0.0415009128194241,-0.732333365954786,-0.409823445170807,-0.634205473808419,-0.634426768591418
healthy,-0.0395375744739507,-0.35159095644198,0.277615509288185,0.0026253587141406,-0.0884241795579872,0.0569028452877822,-0.284992163925185,-0.0246083866682234,-0.320570316304489,-0.225033155475279,-0.0828986545890498,-0.0945205619363127,-0.186554562887658,0.137768146537059,-0.148420639777711,-0.333700378871325,0.152273466037952,-0.138551545768646,0.0093254269457051,0.0189129227932643,0.101384143744102,0.0895248954860949,0.0018346949988503,-0.24242473711863,-0.0383733256088334,-0.185792263936957,-0.315355113402863,0.0108197338948856,-0.115193496893849,0.262517100198641,-0.0487854540824238
