group,CD101,CD11a,CD11b,CD11c,CD123,CD154,CD169,CD195,CD197,CD2,CD224,CD226,CD269,CD30,CD303,CD305,CD32,CD336,CD357,CD366,CD38,CD45RA,CD49f,CD52,CD58,CD70,CD95,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin
healthy,0.82657108284623,0.504809235240419,0.494144138234252,0.834491827123075,-0.612483320125966,0.281206455231693,0.313722976322139,0.375065677881416,0.167641565408154,0.35257318303014,0.482447626895648,0.307952674239238,0.183893991456973,0.42604082153597,-0.691785998407201,-0.486629175363978,0.753363584787252,0.412932795780149,0.0859940521243392,0.775407176045761,0.275259440683127,-0.667556693618918,0.233173599873298,0.14882039422657,0.752672184261962,0.369193930859783,0.645456675825295,0.790814777829231,0.661501435286479,0.838348769227772,0.600558873869863,0.569103846549877
healthy,0.759528796476946,0.252901766972094,0.530303749364807,0.752032018452262,-0.537769153463778,0.667112106494442,0.554545688741689,0.3892267597848,0.705823631646252,0.399222804254145,0.654168832528001,0.687073574870849,0.482379282780584,0.498583028225489,-0.421912803495378,-0.430326075216448,0.7512415429923,0.651476883710467,0.6708603784953,0.611230892392104,0.265571603483366,-0.268519405957629,0.717900145401613,0.252014168595207,0.606342833864679,0.55113161334445,0.772844598639457,0.57731560021522,0.756489414833469,0.572830232179725,0.705925271212446,0.672998182982893
healthy,-0.56089788640281,-0.208568558256421,-0.0710821918751813,-0.556346482849019,0.752575284911768,0.149277146507494,0.0961525311388171,-0.0740198256708806,0.115570393541732,-0.173482558622267,-0.255883310950103,-0.156322562261806,0.184971193389267,0.0141385813109597,0.770447155560191,0.735380466250129,-0.583521402172364,0.301989882854798,0.186189184372693,-0.572153039380352,-0.149002559789913,0.789214514289987,-0.0833262263373001,-0.0575440511424826,-0.334680462191818,0.0843435731479643,-0.342006189435075,-0.662007700964857,-0.386224949783833,-0.630174802810389,-0.230258123100156,0.0241240606243055
healthy,-0.689371321248728,-0.249413814372601,-0.276876076994214,-0.724447844862888,0.832744560783038,-0.0898177204200216,-0.198809086629857,0.295433370902833,-0.0627568662878063,-0.203685065917853,-0.234959595920707,-0.258689810047757,-0.132160608588934,-0.104406504362614,0.814606569055047,0.733715782266703,-0.677322330768598,-0.239805953003404,0.129668304418015,-0.636704146493453,-0.0449498288261716,0.757621766561006,-0.1165532016392,-0.265146860761687,-0.456464484170556,-0.0866242867421509,-0.524473691350404,-0.663205560748444,-0.382941733691228,-0.530299120252213,-0.351274150882656,-0.269387184964232
healthy,0.853970534150898,0.282398796823012,0.272852927084766,0.773844333613144,-0.593594651247983,0.0949252836350403,0.348776015733862,0.0160697481031676,-0.172542677572105,0.371650979764154,0.466268749319595,0.269701786408571,0.346744648317603,0.324757308419687,-0.520928655823179,-0.571824817693429,0.294608528263884,0.132246879655336,-0.0106991147711614,0.622998008639705,0.360743222717268,-0.584096952449357,0.124559415578413,0.0884001643066347,0.616367389527995,0.171094451492906,0.744844543402746,0.815722303222792,0.627294834379366,0.675663576339815,0.381527800587417,0.52430338718915
healthy,0.78142261798538,0.534517056952719,0.346700751978357,0.66639190171101,-0.604510559302005,0.0992943804305199,0.168226243286605,0.110205185344838,0.0007300879356021,0.45482911062627,0.603310223483654,0.458944397972015,0.148002857564413,0.39030357737319,-0.595132786874819,-0.504214079616301,0.803618484590424,0.536243983272753,0.0704702676724797,0.756430995298943,0.276385963165254,-0.498525757238487,0.263935737343685,0.611186547246204,0.716884326171498,0.232227602199616,0.785497213960119,0.737680780788931,0.425666347051339,0.795172831739577,0.715786666855967,0.450745371352196
healthy,0.55783573926462,-0.0159526188348384,0.0390796012887213,0.626495044197513,-0.917305963287535,0.0216150467729057,-0.0090945570808774,-0.290050824273687,-0.175199973225348,0.317278181882326,0.227923074981903,0.164993498930842,-0.0606763035980142,-0.0760833791303955,-0.763647199439598,-0.817711354723593,0.543729664641816,0.142649946232159,-0.185800256587832,0.593615995049467,0.0222229766811267,-0.75162987235412,-0.0890261955200009,0.172971607007799,0.328491273664313,-0.14354757062974,0.395037979971267,0.448484668803253,0.214822284564659,0.224373952547026,0.289696598592666,0.113978315746916
healthy,0.816614251867312,0.383401947908856,0.364660968103214,0.819335590731365,-0.73060795856966,0.132348438088117,0.355028958142516,-0.0049533741682912,0.167815539925352,0.276952745651503,0.525095570046735,0.316598042858316,0.339544396222196,0.196954223261294,-0.762135614705756,-0.721102282796853,0.574756362169176,0.511830936673679,0.0419644924573781,0.774060876143715,0.39180243761715,-0.734433555041505,0.352711433874824,0.262439157381585,0.506583496730118,0.161256473061113,0.676208063331356,0.73602940130599,0.495751769377112,0.513000532735898,0.325694343952835,0.236983818004927
healthy,0.833051611907561,0.452671336662366,0.324972309893786,0.797523405415149,-0.701110019014279,0.0976148548992657,0.287185557784835,0.0635264154435081,0.105296539839448,0.4632001268808,0.599443658241193,0.347903901369671,0.139379882608775,0.0584702038192908,-0.735797375060118,-0.625007095921829,0.789121968624211,-0.0382092492536464,0.2011291158174,0.704493846732437,0.282130769238945,-0.725125992757778,0.498436381736601,0.42357027940237,0.57779267992522,0.0471494900353713,0.763356701987869,0.754419953990641,0.488476829623691,0.725091401362289,0.636125261948167,0.328063051526645
healthy,-0.41074105804218,-0.189477698569766,-0.0585754761802607,-0.627085681434739,0.497890504814061,-0.0632047890655822,0.106261900383172,-0.103881204790287,0.266280182091632,0.124462782287562,0.283190705945143,-0.0564548881604046,0.22335589403334,0.0270846663630721,0.611867761261828,0.655292882533465,-0.292539540929995,0.12784441810769,0.0484922201176668,-0.617521602804982,0.0049627992974358,0.654802645089677,0.0705235598890559,-0.132168056480947,-0.256495386964307,0.132266595405329,-0.328638498610708,-0.560608924011274,-0.130910105619334,-0.359117493811062,-0.405563605070112,0.107309951262113
