group,CD101,CD107a,CD11a,CD11c,CD123,CD169,CD195,CD2,CD224,CD226,CD26,CD303,CD305,CD31,CD319,CD32,CD366,CD38,CD4,CD45RA,CD47,CD49f,CD5,CD52,CD54,CD58,CD71,CD85j,CD95,CD99,CLEC12A,CX3CR1,FCERIA,HLA,ITGB7,Mac,Podoplanin,TCR
healthy,0.777093848336475,0.411524276189574,0.360569699657408,0.788079471530364,-0.861687072287813,0.320299605287532,0.220165076144699,0.275224426377245,0.256722734794955,0.276663054080463,-0.0764493772946172,-0.782092038249549,-0.676314414767779,-0.398865809720532,-0.237971328563974,0.740421427188538,0.692172361280463,0.129277980042708,-0.363031412643459,-0.83599583157137,-0.33711602033277,0.0816522077768608,0.0333720803742745,0.0344913148972168,-0.114626110859143,0.574655003813444,0.142954291273453,-0.0885089071349154,0.527052438713768,-0.219155186537737,0.678196552812151,0.472717711449541,0.653350666444388,0.007927720941714,0.416623868219684,0.237701239623411,0.474011756926789,-0.0718293400582222
healthy,0.774711935766833,0.44595524822555,0.325956046788496,0.767607403031077,-0.515180017682479,0.467663834381661,0.316312647254596,0.452466965982199,0.652180477413934,0.651483528877358,0.317774805259903,-0.48143423919164,-0.42506243009041,0.0293524724556216,0.183535032930238,0.772500701372298,0.669060147061167,0.324923417294726,-0.0589900646428209,-0.342443029236738,0.12777178035778,0.690516421336227,0.55952867784187,0.202001047508014,-0.0221873479103338,0.564722903936248,0.0318571779727726,0.350159376749851,0.723838278230035,-0.105251831569539,0.670317621914243,0.706058851043826,0.521308272697498,0.197906394789302,0.619936658119008,0.618319763587143,0.628082313228595,0.617967196915064
healthy,0.62982647837444,0.066224385264546,0.32040344153625,0.652051877679872,-0.750864942067581,0.0155028083077978,0.204435124556435,0.276049585755712,0.289910477240194,0.328667206461833,-0.419070880005021,-0.673234287694075,-0.646369702724227,-0.0988525076169326,-0.306971384455659,0.620428261921221,0.663122774552046,0.257868216599906,-0.548616417430735,-0.652324144392043,-0.329357824383262,0.24374580843754,0.240983302541832,0.182864652005365,-0.112907063106776,0.456847188447757,-0.272388751286455,0.038707817882672,0.434861199399461,-0.39132785582732,0.692445396415112,0.558431220278302,0.685700917487177,-0.011284119406231,0.324753092847806,0.193170809881358,0.109924245908425,0.0414256830379811
healthy,0.816607767680632,0.212334852293395,0.487539153662583,0.820787729806791,-0.735494640398822,0.319017414012754,-0.156369847153526,0.380636720475447,0.470018273747144,0.394634325970386,-0.182555949376944,-0.772168118627621,-0.633516064232226,-0.0677387116453152,-0.391012145145542,0.770628036683939,0.788649082083762,0.26141879442556,-0.0658387261488735,-0.669168004480075,-0.162933927414585,0.2768707106126,0.44330057890843,0.505213114472246,-0.0364421662738822,0.587229898987743,-0.0864441751920429,0.0696313326336749,0.739586528860838,-0.140216682649513,0.838910987368553,0.461310223805477,0.679333545888709,-0.0204856039780861,0.476610685476024,0.151042758125313,0.368065291091051,0.313962624570669
healthy,0.785551121840716,0.0955080169618138,0.225204687176768,0.754086017988811,-0.761551508585766,0.245836937068422,-0.191522808454825,0.441783369721508,0.396469004252428,0.295511783756659,-0.207193093344606,-0.72867914359584,-0.688311469660948,-0.256375106077077,-0.390960462182911,0.172469573126066,0.692449830319991,0.207553418623441,-0.548762357691168,-0.72804447278859,-0.391110913278528,0.0393247894305638,0.145217297945644,-0.0094475221325878,-0.0557152199953454,0.529914429293425,-0.36630736205585,-0.0114917970839127,0.672558502620238,-0.479042460537432,0.730058065613482,0.460296932466989,0.56616677868943,0.142474865449158,0.205826647522925,0.121325650395489,0.353022976208886,0.0869254024631849
healthy,0.732665263196858,0.159076418511229,0.402589125763808,0.587818043874589,-0.621161748360624,0.0733831486477494,-0.0412061054852959,0.4105314609996,0.41011269834201,0.347030170104428,-0.320391880029375,-0.685571971407921,-0.614243846990197,-0.105358110436069,-0.443947698607487,0.714646438082199,0.737868271487926,0.264436721350932,-0.322512022249408,-0.585860483128599,-0.198154400346949,0.0704231280875828,0.368720034511403,0.496820851578291,-0.40422258324161,0.595819505427587,-0.396416912294808,0.0146511998881847,0.704640703894591,-0.127776001308579,0.657642653575194,0.365898536457217,0.773717111500763,-0.0091340684050192,0.643433210272858,0.311511959075931,0.378240371047524,0.114517256854312
healthy,0.531076002635993,-0.238007124445663,-0.0136788497675218,0.543846116942673,-0.81615625774015,-0.0959460252310592,-0.425349577172,0.291259148099854,0.155080614080245,0.107724253032332,-0.336670237905543,-0.758290315467463,-0.868163566113968,-0.26447528503492,-0.304801154832853,0.524003813685019,0.626966693524808,0.0317733219657203,-0.639745345214237,-0.76604581133588,-0.546894568221164,-0.10309654230893,0.239136730534934,0.103893102512329,-0.123445313012143,0.242967114007353,-0.153736154649361,-0.228694601720317,0.394587078277442,-0.643145149508309,0.471278042093824,0.1505172774418,0.229224680541397,-0.138953232651226,0.299939037485257,-0.148041390996807,0.0711386674014314,0.0351347329812579
healthy,0.786850207115123,0.192815565773862,0.286225688095258,0.763826775232802,-0.824066627673813,0.343311376356895,-0.108824720408613,0.29806562033157,0.516248886043994,0.269648430572544,-0.10799574863206,-0.831557298834572,-0.711762356989377,-0.276502078394043,-0.372958508019703,0.580998989874046,0.675342911007624,0.393830639738358,-0.391470580534718,-0.766753050568429,-0.270079383675409,0.36838248790363,0.170419182663426,0.231154849455891,0.102375412921868,0.427070290167553,-0.0186515016067876,0.190209975214799,0.673308739576336,-0.238465031503815,0.742977714020161,0.437853940259616,0.523666918571801,-0.0232917182486191,0.29459108665236,0.0541744743397751,0.167195134142255,0.0590340634662991
healthy,-0.653409331286439,-0.275992338749329,-0.461092674233285,-0.801388509287375,0.790693315052596,-0.276604163230626,0.0577642344005767,-0.413923068900268,-0.556193185090328,-0.376765996199701,0.142203990507793,0.750548496190014,0.597511040511604,0.0739516968633086,0.44789940900558,-0.633933576037039,-0.635104098730754,-0.306540637554866,0.697324620979912,0.744282196557185,0.271502712391584,-0.466803763509745,-0.31492030529749,-0.309469108785555,0.110788083827094,-0.619558579582153,-0.203310523504003,-0.0856402529293703,-0.726633321602354,-0.170187999614719,-0.746920854024807,-0.549470098987947,-0.695132706724162,-0.130673148861187,-0.435978228108758,-0.252184668110744,-0.394323755776807,-0.111652849271301
healthy,0.801057492303978,0.0191442196177832,0.0513207505449023,0.696470161737028,-0.589616832156371,0.395947611145069,0.222039030853741,0.107238022238837,0.030785630115844,0.400149305006647,-0.0822885415802431,-0.566863978160913,-0.527426382218285,-0.0947305301223465,-0.086670213072572,0.647577876962151,0.853654490325335,0.476980154698001,-0.407998704018597,-0.72892432304323,-0.288422714381838,0.362902485262433,0.554904262957944,0.571806570716733,-0.03813015646104,0.657303854926428,0.12877665335049,0.160979767133002,0.744643597525104,-0.148046292330489,0.775719904667219,0.443578168616925,0.262885803991055,0.008520202112745,0.511234739573174,0.12641393084218,0.375493111510334,0.0497315028067777
mild,0.659024674302143,0.490398912543564,-0.0354594402701775,0.688268334443841,-0.580786274566948,0.269704369095292,0.373441432511093,-0.0510347785910638,0.491451188193223,0.402215243706546,0.344437004082365,-0.35406432868495,-0.398023508217168,-0.22451849771266,0.212608513204542,0.726370987584469,0.526813443794941,-0.0198591295564022,-0.371104869022827,-0.450593064394106,-0.125218910463974,0.45149688377619,0.221839882072085,0.269766693082829,-0.318626744428021,0.497445073329029,0.447308600523759,0.169934382837841,0.532743918881635,-0.0707030150325307,0.345610284723089,0.658879803112369,0.3882668481016,0.448543959462147,0.330199649724578,0.408656628787831,0.156712679987242,0.27021488937208
