group,CD101,CD107a,CD11a,CD11c,CD123,CD141,CD169,CD195,CD197,CD2,CD224,CD226,CD26,CD303,CD305,CD319,CD32,CD326,CD366,CD4,CD45RA,CD47,CD49f,CD5,CD52,CD58,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Podoplanin
healthy,0.792330982617582,0.391687538404053,0.381608274342445,0.802794165722038,-0.830775831910279,-0.124793645411019,0.313248985045354,0.215595391222058,0.0176650753854746,0.27104027124651,0.27490192073595,0.240255429137354,-0.0575914651193592,-0.803132534053639,-0.679555908025824,-0.243787086718405,0.760573371212106,0.218420246567173,0.722122964083038,-0.392970356707372,-0.860505551335349,-0.330083082667207,0.0981129139131677,0.0588816287231964,0.0263207834494835,0.592404517406552,0.537194749773247,-0.221875095111087,0.687393418645595,0.478434894680696,0.684319000891513,0.428812332449515,0.444352361477735,0.490816574715147
healthy,0.707503304910171,0.430220032772119,0.343059159632507,0.754846461661576,-0.461107658598362,-0.189924676822298,0.419678221457707,0.284585238867357,0.467855974203838,0.398262612855908,0.698471869913304,0.5822531524535,0.313691435414448,-0.544587282650136,-0.432696254600688,0.151636153454971,0.742484038943226,0.409432371520491,0.58743168995818,-0.0928085732721689,-0.416058893884377,-0.0592730234405447,0.608954479895722,0.442706040116048,0.173081895858957,0.568301785976054,0.666187441910828,-0.124763428416056,0.748456588421313,0.717203727019438,0.405221602142461,0.566414715746389,0.453738835988239,0.573116633220419
healthy,0.667581212803031,-0.0243705737773529,0.310274582308469,0.50653025279006,-0.657015986860084,-0.005152778392365,0.0198175057656315,-0.0086403510648814,0.0224283552637483,0.263411052831775,0.404762877312544,0.268844895935043,-0.349818231034531,-0.76929699702282,-0.650085591428771,-0.424975773838866,0.565123240473932,0.0996667614331085,0.553210159423039,-0.538149289461186,-0.683854181475371,-0.344477970732002,0.285138461739058,0.106916588023268,0.152423885626614,0.373296030812616,0.49263927736626,-0.32099142842637,0.792987192026393,0.473628588356261,0.691133353176624,0.430815381614773,0.13974909892479,0.0752626785200147
healthy,0.211303853221311,-0.0298785906512265,0.0162803227732961,0.280809849396393,-0.644420276030316,-0.110312261355884,-0.111074206120916,-0.439286729674299,-0.126926992314775,0.0175126156058031,-0.0682734992871308,0.0847463110485189,-0.216788955349578,-0.621181726103664,-0.706628529517945,-0.315317844812877,0.230738729833009,-0.0223325856806916,0.322690532077775,-0.484662155506565,-0.617476963696904,-0.495271413215291,-0.0490791300507225,0.0382553676069667,0.0715187118037782,0.0563553322254084,0.177184495707997,-0.446922454954394,0.116530492609091,0.0815138562297446,0.0916334288125429,0.146143094572063,-0.08577923268666,-0.0722664140797012
healthy,0.77635977030424,0.0328894028998403,0.166420572064936,0.71940533811673,-0.802828262250059,-0.209170050339446,0.235383288048313,-0.251559571813,-0.17286814206766,0.333566603745919,0.520606088001793,0.402050101675174,-0.218937022377797,-0.776908167492582,-0.716287512550866,-0.374493249097252,0.287058935565647,0.045381336604575,0.601096093993341,-0.534740289180166,-0.80856604920663,-0.449014928849497,0.14136983558853,0.111083652778414,-0.0844271232142016,0.514886114815282,0.618217758311355,-0.487336179544298,0.691382070606231,0.405209372969432,0.542583207016465,0.155123123003655,0.121696255200652,0.314991320985184
healthy,0.73800365970655,0.0695732855447743,0.387784543440347,0.805233453833461,-0.549247917353838,-0.250999228538193,0.120126364341022,0.0287596865263942,0.227787435907875,0.604243885583255,0.337887096715954,0.406829832634533,-0.252818764218451,-0.766824061997687,-0.59169189898476,-0.51565017388217,0.527972560932548,0.23683586320604,0.683964977344396,-0.181969425877196,-0.624383471808895,-0.0759651589033511,0.141691816889768,0.574973551545037,0.534743367819639,0.54271256247123,0.759932287983518,-0.219451719719566,0.651705107045985,0.422677956521633,0.660478588018137,0.677523965763417,0.234247580363623,0.474794648957358
healthy,0.655439431995893,-0.126665741970142,0.0315126878970988,0.568425220595346,-0.798904193819014,-0.404075725909098,0.0117235979844622,-0.317250370049125,-0.109664902630541,0.362324483549833,0.273454174061108,0.114042470866079,-0.396188125586913,-0.771798716965647,-0.738728707540125,-0.263380403600986,0.627407265334374,-0.0235965799310131,0.547659267315273,-0.563935443716835,-0.662457164342519,-0.453730626803386,-0.0615765798787296,0.218387111121887,0.222712366333293,0.358881697899165,0.535626122094571,-0.471079050103784,0.653043044420188,0.266962295977284,0.385132785019276,0.347724012336432,0.108118699617876,0.195463605148496
healthy,0.803750563856388,0.236510548370609,0.345888675836257,0.772935650275792,-0.830323328732817,-0.192366159719461,0.366077713211778,-0.159671561280495,0.00242676336079,0.329901478086403,0.534467926577175,0.27193740098801,-0.122163973558397,-0.860886441479873,-0.654535361132773,-0.374274824422617,0.616380465251958,0.234865605711766,0.688622377589588,-0.315561892554467,-0.712108133906921,-0.236361911922817,0.405051337301902,0.192486101131845,0.274295884421512,0.45200445566599,0.681865904831218,-0.159008587638643,0.740640322059328,0.431815950306115,0.466837287659094,0.271711785010759,0.166093435654582,0.155421008880546
healthy,0.704846009776234,0.136160840612048,0.446774814921071,0.802678190565842,-0.813974649278325,-0.317543675799631,0.161331394182447,-0.132182755982756,0.0946251921614399,0.544088161172252,0.534932648090627,0.277750347829483,-0.146898590315923,-0.83223721301611,-0.642697003480542,-0.624986332049636,0.676911335871297,0.179235808548606,0.639873121912204,-0.689638722977536,-0.790380504672136,-0.178912110387418,0.436153671586091,0.241959789048647,0.331357829214491,0.597537490609779,0.73128632514281,0.21397271610617,0.750692054952507,0.42414770207219,0.714213228928071,0.384994460852904,0.274165507649344,0.272066683019386
healthy,0.706804411922948,-0.0174875083047058,0.0362592259284636,0.756103309672508,-0.600623991437448,-0.241959435391611,0.33812311411677,0.199309146984619,-0.0361934228085714,0.0901984746637537,-0.0569348701540006,0.337074299667823,-0.0279259756494038,-0.55970011064689,-0.498440862778115,-0.12085782377284,0.605410015206476,-0.036478009283544,0.822317573168068,-0.360117561145911,-0.767269448519201,-0.349859695634092,0.300092439736243,0.531083081619649,0.557797125399366,0.597265206725048,0.69543076570847,-0.0658595030317789,0.807262179750614,0.453377936410463,0.212742088222775,0.499084400065853,0.207409310000004,0.349812097533077
