group,CD101,CD11a,CD11c,CD123,CD141,CD169,CD197,CD2,CD224,CD226,CD26,CD303,CD305,CD319,CD32,CD326,CD336,CD366,CD4,CD45RA,CD45RO,CD47,CD49f,CD5,CD54,CD58,CD70,CD95,CLEC12A,CX3CR1,FCERIA,HLA,Ig,Podoplanin,TCR
healthy,0.382260882078883,0.183286197740835,0.4185254521869,-0.626402077519227,0.0215989001672917,0.193980930024303,-0.0552328023719171,0.0914121669534218,0.115950576995452,0.0593223281820628,-0.0914758406469656,-0.525084990328516,-0.498726891273467,-0.254943847259559,0.232131484236298,0.0169367993715892,-0.0626575053218254,0.46376999300888,-0.281553473962753,-0.553873312585994,-0.235970052353781,-0.408782236379375,-0.181126978672529,0.0387302503471075,-0.357527052134825,0.344607386459642,-0.140305395594573,0.21368400500744,0.406281670529002,0.0649892053010969,0.35851356470435,-0.165594235030524,0.252312104210861,0.0170366083785423,-0.10075979028509
healthy,0.711221624736265,0.242808126605136,0.77966473359825,-0.538138458135951,-0.106014522140405,0.444783692360442,0.556386903435156,0.385934994259186,0.682533960952111,0.659282391129845,0.28267048620091,-0.522766859739769,-0.45421255836151,0.105822280790882,0.742642689378897,0.449872818768156,0.467189286995745,0.568435996272387,-0.17927809943092,-0.426522687354359,0.509726816986011,-0.0830624565861251,0.659442252011745,0.428565325264742,-0.124230684485461,0.64574138873392,0.398619926286597,0.710778218222447,0.680462736350244,0.683676225126139,0.469662685238109,0.0639778865584375,0.476141796596837,0.573548220163837,0.503272485167628
healthy,0.608207079124498,0.262773301881456,0.53017828145017,-0.783324805903342,-0.0113483809831849,-0.0890533486936605,0.0031686859533772,0.281811089610465,0.230463952469271,0.444254207682549,-0.266687219637912,-0.710259604014134,-0.683102176311771,-0.271427592525364,0.473783368276843,0.142260979661251,-0.173843223379589,0.648119720883343,-0.497426190888157,-0.517202383924306,0.138526687691637,-0.280504362836444,0.2432171823336,0.290182992442518,-0.162292488315563,0.315037155563229,0.0191774845191001,0.443782993863705,0.619382752256321,0.51350251106266,0.585783341871791,-0.156106654459208,0.0911318723701688,0.121217916352362,0.183470678297305
healthy,0.698179267939789,0.36350188458113,0.766525888443839,-0.836095856001987,-0.0177210565744116,0.177354187836794,0.0933097117279686,0.228595007110217,0.273417529901928,0.357977670848409,-0.265971634278826,-0.853354719445305,-0.841210464325317,-0.371612537473051,0.690411190189329,0.0856520103577581,0.204976462658835,0.726798802255629,-0.184731745001438,-0.805644579573547,0.0501217486778816,-0.346758111844734,0.194870003303173,0.3423789877796,-0.136159686662072,0.482491383437116,0.0723227908392219,0.587149045787072,0.605982685882143,0.351798350431614,0.41879510705928,0.0541947968293306,0.218942397191204,0.269817821314563,0.22657687368972
healthy,0.799922636587277,0.232924278929988,0.712635006189511,-0.792302230413619,-0.189802453085794,0.248139088987458,-0.143948296891199,0.382963398775015,0.298071872711721,0.304645616598342,-0.207028018036911,-0.707933993593521,-0.733678025698653,-0.373973480535007,0.204162912770151,-0.0412072739633775,-0.0153780803225434,0.729703769083639,-0.478858222026029,-0.712555141331714,0.144950812905172,-0.385060553288395,0.0520543350658111,0.276055281036182,-0.0218922113915126,0.472256178478809,0.0618728265788489,0.655255748731345,0.680436466335381,0.525148015739418,0.578246169058511,0.0983631384522385,0.131262003366414,0.294112999979669,0.120662509950235
healthy,0.729343594257494,0.41536404760744,0.836853190875047,-0.697902010978603,-0.273621476603867,0.155029609832304,0.0006084066130018,0.488231932912327,0.478762775135092,0.262253941698294,-0.127936803352691,-0.700724710769008,-0.578635508034244,-0.416846593546039,0.759132461336312,0.226606671959844,0.521466082672058,0.646958521541663,-0.186242680496621,-0.649507160078653,0.0568617290035882,-0.0868343876143651,0.302952324603186,0.408559025910591,-0.0215870041519874,0.665915917830833,0.160356229201601,0.77515233693703,0.732930743565564,0.319638251057366,0.662624160042019,0.164549560669526,0.193444748946664,0.451697817990024,0.146543269364416
healthy,0.539070301339385,0.077471207425064,0.655695319998706,-0.868610718664357,-0.164991445397032,0.0042989629887424,-0.109262697436264,0.39281039498341,0.293166883779986,0.24460788286464,-0.203176326151374,-0.731131668219437,-0.772897972886936,-0.162622708874253,0.549801494900895,0.0305677430004618,0.140692278284376,0.62523621858365,-0.51533673462728,-0.732643978559676,0.0626764044228971,-0.372179793908065,0.0182444575259205,0.390553278869591,0.0276206637403203,0.371925056401861,-0.131995777547664,0.450577044605323,0.412677653325988,0.260624535609747,0.220165983556244,-0.0849912464976916,0.0915286273489565,0.103520375045399,0.10924839515395
healthy,0.719082714664323,0.354164323226567,0.759272337711307,-0.770878244954562,-0.0569864448593337,0.294532925935386,0.0753720343016571,0.300621456799211,0.482875091175684,0.295116441290696,-0.0392717923361418,-0.83328404731129,-0.715490666402614,-0.334008705657471,0.59057365304164,0.193035432471651,0.431292114498905,0.749815595217283,-0.273813709555998,-0.741458144071265,0.0922483649749158,-0.162391084497518,0.423382541480276,0.241325666760089,0.247182992131396,0.459054541424713,0.129428855668004,0.700925918390708,0.737651525781541,0.457890550158563,0.54661055838128,0.0032054358926414,0.176400193432672,0.139392099340868,0.128205615873038
healthy,0.783338215400877,0.363244500323295,0.666926759457206,-0.640161174948862,-0.331337705214386,0.296927348904235,0.0431087518894391,0.294035729111344,0.521180709215109,0.282443723996971,-0.122478032602097,-0.631136784975908,-0.622138604124237,-0.287753665600154,0.684923440880717,0.151031838351002,0.0183565360796264,0.68536246861508,-0.649325820459951,-0.652063259870489,0.276744728690905,-0.366032901647085,0.394938794827348,0.235029307119419,-0.120708973980571,0.471416708313455,0.0383710767379087,0.721806865232941,0.785195787866172,0.417730762361783,0.61311446862954,0.227094712350453,0.220672196790007,0.305344269468648,0.157683402284188
healthy,0.591939325891992,-0.101153943102996,0.478940439708231,-0.745551588638299,-0.238086609062934,0.528305631940362,-0.0572446993400874,0.0096310486293946,-0.0984769252500793,0.226003444785464,-0.591099817912379,-0.650809810312415,-0.467804269445783,-0.262043416070164,0.533875249728099,0.291639841898233,-0.103273164338437,0.492358268982719,-0.533113414513508,-0.572608309141183,0.101888112276782,-0.237286544357507,0.31992719095504,0.388525314230787,-0.465077917988743,0.450381663724729,0.124713767533994,0.600507138796235,0.334678209460443,0.404194196163651,0.488348173052107,-0.195964648593136,0.418814579183494,0.249472707207648,0.152773669607185
mild,0.550581899442889,0.0765992763117911,0.658557645166444,-0.490646901895719,0.0142944068298202,0.29327403930337,0.0932843750886284,0.0756722579108877,0.466404777775662,0.305308027840609,0.403353860043822,-0.315728285531828,-0.296882262766282,0.201347825153393,0.681831031244462,0.345369460961144,0.381036081869067,0.398227820757341,-0.261648357813546,-0.370130017180873,0.353055063211819,-0.0093446948107443,0.424087575748064,0.176762828409036,-0.188088773303745,0.496268682952913,0.406237481672224,0.478251052973157,0.347291268598201,0.64504417088312,0.511989185709104,0.438793003821665,0.281082583214211,0.101007530355802,0.282311520611309
mild,0.354865886439941,-0.0887821051117367,0.406466217853014,-0.686004234651108,-0.108953232692015,0.0634099418059768,-0.286359219114505,0.453939814602317,0.0825716328194397,-0.15908520154911,-0.0167242594087806,-0.580446718996865,-0.722453668502954,-0.46849157156309,0.300706425257853,-0.146775913943975,-0.0533282138065552,0.46195316621878,-0.479321599606798,-0.545389856312901,-0.175477973796571,-0.324625390208528,-0.0252876786642633,0.0890517444918026,-0.0268498292228886,0.0087605548548717,-0.0423412256168579,0.192723237921996,0.281728025496487,-0.152652697871903,0.310930981241267,0.16880104602945,-0.13322422860349,-0.0564328419239036,-0.0743238995990921
mild,0.666686854328842,0.220583543966169,0.731533611036531,-0.804348506640046,0.132627244038095,0.11009914191621,0.240927952130477,0.470097245556598,0.547963825559288,0.161183344301157,-0.171846555829808,-0.799779219827714,-0.739151040657963,-0.362275377740603,0.675981428924232,0.0640279897647197,0.0295736629895681,0.666990343052609,-0.561585409417001,-0.729750091254935,0.0826324110345831,-0.388243103166974,0.123329408575051,0.185602648841192,-0.222115489547517,0.449672633508603,0.114510191682076,0.484009693599264,0.671694153453255,0.48579995772231,0.428508614589761,0.182978533574453,0.244495991295855,0.105399796547744,-0.0060777696486736
mild,0.515308389216999,-0.015713803782882,0.530632290421663,-0.852339570574658,-0.191166833837089,0.0792857504006155,-0.297034496696513,0.120031072826743,0.353107950317344,-0.130413778065319,-0.279222399201166,-0.835821067930303,-0.705460120794733,-0.20214896047201,0.260967723298731,-0.155262802866545,-0.261629655960889,0.506020679556308,-0.577628350408036,-0.701289695359515,-0.142568936597723,-0.45730370002531,0.188513673829532,-6.60744999292638e-05,-0.322844266485956,0.324882493956003,-0.289282774616276,0.369278719535622,0.451583163737176,0.273235581024968,0.106920296071263,-0.0145794508289383,-0.196336455873497,-0.0934111433765256,-0.252570129451392
