group,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD141,CD144,CD154,CD169,CD195,CD2,CD224,CD226,CD254,CD303,CD305,CD31,CD319,CD32,CD326,CD36,CD366,CD4,CD41,CD45RA,CD45RO,CD49f,CD5,CD52,CD54,CD58,CD70,CD82,CD88,CD95,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Podoplanin
healthy,-0.752818718055927,-0.365571123272227,-0.469375846297198,-0.371463676634834,-0.778948218613001,0.591431199568658,-0.0276863950653902,-0.021796982558777,-0.20925068580476,-0.374927099937015,-0.443318023200356,-0.430270619277263,-0.454479648524886,-0.315920477142123,-0.282528996590439,0.679903624743735,0.389384377622633,0.0517532308811699,0.218921753384663,-0.827766216827348,-0.366631892279107,-0.343268931817335,-0.665181992475815,0.210788697084414,-0.608199603553084,0.652259847241399,-0.176409322913039,-0.341885313780706,-0.277285296094103,-0.273420998804502,0.0827598207060716,-0.644434954311837,-0.497095346526896,0.0585314627525381,-0.468427869379536,-0.606973849862468,-0.002430556597461,-0.759001719914802,-0.484910479769046,-0.656192330092158,-0.404143813936507,-0.612680477504515
healthy,-0.71769769843338,-0.452783152367078,-0.258758570641809,-0.511627392526597,-0.725902471838521,0.523704800531825,0.19359844739152,-0.336883149261193,-0.548182399083732,-0.48631271726197,-0.273172055791595,-0.398045795443403,-0.683310662168544,-0.638083102864157,-0.42182013727571,0.499253738296157,0.420568323725489,-0.016944802710974,-0.243729802572953,-0.703963713162154,-0.479419484754171,-0.092459371877841,-0.571742307488633,0.0652675676095061,-0.58545958302451,0.328778545999467,-0.392703851179872,-0.687539255412923,-0.519201454006664,-0.278149658588205,0.126600207077827,-0.537109977853264,-0.45051841079615,-0.322797993808031,-0.505986456849717,-0.694297666308111,0.138089172003661,-0.648793944478594,-0.758997011927982,-0.446884230446026,-0.662853441574225,-0.589455281792676
healthy,-0.609974166436359,-0.0070844691213235,-0.265989982024097,-0.285330613450152,-0.662169270179567,0.770155166003097,-0.209006506410311,-0.0716317896719711,0.0677857159433133,-0.109322392565344,-0.275730294067651,-0.178275639488668,-0.158773035366541,-0.318737683608001,-0.188466623214734,0.663445704397298,0.676766890651564,0.184796860412117,0.201402323121201,-0.593567928386861,-0.147367340220968,0.312205159049375,-0.694287654327278,0.537040431899802,-0.14526244130881,0.690452924246001,-0.144671164941173,-0.18091306385065,-0.328839891650201,-0.214466813085314,-0.0669552399465288,-0.403322228087745,-0.0429376406635436,0.0824506015652865,-0.0605192440469048,-0.360789556987019,0.478831098784816,-0.582528790605152,-0.523526201786085,-0.657741654796568,-0.289855494030545,-0.183381888547552
healthy,-0.696575251959812,-0.328682800138979,-0.423223457501593,-0.29264605683423,-0.720242476046579,0.838825572455837,-0.0163283118950427,0.0024491759324187,-0.22937014801663,-0.256946534121654,0.300316567116103,-0.290475349582054,-0.362285911022947,-0.454851359869,-0.180352551627392,0.796978041996364,0.699118475620405,0.249290146628895,0.34951848297238,-0.743310428359529,-0.252227332745698,0.180814191065902,-0.74583152025305,0.141022939511805,-0.258466930982893,0.693727432953174,-0.238943258735247,-0.350417694510936,-0.418349410028123,-0.517274034590576,0.102071026714393,-0.579558091474692,-0.222954099548974,0.177264673066493,-0.230599802267793,-0.672346622334247,0.284802381938173,-0.613941699428928,-0.400828341775476,-0.491923537282268,-0.381561388166844,-0.362159133669467
healthy,-0.834029197899689,-0.183501800236191,-0.226379908607855,-0.249343044872698,-0.807765078268904,0.779707764373512,0.127019158655204,-0.250204019762736,-0.0765774029912268,-0.272898967790145,0.0679217760572907,-0.419849718197395,-0.525837036212505,-0.328587329956085,0.0501965921518343,0.638591834772026,0.662512104964759,0.188181440968419,0.287432014921277,-0.278188787048906,-0.0441523070491113,0.126075865648802,-0.75873012605988,0.440297533620775,-0.309945917375233,0.725956281436626,-0.256533489548859,-0.121661067300807,-0.183807152508864,-0.0164003440443456,-0.0868360518793053,-0.577110219952265,-0.0177645417683055,0.307217171665344,-0.182024226031854,-0.737684783172859,0.395280480733288,-0.771779594863459,-0.58273429696135,-0.613656039111871,-0.280398833036185,-0.427499718209836
healthy,-0.772643921502775,-0.190360239615563,-0.407603581066916,-0.100774034634752,-0.817952671365227,0.591841176322622,0.389485688919066,0.0165816542793689,-0.25268287731644,-0.188946191140088,-0.0925626885681428,-0.535522666973231,-0.442292421838767,-0.328177666053772,-0.633766804120968,0.721007905189361,0.540178501961814,0.20190661615771,0.406881164779049,-0.689652946522765,-0.280761213851469,-0.178327016104879,-0.606025335701984,0.0199418548906516,-0.0384988214905844,0.610625261565932,-0.111927824459695,-0.301140408786182,-0.551644412437404,-0.556874804742823,0.061202715068272,-0.5922552810681,-0.367904381711782,-0.267609260310096,-0.0075760438278474,-0.80416555525466,0.14060110181167,-0.735424513107832,-0.288558989548423,-0.688847818111679,-0.651896299922612,-0.538727629521576
healthy,-0.636592940347416,-0.267751544851574,-0.412183300434054,-0.389196192650969,-0.754303376573226,0.644336897470458,-0.0430461064810456,-0.290950902647228,-0.262357209665205,-0.157686583215951,0.155227132971407,-0.431683405292661,-0.447514694676173,-0.445478212788253,-0.187190020761351,0.572293268029322,0.442906341128537,-0.103775265005389,-0.063560709028371,-0.563127308557581,-0.194933697940675,-0.261012404825945,-0.696555219674193,0.293511454531658,-0.421614436687504,0.496586733449012,-0.0497130423659136,-0.309086910732059,-0.316865797948943,-0.401904972256671,-0.0939822714840383,-0.676355240625487,-0.086562569285552,0.0912223912433763,-0.310063281752061,-0.639020886499908,0.220955540823203,-0.71424736159237,-0.542676017972087,-0.433586001121556,-0.237757326729681,-0.393643988333089
healthy,-0.784863808420288,-0.274947574560875,-0.449542924956933,-0.451379905342496,-0.780835154903471,0.747829945776219,0.0925082950340975,-0.190249597702291,-0.104391176209508,-0.394253677919565,0.0793449935671426,-0.367688143055369,-0.614684272175939,-0.33773244104831,-0.100700385474977,0.777618792713666,0.564111089678853,0.0893336073898285,0.314125746391452,-0.64877891283419,-0.226289707698463,-0.314899808592648,-0.722538853048926,0.20027258132696,-0.486908211513743,0.668574839892487,-0.169292155003037,-0.530902847646682,-0.272502722109281,-0.421760718991685,-0.243541758745424,-0.582645165387234,-0.141348826358686,-0.221959436550915,-0.237017540035768,-0.801154196544371,0.107560316936159,-0.842138055484253,-0.540782699775803,-0.633783554054606,-0.211400635190565,-0.21139122668729
healthy,-0.827572627587212,-0.209127346141448,-0.547120059431789,-0.353282818145151,-0.821687199552117,0.679031691622801,0.390463643461373,-0.247983173816723,-0.100460220124522,-0.200378267846894,-0.0422732981618064,-0.541980411240174,-0.655949710195192,-0.288004540173012,-0.183250037487531,0.733381979124059,0.558097490816961,-0.0681924729970149,0.415162887588001,-0.697727671673863,-0.201087818379971,-0.0910297972370684,-0.692849690214882,0.674870668960676,-0.315636322724086,0.710670214565081,-0.318596508722306,-0.457858570829532,-0.204111951093153,-0.384152862182377,-0.0080264488176368,-0.620545754479752,-0.141485426288993,-0.153396727630984,-0.296597636997391,-0.805986676814035,-0.122464378054447,-0.846903604855369,-0.489862920283212,-0.724002663688467,-0.567026865543353,-0.389074589201319
healthy,-0.851837978950616,-0.065900294453523,-0.0892534792085258,-0.291583916127607,-0.691219444308746,0.616217467085641,0.373819950867984,-0.197478816538318,-0.327701076445599,-0.47217081177328,-0.230492293449696,-0.212438707267609,-0.0172473710889969,-0.446674017399423,-0.124126379996497,0.565578155786601,0.440102918588405,0.0982322423253126,0.100345257352679,-0.659625837463772,-0.193259756254736,0.0654535465296303,-0.816603194157036,0.42322527435742,-0.0909350431844703,0.662141425085078,-0.366648462426668,-0.448485763669465,-0.518895500469824,-0.544893688922844,-0.0067827682166273,-0.68557893695399,-0.286454813168922,-0.424149859155534,-0.280162863603897,-0.717548892367631,0.165657747180213,-0.664405015274074,-0.475750991184389,-0.348978139519682,-0.580270759501132,-0.381913365004649
