group,CD101,CD107a,CD11a,CD11c,CD123,CD158f,CD169,CD195,CD197,CD2,CD224,CD226,CD269,CD303,CD305,CD319,CD32,CD357,CD36,CD366,CD38,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD62L,CD71,CD95,CD96,CD99,CLEC12A,CX3CR1,FCERIA,ITGB7,Ig,Podoplanin,TCR,TIGIT
healthy,-0.80669907882182,-0.371909489191862,-0.462382414268931,-0.833386771037534,0.796268912539486,0.076120508056644,-0.31846288908999,-0.218114576499924,-0.100160977435641,-0.328746744091232,-0.253051937633792,-0.272766391346936,-0.109946262973311,0.771774660141758,0.680482048956694,0.17963571360677,-0.810687296525849,0.058202202752667,-0.191476600695797,-0.766758649267498,-0.173066618415181,0.303211433498349,0.820872812993595,0.27062279149472,-0.129310758403708,-0.102435329553277,-0.117821498424358,-0.0708501798396298,0.133595517701625,-0.607369793573289,-0.191095406394766,-0.157190891474349,-0.524096679490719,-0.322164390469287,0.233854266912859,-0.682939590537575,-0.470500844482358,-0.717723047036726,-0.506550240671357,-0.450452750844535,-0.511272094298907,0.0330800703604181,-0.267980162950657
healthy,-0.792219024948028,-0.474291050412893,-0.22305699082535,-0.77828949430279,0.565220800762032,-0.354709253808216,-0.443373272646805,-0.188689689763404,-0.625869233291677,-0.331575771552535,-0.553197674391793,-0.577889503336037,-0.489994976407142,0.428991360998036,0.490257753932215,-0.215340731647545,-0.803120235456923,-0.51960538599636,-0.0189121442477402,-0.653027656823897,-0.258815861682593,0.176416296607873,0.33810363253301,-0.0703192193758466,-0.126263058709457,-0.725901278820491,-0.492367984212574,-0.156379925922603,0.02886509339791,-0.606929030060854,-0.388426237327488,0.238192705314614,-0.709689879888482,-0.581147483801283,0.225398951583421,-0.595169768174018,-0.659683783789753,-0.510521731690121,-0.564275078420948,-0.4598286548579,-0.590410938595959,-0.582619473251522,-0.42199939071851
healthy,-0.735937024749438,-0.0999834207296355,-0.349292175794395,-0.653483237924689,0.653717468517722,0.0530382456081102,-0.0612335842707677,-0.122413155569783,-0.203810870735585,-0.394393326636108,-0.377604815120596,-0.436065415995685,-0.049073227523649,0.676550170285858,0.594310711135645,0.237471023371141,-0.571030794397127,0.114740712397507,0.0674297250506309,-0.632555577402641,-0.360936731029176,0.367531447983161,0.525557538818728,0.262758342929562,-0.189280659376566,-0.261719095971493,-0.325154795829267,-0.343675029895362,0.0357971277400973,-0.378810797642505,-0.0921464627631467,0.0882128848403217,-0.514827816813586,-0.144508793176859,0.320796489427857,-0.713167379477645,-0.516201668907401,-0.574293065932712,-0.571897545298571,-0.0716544688446249,-0.221129091597211,-0.259002932022119,-0.20652621845974
healthy,0.632414612760706,0.148996388787239,0.23341758049227,0.654614773017925,-0.886105790238661,-0.170234802566271,0.0883006200015183,-0.337518972182287,0.0253126003353837,0.0232487375577618,0.111821007895342,0.203048802424557,0.0901890052504673,-0.834066161017668,-0.8014248683028,-0.471775936623019,0.65705530491579,-0.0510815770748497,-0.314800509599086,0.564060184671235,-0.0154345433152391,-0.418521767407593,-0.791760015687346,-0.478331460468951,-0.0956267768053987,0.0850945324065545,0.171444529673846,0.254653351359158,-0.326695217607174,0.344523822470655,-0.179301781960804,-0.218908250408979,0.469027393338962,-0.0720539421574946,-0.446920444362291,0.534890340326457,0.288083900001806,0.417845046634636,0.284398087774836,0.147905970072628,0.168737005831229,0.110503277998399,0.0689352399658134
healthy,-0.806959406965577,-0.0362368652590411,-0.273642244983538,-0.711759929273748,0.821765926514746,-0.2273619280111,-0.265217297611322,0.0627342677026096,0.202136699203645,-0.337874999581013,-0.381628781134813,-0.425138401358316,-0.189891180533027,0.760900823366624,0.681552311059371,0.335486981085167,-0.297548633671118,-0.0981181400567561,0.304246536469045,-0.58935225518506,-0.233526378042927,0.450882820633982,0.691283126130938,0.376134546915118,-0.0799065390022579,-0.128964904960375,-0.197864885242609,0.0797380107620859,0.0558068192061885,-0.512178723810059,-0.0029080242941075,0.310910985844053,-0.633684676243867,-0.222587920627034,0.467724512500439,-0.717097371016618,-0.498726347135382,-0.578637311222843,-0.38016056660815,-0.274819434896264,-0.371808866364729,-0.0567714084609666,-0.237450960717555
healthy,-0.710599890956797,-0.259571164298125,-0.460732928921274,-0.690166140088142,0.680044214017186,-0.156510143255049,-0.152932948442369,-0.0447104370368314,0.02360617658447,-0.365515471108713,-0.662783119872106,-0.332740692511893,0.0544447706048534,0.657056186311073,0.514184414523968,0.387679484959727,-0.818686331176495,-0.0766990088359051,-0.278300031831459,-0.651480210675116,-0.21640076925736,0.166775631674795,0.595551048604077,0.0692764027734962,-0.318133743035021,-0.333271715941065,-0.319070841025929,-0.581398829441486,0.148736830805452,-0.72436919732642,-0.0087968090415601,0.268966874111313,-0.74423661250021,-0.463808894215388,0.0662630192659729,-0.695049196709211,-0.386936805786348,-0.672636829486798,-0.569053380111638,-0.35014236959914,-0.354429205101819,-0.278044017701359,-0.509373333915489
healthy,-0.698629058524507,0.0941718884977409,-0.189208990382542,-0.697980398135854,0.721408356093717,-0.110951539129533,-0.0021044743006262,0.207735055748265,0.0875497109633894,-0.443631321443962,-0.214498485531209,-0.195831483149548,-0.0542640045525797,0.743315184047893,0.770003493818893,0.217113925757054,-0.607578089938734,0.174826921272437,0.126504004126513,-0.680401115926611,-0.251954652512796,0.504085837633926,0.611457550279077,0.42744071809379,-0.0816182127066664,-0.0262978190802914,-0.39315337621156,-0.21160171068251,0.0355572911811837,-0.408127889702199,-0.0699380690900183,0.0110069239592168,-0.547944756369867,0.065009018723736,0.522264827415217,-0.627573744704875,-0.276178934147615,-0.417718263663811,-0.545326151537283,-0.188618574905774,-0.21747161327036,-0.0926451286652378,0.0043738012397924
healthy,-0.764967885801603,-0.138799650206175,-0.331809160920083,-0.760693991231434,0.772201530804823,0.0116283995385696,-0.328525060225627,0.163656362284645,-0.04656797105132,-0.305579395210125,-0.454879823755417,-0.237319938300172,-0.233904317815604,0.845467217119249,0.734930224901427,0.381560635712748,-0.590823884953861,-0.0465661206273261,-0.101674304542577,-0.7367412169223,-0.334730370333032,0.307891254223046,0.748489119091053,0.219150750933181,-0.223692997816849,-0.337066144012115,-0.188235558730752,-0.236525022904169,-0.181832099417848,-0.412362903648223,-0.0368001201187791,0.0270709470504149,-0.667375686329309,-0.074750560058441,0.260852430052304,-0.738073022692511,-0.41460221323953,-0.56814228189479,-0.28464524027741,-0.184881299469501,-0.153268062481634,-0.103876935463041,-0.122468998430278
healthy,-0.179368660275713,0.153699890495715,-0.0610897092256297,-0.244449761753799,0.232160619116877,0.0282280546194657,0.123088254818727,0.0955837885638503,-0.0340091325825535,-0.25700576595191,0.0743052344966631,0.206611067006849,0.206024604677018,0.120113082301575,0.245704824629558,0.256992224238966,-0.133044230299783,0.0128423290045118,0.395909420808402,-0.207095127826173,-0.0169232992824997,0.0103279254406927,0.283622105547122,0.117271948534395,-0.102312006325516,0.255115318994264,-0.19111200703163,0.0174810896175758,-0.15575351481364,-0.0491644604586201,0.279173733151542,0.0616260043556858,-0.127186914906585,0.0025735701357076,0.121094095851231,0.0120602323335043,-0.0751485552138125,-0.297646153136637,-0.126780020796935,-0.0785760023028343,0.151017720475558,-0.0525321192095399,0.055357262662654
healthy,-0.733225255528764,-0.132168746976619,-0.0178506958417051,-0.706596545348713,0.665933136505173,0.0588140411435146,-0.341690209712672,-0.336815551878813,-0.109688230348425,-0.0638983034065606,-0.117578852370151,-0.330270290345559,0.0166132483165294,0.582844913384503,0.505228611001446,0.165578914526705,-0.737561081958635,-0.163754497166583,-0.141476079326085,-0.732915191866451,-0.432866383165238,0.404513103579589,0.681405722573006,0.283640194883159,0.145060839480718,-0.426998116515768,-0.655728797924678,-0.643697145371641,0.286159491517709,-0.63068121275762,-0.438210052494383,-0.254733379985275,-0.768236265961543,-0.194019716054491,0.0348560043900779,-0.825050555815087,-0.396243441161347,-0.299203127543816,-0.451403522302276,-0.177154190467893,-0.442630619479451,-0.116605303929528,0.0525687744279615
